#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7723752.1         -            862 5119at5820           -            616         0 1015.3  47.0   1   4  5.2e-138    1e-135  451.7   2.9     6   263    66   324    56   329 0.92 | transcript=PVPAM_140067500_t1 | gene=PVPAM_140067500 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DBP9, putative | transcript_product=ATP-dependent RNA helicase DBP9, putative | location=CASCJQ010000014:2696273-2698861(-) | protein_length=862 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723238.1         -            626 5119at5820           -            616     1e-26   91.7  15.5   1   2   2.1e-21   4.1e-19   66.6  12.4    52   320   156   430   142   447 0.77 | transcript=PVPAM_140015700_t1 | gene=PVPAM_140015700 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DBP6, putative | transcript_product=ATP-dependent RNA helicase DBP6, putative | location=CASCJQ010000014:498695-500575(+) | protein_length=626 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723238.1         -            626 5119at5820           -            616     1e-26   91.7  15.5   2   2   3.6e-09   7.3e-07   26.1   0.0   376   442   464   528   459   548 0.81 | transcript=PVPAM_140015700_t1 | gene=PVPAM_140015700 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DBP6, putative | transcript_product=ATP-dependent RNA helicase DBP6, putative | location=CASCJQ010000014:498695-500575(+) | protein_length=626 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718513.1         -            473 5119at5820           -            616   3.9e-26   89.8   8.3   1   2   7.5e-08   1.5e-05   21.8   0.0    61   105    77   121    16   136 0.79 | transcript=PVPAM_040025700_t1 | gene=PVPAM_040025700 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase UAP56, putative | transcript_product=ATP-dependent RNA helicase UAP56, putative | location=CASCJQ010000004:869937-871529(+) | protein_length=473 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718513.1         -            473 5119at5820           -            616   3.9e-26   89.8   8.3   2   2   5.1e-20     1e-17   62.0   6.7   119   424   159   444   151   469 0.79 | transcript=PVPAM_040025700_t1 | gene=PVPAM_040025700 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase UAP56, putative | transcript_product=ATP-dependent RNA helicase UAP56, putative | location=CASCJQ010000004:869937-871529(+) | protein_length=473 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720855.1         -            667 5119at5820           -            616   5.9e-26   89.2   0.1   1   3       4.1   8.3e+02   -3.8   1.9   466   522   113   172    90   183 0.45 | transcript=PVPAM_100012100_t1 | gene=PVPAM_100012100 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX41, putative | transcript_product=ATP-dependent RNA helicase DDX41, putative | location=CASCJQ010000010:321156-323159(-) | protein_length=667 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720855.1         -            667 5119at5820           -            616   5.9e-26   89.2   0.1   2   3   7.8e-17   1.6e-14   51.5   0.0    55   261   227   438   218   524 0.76 | transcript=PVPAM_100012100_t1 | gene=PVPAM_100012100 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX41, putative | transcript_product=ATP-dependent RNA helicase DDX41, putative | location=CASCJQ010000010:321156-323159(-) | protein_length=667 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720855.1         -            667 5119at5820           -            616   5.9e-26   89.2   0.1   3   3   1.2e-14   2.4e-12   44.3   0.0   375   424   529   579   498   596 0.81 | transcript=PVPAM_100012100_t1 | gene=PVPAM_100012100 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX41, putative | transcript_product=ATP-dependent RNA helicase DDX41, putative | location=CASCJQ010000010:321156-323159(-) | protein_length=667 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722294.1         -            787 5119at5820           -            616   1.4e-25   88.0  14.4   1   1     2e-26   4.1e-24   83.1  14.4    24   440   357   770   331   780 0.70 | transcript=PVPAM_120053100_t1 | gene=PVPAM_120053100 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DBP5, putative | transcript_product=ATP-dependent RNA helicase DBP5, putative | location=CASCJQ010000012:1934145-1936508(-) | protein_length=787 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721049.1         -           1475 5119at5820           -            616     1e-24   85.1  11.2   1   2   1.5e-19     3e-17   60.4   0.1    62   282   694   910   685   939 0.82 | transcript=PVPAM_100031700_t1 | gene=PVPAM_100031700 | organism=Plasmodium_vivax_PAM | gene_product=pre-mRNA-processing ATP-dependent RNA helicase PRP5, putative | transcript_product=pre-mRNA-processing ATP-dependent RNA helicase PRP5, putative | location=CASCJQ010000010:1161244-1165671(-) | protein_length=1475 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721049.1         -           1475 5119at5820           -            616     1e-24   85.1  11.2   2   2   7.2e-11   1.5e-08   31.8   0.1   374   442   981  1050   956  1063 0.85 | transcript=PVPAM_100031700_t1 | gene=PVPAM_100031700 | organism=Plasmodium_vivax_PAM | gene_product=pre-mRNA-processing ATP-dependent RNA helicase PRP5, putative | transcript_product=pre-mRNA-processing ATP-dependent RNA helicase PRP5, putative | location=CASCJQ010000010:1161244-1165671(-) | protein_length=1475 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719169.1         -            623 5119at5820           -            616   1.5e-23   81.3   5.3   1   3   1.8e-13   3.7e-11   40.3   0.0    60   108   149   197   141   205 0.91 | transcript=PVPAM_060017600_t1 | gene=PVPAM_060017600 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase ROK1, putative | transcript_product=ATP-dependent RNA helicase ROK1, putative | location=CASCJQ010000006:520317-522188(-) | protein_length=623 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719169.1         -            623 5119at5820           -            616   1.5e-23   81.3   5.3   2   3   2.6e-05    0.0053   13.4   0.6   121   308   251   434   241   440 0.66 | transcript=PVPAM_060017600_t1 | gene=PVPAM_060017600 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase ROK1, putative | transcript_product=ATP-dependent RNA helicase ROK1, putative | location=CASCJQ010000006:520317-522188(-) | protein_length=623 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719169.1         -            623 5119at5820           -            616   1.5e-23   81.3   5.3   3   3   8.9e-10   1.8e-07   28.1   0.1   375   431   485   544   460   550 0.82 | transcript=PVPAM_060017600_t1 | gene=PVPAM_060017600 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase ROK1, putative | transcript_product=ATP-dependent RNA helicase ROK1, putative | location=CASCJQ010000006:520317-522188(-) | protein_length=623 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720093.1         -            373 5119at5820           -            616   2.7e-23   80.4   4.2   1   2   7.6e-15   1.5e-12   44.9   1.6   122   305    71   249    63   286 0.82 | transcript=PVPAM_080031500_t1 | gene=PVPAM_080031500 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX6, putative | transcript_product=ATP-dependent RNA helicase DDX6, putative | location=CASCJQ010000008:1204610-1205731(-) | protein_length=373 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720093.1         -            373 5119at5820           -            616   2.7e-23   80.4   4.2   2   2   3.5e-12     7e-10   36.1   0.0   374   422   296   345   292   356 0.90 | transcript=PVPAM_080031500_t1 | gene=PVPAM_080031500 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX6, putative | transcript_product=ATP-dependent RNA helicase DDX6, putative | location=CASCJQ010000008:1204610-1205731(-) | protein_length=373 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720085.1         -            761 5119at5820           -            616   1.1e-22   78.4  21.5   1   3   1.5e-08   3.1e-06   24.1   0.1    68   115   279   326   256   333 0.87 | transcript=PVPAM_080030700_t1 | gene=PVPAM_080030700 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX42, putative | transcript_product=ATP-dependent RNA helicase DDX42, putative | location=CASCJQ010000008:1172150-1174672(-) | protein_length=761 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720085.1         -            761 5119at5820           -            616   1.1e-22   78.4  21.5   2   3     6e-10   1.2e-07   28.7   7.1   122   304   380   556   377   570 0.77 | transcript=PVPAM_080030700_t1 | gene=PVPAM_080030700 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX42, putative | transcript_product=ATP-dependent RNA helicase DDX42, putative | location=CASCJQ010000008:1172150-1174672(-) | protein_length=761 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720085.1         -            761 5119at5820           -            616   1.1e-22   78.4  21.5   3   3   2.9e-11   5.9e-09   33.0   2.5   374   425   608   660   585   716 0.72 | transcript=PVPAM_080030700_t1 | gene=PVPAM_080030700 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX42, putative | transcript_product=ATP-dependent RNA helicase DDX42, putative | location=CASCJQ010000008:1172150-1174672(-) | protein_length=761 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718216.1         -            846 5119at5820           -            616   9.4e-22   75.3   9.5   1   4       7.9   1.6e+03   -4.7   3.1   601   612    63    74    32    95 0.53 | transcript=PVPAM_030021600_t1 | gene=PVPAM_030021600 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent DNA helicase DDX31, putative | transcript_product=ATP-dependent DNA helicase DDX31, putative | location=CASCJQ010000003:705738-708278(+) | protein_length=846 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718216.1         -            846 5119at5820           -            616   9.4e-22   75.3   9.5   2   4   1.2e-19   2.5e-17   60.7   0.3    62   204   159   305   136   319 0.75 | transcript=PVPAM_030021600_t1 | gene=PVPAM_030021600 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent DNA helicase DDX31, putative | transcript_product=ATP-dependent DNA helicase DDX31, putative | location=CASCJQ010000003:705738-708278(+) | protein_length=846 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718216.1         -            846 5119at5820           -            616   9.4e-22   75.3   9.5   3   4       1.1   2.2e+02   -1.8   0.0   226   258   370   403   366   408 0.77 | transcript=PVPAM_030021600_t1 | gene=PVPAM_030021600 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent DNA helicase DDX31, putative | transcript_product=ATP-dependent DNA helicase DDX31, putative | location=CASCJQ010000003:705738-708278(+) | protein_length=846 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718216.1         -            846 5119at5820           -            616   9.4e-22   75.3   9.5   4   4   3.8e-07   7.6e-05   19.5   0.0   376   436   649   707   645   724 0.77 | transcript=PVPAM_030021600_t1 | gene=PVPAM_030021600 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent DNA helicase DDX31, putative | transcript_product=ATP-dependent DNA helicase DDX31, putative | location=CASCJQ010000003:705738-708278(+) | protein_length=846 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723609.1         -            717 5119at5820           -            616   1.9e-21   74.3   1.6   1   3     8e-12   1.6e-09   34.9   0.0    44   112   276   346   232   351 0.77 | transcript=PVPAM_140053300_t1 | gene=PVPAM_140053300 | organism=Plasmodium_vivax_PAM | gene_product=DNA helicase 60, putative | transcript_product=DNA helicase 60, putative | location=CASCJQ010000014:2074214-2076367(-) | protein_length=717 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723609.1         -            717 5119at5820           -            616   1.9e-21   74.3   1.6   2   3    0.0018      0.37    7.3   0.4   122   234   404   512   393   597 0.76 | transcript=PVPAM_140053300_t1 | gene=PVPAM_140053300 | organism=Plasmodium_vivax_PAM | gene_product=DNA helicase 60, putative | transcript_product=DNA helicase 60, putative | location=CASCJQ010000014:2074214-2076367(-) | protein_length=717 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723609.1         -            717 5119at5820           -            616   1.9e-21   74.3   1.6   3   3   3.2e-10   6.4e-08   29.6   0.0   375   418   634   678   612   702 0.90 | transcript=PVPAM_140053300_t1 | gene=PVPAM_140053300 | organism=Plasmodium_vivax_PAM | gene_product=DNA helicase 60, putative | transcript_product=DNA helicase 60, putative | location=CASCJQ010000014:2074214-2076367(-) | protein_length=717 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721092.1         -            720 5119at5820           -            616     3e-21   73.7   7.5   1   3   1.1e-09   2.2e-07   27.8   0.0    65   110   148   193   124   198 0.93 | transcript=PVPAM_100036000_t1 | gene=PVPAM_100036000 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent helicase, putative | transcript_product=ATP-dependent helicase, putative | location=CASCJQ010000010:1338723-1340885(-) | protein_length=720 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721092.1         -            720 5119at5820           -            616     3e-21   73.7   7.5   2   3   1.6e-08   3.2e-06   24.0   3.5   123   336   228   442   225   459 0.72 | transcript=PVPAM_100036000_t1 | gene=PVPAM_100036000 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent helicase, putative | transcript_product=ATP-dependent helicase, putative | location=CASCJQ010000010:1338723-1340885(-) | protein_length=720 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721092.1         -            720 5119at5820           -            616     3e-21   73.7   7.5   3   3   6.5e-08   1.3e-05   22.0   0.0   376   425   460   510   455   572 0.84 | transcript=PVPAM_100036000_t1 | gene=PVPAM_100036000 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent helicase, putative | transcript_product=ATP-dependent helicase, putative | location=CASCJQ010000010:1338723-1340885(-) | protein_length=720 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
