#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7722886.1         -            610 4638at5820           -            522         0 1035.2  39.0   1   2  2.4e-172  1.7e-169  563.1  25.9     1   307     1   324     1   335 0.93 | transcript=PVPAM_130038800_t1 | gene=PVPAM_130038800 | organism=Plasmodium_vivax_PAM | gene_product=dynein intermediate chain, putative | transcript_product=dynein intermediate chain, putative | location=CASCJQ010000013:1502774-1504606(+) | protein_length=610 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722061.1         -            533 4638at5820           -            522   0.00045   17.3   2.4   1   3     0.031        22    1.8   0.0   220   243   273   297   270   308 0.78 | transcript=PVPAM_120029900_t1 | gene=PVPAM_120029900 | organism=Plasmodium_vivax_PAM | gene_product=chromatin assembly factor 1 subunit B, putative | transcript_product=chromatin assembly factor 1 subunit B, putative | location=CASCJQ010000012:965657-967258(+) | protein_length=533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722061.1         -            533 4638at5820           -            522   0.00045   17.3   2.4   2   3   0.00018      0.13    9.2   0.1   216   304   347   440   336   452 0.72 | transcript=PVPAM_120029900_t1 | gene=PVPAM_120029900 | organism=Plasmodium_vivax_PAM | gene_product=chromatin assembly factor 1 subunit B, putative | transcript_product=chromatin assembly factor 1 subunit B, putative | location=CASCJQ010000012:965657-967258(+) | protein_length=533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722061.1         -            533 4638at5820           -            522   0.00045   17.3   2.4   3   3   4.7e-06    0.0034   14.4   0.4   224   292   402   470   386   523 0.72 | transcript=PVPAM_120029900_t1 | gene=PVPAM_120029900 | organism=Plasmodium_vivax_PAM | gene_product=chromatin assembly factor 1 subunit B, putative | transcript_product=chromatin assembly factor 1 subunit B, putative | location=CASCJQ010000012:965657-967258(+) | protein_length=533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717798.1         -           1071 4638at5820           -            522   0.00053   17.1   6.0   1   4      0.17   1.2e+02   -0.7   0.0   222   281   176   235   148   241 0.85 | transcript=PVPAM_010031200_t1 | gene=PVPAM_010031200 | organism=Plasmodium_vivax_PAM | gene_product=periodic tryptophan protein 2, putative | transcript_product=periodic tryptophan protein 2, putative | location=CASCJQ010000001:1164327-1167542(+) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717798.1         -           1071 4638at5820           -            522   0.00053   17.1   6.0   2   4      0.14        99   -0.3   0.1   163   254   294   387   282   397 0.74 | transcript=PVPAM_010031200_t1 | gene=PVPAM_010031200 | organism=Plasmodium_vivax_PAM | gene_product=periodic tryptophan protein 2, putative | transcript_product=periodic tryptophan protein 2, putative | location=CASCJQ010000001:1164327-1167542(+) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717798.1         -           1071 4638at5820           -            522   0.00053   17.1   6.0   3   4   1.5e-05     0.011   12.7   0.0   222   288   422   486   413   493 0.86 | transcript=PVPAM_010031200_t1 | gene=PVPAM_010031200 | organism=Plasmodium_vivax_PAM | gene_product=periodic tryptophan protein 2, putative | transcript_product=periodic tryptophan protein 2, putative | location=CASCJQ010000001:1164327-1167542(+) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717798.1         -           1071 4638at5820           -            522   0.00053   17.1   6.0   4   4    0.0082       5.9    3.7   0.6   212   286   574   650   549   658 0.80 | transcript=PVPAM_010031200_t1 | gene=PVPAM_010031200 | organism=Plasmodium_vivax_PAM | gene_product=periodic tryptophan protein 2, putative | transcript_product=periodic tryptophan protein 2, putative | location=CASCJQ010000001:1164327-1167542(+) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723717.1         -            511 4638at5820           -            522   0.00054   17.0   3.4   1   3     0.072        52    0.6   2.3    74   135    58   124    19   138 0.80 | transcript=PVPAM_140064100_t1 | gene=PVPAM_140064100 | organism=Plasmodium_vivax_PAM | gene_product=periodic tryptophan protein 1, putative | transcript_product=periodic tryptophan protein 1, putative | location=CASCJQ010000014:2541864-2543718(+) | protein_length=511 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723717.1         -            511 4638at5820           -            522   0.00054   17.0   3.4   2   3   7.5e-07   0.00054   17.0   3.4   211   284   291   363   280   385 0.85 | transcript=PVPAM_140064100_t1 | gene=PVPAM_140064100 | organism=Plasmodium_vivax_PAM | gene_product=periodic tryptophan protein 1, putative | transcript_product=periodic tryptophan protein 1, putative | location=CASCJQ010000014:2541864-2543718(+) | protein_length=511 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723717.1         -            511 4638at5820           -            522   0.00054   17.0   3.4   3   3    0.0034       2.4    5.0   0.0   220   283   385   455   372   496 0.78 | transcript=PVPAM_140064100_t1 | gene=PVPAM_140064100 | organism=Plasmodium_vivax_PAM | gene_product=periodic tryptophan protein 1, putative | transcript_product=periodic tryptophan protein 1, putative | location=CASCJQ010000014:2541864-2543718(+) | protein_length=511 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718877.1         -            458 4638at5820           -            522    0.0011   16.0   0.1   1   1   2.8e-06     0.002   15.1   0.1   212   283   331   402   323   419 0.82 | transcript=PVPAM_050026900_t1 | gene=PVPAM_050026900 | organism=Plasmodium_vivax_PAM | gene_product=ribosome assembly protein RRB1, putative | transcript_product=ribosome assembly protein RRB1, putative | location=CASCJQ010000005:924052-925428(+) | protein_length=458 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4638at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/4638at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4638at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:42:30 2026
# [ok]
