#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7721866.1         -           1683 1427at5820           -            861         0 1618.0  80.0   1   7   2.8e-35   4.7e-33  112.8   9.8     1    81     9    92     9   107 0.94 | transcript=PVPAM_120010000_t1 | gene=PVPAM_120010000 | organism=Plasmodium_vivax_PAM | gene_product=tyrosine kinase-like protein, putative | transcript_product=tyrosine kinase-like protein, putative | location=CASCJQ010000012:196742-201793(-) | protein_length=1683 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718495.1         -           1029 1427at5820           -            861   1.7e-21   74.5  22.1   1   4     0.032       5.4    3.4   1.6   164   199    13    48     7    54 0.87 | transcript=PVPAM_040023900_t1 | gene=PVPAM_040023900 | organism=Plasmodium_vivax_PAM | gene_product=tyrosine kinase-like protein, putative | transcript_product=tyrosine kinase-like protein, putative | location=CASCJQ010000004:797636-800725(-) | protein_length=1029 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718495.1         -           1029 1427at5820           -            861   1.7e-21   74.5  22.1   2   4       4.8   8.2e+02   -3.8   0.7   165   193    91   120    67   136 0.72 | transcript=PVPAM_040023900_t1 | gene=PVPAM_040023900 | organism=Plasmodium_vivax_PAM | gene_product=tyrosine kinase-like protein, putative | transcript_product=tyrosine kinase-like protein, putative | location=CASCJQ010000004:797636-800725(-) | protein_length=1029 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718495.1         -           1029 1427at5820           -            861   1.7e-21   74.5  22.1   3   4   0.00014     0.025   11.2   4.7   433   551   662   780   648   796 0.82 | transcript=PVPAM_040023900_t1 | gene=PVPAM_040023900 | organism=Plasmodium_vivax_PAM | gene_product=tyrosine kinase-like protein, putative | transcript_product=tyrosine kinase-like protein, putative | location=CASCJQ010000004:797636-800725(-) | protein_length=1029 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718495.1         -           1029 1427at5820           -            861   1.7e-21   74.5  22.1   4   4   1.2e-22     2e-20   71.0   0.0   657   841   839  1020   807  1026 0.86 | transcript=PVPAM_040023900_t1 | gene=PVPAM_040023900 | organism=Plasmodium_vivax_PAM | gene_product=tyrosine kinase-like protein, putative | transcript_product=tyrosine kinase-like protein, putative | location=CASCJQ010000004:797636-800725(-) | protein_length=1029 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718195.1         -            310 1427at5820           -            861   2.2e-21   74.2   0.5   1   1   1.6e-23   2.7e-21   73.9   0.5   641   829    61   251     8   279 0.79 | transcript=PVPAM_030019500_t1 | gene=PVPAM_030019500 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine-protein kinase NEK4, putative | transcript_product=serine/threonine-protein kinase NEK4, putative | location=CASCJQ010000003:634173-636068(+) | protein_length=310 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722386.1         -            377 1427at5820           -            861   4.8e-20   69.7   0.3   1   2     0.081        14    2.1   2.0   528   567    41    81    11   112 0.74 | transcript=PVPAM_120062200_t1 | gene=PVPAM_120062200 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000012:2325953-2328570(-) | protein_length=377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722386.1         -            377 1427at5820           -            861   4.8e-20   69.7   0.3   2   2   2.8e-22   4.8e-20   69.7   0.3   657   830   120   297   115   312 0.83 | transcript=PVPAM_120062200_t1 | gene=PVPAM_120062200 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000012:2325953-2328570(-) | protein_length=377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718179.1         -            529 1427at5820           -            861   8.2e-19   65.7   1.8   1   2     0.093        16    1.9   0.1   172   200    46    74    17   109 0.88 | transcript=PVPAM_030017900_t1 | gene=PVPAM_030017900 | organism=Plasmodium_vivax_PAM | gene_product=calcium-dependent protein kinase 4, putative | transcript_product=calcium-dependent protein kinase 4, putative | location=CASCJQ010000003:539734-541488(+) | protein_length=529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718179.1         -            529 1427at5820           -            861   8.2e-19   65.7   1.8   2   2   2.9e-20     5e-18   63.1   0.3   684   830   168   317   141   345 0.80 | transcript=PVPAM_030017900_t1 | gene=PVPAM_030017900 | organism=Plasmodium_vivax_PAM | gene_product=calcium-dependent protein kinase 4, putative | transcript_product=calcium-dependent protein kinase 4, putative | location=CASCJQ010000003:539734-541488(+) | protein_length=529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723804.1         -            755 1427at5820           -            861   6.6e-16   56.1   0.0   1   1   3.9e-18   6.6e-16   56.1   0.0   657   830   503   669   445   678 0.88 | transcript=PVPAM_140072700_t1 | gene=PVPAM_140072700 | organism=Plasmodium_vivax_PAM | gene_product=rac-beta serine/threonine protein kinase, putative | transcript_product=rac-beta serine/threonine protein kinase, putative | location=CASCJQ010000014:2870308-2872708(-) | protein_length=755 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717807.1         -            721 1427at5820           -            861   5.8e-14   49.6   0.7   1   2     0.023         4    3.9   0.0   503   556   429   485   424   492 0.80 | transcript=PVPAM_010032100_t1 | gene=PVPAM_010032100 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000001:1221835-1224854(+) | protein_length=721 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717807.1         -            721 1427at5820           -            861   5.8e-14   49.6   0.7   2   2   1.8e-14     3e-12   44.0   0.2   639   831   511   702   498   711 0.84 | transcript=PVPAM_010032100_t1 | gene=PVPAM_010032100 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000001:1221835-1224854(+) | protein_length=721 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722659.1         -            296 1427at5820           -            861   8.8e-14   49.0   4.4   1   1   5.9e-16     1e-13   48.8   4.0   628   741    71   182    21   258 0.82 | transcript=PVPAM_130016000_t1 | gene=PVPAM_130016000 | organism=Plasmodium_vivax_PAM | gene_product=NIMA related kinase 3, putative | transcript_product=NIMA related kinase 3, putative | location=CASCJQ010000013:503229-504119(-) | protein_length=296 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722833.1         -            710 1427at5820           -            861   9.2e-14   49.0   1.0   1   1   1.7e-15   2.9e-13   47.3   1.0   603   799    38   237    18   284 0.78 | transcript=PVPAM_130033500_t1 | gene=PVPAM_130033500 | organism=Plasmodium_vivax_PAM | gene_product=mitogen-activated protein kinase 1, putative | transcript_product=mitogen-activated protein kinase 1, putative | location=CASCJQ010000013:1298190-1300322(+) | protein_length=710 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720736.1         -           2040 1427at5820           -            861     2e-13   47.9   0.1   1   2   7.9e-05     0.013   12.0   0.2   503   570    51   118    24   127 0.75 | transcript=PVPAM_090050100_t1 | gene=PVPAM_090050100 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000009:2011314-2017436(-) | protein_length=2040 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720736.1         -           2040 1427at5820           -            861     2e-13   47.9   0.1   2   2   3.1e-11   5.3e-09   33.2   0.0   632   771   130   261   123   285 0.83 | transcript=PVPAM_090050100_t1 | gene=PVPAM_090050100 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000009:2011314-2017436(-) | protein_length=2040 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723731.1         -            508 1427at5820           -            861   2.2e-13   47.7   0.4   1   2   1.3e-15   2.2e-13   47.7   0.4   639   797   164   317   139   338 0.85 | transcript=PVPAM_140065500_t1 | gene=PVPAM_140065500 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase 2, putative | transcript_product=protein kinase 2, putative | location=CASCJQ010000014:2591167-2592693(-) | protein_length=508 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723731.1         -            508 1427at5820           -            861   2.2e-13   47.7   0.4   2   2       3.5   5.9e+02   -3.3   1.8     8    12   424   428   369   473 0.56 | transcript=PVPAM_140065500_t1 | gene=PVPAM_140065500 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase 2, putative | transcript_product=protein kinase 2, putative | location=CASCJQ010000014:2591167-2592693(-) | protein_length=508 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718956.1         -            613 1427at5820           -            861   1.2e-12   45.3   1.2   1   1   3.3e-14   5.7e-12   43.0   1.0   602   800   285   485   260   507 0.74 | transcript=PVPAM_050034800_t1 | gene=PVPAM_050034800 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 1, putative | transcript_product=cdc2-related protein kinase 1, putative | location=CASCJQ010000005:1231892-1233733(-) | protein_length=613 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720358.1         -           1324 1427at5820           -            861   2.7e-12   44.1   3.9   1   4       1.4   2.4e+02   -2.0   1.1   165   208    15    61    10    69 0.77 | transcript=PVPAM_090012300_t1 | gene=PVPAM_090012300 | organism=Plasmodium_vivax_PAM | gene_product=pseudo-tyrosine kinase-like protein, putative | transcript_product=pseudo-tyrosine kinase-like protein, putative | location=CASCJQ010000009:407874-412759(+) | protein_length=1324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720358.1         -           1324 1427at5820           -            861   2.7e-12   44.1   3.9   2   4      0.37        63   -0.1   0.0   541   567   782   808   776   812 0.89 | transcript=PVPAM_090012300_t1 | gene=PVPAM_090012300 | organism=Plasmodium_vivax_PAM | gene_product=pseudo-tyrosine kinase-like protein, putative | transcript_product=pseudo-tyrosine kinase-like protein, putative | location=CASCJQ010000009:407874-412759(+) | protein_length=1324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720358.1         -           1324 1427at5820           -            861   2.7e-12   44.1   3.9   3   4   9.8e-05     0.017   11.7   0.0   677   749  1071  1145  1066  1155 0.80 | transcript=PVPAM_090012300_t1 | gene=PVPAM_090012300 | organism=Plasmodium_vivax_PAM | gene_product=pseudo-tyrosine kinase-like protein, putative | transcript_product=pseudo-tyrosine kinase-like protein, putative | location=CASCJQ010000009:407874-412759(+) | protein_length=1324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720358.1         -           1324 1427at5820           -            861   2.7e-12   44.1   3.9   4   4   2.3e-10   3.9e-08   30.4   0.0   748   861  1210  1323  1157  1323 0.84 | transcript=PVPAM_090012300_t1 | gene=PVPAM_090012300 | organism=Plasmodium_vivax_PAM | gene_product=pseudo-tyrosine kinase-like protein, putative | transcript_product=pseudo-tyrosine kinase-like protein, putative | location=CASCJQ010000009:407874-412759(+) | protein_length=1324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722783.1         -            854 1427at5820           -            861   8.3e-12   42.5   0.0   1   1   1.1e-13   1.9e-11   41.3   0.0   673   806   628   759   616   775 0.87 | transcript=PVPAM_130028400_t1 | gene=PVPAM_130028400 | organism=Plasmodium_vivax_PAM | gene_product=cGMP-dependent protein kinase | transcript_product=cGMP-dependent protein kinase | location=CASCJQ010000013:1044052-1047856(+) | protein_length=854 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723327.1         -            341 1427at5820           -            861   1.1e-10   38.7   0.1   1   1   9.3e-13   1.6e-10   38.3   0.1   630   779    72   231    58   240 0.68 | transcript=PVPAM_140024600_t1 | gene=PVPAM_140024600 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000014:854740-857658(-) | protein_length=341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722902.1         -            284 1427at5820           -            861   2.8e-10   37.4   7.4   1   1     2e-12   3.4e-10   37.2   7.4   604   828    41   265     8   275 0.72 | transcript=PVPAM_130040400_t1 | gene=PVPAM_130040400 | organism=Plasmodium_vivax_PAM | gene_product=calcium-dependent protein kinase, putative | transcript_product=calcium-dependent protein kinase, putative | location=CASCJQ010000013:1566035-1568262(-) | protein_length=284 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718584.1         -           2117 1427at5820           -            861   3.9e-10   37.0   0.0   1   1   4.5e-12   7.7e-10   36.0   0.0   677   824  1783  1931  1763  1948 0.76 | transcript=PVPAM_040032900_t1 | gene=PVPAM_040032900 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000004:1143558-1149911(+) | protein_length=2117 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723810.1         -            740 1427at5820           -            861   4.5e-10   36.8   2.0   1   1   4.8e-12   8.2e-10   35.9   2.0   628   739    68   184    59   194 0.83 | transcript=PVPAM_140073300_t1 | gene=PVPAM_140073300 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000014:2888926-2891148(+) | protein_length=740 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718902.1         -           1623 1427at5820           -            861   4.7e-10   36.7   0.0   1   1   4.7e-12   7.9e-10   36.0   0.0   683   783   904  1005   889  1032 0.84 | transcript=PVPAM_050029400_t1 | gene=PVPAM_050029400 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 3, putative | transcript_product=cdc2-related protein kinase 3, putative | location=CASCJQ010000005:1015568-1020565(+) | protein_length=1623 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720044.1         -            325 1427at5820           -            861   5.8e-10   36.4   3.0   1   1   7.6e-12   1.3e-09   35.2   3.0   678   793   104   233     4   240 0.78 | transcript=PVPAM_080026600_t1 | gene=PVPAM_080026600 | organism=Plasmodium_vivax_PAM | gene_product=MO15-related protein kinase, putative | transcript_product=MO15-related protein kinase, putative | location=CASCJQ010000008:990655-991632(+) | protein_length=325 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719798.1         -            341 1427at5820           -            861   3.5e-09   33.8   0.1   1   1   3.6e-11   6.1e-09   33.0   0.0   699   830   146   271    76   277 0.84 | transcript=PVPAM_070041200_t1 | gene=PVPAM_070041200 | organism=Plasmodium_vivax_PAM | gene_product=cAMP-dependent protein kinase catalytic subunit, putative | transcript_product=cAMP-dependent protein kinase catalytic subunit, putative | location=CASCJQ010000007:1475268-1476949(+) | protein_length=341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721288.1         -            288 1427at5820           -            861   1.7e-08   31.5   0.0   1   2      0.46        77   -0.4   0.0   532   556     7    32     4    91 0.76 | transcript=PVPAM_110019000_t1 | gene=PVPAM_110019000 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase 5 | transcript_product=protein kinase 5 | location=CASCJQ010000011:587643-589375(+) | protein_length=288 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721288.1         -            288 1427at5820           -            861   1.7e-08   31.5   0.0   2   2   4.2e-10   7.1e-08   29.5   0.0   692   798   107   213    97   223 0.88 | transcript=PVPAM_110019000_t1 | gene=PVPAM_110019000 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase 5 | transcript_product=protein kinase 5 | location=CASCJQ010000011:587643-589375(+) | protein_length=288 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721982.1         -            305 1427at5820           -            861   3.4e-08   30.6   0.1   1   2      0.74   1.3e+02   -1.1   0.2   531   570    11    48     5   127 0.65 | transcript=PVPAM_120022100_t1 | gene=PVPAM_120022100 | organism=Plasmodium_vivax_PAM | gene_product=CDK-related protein kinase 6, putative | transcript_product=CDK-related protein kinase 6, putative | location=CASCJQ010000012:719734-721835(-) | protein_length=305 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721982.1         -            305 1427at5820           -            861   3.4e-08   30.6   0.1   2   2   6.4e-10   1.1e-07   28.9   0.0   698   783   132   213   106   224 0.84 | transcript=PVPAM_120022100_t1 | gene=PVPAM_120022100 | organism=Plasmodium_vivax_PAM | gene_product=CDK-related protein kinase 6, putative | transcript_product=CDK-related protein kinase 6, putative | location=CASCJQ010000012:719734-721835(-) | protein_length=305 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720179.1         -            494 1427at5820           -            861   3.8e-08   30.4   0.6   1   2      0.99   1.7e+02   -1.5   0.0   513   563   103   155    97   165 0.79 | transcript=PVPAM_080040100_t1 | gene=PVPAM_080040100 | organism=Plasmodium_vivax_PAM | gene_product=glycogen synthase kinase 3, putative | transcript_product=glycogen synthase kinase 3, putative | location=CASCJQ010000008:1564136-1566591(+) | protein_length=494 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720179.1         -            494 1427at5820           -            861   3.8e-08   30.4   0.6   2   2   3.9e-10   6.7e-08   29.6   0.3   624   798   155   334   144   343 0.77 | transcript=PVPAM_080040100_t1 | gene=PVPAM_080040100 | organism=Plasmodium_vivax_PAM | gene_product=glycogen synthase kinase 3, putative | transcript_product=glycogen synthase kinase 3, putative | location=CASCJQ010000008:1564136-1566591(+) | protein_length=494 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720374.1         -            335 1427at5820           -            861   7.7e-08   29.4   0.9   1   2      0.22        37    0.6   0.1   529   561    43    75    27    81 0.78 | transcript=PVPAM_090013900_t1 | gene=PVPAM_090013900 | organism=Plasmodium_vivax_PAM | gene_product=casein kinase 2, alpha subunit, putative | transcript_product=casein kinase 2, alpha subunit, putative | location=CASCJQ010000009:497458-498465(+) | protein_length=335 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720374.1         -            335 1427at5820           -            861   7.7e-08   29.4   0.9   2   2   1.7e-09     3e-07   27.4   0.2   622   783    76   233    70   253 0.77 | transcript=PVPAM_090013900_t1 | gene=PVPAM_090013900 | organism=Plasmodium_vivax_PAM | gene_product=casein kinase 2, alpha subunit, putative | transcript_product=casein kinase 2, alpha subunit, putative | location=CASCJQ010000009:497458-498465(+) | protein_length=335 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720212.1         -           1622 1427at5820           -            861   3.2e-07   27.3   0.0   1   1   2.8e-09   4.8e-07   26.7   0.0   656   817  1437  1603  1406  1613 0.77 | transcript=PVPAM_080043400_t1 | gene=PVPAM_080043400 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase ARK2, putative | transcript_product=serine/threonine protein kinase ARK2, putative | location=CASCJQ010000008:1697725-1702833(+) | protein_length=1622 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719701.1         -           1180 1427at5820           -            861   6.3e-07   26.4  15.7   1   5     0.031       5.2    3.5   3.5   166   212    41    88     6    91 0.77 | transcript=PVPAM_070031500_t1 | gene=PVPAM_070031500 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000007:1141777-1145852(+) | protein_length=1180 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719701.1         -           1180 1427at5820           -            861   6.3e-07   26.4  15.7   2   5     0.048       8.1    2.8   0.4   170   212    92   135    89   155 0.79 | transcript=PVPAM_070031500_t1 | gene=PVPAM_070031500 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000007:1141777-1145852(+) | protein_length=1180 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719701.1         -           1180 1427at5820           -            861   6.3e-07   26.4  15.7   3   5   0.00025     0.043   10.4   0.2   435   492   539   596   527   663 0.88 | transcript=PVPAM_070031500_t1 | gene=PVPAM_070031500 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000007:1141777-1145852(+) | protein_length=1180 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719701.1         -           1180 1427at5820           -            861   6.3e-07   26.4  15.7   4   5    0.0022      0.38    7.2   0.0   679   721   901   943   896   962 0.90 | transcript=PVPAM_070031500_t1 | gene=PVPAM_070031500 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000007:1141777-1145852(+) | protein_length=1180 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719701.1         -           1180 1427at5820           -            861   6.3e-07   26.4  15.7   5   5     0.003      0.51    6.8   0.0   752   780  1064  1092  1057  1094 0.94 | transcript=PVPAM_070031500_t1 | gene=PVPAM_070031500 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000007:1141777-1145852(+) | protein_length=1180 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
