#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7720405.1         -           2425 565at5820            -           1203         0 1597.5 187.5   1  14   3.5e-89   7.6e-86  287.5  20.3     1   181     1   184     1   187 0.98 | transcript=PVPAM_090017000_t1 | gene=PVPAM_090017000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000009:600400-607677(+) | protein_length=2425 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720405.1         -           2425 565at5820            -           1203         0 1597.5 187.5  12  14     2e-55   4.4e-52  175.6  15.9   977  1093  1992  2119  1984  2125 0.93 | transcript=PVPAM_090017000_t1 | gene=PVPAM_090017000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000009:600400-607677(+) | protein_length=2425 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720405.1         -           2425 565at5820            -           1203         0 1597.5 187.5  13  14   1.1e-11   2.4e-08   30.8   8.6  1089  1136  2278  2325  2251  2334 0.79 | transcript=PVPAM_090017000_t1 | gene=PVPAM_090017000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000009:600400-607677(+) | protein_length=2425 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720405.1         -           2425 565at5820            -           1203         0 1597.5 187.5  14  14   4.7e-36     1e-32  111.5  11.8  1119  1203  2335  2425  2330  2425 0.95 | transcript=PVPAM_090017000_t1 | gene=PVPAM_090017000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000009:600400-607677(+) | protein_length=2425 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718813.1         -            807 565at5820            -           1203   1.2e-05   21.8   0.1   1   2      0.23   5.1e+02   -3.4   2.0   644   706     4    65     1   114 0.58 | transcript=PVPAM_050020700_t1 | gene=PVPAM_050020700 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase 1, putative | transcript_product=protein kinase 1, putative | location=CASCJQ010000005:677818-680438(-) | protein_length=807 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718813.1         -            807 565at5820            -           1203   1.2e-05   21.8   0.1   2   2   5.8e-09   1.2e-05   21.8   0.1   777   855   223   299   212   313 0.83 | transcript=PVPAM_050020700_t1 | gene=PVPAM_050020700 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase 1, putative | transcript_product=protein kinase 1, putative | location=CASCJQ010000005:677818-680438(-) | protein_length=807 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720212.1         -           1622 565at5820            -           1203   0.00026   17.4   0.2   1   3      0.67   1.4e+03   -4.9   1.6   525   544  1072  1091  1039  1137 0.48 | transcript=PVPAM_080043400_t1 | gene=PVPAM_080043400 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase ARK2, putative | transcript_product=serine/threonine protein kinase ARK2, putative | location=CASCJQ010000008:1697725-1702833(+) | protein_length=1622 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720212.1         -           1622 565at5820            -           1203   0.00026   17.4   0.2   2   3      0.41   8.9e+02   -4.2   1.2   438   468  1139  1169  1137  1173 0.83 | transcript=PVPAM_080043400_t1 | gene=PVPAM_080043400 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase ARK2, putative | transcript_product=serine/threonine protein kinase ARK2, putative | location=CASCJQ010000008:1697725-1702833(+) | protein_length=1622 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720212.1         -           1622 565at5820            -           1203   0.00026   17.4   0.2   3   3   1.2e-07   0.00026   17.4   0.2   779   831  1451  1503  1440  1520 0.88 | transcript=PVPAM_080043400_t1 | gene=PVPAM_080043400 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase ARK2, putative | transcript_product=serine/threonine protein kinase ARK2, putative | location=CASCJQ010000008:1697725-1702833(+) | protein_length=1622 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/565at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/565at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/565at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:42:45 2026
# [ok]
