#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7720477.1         -           1963 828at5820            -           1161         0 1731.6 109.6   1   9   2.7e-74   5.8e-71  238.2   4.9     1   141     1   144     1   150 0.98 | transcript=PVPAM_090024200_t1 | gene=PVPAM_090024200 | organism=Plasmodium_vivax_PAM | gene_product=ubiquitin-protein ligase, putative | transcript_product=ubiquitin-protein ligase, putative | location=CASCJQ010000009:875375-881266(+) | protein_length=1963 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718763.1         -           8560 828at5820            -           1161   4.8e-56  188.8   8.0   9   9   1.3e-47   2.9e-44  149.8   0.1   968  1158  8360  8557  8354  8559 0.90 | transcript=PVPAM_050015700_t1 | gene=PVPAM_050015700 | organism=Plasmodium_vivax_PAM | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=CASCJQ010000005:489771-515453(+) | protein_length=8560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717667.1         -           3830 828at5820            -           1161   2.3e-27   93.8   4.1   1   4         3   6.5e+03  -27.3  24.6   588   597   165   174   137   201 0.44 | transcript=PVPAM_010017700_t1 | gene=PVPAM_010017700 | organism=Plasmodium_vivax_PAM | gene_product=HECT-type E3 ubiquitin ligase UT, putative | transcript_product=HECT-type E3 ubiquitin ligase UT, putative | location=CASCJQ010000001:607785-620736(-) | protein_length=3830 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717667.1         -           3830 828at5820            -           1161   2.3e-27   93.8   4.1   2   4         3   6.5e+03  -15.9  16.0   210   294   422   502   372   529 0.38 | transcript=PVPAM_010017700_t1 | gene=PVPAM_010017700 | organism=Plasmodium_vivax_PAM | gene_product=HECT-type E3 ubiquitin ligase UT, putative | transcript_product=HECT-type E3 ubiquitin ligase UT, putative | location=CASCJQ010000001:607785-620736(-) | protein_length=3830 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717667.1         -           3830 828at5820            -           1161   2.3e-27   93.8   4.1   3   4       1.6   3.5e+03   -6.1   3.0   761   855  2765  2856  2750  2863 0.72 | transcript=PVPAM_010017700_t1 | gene=PVPAM_010017700 | organism=Plasmodium_vivax_PAM | gene_product=HECT-type E3 ubiquitin ligase UT, putative | transcript_product=HECT-type E3 ubiquitin ligase UT, putative | location=CASCJQ010000001:607785-620736(-) | protein_length=3830 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717667.1         -           3830 828at5820            -           1161   2.3e-27   93.8   4.1   4   4   1.1e-30   2.3e-27   93.8   4.1   978  1157  3642  3825  3595  3830 0.90 | transcript=PVPAM_010017700_t1 | gene=PVPAM_010017700 | organism=Plasmodium_vivax_PAM | gene_product=HECT-type E3 ubiquitin ligase UT, putative | transcript_product=HECT-type E3 ubiquitin ligase UT, putative | location=CASCJQ010000001:607785-620736(-) | protein_length=3830 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/828at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/828at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/828at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:46:36 2026
# [ok]
