#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7718792.1         -            292 9510at5820           -            234  1.1e-139  462.2  23.2   1   1  2.2e-138  3.8e-136  450.6  23.2     1   224     1   263     1   292 0.93 | transcript=PVPAM_050018600_t1 | gene=PVPAM_050018600 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000005:612140-613354(+) | protein_length=292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723701.1         -            511 9510at5820           -            234   9.9e-37  125.2  14.0   2   3         6     1e+03   -2.4   0.7   165   188   315   338   310   344 0.85 | transcript=PVPAM_140062500_t1 | gene=PVPAM_140062500 | organism=Plasmodium_vivax_PAM | gene_product=clustered-asparagine-rich protein, putative | transcript_product=clustered-asparagine-rich protein, putative | location=CASCJQ010000014:2486249-2487784(-) | protein_length=511 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723701.1         -            511 9510at5820           -            234   9.9e-37  125.2  14.0   3   3   3.6e-37   6.1e-35  119.4   5.1    92   205   378   507   363   510 0.88 | transcript=PVPAM_140062500_t1 | gene=PVPAM_140062500 | organism=Plasmodium_vivax_PAM | gene_product=clustered-asparagine-rich protein, putative | transcript_product=clustered-asparagine-rich protein, putative | location=CASCJQ010000014:2486249-2487784(-) | protein_length=511 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723581.1         -            883 9510at5820           -            234   5.5e-31  106.4  10.3   1   5     3e-06   0.00051   18.2   0.0   125   188    15    79    10    96 0.84 | transcript=PVPAM_140050500_t1 | gene=PVPAM_140050500 | organism=Plasmodium_vivax_PAM | gene_product=polyadenylate-binding protein 1, putative | transcript_product=polyadenylate-binding protein 1, putative | location=CASCJQ010000014:1969494-1972145(+) | protein_length=883 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723581.1         -            883 9510at5820           -            234   5.5e-31  106.4  10.3   2   5   1.8e-11     3e-09   35.3   0.1   125   204   103   184    91   190 0.88 | transcript=PVPAM_140050500_t1 | gene=PVPAM_140050500 | organism=Plasmodium_vivax_PAM | gene_product=polyadenylate-binding protein 1, putative | transcript_product=polyadenylate-binding protein 1, putative | location=CASCJQ010000014:1969494-1972145(+) | protein_length=883 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723581.1         -            883 9510at5820           -            234   5.5e-31  106.4  10.3   3   5   1.1e-06   0.00019   19.6   0.0   120   191   187   256   178   263 0.86 | transcript=PVPAM_140050500_t1 | gene=PVPAM_140050500 | organism=Plasmodium_vivax_PAM | gene_product=polyadenylate-binding protein 1, putative | transcript_product=polyadenylate-binding protein 1, putative | location=CASCJQ010000014:1969494-1972145(+) | protein_length=883 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723581.1         -            883 9510at5820           -            234   5.5e-31  106.4  10.3   4   5   3.7e-12   6.3e-10   37.5   0.0   119   213   442   536   436   553 0.89 | transcript=PVPAM_140050500_t1 | gene=PVPAM_140050500 | organism=Plasmodium_vivax_PAM | gene_product=polyadenylate-binding protein 1, putative | transcript_product=polyadenylate-binding protein 1, putative | location=CASCJQ010000014:1969494-1972145(+) | protein_length=883 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723581.1         -            883 9510at5820           -            234   5.5e-31  106.4  10.3   5   5       9.7   1.6e+03   -3.1   0.5    90   126   635   672   631   690 0.81 | transcript=PVPAM_140050500_t1 | gene=PVPAM_140050500 | organism=Plasmodium_vivax_PAM | gene_product=polyadenylate-binding protein 1, putative | transcript_product=polyadenylate-binding protein 1, putative | location=CASCJQ010000014:1969494-1972145(+) | protein_length=883 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719174.1         -           1549 9510at5820           -            234   1.3e-27   95.4   1.1   1   1   1.6e-28   2.7e-26   91.1   1.1     7   210   327   520   321   527 0.85 | transcript=PVPAM_060018100_t1 | gene=PVPAM_060018100 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein UIS12, putative | transcript_product=RNA-binding protein UIS12, putative | location=CASCJQ010000006:567674-572458(+) | protein_length=1549 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722937.1         -            479 9510at5820           -            234   6.6e-14   50.5   0.5   1   2    0.0067       1.1    7.2   0.0   126   194    20    89     8   101 0.76 | transcript=PVPAM_130043900_t1 | gene=PVPAM_130043900 | organism=Plasmodium_vivax_PAM | gene_product=splicing factor 3B subunit 4, putative | transcript_product=splicing factor 3B subunit 4, putative | location=CASCJQ010000013:1690833-1692526(+) | protein_length=479 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722937.1         -            479 9510at5820           -            234   6.6e-14   50.5   0.5   2   2     2e-13   3.4e-11   41.7   0.1   123   200   104   181    94   205 0.87 | transcript=PVPAM_130043900_t1 | gene=PVPAM_130043900 | organism=Plasmodium_vivax_PAM | gene_product=splicing factor 3B subunit 4, putative | transcript_product=splicing factor 3B subunit 4, putative | location=CASCJQ010000013:1690833-1692526(+) | protein_length=479 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719609.1         -            340 9510at5820           -            234   2.6e-13   48.6   2.4   1   2   5.3e-10   9.1e-08   30.5   0.0   122   200    83   159    73   170 0.87 | transcript=PVPAM_070022300_t1 | gene=PVPAM_070022300 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein musashi, putative | transcript_product=RNA-binding protein musashi, putative | location=CASCJQ010000007:784356-785378(-) | protein_length=340 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719609.1         -            340 9510at5820           -            234   2.6e-13   48.6   2.4   2   2   1.1e-05    0.0019   16.3   1.9   128   219   172   270   165   287 0.68 | transcript=PVPAM_070022300_t1 | gene=PVPAM_070022300 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein musashi, putative | transcript_product=RNA-binding protein musashi, putative | location=CASCJQ010000007:784356-785378(-) | protein_length=340 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722140.1         -           1026 9510at5820           -            234   3.1e-13   48.3   0.0   1   3   0.00043     0.073   11.1   0.0   127   210   636   720   622   738 0.77 | transcript=PVPAM_120037800_t1 | gene=PVPAM_120037800 | organism=Plasmodium_vivax_PAM | gene_product=splicing factor 1, putative | transcript_product=splicing factor 1, putative | location=CASCJQ010000012:1308793-1312028(-) | protein_length=1026 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722140.1         -           1026 9510at5820           -            234   3.1e-13   48.3   0.0   2   3   2.9e-10   4.9e-08   31.3   0.0   137   208   748   819   743   836 0.89 | transcript=PVPAM_120037800_t1 | gene=PVPAM_120037800 | organism=Plasmodium_vivax_PAM | gene_product=splicing factor 1, putative | transcript_product=splicing factor 1, putative | location=CASCJQ010000012:1308793-1312028(-) | protein_length=1026 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722140.1         -           1026 9510at5820           -            234   3.1e-13   48.3   0.0   3   3      0.33        56    1.7   0.0    16    66   954  1001   942  1007 0.74 | transcript=PVPAM_120037800_t1 | gene=PVPAM_120037800 | organism=Plasmodium_vivax_PAM | gene_product=splicing factor 1, putative | transcript_product=splicing factor 1, putative | location=CASCJQ010000012:1308793-1312028(-) | protein_length=1026 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719963.1         -            250 9510at5820           -            234   3.9e-11   41.5   0.0   1   2   2.6e-08   4.5e-06   24.9   0.0   123   189    18    84     5   104 0.87 | transcript=PVPAM_080018600_t1 | gene=PVPAM_080018600 | organism=Plasmodium_vivax_PAM | gene_product=G-strand-binding protein 2, putative | transcript_product=G-strand-binding protein 2, putative | location=CASCJQ010000008:638144-639816(+) | protein_length=250 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719963.1         -            250 9510at5820           -            234   3.9e-11   41.5   0.0   2   2   3.4e-05    0.0058   14.7   0.0   127   202   173   248   162   250 0.92 | transcript=PVPAM_080018600_t1 | gene=PVPAM_080018600 | organism=Plasmodium_vivax_PAM | gene_product=G-strand-binding protein 2, putative | transcript_product=G-strand-binding protein 2, putative | location=CASCJQ010000008:638144-639816(+) | protein_length=250 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718894.1         -            361 9510at5820           -            234   2.2e-10   39.0   0.8   1   2   0.00025     0.043   11.9   0.1     7    56   118   169   110   184 0.61 | transcript=PVPAM_050028600_t1 | gene=PVPAM_050028600 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000005:988086-990499(-) | protein_length=361 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718894.1         -            361 9510at5820           -            234   2.2e-10   39.0   0.8   2   2   1.8e-08     3e-06   25.5   0.1   126   185   202   261   170   285 0.84 | transcript=PVPAM_050028600_t1 | gene=PVPAM_050028600 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000005:988086-990499(-) | protein_length=361 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723515.1         -           1116 9510at5820           -            234   4.2e-10   38.1   5.3   1   3       2.2   3.7e+02   -1.0   1.1    71   202   401   535   392   550 0.71 | transcript=PVPAM_140043900_t1 | gene=PVPAM_140043900 | organism=Plasmodium_vivax_PAM | gene_product=multiple RNA-binding domain-containing protein 1, putative | transcript_product=multiple RNA-binding domain-containing protein 1, putative | location=CASCJQ010000014:1630544-1633894(+) | protein_length=1116 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723515.1         -           1116 9510at5820           -            234   4.2e-10   38.1   5.3   2   3   0.00097      0.16   10.0   0.0   165   202   913   950   906   963 0.87 | transcript=PVPAM_140043900_t1 | gene=PVPAM_140043900 | organism=Plasmodium_vivax_PAM | gene_product=multiple RNA-binding domain-containing protein 1, putative | transcript_product=multiple RNA-binding domain-containing protein 1, putative | location=CASCJQ010000014:1630544-1633894(+) | protein_length=1116 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723515.1         -           1116 9510at5820           -            234   4.2e-10   38.1   5.3   3   3   3.5e-09   5.9e-07   27.8   0.1   128   199   977  1048   960  1055 0.90 | transcript=PVPAM_140043900_t1 | gene=PVPAM_140043900 | organism=Plasmodium_vivax_PAM | gene_product=multiple RNA-binding domain-containing protein 1, putative | transcript_product=multiple RNA-binding domain-containing protein 1, putative | location=CASCJQ010000014:1630544-1633894(+) | protein_length=1116 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719920.1         -            322 9510at5820           -            234   5.1e-09   34.6   0.0   1   1   6.2e-11   1.1e-08   33.5   0.0   124   230    88   196    78   199 0.85 | transcript=PVPAM_080014300_t1 | gene=PVPAM_080014300 | organism=Plasmodium_vivax_PAM | gene_product=transformer-2 protein homolog beta, putative | transcript_product=transformer-2 protein homolog beta, putative | location=CASCJQ010000008:471177-474279(+) | protein_length=322 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720676.1         -           1837 9510at5820           -            234     2e-07   29.3   0.8   1   2      0.31        52    1.8   0.7   138   195   478   533   452   540 0.77 | transcript=PVPAM_090044100_t1 | gene=PVPAM_090044100 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000009:1743452-1748965(+) | protein_length=1837 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720676.1         -           1837 9510at5820           -            234     2e-07   29.3   0.8   2   2   3.1e-08   5.2e-06   24.7   0.0     8    90  1023  1106  1016  1115 0.70 | transcript=PVPAM_090044100_t1 | gene=PVPAM_090044100 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000009:1743452-1748965(+) | protein_length=1837 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719650.1         -            480 9510at5820           -            234   5.3e-07   27.9   0.1   1   2   3.2e-05    0.0054   14.8   0.1   128   185   102   159    70   187 0.79 | transcript=PVPAM_070026400_t1 | gene=PVPAM_070026400 | organism=Plasmodium_vivax_PAM | gene_product=U4/U6 snRNA-associated-splicing factor, putative | transcript_product=U4/U6 snRNA-associated-splicing factor, putative | location=CASCJQ010000007:946281-947918(+) | protein_length=480 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719650.1         -            480 9510at5820           -            234   5.3e-07   27.9   0.1   2   2   0.00046     0.079   11.0   0.0   115   183   298   369   274   384 0.74 | transcript=PVPAM_070026400_t1 | gene=PVPAM_070026400 | organism=Plasmodium_vivax_PAM | gene_product=U4/U6 snRNA-associated-splicing factor, putative | transcript_product=U4/U6 snRNA-associated-splicing factor, putative | location=CASCJQ010000007:946281-947918(+) | protein_length=480 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719738.1         -            287 9510at5820           -            234   1.4e-06   26.6   1.4   1   2   0.00022     0.037   12.1   0.7   139   202    58   117    34   142 0.80 | transcript=PVPAM_070035200_t1 | gene=PVPAM_070035200 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000007:1271113-1272713(+) | protein_length=287 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719738.1         -            287 9510at5820           -            234   1.4e-06   26.6   1.4   2   2   0.00011     0.019   13.0   0.0   126   200   210   284   174   286 0.89 | transcript=PVPAM_070035200_t1 | gene=PVPAM_070035200 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000007:1271113-1272713(+) | protein_length=287 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721256.1         -            181 9510at5820           -            234   2.1e-06   26.0   0.0   1   1   1.8e-08     3e-06   25.5   0.0   136   211    60   136    39   159 0.78 | transcript=PVPAM_110015800_t1 | gene=PVPAM_110015800 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000011:440296-441618(+) | protein_length=181 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718881.1         -            269 9510at5820           -            234   3.4e-06   25.3   0.0   1   1   3.5e-08   5.9e-06   24.5   0.0     9    68   190   251   183   258 0.83 | transcript=PVPAM_050027300_t1 | gene=PVPAM_050027300 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 3 subunit G, putative | transcript_product=eukaryotic translation initiation factor 3 subunit G, putative | location=CASCJQ010000005:938613-940758(+) | protein_length=269 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720963.1         -            314 9510at5820           -            234   6.2e-06   24.4   0.0   1   2   4.1e-07     7e-05   21.0   0.0   127   200     9    80     4    91 0.91 | transcript=PVPAM_100023100_t1 | gene=PVPAM_100023100 | organism=Plasmodium_vivax_PAM | gene_product=serine/arginine-rich splicing factor 1, putative | transcript_product=serine/arginine-rich splicing factor 1, putative | location=CASCJQ010000010:798029-799180(+) | protein_length=314 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720963.1         -            314 9510at5820           -            234   6.2e-06   24.4   0.0   2   2      0.54        91    1.0   0.0   165   190   143   168   124   193 0.78 | transcript=PVPAM_100023100_t1 | gene=PVPAM_100023100 | organism=Plasmodium_vivax_PAM | gene_product=serine/arginine-rich splicing factor 1, putative | transcript_product=serine/arginine-rich splicing factor 1, putative | location=CASCJQ010000010:798029-799180(+) | protein_length=314 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723587.1         -            110 9510at5820           -            234   6.6e-06   24.4   0.0   1   1   4.5e-08   7.6e-06   24.2   0.0   128   198    16    84     9   103 0.87 | transcript=PVPAM_140051100_t1 | gene=PVPAM_140051100 | organism=Plasmodium_vivax_PAM | gene_product=splicing factor 3B subunit 6, putative | transcript_product=splicing factor 3B subunit 6, putative | location=CASCJQ010000014:1989748-1990335(-) | protein_length=110 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721566.1         -            747 9510at5820           -            234   7.8e-06   24.1   0.2   1   3     0.074        13    3.8   0.0   167   199   442   476   387   499 0.67 | transcript=PVPAM_110047100_t1 | gene=PVPAM_110047100 | organism=Plasmodium_vivax_PAM | gene_product=polypyrimidine tract-binding protein, putative | transcript_product=polypyrimidine tract-binding protein, putative | location=CASCJQ010000011:1758675-1761668(+) | protein_length=747 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721566.1         -            747 9510at5820           -            234   7.8e-06   24.1   0.2   2   3      0.15        25    2.8   0.0   128   161   552   586   542   606 0.73 | transcript=PVPAM_110047100_t1 | gene=PVPAM_110047100 | organism=Plasmodium_vivax_PAM | gene_product=polypyrimidine tract-binding protein, putative | transcript_product=polypyrimidine tract-binding protein, putative | location=CASCJQ010000011:1758675-1761668(+) | protein_length=747 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721566.1         -            747 9510at5820           -            234   7.8e-06   24.1   0.2   3   3   0.00011     0.019   13.1   0.0   122   202   664   744   619   746 0.80 | transcript=PVPAM_110047100_t1 | gene=PVPAM_110047100 | organism=Plasmodium_vivax_PAM | gene_product=polypyrimidine tract-binding protein, putative | transcript_product=polypyrimidine tract-binding protein, putative | location=CASCJQ010000011:1758675-1761668(+) | protein_length=747 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719779.1         -            721 9510at5820           -            234   8.7e-06   24.0   0.0   1   1   9.7e-08   1.6e-05   23.1   0.0   130   199    11    81     3    92 0.88 | transcript=PVPAM_070039300_t1 | gene=PVPAM_070039300 | organism=Plasmodium_vivax_PAM | gene_product=CSTF domain-containing protein, putative | transcript_product=CSTF domain-containing protein, putative | location=CASCJQ010000007:1427879-1430044(+) | protein_length=721 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721186.1         -            452 9510at5820           -            234     4e-05   21.8   0.1   1   1     4e-07   6.8e-05   21.0   0.1     7    69    98   161    91   180 0.70 | transcript=PVPAM_110008800_t1 | gene=PVPAM_110008800 | organism=Plasmodium_vivax_PAM | gene_product=U1 small nuclear ribonucleoprotein 70 kDa homolog, putative | transcript_product=U1 small nuclear ribonucleoprotein 70 kDa homolog, putative | location=CASCJQ010000011:144604-145962(-) | protein_length=452 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719800.1         -            192 9510at5820           -            234   4.6e-05   21.6   0.3   1   2   5.9e-06     0.001   17.2   0.0   121   208     5    94     2   105 0.79 | transcript=PVPAM_070041400_t1 | gene=PVPAM_070041400 | organism=Plasmodium_vivax_PAM | gene_product=U2 small nuclear ribonucleoprotein B'', putative | transcript_product=U2 small nuclear ribonucleoprotein B'', putative | location=CASCJQ010000007:1480328-1480906(-) | protein_length=192 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719800.1         -            192 9510at5820           -            234   4.6e-05   21.6   0.3   2   2      0.16        27    2.7   0.1   159   195   150   184   100   189 0.59 | transcript=PVPAM_070041400_t1 | gene=PVPAM_070041400 | organism=Plasmodium_vivax_PAM | gene_product=U2 small nuclear ribonucleoprotein B'', putative | transcript_product=U2 small nuclear ribonucleoprotein B'', putative | location=CASCJQ010000007:1480328-1480906(-) | protein_length=192 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723106.1         -            661 9510at5820           -            234   7.1e-05   21.0   0.0   1   1   9.8e-07   0.00017   19.8   0.0   125   203   165   247   156   261 0.82 | transcript=PVPAM_130061200_t1 | gene=PVPAM_130061200 | organism=Plasmodium_vivax_PAM | gene_product=U2 snRNP-associated SURP motif-containing protein, putative | transcript_product=U2 snRNP-associated SURP motif-containing protein, putative | location=CASCJQ010000013:2473302-2476727(+) | protein_length=661 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723332.1         -            880 9510at5820           -            234   7.8e-05   20.8   3.3   1   2   7.1e-07   0.00012   20.2   0.6    93   122   192   221   179   237 0.85 | transcript=PVPAM_140025100_t1 | gene=PVPAM_140025100 | organism=Plasmodium_vivax_PAM | gene_product=pre-mRNA-processing factor 40, putative | transcript_product=pre-mRNA-processing factor 40, putative | location=CASCJQ010000014:874948-877590(+) | protein_length=880 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723332.1         -            880 9510at5820           -            234   7.8e-05   20.8   3.3   2   2       1.3   2.2e+02   -0.2   0.2    90   121   231   262   223   265 0.88 | transcript=PVPAM_140025100_t1 | gene=PVPAM_140025100 | organism=Plasmodium_vivax_PAM | gene_product=pre-mRNA-processing factor 40, putative | transcript_product=pre-mRNA-processing factor 40, putative | location=CASCJQ010000014:874948-877590(+) | protein_length=880 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721474.1         -            153 9510at5820           -            234   8.3e-05   20.8   1.9   1   1   1.4e-06   0.00024   19.3   1.7   103   201    38   136    19   147 0.83 | transcript=PVPAM_110037900_t1 | gene=PVPAM_110037900 | organism=Plasmodium_vivax_PAM | gene_product=THO complex subunit 4, putative | transcript_product=THO complex subunit 4, putative | location=CASCJQ010000011:1378019-1379455(-) | protein_length=153 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
