#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7722445.1         -           6878 19at5820             -           4334         0 6681.9 612.9   1  25   0.00069       4.5    1.7   8.0   591   704   198   305   173   321 0.80 | transcript=PVPAM_120068200_t1 | gene=PVPAM_120068200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:2570645-2593399(+) | protein_length=6878 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722445.1         -           6878 19at5820             -           4334         0 6681.9 612.9  20  25   1.5e-33   9.7e-30  100.2  10.1  2998  3102  4999  5123  4993  5132 0.81 | transcript=PVPAM_120068200_t1 | gene=PVPAM_120068200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:2570645-2593399(+) | protein_length=6878 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722445.1         -           6878 19at5820             -           4334         0 6681.9 612.9  21  25   1.2e-58     8e-55  183.4  11.9  3098  3231  5147  5284  5133  5292 0.92 | transcript=PVPAM_120068200_t1 | gene=PVPAM_120068200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:2570645-2593399(+) | protein_length=6878 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722445.1         -           6878 19at5820             -           4334         0 6681.9 612.9  22  25   1.1e-89   6.9e-86  286.6  11.7  3225  3466  5462  5750  5445  5760 0.85 | transcript=PVPAM_120068200_t1 | gene=PVPAM_120068200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:2570645-2593399(+) | protein_length=6878 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722445.1         -           6878 19at5820             -           4334         0 6681.9 612.9  23  25  9.4e-127    6e-123  409.6  21.5  3451  3691  5884  6126  5864  6129 0.94 | transcript=PVPAM_120068200_t1 | gene=PVPAM_120068200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:2570645-2593399(+) | protein_length=6878 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722445.1         -           6878 19at5820             -           4334         0 6681.9 612.9  24  25   1.7e-61   1.1e-57  193.0   8.7  3688  3802  6157  6274  6150  6283 0.95 | transcript=PVPAM_120068200_t1 | gene=PVPAM_120068200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:2570645-2593399(+) | protein_length=6878 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722445.1         -           6878 19at5820             -           4334         0 6681.9 612.9  25  25         0         0 1072.7  58.1  3801  4334  6342  6878  6334  6878 0.99 | transcript=PVPAM_120068200_t1 | gene=PVPAM_120068200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:2570645-2593399(+) | protein_length=6878 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/19at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/19at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/19at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:33:45 2026
# [ok]
