#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7723717.1         -            511 8027at5820           -            404  4.6e-198  656.8  24.0   1   2   9.8e-79     2e-76  256.2  12.3     3   182    17   230    15   247 0.86 | transcript=PVPAM_140064100_t1 | gene=PVPAM_140064100 | organism=Plasmodium_vivax_PAM | gene_product=periodic tryptophan protein 1, putative | transcript_product=periodic tryptophan protein 1, putative | location=CASCJQ010000014:2541864-2543718(+) | protein_length=511 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720279.1         -            595 8027at5820           -            404   4.6e-17   60.7   9.7   2   6       3.1   6.3e+02   -2.3   5.6     3    26   158   181   154   260 0.71 | transcript=PVPAM_080050200_t1 | gene=PVPAM_080050200 | organism=Plasmodium_vivax_PAM | gene_product=pre-mRNA-splicing factor PRP46, putative | transcript_product=pre-mRNA-splicing factor PRP46, putative | location=CASCJQ010000008:1962253-1964257(+) | protein_length=595 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720279.1         -            595 8027at5820           -            404   4.6e-17   60.7   9.7   3   6   4.3e-08   8.8e-06   23.5   1.0   184   270   273   357   243   358 0.83 | transcript=PVPAM_080050200_t1 | gene=PVPAM_080050200 | organism=Plasmodium_vivax_PAM | gene_product=pre-mRNA-splicing factor PRP46, putative | transcript_product=pre-mRNA-splicing factor PRP46, putative | location=CASCJQ010000008:1962253-1964257(+) | protein_length=595 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720279.1         -            595 8027at5820           -            404   4.6e-17   60.7   9.7   4   6     5e-09     1e-06   26.6   0.1   185   268   316   397   312   402 0.91 | transcript=PVPAM_080050200_t1 | gene=PVPAM_080050200 | organism=Plasmodium_vivax_PAM | gene_product=pre-mRNA-splicing factor PRP46, putative | transcript_product=pre-mRNA-splicing factor PRP46, putative | location=CASCJQ010000008:1962253-1964257(+) | protein_length=595 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720279.1         -            595 8027at5820           -            404   4.6e-17   60.7   9.7   5   6   1.5e-10   2.9e-08   31.7   0.2   188   249   403   463   396   487 0.88 | transcript=PVPAM_080050200_t1 | gene=PVPAM_080050200 | organism=Plasmodium_vivax_PAM | gene_product=pre-mRNA-splicing factor PRP46, putative | transcript_product=pre-mRNA-splicing factor PRP46, putative | location=CASCJQ010000008:1962253-1964257(+) | protein_length=595 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720279.1         -            595 8027at5820           -            404   4.6e-17   60.7   9.7   6   6         1   2.1e+02   -0.7   0.0   126   155   497   526   485   545 0.80 | transcript=PVPAM_080050200_t1 | gene=PVPAM_080050200 | organism=Plasmodium_vivax_PAM | gene_product=pre-mRNA-splicing factor PRP46, putative | transcript_product=pre-mRNA-splicing factor PRP46, putative | location=CASCJQ010000008:1962253-1964257(+) | protein_length=595 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720745.1         -            660 8027at5820           -            404     2e-16   58.6  23.9   1   5       1.7   3.4e+02   -1.4   1.7    41    89    38    89    17   109 0.79 | transcript=PVPAM_090050900_t1 | gene=PVPAM_090050900 | organism=Plasmodium_vivax_PAM | gene_product=ribosome assembly protein 4, putative | transcript_product=ribosome assembly protein 4, putative | location=CASCJQ010000009:2047373-2049355(-) | protein_length=660 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720745.1         -            660 8027at5820           -            404     2e-16   58.6  23.9   2   5   1.9e-09   3.8e-07   28.0   0.1   184   267   114   195   103   212 0.86 | transcript=PVPAM_090050900_t1 | gene=PVPAM_090050900 | organism=Plasmodium_vivax_PAM | gene_product=ribosome assembly protein 4, putative | transcript_product=ribosome assembly protein 4, putative | location=CASCJQ010000009:2047373-2049355(-) | protein_length=660 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720745.1         -            660 8027at5820           -            404     2e-16   58.6  23.9   3   5   7.8e-10   1.6e-07   29.3   0.8   184   245   360   423   346   433 0.87 | transcript=PVPAM_090050900_t1 | gene=PVPAM_090050900 | organism=Plasmodium_vivax_PAM | gene_product=ribosome assembly protein 4, putative | transcript_product=ribosome assembly protein 4, putative | location=CASCJQ010000009:2047373-2049355(-) | protein_length=660 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720745.1         -            660 8027at5820           -            404     2e-16   58.6  23.9   4   5    0.0012      0.25    8.9   0.1   186   265   489   566   479   577 0.80 | transcript=PVPAM_090050900_t1 | gene=PVPAM_090050900 | organism=Plasmodium_vivax_PAM | gene_product=ribosome assembly protein 4, putative | transcript_product=ribosome assembly protein 4, putative | location=CASCJQ010000009:2047373-2049355(-) | protein_length=660 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720745.1         -            660 8027at5820           -            404     2e-16   58.6  23.9   5   5    0.0047      0.94    7.0   0.6   173   220   607   658   596   660 0.68 | transcript=PVPAM_090050900_t1 | gene=PVPAM_090050900 | organism=Plasmodium_vivax_PAM | gene_product=ribosome assembly protein 4, putative | transcript_product=ribosome assembly protein 4, putative | location=CASCJQ010000009:2047373-2049355(-) | protein_length=660 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721028.1         -            637 8027at5820           -            404   5.4e-16   57.2   0.7   1   5       9.2   1.9e+03   -3.9   4.4    52    81    41    71     7    85 0.65 | transcript=PVPAM_100029600_t1 | gene=PVPAM_100029600 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000010:1060740-1064255(-) | protein_length=637 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721028.1         -            637 8027at5820           -            404   5.4e-16   57.2   0.7   2   5     0.001      0.21    9.1   0.2   184   251   348   413   331   416 0.85 | transcript=PVPAM_100029600_t1 | gene=PVPAM_100029600 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000010:1060740-1064255(-) | protein_length=637 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721028.1         -            637 8027at5820           -            404   5.4e-16   57.2   0.7   3   5   3.1e-10   6.2e-08   30.6   0.2   206   266   411   470   408   474 0.94 | transcript=PVPAM_100029600_t1 | gene=PVPAM_100029600 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000010:1060740-1064255(-) | protein_length=637 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721028.1         -            637 8027at5820           -            404   5.4e-16   57.2   0.7   4   5   4.1e-11   8.3e-09   33.5   0.0   184   275   474   563   470   571 0.88 | transcript=PVPAM_100029600_t1 | gene=PVPAM_100029600 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000010:1060740-1064255(-) | protein_length=637 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721028.1         -            637 8027at5820           -            404   5.4e-16   57.2   0.7   5   5     0.051        10    3.6   0.1   245   269   575   599   568   609 0.82 | transcript=PVPAM_100029600_t1 | gene=PVPAM_100029600 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000010:1060740-1064255(-) | protein_length=637 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721029.1         -            646 8027at5820           -            404     6e-16   57.0   0.7   1   5       9.1   1.8e+03   -3.9   4.5    53    81    42    71     7   102 0.68 | transcript=PVPAM_100029600_t2 | gene=PVPAM_100029600 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000010:1060740-1064255(-) | protein_length=646 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721029.1         -            646 8027at5820           -            404     6e-16   57.0   0.7   2   5     0.001      0.21    9.1   0.2   184   251   357   422   340   425 0.85 | transcript=PVPAM_100029600_t2 | gene=PVPAM_100029600 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000010:1060740-1064255(-) | protein_length=646 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721029.1         -            646 8027at5820           -            404     6e-16   57.0   0.7   3   5   3.2e-10   6.4e-08   30.6   0.2   206   266   420   479   417   483 0.94 | transcript=PVPAM_100029600_t2 | gene=PVPAM_100029600 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000010:1060740-1064255(-) | protein_length=646 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721029.1         -            646 8027at5820           -            404     6e-16   57.0   0.7   4   5   4.2e-11   8.5e-09   33.5   0.0   184   275   483   572   479   580 0.88 | transcript=PVPAM_100029600_t2 | gene=PVPAM_100029600 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000010:1060740-1064255(-) | protein_length=646 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721029.1         -            646 8027at5820           -            404     6e-16   57.0   0.7   5   5     0.051        10    3.5   0.1   245   269   584   608   577   618 0.82 | transcript=PVPAM_100029600_t2 | gene=PVPAM_100029600 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000010:1060740-1064255(-) | protein_length=646 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719498.1         -           1013 8027at5820           -            404   8.4e-16   56.5  20.6   1   4   5.6e-12   1.1e-09   36.3   0.6   186   269    93   176    82   181 0.91 | transcript=PVPAM_070011200_t1 | gene=PVPAM_070011200 | organism=Plasmodium_vivax_PAM | gene_product=coatomer subunit beta, putative | transcript_product=coatomer subunit beta, putative | location=CASCJQ010000007:355442-358483(-) | protein_length=1013 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719498.1         -           1013 8027at5820           -            404   8.4e-16   56.5  20.6   2   4   3.5e-10   7.2e-08   30.4   3.6   187   267   185   265   179   295 0.82 | transcript=PVPAM_070011200_t1 | gene=PVPAM_070011200 | organism=Plasmodium_vivax_PAM | gene_product=coatomer subunit beta, putative | transcript_product=coatomer subunit beta, putative | location=CASCJQ010000007:355442-358483(-) | protein_length=1013 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719498.1         -           1013 8027at5820           -            404   8.4e-16   56.5  20.6   3   4   3.6e-06   0.00072   17.2   1.4   183   251   225   292   222   324 0.83 | transcript=PVPAM_070011200_t1 | gene=PVPAM_070011200 | organism=Plasmodium_vivax_PAM | gene_product=coatomer subunit beta, putative | transcript_product=coatomer subunit beta, putative | location=CASCJQ010000007:355442-358483(-) | protein_length=1013 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719498.1         -           1013 8027at5820           -            404   8.4e-16   56.5  20.6   4   4       3.7   7.5e+02   -2.6   1.1   142   184   880   918   860   959 0.54 | transcript=PVPAM_070011200_t1 | gene=PVPAM_070011200 | organism=Plasmodium_vivax_PAM | gene_product=coatomer subunit beta, putative | transcript_product=coatomer subunit beta, putative | location=CASCJQ010000007:355442-358483(-) | protein_length=1013 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720218.1         -            498 8027at5820           -            404     4e-15   54.3   7.5   1   3     5e-07    0.0001   20.0   0.8   181   265   244   330   163   343 0.87 | transcript=PVPAM_080044000_t1 | gene=PVPAM_080044000 | organism=Plasmodium_vivax_PAM | gene_product=pre-mRNA-processing factor 19, putative | transcript_product=pre-mRNA-processing factor 19, putative | location=CASCJQ010000008:1718924-1720420(-) | protein_length=498 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720218.1         -            498 8027at5820           -            404     4e-15   54.3   7.5   2   3   4.4e-10   8.9e-08   30.1   0.1   207   286   357   435   350   452 0.89 | transcript=PVPAM_080044000_t1 | gene=PVPAM_080044000 | organism=Plasmodium_vivax_PAM | gene_product=pre-mRNA-processing factor 19, putative | transcript_product=pre-mRNA-processing factor 19, putative | location=CASCJQ010000008:1718924-1720420(-) | protein_length=498 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720218.1         -            498 8027at5820           -            404     4e-15   54.3   7.5   3   3    0.0045      0.92    7.0   0.1   177   220   455   497   441   498 0.70 | transcript=PVPAM_080044000_t1 | gene=PVPAM_080044000 | organism=Plasmodium_vivax_PAM | gene_product=pre-mRNA-processing factor 19, putative | transcript_product=pre-mRNA-processing factor 19, putative | location=CASCJQ010000008:1718924-1720420(-) | protein_length=498 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718796.1         -            324 8027at5820           -            404   4.2e-15   54.2   6.3   1   4       3.5   7.1e+02   -2.5   0.0   234   268    36    69    33    76 0.74 | transcript=PVPAM_050019000_t1 | gene=PVPAM_050019000 | organism=Plasmodium_vivax_PAM | gene_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | transcript_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | location=CASCJQ010000005:627988-628962(-) | protein_length=324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718796.1         -            324 8027at5820           -            404   4.2e-15   54.2   6.3   2   4   1.1e-09   2.2e-07   28.8   1.4   188   307    76   191    64   196 0.86 | transcript=PVPAM_050019000_t1 | gene=PVPAM_050019000 | organism=Plasmodium_vivax_PAM | gene_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | transcript_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | location=CASCJQ010000005:627988-628962(-) | protein_length=324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718796.1         -            324 8027at5820           -            404   4.2e-15   54.2   6.3   3   4     0.013       2.7    5.5   0.0   187   223   199   234   192   244 0.76 | transcript=PVPAM_050019000_t1 | gene=PVPAM_050019000 | organism=Plasmodium_vivax_PAM | gene_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | transcript_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | location=CASCJQ010000005:627988-628962(-) | protein_length=324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718796.1         -            324 8027at5820           -            404   4.2e-15   54.2   6.3   4   4   3.1e-07   6.2e-05   20.7   0.0   204   260   264   319   255   323 0.90 | transcript=PVPAM_050019000_t1 | gene=PVPAM_050019000 | organism=Plasmodium_vivax_PAM | gene_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | transcript_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | location=CASCJQ010000005:627988-628962(-) | protein_length=324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722407.1         -           1228 8027at5820           -            404   3.5e-14   51.2  37.0   1   6       0.1        21    2.5   0.2   231   270    62   101    10   106 0.56 | transcript=PVPAM_120064300_t1 | gene=PVPAM_120064300 | organism=Plasmodium_vivax_PAM | gene_product=U3 small nucleolar RNA-associated protein 12, putative | transcript_product=U3 small nucleolar RNA-associated protein 12, putative | location=CASCJQ010000012:2421970-2425805(+) | protein_length=1228 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722407.1         -           1228 8027at5820           -            404   3.5e-14   51.2  37.0   2   6     3e-06    0.0006   17.5   0.8   187   250   104   166    98   173 0.89 | transcript=PVPAM_120064300_t1 | gene=PVPAM_120064300 | organism=Plasmodium_vivax_PAM | gene_product=U3 small nucleolar RNA-associated protein 12, putative | transcript_product=U3 small nucleolar RNA-associated protein 12, putative | location=CASCJQ010000012:2421970-2425805(+) | protein_length=1228 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722407.1         -           1228 8027at5820           -            404   3.5e-14   51.2  37.0   3   6   3.8e-06   0.00077   17.1   0.9   194   265   166   235   160   240 0.81 | transcript=PVPAM_120064300_t1 | gene=PVPAM_120064300 | organism=Plasmodium_vivax_PAM | gene_product=U3 small nucleolar RNA-associated protein 12, putative | transcript_product=U3 small nucleolar RNA-associated protein 12, putative | location=CASCJQ010000012:2421970-2425805(+) | protein_length=1228 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722407.1         -           1228 8027at5820           -            404   3.5e-14   51.2  37.0   4   6       1.2   2.4e+02   -1.0   4.3    34    62   382   410   353   466 0.69 | transcript=PVPAM_120064300_t1 | gene=PVPAM_120064300 | organism=Plasmodium_vivax_PAM | gene_product=U3 small nucleolar RNA-associated protein 12, putative | transcript_product=U3 small nucleolar RNA-associated protein 12, putative | location=CASCJQ010000012:2421970-2425805(+) | protein_length=1228 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722407.1         -           1228 8027at5820           -            404   3.5e-14   51.2  37.0   5   6   1.5e-07   2.9e-05   21.8   0.4   240   352   619   731   593   737 0.80 | transcript=PVPAM_120064300_t1 | gene=PVPAM_120064300 | organism=Plasmodium_vivax_PAM | gene_product=U3 small nucleolar RNA-associated protein 12, putative | transcript_product=U3 small nucleolar RNA-associated protein 12, putative | location=CASCJQ010000012:2421970-2425805(+) | protein_length=1228 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722407.1         -           1228 8027at5820           -            404   3.5e-14   51.2  37.0   6   6   2.2e-05    0.0045   14.6   1.3   187   269   863   943   854   972 0.87 | transcript=PVPAM_120064300_t1 | gene=PVPAM_120064300 | organism=Plasmodium_vivax_PAM | gene_product=U3 small nucleolar RNA-associated protein 12, putative | transcript_product=U3 small nucleolar RNA-associated protein 12, putative | location=CASCJQ010000012:2421970-2425805(+) | protein_length=1228 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718877.1         -            458 8027at5820           -            404   1.4e-13   49.2   0.8   1   1   1.2e-15   2.5e-13   48.4   0.8   171   296   306   432   292   453 0.85 | transcript=PVPAM_050026900_t1 | gene=PVPAM_050026900 | organism=Plasmodium_vivax_PAM | gene_product=ribosome assembly protein RRB1, putative | transcript_product=ribosome assembly protein RRB1, putative | location=CASCJQ010000005:924052-925428(+) | protein_length=458 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718135.1         -            499 8027at5820           -            404   2.5e-13   48.4   7.2   1   2   5.6e-07   0.00011   19.9   0.1   186   266    60   139    28   146 0.87 | transcript=PVPAM_030013100_t1 | gene=PVPAM_030013100 | organism=Plasmodium_vivax_PAM | gene_product=protein SOF1, putative | transcript_product=protein SOF1, putative | location=CASCJQ010000003:374669-376168(+) | protein_length=499 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718135.1         -            499 8027at5820           -            404   2.5e-13   48.4   7.2   2   2   5.8e-10   1.2e-07   29.7   3.3   206   371   224   387   209   413 0.84 | transcript=PVPAM_030013100_t1 | gene=PVPAM_030013100 | organism=Plasmodium_vivax_PAM | gene_product=protein SOF1, putative | transcript_product=protein SOF1, putative | location=CASCJQ010000003:374669-376168(+) | protein_length=499 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720031.1         -           1145 8027at5820           -            404   6.2e-13   47.1  36.5   1   6       1.1   2.3e+02   -0.9   0.0   304   336    73   105    59   123 0.88 | transcript=PVPAM_080025300_t1 | gene=PVPAM_080025300 | organism=Plasmodium_vivax_PAM | gene_product=U3 small nucleolar RNA-associated protein 13, putative | transcript_product=U3 small nucleolar RNA-associated protein 13, putative | location=CASCJQ010000008:913165-916820(-) | protein_length=1145 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720031.1         -           1145 8027at5820           -            404   6.2e-13   47.1  36.5   2   6    0.0019      0.38    8.3   0.1   189   268   192   268   162   278 0.85 | transcript=PVPAM_080025300_t1 | gene=PVPAM_080025300 | organism=Plasmodium_vivax_PAM | gene_product=U3 small nucleolar RNA-associated protein 13, putative | transcript_product=U3 small nucleolar RNA-associated protein 13, putative | location=CASCJQ010000008:913165-916820(-) | protein_length=1145 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720031.1         -           1145 8027at5820           -            404   6.2e-13   47.1  36.5   3   6      0.99     2e+02   -0.7   1.7   149   182   347   380   328   497 0.51 | transcript=PVPAM_080025300_t1 | gene=PVPAM_080025300 | organism=Plasmodium_vivax_PAM | gene_product=U3 small nucleolar RNA-associated protein 13, putative | transcript_product=U3 small nucleolar RNA-associated protein 13, putative | location=CASCJQ010000008:913165-916820(-) | protein_length=1145 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720031.1         -           1145 8027at5820           -            404   6.2e-13   47.1  36.5   4   6   4.4e-08   8.9e-06   23.5   1.4   180   265   559   645   547   653 0.86 | transcript=PVPAM_080025300_t1 | gene=PVPAM_080025300 | organism=Plasmodium_vivax_PAM | gene_product=U3 small nucleolar RNA-associated protein 13, putative | transcript_product=U3 small nucleolar RNA-associated protein 13, putative | location=CASCJQ010000008:913165-916820(-) | protein_length=1145 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720031.1         -           1145 8027at5820           -            404   6.2e-13   47.1  36.5   5   6   6.4e-10   1.3e-07   29.6  11.2   166   363   654   845   646   883 0.72 | transcript=PVPAM_080025300_t1 | gene=PVPAM_080025300 | organism=Plasmodium_vivax_PAM | gene_product=U3 small nucleolar RNA-associated protein 13, putative | transcript_product=U3 small nucleolar RNA-associated protein 13, putative | location=CASCJQ010000008:913165-916820(-) | protein_length=1145 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
