#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7720671.1         -           3984 100at5820            -           2613         0 5130.3 235.3   1  10  7.2e-271  7.7e-268  890.5  34.0     1   452    52   511    52   538 0.97 | transcript=PVPAM_090043600_t1 | gene=PVPAM_090043600 | organism=Plasmodium_vivax_PAM | gene_product=guanylyl cyclase alpha, putative | transcript_product=guanylyl cyclase alpha, putative | location=CASCJQ010000009:1693656-1705610(-) | protein_length=3984 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721252.1         -           3144 100at5820            -           2613  7.5e-176  585.3 171.3   2   7     0.088        94   -2.2   0.0   468   509   387   428   380   451 0.90 | transcript=PVPAM_110015400_t1 | gene=PVPAM_110015400 | organism=Plasmodium_vivax_PAM | gene_product=guanylyl cyclase beta, putative | transcript_product=guanylyl cyclase beta, putative | location=CASCJQ010000011:420051-432122(-) | protein_length=3144 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721252.1         -           3144 100at5820            -           2613  7.5e-176  585.3 171.3   3   7    0.0081       8.7    1.3  12.2   662   919   610   850   573   856 0.73 | transcript=PVPAM_110015400_t1 | gene=PVPAM_110015400 | organism=Plasmodium_vivax_PAM | gene_product=guanylyl cyclase beta, putative | transcript_product=guanylyl cyclase beta, putative | location=CASCJQ010000011:420051-432122(-) | protein_length=3144 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721252.1         -           3144 100at5820            -           2613  7.5e-176  585.3 171.3   4   7   1.1e-14   1.2e-11   40.6  33.9   929  1245   895  1204   879  1261 0.82 | transcript=PVPAM_110015400_t1 | gene=PVPAM_110015400 | organism=Plasmodium_vivax_PAM | gene_product=guanylyl cyclase beta, putative | transcript_product=guanylyl cyclase beta, putative | location=CASCJQ010000011:420051-432122(-) | protein_length=3144 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721252.1         -           3144 100at5820            -           2613  7.5e-176  585.3 171.3   5   7   1.1e-28   1.2e-25   87.0  35.5  1454  1785  1339  1699  1295  1702 0.69 | transcript=PVPAM_110015400_t1 | gene=PVPAM_110015400 | organism=Plasmodium_vivax_PAM | gene_product=guanylyl cyclase beta, putative | transcript_product=guanylyl cyclase beta, putative | location=CASCJQ010000011:420051-432122(-) | protein_length=3144 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721252.1         -           3144 100at5820            -           2613  7.5e-176  585.3 171.3   6   7   2.5e-31   2.7e-28   95.8   0.1  1794  1884  1754  1844  1712  1870 0.84 | transcript=PVPAM_110015400_t1 | gene=PVPAM_110015400 | organism=Plasmodium_vivax_PAM | gene_product=guanylyl cyclase beta, putative | transcript_product=guanylyl cyclase beta, putative | location=CASCJQ010000011:420051-432122(-) | protein_length=3144 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721252.1         -           3144 100at5820            -           2613  7.5e-176  585.3 171.3   7   7   1.1e-84   1.2e-81  272.9  30.3  2101  2575  2640  3114  2614  3136 0.82 | transcript=PVPAM_110015400_t1 | gene=PVPAM_110015400 | organism=Plasmodium_vivax_PAM | gene_product=guanylyl cyclase beta, putative | transcript_product=guanylyl cyclase beta, putative | location=CASCJQ010000011:420051-432122(-) | protein_length=3144 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723535.1         -           1514 100at5820            -           2613    1e-105  352.7  70.1   1   6   1.3e-15   1.4e-12   43.7   3.7    37   178    35   169     7   178 0.79 | transcript=PVPAM_140045900_t1 | gene=PVPAM_140045900 | organism=Plasmodium_vivax_PAM | gene_product=phospholipid-transporting ATPase 2, putative | transcript_product=phospholipid-transporting ATPase 2, putative | location=CASCJQ010000014:1725979-1732037(-) | protein_length=1514 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723535.1         -           1514 100at5820            -           2613    1e-105  352.7  70.1   2   6   1.6e-14   1.7e-11   40.1   0.1   140   231   194   291   184   304 0.84 | transcript=PVPAM_140045900_t1 | gene=PVPAM_140045900 | organism=Plasmodium_vivax_PAM | gene_product=phospholipid-transporting ATPase 2, putative | transcript_product=phospholipid-transporting ATPase 2, putative | location=CASCJQ010000014:1725979-1732037(-) | protein_length=1514 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723535.1         -           1514 100at5820            -           2613    1e-105  352.7  70.1   3   6   1.5e-22   1.6e-19   66.7  12.7   245   522   364   673   359   733 0.67 | transcript=PVPAM_140045900_t1 | gene=PVPAM_140045900 | organism=Plasmodium_vivax_PAM | gene_product=phospholipid-transporting ATPase 2, putative | transcript_product=phospholipid-transporting ATPase 2, putative | location=CASCJQ010000014:1725979-1732037(-) | protein_length=1514 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723535.1         -           1514 100at5820            -           2613    1e-105  352.7  70.1   4   6   3.2e-08   3.5e-05   19.2   0.0   694   755   737   798   724   807 0.91 | transcript=PVPAM_140045900_t1 | gene=PVPAM_140045900 | organism=Plasmodium_vivax_PAM | gene_product=phospholipid-transporting ATPase 2, putative | transcript_product=phospholipid-transporting ATPase 2, putative | location=CASCJQ010000014:1725979-1732037(-) | protein_length=1514 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723535.1         -           1514 100at5820            -           2613    1e-105  352.7  70.1   5   6   4.2e-28   4.5e-25   85.1   1.1   805   920   925  1040   878  1082 0.85 | transcript=PVPAM_140045900_t1 | gene=PVPAM_140045900 | organism=Plasmodium_vivax_PAM | gene_product=phospholipid-transporting ATPase 2, putative | transcript_product=phospholipid-transporting ATPase 2, putative | location=CASCJQ010000014:1725979-1732037(-) | protein_length=1514 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723535.1         -           1514 100at5820            -           2613    1e-105  352.7  70.1   6   6   7.4e-38     8e-35  117.5  23.9   956  1298  1115  1454  1107  1472 0.83 | transcript=PVPAM_140045900_t1 | gene=PVPAM_140045900 | organism=Plasmodium_vivax_PAM | gene_product=phospholipid-transporting ATPase 2, putative | transcript_product=phospholipid-transporting ATPase 2, putative | location=CASCJQ010000014:1725979-1732037(-) | protein_length=1514 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720113.1         -           1727 100at5820            -           2613     3e-88  294.7  51.5   1   7   2.9e-29   3.1e-26   89.0   0.8    28   229    56   252    34   258 0.83 | transcript=PVPAM_080033500_t1 | gene=PVPAM_080033500 | organism=Plasmodium_vivax_PAM | gene_product=P4-type ATPase ATP7, putative | transcript_product=P4-type ATPase ATP7, putative | location=CASCJQ010000008:1280951-1286134(-) | protein_length=1727 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720113.1         -           1727 100at5820            -           2613     3e-88  294.7  51.5   2   7   5.3e-16   5.7e-13   45.0   2.2   224   373   322   480   315   489 0.78 | transcript=PVPAM_080033500_t1 | gene=PVPAM_080033500 | organism=Plasmodium_vivax_PAM | gene_product=P4-type ATPase ATP7, putative | transcript_product=P4-type ATPase ATP7, putative | location=CASCJQ010000008:1280951-1286134(-) | protein_length=1727 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720113.1         -           1727 100at5820            -           2613     3e-88  294.7  51.5   3   7   7.7e-05     0.083    8.0   0.2   472   510   496   535   482   546 0.80 | transcript=PVPAM_080033500_t1 | gene=PVPAM_080033500 | organism=Plasmodium_vivax_PAM | gene_product=P4-type ATPase ATP7, putative | transcript_product=P4-type ATPase ATP7, putative | location=CASCJQ010000008:1280951-1286134(-) | protein_length=1727 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720113.1         -           1727 100at5820            -           2613     3e-88  294.7  51.5   4   7    0.0037       3.9    2.4   0.0   694   749   783   842   762   846 0.80 | transcript=PVPAM_080033500_t1 | gene=PVPAM_080033500 | organism=Plasmodium_vivax_PAM | gene_product=P4-type ATPase ATP7, putative | transcript_product=P4-type ATPase ATP7, putative | location=CASCJQ010000008:1280951-1286134(-) | protein_length=1727 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720113.1         -           1727 100at5820            -           2613     3e-88  294.7  51.5   5   7   3.2e-23   3.4e-20   68.9   1.8   735   920   950  1122   941  1183 0.81 | transcript=PVPAM_080033500_t1 | gene=PVPAM_080033500 | organism=Plasmodium_vivax_PAM | gene_product=P4-type ATPase ATP7, putative | transcript_product=P4-type ATPase ATP7, putative | location=CASCJQ010000008:1280951-1286134(-) | protein_length=1727 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720113.1         -           1727 100at5820            -           2613     3e-88  294.7  51.5   6   7   1.2e-37   1.3e-34  116.8   1.9   942  1171  1235  1467  1200  1482 0.88 | transcript=PVPAM_080033500_t1 | gene=PVPAM_080033500 | organism=Plasmodium_vivax_PAM | gene_product=P4-type ATPase ATP7, putative | transcript_product=P4-type ATPase ATP7, putative | location=CASCJQ010000008:1280951-1286134(-) | protein_length=1727 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720113.1         -           1727 100at5820            -           2613     3e-88  294.7  51.5   7   7         6   6.5e+03  -12.2   8.7  1169  1287  1523  1645  1501  1693 0.58 | transcript=PVPAM_080033500_t1 | gene=PVPAM_080033500 | organism=Plasmodium_vivax_PAM | gene_product=P4-type ATPase ATP7, putative | transcript_product=P4-type ATPase ATP7, putative | location=CASCJQ010000008:1280951-1286134(-) | protein_length=1727 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723572.1         -           1680 100at5820            -           2613   5.1e-45  151.3 121.3   1   6   1.4e-14   1.5e-11   40.3  11.6    35   220    59   239    42   260 0.86 | transcript=PVPAM_140049600_t1 | gene=PVPAM_140049600 | organism=Plasmodium_vivax_PAM | gene_product=phospholipid-transporting ATPase, putative | transcript_product=phospholipid-transporting ATPase, putative | location=CASCJQ010000014:1919483-1925541(+) | protein_length=1680 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723572.1         -           1680 100at5820            -           2613   5.1e-45  151.3 121.3   2   6      0.57   6.2e+02   -4.9   2.2  2564  2607   266   310   264   317 0.63 | transcript=PVPAM_140049600_t1 | gene=PVPAM_140049600 | organism=Plasmodium_vivax_PAM | gene_product=phospholipid-transporting ATPase, putative | transcript_product=phospholipid-transporting ATPase, putative | location=CASCJQ010000014:1919483-1925541(+) | protein_length=1680 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723572.1         -           1680 100at5820            -           2613   5.1e-45  151.3 121.3   3   6     0.051        55   -1.4   0.0   168   229   322   383   318   390 0.91 | transcript=PVPAM_140049600_t1 | gene=PVPAM_140049600 | organism=Plasmodium_vivax_PAM | gene_product=phospholipid-transporting ATPase, putative | transcript_product=phospholipid-transporting ATPase, putative | location=CASCJQ010000014:1919483-1925541(+) | protein_length=1680 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723572.1         -           1680 100at5820            -           2613   5.1e-45  151.3 121.3   4   6   1.6e-06    0.0017   13.5  13.8   238   375   620   739   598   741 0.83 | transcript=PVPAM_140049600_t1 | gene=PVPAM_140049600 | organism=Plasmodium_vivax_PAM | gene_product=phospholipid-transporting ATPase, putative | transcript_product=phospholipid-transporting ATPase, putative | location=CASCJQ010000014:1919483-1925541(+) | protein_length=1680 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723572.1         -           1680 100at5820            -           2613   5.1e-45  151.3 121.3   5   6   1.3e-06    0.0014   13.9  20.9   443   702   718   983   715   995 0.64 | transcript=PVPAM_140049600_t1 | gene=PVPAM_140049600 | organism=Plasmodium_vivax_PAM | gene_product=phospholipid-transporting ATPase, putative | transcript_product=phospholipid-transporting ATPase, putative | location=CASCJQ010000014:1919483-1925541(+) | protein_length=1680 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723572.1         -           1680 100at5820            -           2613   5.1e-45  151.3 121.3   6   6     3e-36   3.2e-33  112.2  45.4   643  1283  1078  1667  1054  1678 0.79 | transcript=PVPAM_140049600_t1 | gene=PVPAM_140049600 | organism=Plasmodium_vivax_PAM | gene_product=phospholipid-transporting ATPase, putative | transcript_product=phospholipid-transporting ATPase, putative | location=CASCJQ010000014:1919483-1925541(+) | protein_length=1680 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717931.1         -           1191 100at5820            -           2613   7.9e-15   51.1   0.8   1   3      0.12   1.3e+02   -2.6   0.0   143   192   147   194   132   205 0.83 | transcript=PVPAM_020016300_t1 | gene=PVPAM_020016300 | organism=Plasmodium_vivax_PAM | gene_product=calcium-transporting ATPase, putative | transcript_product=calcium-transporting ATPase, putative | location=CASCJQ010000002:474480-478546(+) | protein_length=1191 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717931.1         -           1191 100at5820            -           2613   7.9e-15   51.1   0.8   2   3    0.0053       5.7    1.9   0.0   475   501   348   374   338   420 0.76 | transcript=PVPAM_020016300_t1 | gene=PVPAM_020016300 | organism=Plasmodium_vivax_PAM | gene_product=calcium-transporting ATPase, putative | transcript_product=calcium-transporting ATPase, putative | location=CASCJQ010000002:474480-478546(+) | protein_length=1191 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717931.1         -           1191 100at5820            -           2613   7.9e-15   51.1   0.8   3   3   2.7e-16   2.9e-13   46.0   0.1   735  1050   627   909   619   936 0.84 | transcript=PVPAM_020016300_t1 | gene=PVPAM_020016300 | organism=Plasmodium_vivax_PAM | gene_product=calcium-transporting ATPase, putative | transcript_product=calcium-transporting ATPase, putative | location=CASCJQ010000002:474480-478546(+) | protein_length=1191 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/100at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/100at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/100at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:24:38 2026
# [ok]
