#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7723581.1         -            883 4121at5820           -            615         0 1236.1  90.4   1   4  1.7e-193  3.2e-191  635.6   6.6     1   273     1   273     1   276 1.00 | transcript=PVPAM_140050500_t1 | gene=PVPAM_140050500 | organism=Plasmodium_vivax_PAM | gene_product=polyadenylate-binding protein 1, putative | transcript_product=polyadenylate-binding protein 1, putative | location=CASCJQ010000014:1969494-1972145(+) | protein_length=883 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723034.1         -            507 4121at5820           -            615   3.1e-18   64.2   6.8   2   3   1.2e-10   2.2e-08   31.7   0.5   192   259   183   252   164   267 0.84 | transcript=PVPAM_130054000_t1 | gene=PVPAM_130054000 | organism=Plasmodium_vivax_PAM | gene_product=CUGBP Elav-like family member 2, putative | transcript_product=CUGBP Elav-like family member 2, putative | location=CASCJQ010000013:2166321-2167844(-) | protein_length=507 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723034.1         -            507 4121at5820           -            615   3.1e-18   64.2   6.8   3   3   1.1e-09     2e-07   28.5   0.1   104   184   398   477   389   489 0.83 | transcript=PVPAM_130054000_t1 | gene=PVPAM_130054000 | organism=Plasmodium_vivax_PAM | gene_product=CUGBP Elav-like family member 2, putative | transcript_product=CUGBP Elav-like family member 2, putative | location=CASCJQ010000013:2166321-2167844(-) | protein_length=507 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718792.1         -            292 4121at5820           -            615   2.5e-13   48.0   0.1   1   2   1.1e-05    0.0021   15.2   0.0   194   261     8    77     2   102 0.85 | transcript=PVPAM_050018600_t1 | gene=PVPAM_050018600 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000005:612140-613354(+) | protein_length=292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718792.1         -            292 4121at5820           -            615   2.5e-13   48.0   0.1   2   2   2.3e-10   4.3e-08   30.7   0.0   104   176   155   227   146   239 0.88 | transcript=PVPAM_050018600_t1 | gene=PVPAM_050018600 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000005:612140-613354(+) | protein_length=292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723375.1         -            124 4121at5820           -            615   1.2e-12   45.7   0.1   1   1   7.6e-15   1.5e-12   45.5   0.1    13    93     5    85     1    93 0.91 | transcript=PVPAM_140029400_t1 | gene=PVPAM_140029400 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000014:1055808-1056679(-) | protein_length=124 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722140.1         -           1026 4121at5820           -            615     6e-11   40.1   0.0   1   2   7.2e-12   1.4e-09   35.6   0.0   106   257   637   804   630   820 0.82 | transcript=PVPAM_120037800_t1 | gene=PVPAM_120037800 | organism=Plasmodium_vivax_PAM | gene_product=splicing factor 1, putative | transcript_product=splicing factor 1, putative | location=CASCJQ010000012:1308793-1312028(-) | protein_length=1026 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722140.1         -           1026 4121at5820           -            615     6e-11   40.1   0.0   2   2      0.29        55    0.6   0.0   208   254   959  1004   948  1010 0.85 | transcript=PVPAM_120037800_t1 | gene=PVPAM_120037800 | organism=Plasmodium_vivax_PAM | gene_product=splicing factor 1, putative | transcript_product=splicing factor 1, putative | location=CASCJQ010000012:1308793-1312028(-) | protein_length=1026 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719779.1         -            721 4121at5820           -            615   1.4e-10   38.9   0.0   1   1     1e-12     2e-10   38.4   0.0    12    95     3    86     1    98 0.93 | transcript=PVPAM_070039300_t1 | gene=PVPAM_070039300 | organism=Plasmodium_vivax_PAM | gene_product=CSTF domain-containing protein, putative | transcript_product=CSTF domain-containing protein, putative | location=CASCJQ010000007:1427879-1430044(+) | protein_length=721 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721570.1         -            626 4121at5820           -            615   3.8e-10   37.5   5.5   1   2   3.2e-07   6.2e-05   20.3   0.1   194   254    10    70     3    89 0.87 | transcript=PVPAM_110047500_t1 | gene=PVPAM_110047500 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000011:1768823-1771281(-) | protein_length=626 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721570.1         -            626 4121at5820           -            615   3.8e-10   37.5   5.5   2   2   1.1e-06   0.00021   18.5   1.8   194   275   167   249   143   309 0.83 | transcript=PVPAM_110047500_t1 | gene=PVPAM_110047500 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000011:1768823-1771281(-) | protein_length=626 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719174.1         -           1549 4121at5820           -            615   6.5e-10   36.7   1.3   1   1   1.1e-11   2.1e-09   35.0   1.2   182   453   316   589   294   601 0.74 | transcript=PVPAM_060018100_t1 | gene=PVPAM_060018100 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein UIS12, putative | transcript_product=RNA-binding protein UIS12, putative | location=CASCJQ010000006:567674-572458(+) | protein_length=1549 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719800.1         -            192 4121at5820           -            615   3.6e-09   34.2   0.7   1   2   1.8e-08   3.4e-06   24.5   0.5   194   270    11    90     8   103 0.87 | transcript=PVPAM_070041400_t1 | gene=PVPAM_070041400 | organism=Plasmodium_vivax_PAM | gene_product=U2 small nuclear ribonucleoprotein B'', putative | transcript_product=U2 small nuclear ribonucleoprotein B'', putative | location=CASCJQ010000007:1480328-1480906(-) | protein_length=192 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719800.1         -            192 4121at5820           -            615   3.6e-09   34.2   0.7   2   2    0.0015      0.29    8.1   0.0   192   258   119   182   104   190 0.84 | transcript=PVPAM_070041400_t1 | gene=PVPAM_070041400 | organism=Plasmodium_vivax_PAM | gene_product=U2 small nuclear ribonucleoprotein B'', putative | transcript_product=U2 small nuclear ribonucleoprotein B'', putative | location=CASCJQ010000007:1480328-1480906(-) | protein_length=192 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723701.1         -            511 4121at5820           -            615     6e-09   33.5   0.3   1   2   0.00034     0.064   10.3   0.3   193   238    16    63     4   116 0.69 | transcript=PVPAM_140062500_t1 | gene=PVPAM_140062500 | organism=Plasmodium_vivax_PAM | gene_product=clustered-asparagine-rich protein, putative | transcript_product=clustered-asparagine-rich protein, putative | location=CASCJQ010000014:2486249-2487784(-) | protein_length=511 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723701.1         -            511 4121at5820           -            615     6e-09   33.5   0.3   2   2   3.1e-11     6e-09   33.5   0.3   103   186   427   508   370   511 0.86 | transcript=PVPAM_140062500_t1 | gene=PVPAM_140062500 | organism=Plasmodium_vivax_PAM | gene_product=clustered-asparagine-rich protein, putative | transcript_product=clustered-asparagine-rich protein, putative | location=CASCJQ010000014:2486249-2487784(-) | protein_length=511 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719609.1         -            340 4121at5820           -            615   1.3e-08   32.4   7.2   1   2   3.2e-05     0.006   13.7   0.1   108   160    91   143    75   162 0.56 | transcript=PVPAM_070022300_t1 | gene=PVPAM_070022300 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein musashi, putative | transcript_product=RNA-binding protein musashi, putative | location=CASCJQ010000007:784356-785378(-) | protein_length=340 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719609.1         -            340 4121at5820           -            615   1.3e-08   32.4   7.2   2   2   4.6e-07   8.8e-05   19.8   3.6   304   390   170   258   158   287 0.75 | transcript=PVPAM_070022300_t1 | gene=PVPAM_070022300 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein musashi, putative | transcript_product=RNA-binding protein musashi, putative | location=CASCJQ010000007:784356-785378(-) | protein_length=340 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720107.1         -            299 4121at5820           -            615   7.7e-08   29.9   0.1   1   1   5.5e-10     1e-07   29.4   0.1   103   180    35   113     3   128 0.84 | transcript=PVPAM_080032900_t1 | gene=PVPAM_080032900 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000008:1265540-1266874(-) | protein_length=299 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718894.1         -            361 4121at5820           -            615     1e-07   29.5   0.2   1   1   7.4e-10   1.4e-07   29.0   0.2    18   161   120   259   101   298 0.85 | transcript=PVPAM_050028600_t1 | gene=PVPAM_050028600 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000005:988086-990499(-) | protein_length=361 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718881.1         -            269 4121at5820           -            615   1.1e-07   29.4   1.1   1   2         2   3.8e+02   -2.1   0.6   298   298    78    78     7   153 0.57 | transcript=PVPAM_050027300_t1 | gene=PVPAM_050027300 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 3 subunit G, putative | transcript_product=eukaryotic translation initiation factor 3 subunit G, putative | location=CASCJQ010000005:938613-940758(+) | protein_length=269 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718881.1         -            269 4121at5820           -            615   1.1e-07   29.4   1.1   2   2   6.5e-10   1.2e-07   29.2   0.0    17    80   189   252   178   267 0.88 | transcript=PVPAM_050027300_t1 | gene=PVPAM_050027300 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 3 subunit G, putative | transcript_product=eukaryotic translation initiation factor 3 subunit G, putative | location=CASCJQ010000005:938613-940758(+) | protein_length=269 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723515.1         -           1116 4121at5820           -            615   1.4e-07   29.1   4.3   1   6      0.14        27    1.6   2.4   192   256    38   116    28   147 0.62 | transcript=PVPAM_140043900_t1 | gene=PVPAM_140043900 | organism=Plasmodium_vivax_PAM | gene_product=multiple RNA-binding domain-containing protein 1, putative | transcript_product=multiple RNA-binding domain-containing protein 1, putative | location=CASCJQ010000014:1630544-1633894(+) | protein_length=1116 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723515.1         -           1116 4121at5820           -            615   1.4e-07   29.1   4.3   2   6       6.6   1.3e+03   -3.9   0.9   318   366   384   431   349   451 0.63 | transcript=PVPAM_140043900_t1 | gene=PVPAM_140043900 | organism=Plasmodium_vivax_PAM | gene_product=multiple RNA-binding domain-containing protein 1, putative | transcript_product=multiple RNA-binding domain-containing protein 1, putative | location=CASCJQ010000014:1630544-1633894(+) | protein_length=1116 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723515.1         -           1116 4121at5820           -            615   1.4e-07   29.1   4.3   3   6      0.15        28    1.6   0.2    58   110   500   555   487   579 0.75 | transcript=PVPAM_140043900_t1 | gene=PVPAM_140043900 | organism=Plasmodium_vivax_PAM | gene_product=multiple RNA-binding domain-containing protein 1, putative | transcript_product=multiple RNA-binding domain-containing protein 1, putative | location=CASCJQ010000014:1630544-1633894(+) | protein_length=1116 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723515.1         -           1116 4121at5820           -            615   1.4e-07   29.1   4.3   4   6       1.6     3e+02   -1.8   0.3   103   160   711   763   703   771 0.75 | transcript=PVPAM_140043900_t1 | gene=PVPAM_140043900 | organism=Plasmodium_vivax_PAM | gene_product=multiple RNA-binding domain-containing protein 1, putative | transcript_product=multiple RNA-binding domain-containing protein 1, putative | location=CASCJQ010000014:1630544-1633894(+) | protein_length=1116 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723515.1         -           1116 4121at5820           -            615   1.4e-07   29.1   4.3   5   6    0.0071       1.3    5.9   0.3   182   228   847   894   828   903 0.84 | transcript=PVPAM_140043900_t1 | gene=PVPAM_140043900 | organism=Plasmodium_vivax_PAM | gene_product=multiple RNA-binding domain-containing protein 1, putative | transcript_product=multiple RNA-binding domain-containing protein 1, putative | location=CASCJQ010000014:1630544-1633894(+) | protein_length=1116 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723515.1         -           1116 4121at5820           -            615   1.4e-07   29.1   4.3   6   6   7.1e-10   1.4e-07   29.1   4.3   143   254   913  1038   901  1066 0.76 | transcript=PVPAM_140043900_t1 | gene=PVPAM_140043900 | organism=Plasmodium_vivax_PAM | gene_product=multiple RNA-binding domain-containing protein 1, putative | transcript_product=multiple RNA-binding domain-containing protein 1, putative | location=CASCJQ010000014:1630544-1633894(+) | protein_length=1116 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719963.1         -            250 4121at5820           -            615   2.4e-07   28.2   0.3   1   2   2.4e-06   0.00045   17.4   0.0   105   196    22   113     9   124 0.73 | transcript=PVPAM_080018600_t1 | gene=PVPAM_080018600 | organism=Plasmodium_vivax_PAM | gene_product=G-strand-binding protein 2, putative | transcript_product=G-strand-binding protein 2, putative | location=CASCJQ010000008:638144-639816(+) | protein_length=250 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719963.1         -            250 4121at5820           -            615   2.4e-07   28.2   0.3   2   2   0.00081      0.15    9.1   0.1   182   252   161   233   155   245 0.67 | transcript=PVPAM_080018600_t1 | gene=PVPAM_080018600 | organism=Plasmodium_vivax_PAM | gene_product=G-strand-binding protein 2, putative | transcript_product=G-strand-binding protein 2, putative | location=CASCJQ010000008:638144-639816(+) | protein_length=250 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719920.1         -            322 4121at5820           -            615   3.8e-07   27.6   0.2   1   1   2.8e-09   5.3e-07   27.1   0.2   192   273    89   171    77   182 0.67 | transcript=PVPAM_080014300_t1 | gene=PVPAM_080014300 | organism=Plasmodium_vivax_PAM | gene_product=transformer-2 protein homolog beta, putative | transcript_product=transformer-2 protein homolog beta, putative | location=CASCJQ010000008:471177-474279(+) | protein_length=322 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719939.1         -            860 4121at5820           -            615   4.8e-06   23.9   1.1   1   2    0.0077       1.5    5.8   0.0   194   254   309   364   301   375 0.89 | transcript=PVPAM_080016200_t1 | gene=PVPAM_080016200 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000008:559696-562278(-) | protein_length=860 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719939.1         -            860 4121at5820           -            615   4.8e-06   23.9   1.1   2   2   4.3e-06   0.00081   16.6   0.3   194   256   414   476   399   487 0.85 | transcript=PVPAM_080016200_t1 | gene=PVPAM_080016200 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000008:559696-562278(-) | protein_length=860 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723587.1         -            110 4121at5820           -            615     6e-06   23.6   0.0   1   1   3.6e-08   6.8e-06   23.4   0.0   195   270    16    91     3    99 0.65 | transcript=PVPAM_140051100_t1 | gene=PVPAM_140051100 | organism=Plasmodium_vivax_PAM | gene_product=splicing factor 3B subunit 6, putative | transcript_product=splicing factor 3B subunit 6, putative | location=CASCJQ010000014:1989748-1990335(-) | protein_length=110 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719650.1         -            480 4121at5820           -            615   1.1e-05   22.7   9.9   1   2   7.5e-05     0.014   12.5   1.1   105   158   101   154    92   189 0.82 | transcript=PVPAM_070026400_t1 | gene=PVPAM_070026400 | organism=Plasmodium_vivax_PAM | gene_product=U4/U6 snRNA-associated-splicing factor, putative | transcript_product=U4/U6 snRNA-associated-splicing factor, putative | location=CASCJQ010000007:946281-947918(+) | protein_length=480 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719650.1         -            480 4121at5820           -            615   1.1e-05   22.7   9.9   2   2   1.4e-05    0.0027   14.8   2.1   292   374   291   384   284   394 0.80 | transcript=PVPAM_070026400_t1 | gene=PVPAM_070026400 | organism=Plasmodium_vivax_PAM | gene_product=U4/U6 snRNA-associated-splicing factor, putative | transcript_product=U4/U6 snRNA-associated-splicing factor, putative | location=CASCJQ010000007:946281-947918(+) | protein_length=480 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721186.1         -            452 4121at5820           -            615   5.9e-05   20.3   1.3   1   1   4.6e-07   8.7e-05   19.8   1.3    98   176    92   170    63   180 0.84 | transcript=PVPAM_110008800_t1 | gene=PVPAM_110008800 | organism=Plasmodium_vivax_PAM | gene_product=U1 small nuclear ribonucleoprotein 70 kDa homolog, putative | transcript_product=U1 small nuclear ribonucleoprotein 70 kDa homolog, putative | location=CASCJQ010000011:144604-145962(-) | protein_length=452 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721256.1         -            181 4121at5820           -            615   0.00014   19.1   0.1   1   1   7.4e-07   0.00014   19.1   0.1   313   381    59   131     9   175 0.78 | transcript=PVPAM_110015800_t1 | gene=PVPAM_110015800 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000011:440296-441618(+) | protein_length=181 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720963.1         -            314 4121at5820           -            615   0.00014   19.1   0.3   1   2   1.6e-06   0.00031   18.0   0.0   193   254     8    69     2    87 0.77 | transcript=PVPAM_100023100_t1 | gene=PVPAM_100023100 | organism=Plasmodium_vivax_PAM | gene_product=serine/arginine-rich splicing factor 1, putative | transcript_product=serine/arginine-rich splicing factor 1, putative | location=CASCJQ010000010:798029-799180(+) | protein_length=314 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720963.1         -            314 4121at5820           -            615   0.00014   19.1   0.3   2   2       1.8   3.4e+02   -2.0   0.1   147   171   147   171   140   185 0.79 | transcript=PVPAM_100023100_t1 | gene=PVPAM_100023100 | organism=Plasmodium_vivax_PAM | gene_product=serine/arginine-rich splicing factor 1, putative | transcript_product=serine/arginine-rich splicing factor 1, putative | location=CASCJQ010000010:798029-799180(+) | protein_length=314 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722192.1         -            914 4121at5820           -            615   0.00025   18.3   0.3   1   2   4.5e-06   0.00085   16.5   0.1   193   254   677   741   648   774 0.75 | transcript=PVPAM_120043000_t1 | gene=PVPAM_120043000 | organism=Plasmodium_vivax_PAM | gene_product=splicing factor U2AF large subunit, putative | transcript_product=splicing factor U2AF large subunit, putative | location=CASCJQ010000012:1485281-1488025(+) | protein_length=914 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722192.1         -            914 4121at5820           -            615   0.00025   18.3   0.3   2   2       1.3   2.4e+02   -1.5   0.0   147   174   869   895   842   905 0.71 | transcript=PVPAM_120043000_t1 | gene=PVPAM_120043000 | organism=Plasmodium_vivax_PAM | gene_product=splicing factor U2AF large subunit, putative | transcript_product=splicing factor U2AF large subunit, putative | location=CASCJQ010000012:1485281-1488025(+) | protein_length=914 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723072.1         -            107 4121at5820           -            615   0.00027   18.1   0.0   1   1   1.6e-06   0.00031   18.0   0.0    23    92    30    99    11   106 0.74 | transcript=PVPAM_130057800_t1 | gene=PVPAM_130057800 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein 8A, putative | transcript_product=RNA-binding protein 8A, putative | location=CASCJQ010000013:2343283-2343975(-) | protein_length=107 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720595.1         -            156 4121at5820           -            615   0.00036   17.8   1.0   1   1   2.3e-06   0.00044   17.5   1.0   195   291     6   105     2   119 0.75 | transcript=PVPAM_090035900_t1 | gene=PVPAM_090035900 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein s1, putative | transcript_product=RNA-binding protein s1, putative | location=CASCJQ010000009:1371439-1371909(-) | protein_length=156 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720552.1         -           1054 4121at5820           -            615   0.00051   17.2   0.0   1   1   3.9e-06   0.00074   16.7   0.0   195   288     8   107     3   112 0.55 | transcript=PVPAM_090031800_t1 | gene=PVPAM_090031800 | organism=Plasmodium_vivax_PAM | gene_product=alternative splicing factor SR-MG, putative | transcript_product=alternative splicing factor SR-MG, putative | location=CASCJQ010000009:1220788-1223952(+) | protein_length=1054 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721474.1         -            153 4121at5820           -            615   0.00071   16.8   1.0   1   1   4.1e-06   0.00077   16.7   1.0   306   369    58   129    10   148 0.55 | transcript=PVPAM_110037900_t1 | gene=PVPAM_110037900 | organism=Plasmodium_vivax_PAM | gene_product=THO complex subunit 4, putative | transcript_product=THO complex subunit 4, putative | location=CASCJQ010000011:1378019-1379455(-) | protein_length=153 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
