#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7718003.1         -           5035 25at5820             -           4225         0 8513.6 198.3   1   9   2.2e-30   2.4e-27   92.2   0.9     1    55     1    55     1    63 0.97 | transcript=PVPAM_020023400_t1 | gene=PVPAM_020023400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000002:775972-791289(+) | protein_length=5035 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719185.1         -           5252 25at5820             -           4225  2.4e-274  912.1 160.0   4   8   1.6e-36   1.7e-33  112.6   1.0  1966  2136  2439  2614  2426  2665 0.87 | transcript=PVPAM_060019200_t1 | gene=PVPAM_060019200 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000006:617961-633771(-) | protein_length=5252 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719185.1         -           5252 25at5820             -           4225  2.4e-274  912.1 160.0   5   8   1.1e-05     0.012   10.2   5.4  2289  2523  2931  3161  2926  3215 0.77 | transcript=PVPAM_060019200_t1 | gene=PVPAM_060019200 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000006:617961-633771(-) | protein_length=5252 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719185.1         -           5252 25at5820             -           4225  2.4e-274  912.1 160.0   6   8   1.8e-89     2e-86  288.4  38.9  2594  3364  3314  4080  3293  4093 0.90 | transcript=PVPAM_060019200_t1 | gene=PVPAM_060019200 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000006:617961-633771(-) | protein_length=5252 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719185.1         -           5252 25at5820             -           4225  2.4e-274  912.1 160.0   7   8   7.4e-24   7.9e-21   70.6   5.2  3365  3527  4227  4391  4218  4398 0.91 | transcript=PVPAM_060019200_t1 | gene=PVPAM_060019200 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000006:617961-633771(-) | protein_length=5252 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719185.1         -           5252 25at5820             -           4225  2.4e-274  912.1 160.0   8   8   4.9e-33   5.3e-30  101.0  21.7  3626  4086  4598  5091  4490  5153 0.71 | transcript=PVPAM_060019200_t1 | gene=PVPAM_060019200 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000006:617961-633771(-) | protein_length=5252 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 25at5820             -           4225  1.9e-219  729.8 180.7   1   8   1.3e-26   1.4e-23   79.8  42.8  1112  1532  1079  1523  1055  1536 0.85 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 25at5820             -           4225  1.9e-219  729.8 180.7   2   8         6   6.5e+03   -9.7   5.0  1581  1672  1652  1741  1593  1757 0.46 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 25at5820             -           4225  1.9e-219  729.8 180.7   3   8     1e-68   1.1e-65  219.5   1.1  1665  1943  1811  2092  1778  2102 0.93 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 25at5820             -           4225  1.9e-219  729.8 180.7   4   8   3.8e-68   4.1e-65  217.6  28.9  1952  2815  2142  3032  2129  3044 0.76 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 25at5820             -           4225  1.9e-219  729.8 180.7   5   8   4.8e-27   5.2e-24   81.2  24.6  2860  3246  3130  3532  3106  3552 0.80 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 25at5820             -           4225  1.9e-219  729.8 180.7   6   8   2.8e-37     3e-34  115.1  17.6  3259  3528  3629  3902  3609  3910 0.94 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 25at5820             -           4225  1.9e-219  729.8 180.7   7   8   4.8e-18   5.2e-15   51.3   0.4  3706  3912  4537  4738  4529  4745 0.83 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 25at5820             -           4225  1.9e-219  729.8 180.7   8   8   3.4e-06    0.0037   12.0   7.3  3991  4143  4999  5155  4991  5176 0.78 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718184.1         -           5235 25at5820             -           4225    3e-114  380.7 287.9   1  10      0.32   3.4e+02   -4.5   5.1  3998  4100   389   494   360   542 0.67 | transcript=PVPAM_030018400_t1 | gene=PVPAM_030018400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000003:561299-579109(-) | protein_length=5235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718184.1         -           5235 25at5820             -           4225    3e-114  380.7 287.9   2  10   3.7e-17     4e-14   48.4  94.4   901  1588   576  1262   534  1273 0.78 | transcript=PVPAM_030018400_t1 | gene=PVPAM_030018400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000003:561299-579109(-) | protein_length=5235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718184.1         -           5235 25at5820             -           4225    3e-114  380.7 287.9   3  10   1.3e-30   1.4e-27   93.0   2.8  1605  1791  1378  1574  1337  1585 0.80 | transcript=PVPAM_030018400_t1 | gene=PVPAM_030018400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000003:561299-579109(-) | protein_length=5235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718184.1         -           5235 25at5820             -           4225    3e-114  380.7 287.9   4  10   4.5e-27   4.9e-24   81.3   3.0  1797  1946  1650  1810  1646  1818 0.86 | transcript=PVPAM_030018400_t1 | gene=PVPAM_030018400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000003:561299-579109(-) | protein_length=5235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718184.1         -           5235 25at5820             -           4225    3e-114  380.7 287.9   5  10   1.1e-25   1.2e-22   76.7  15.5  1957  2247  2014  2311  1997  2326 0.76 | transcript=PVPAM_030018400_t1 | gene=PVPAM_030018400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000003:561299-579109(-) | protein_length=5235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718184.1         -           5235 25at5820             -           4225    3e-114  380.7 287.9   6  10   6.4e-07   0.00069   14.4  20.3  2302  2775  2667  3179  2618  3216 0.65 | transcript=PVPAM_030018400_t1 | gene=PVPAM_030018400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000003:561299-579109(-) | protein_length=5235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718184.1         -           5235 25at5820             -           4225    3e-114  380.7 287.9   7  10   7.8e-31   8.4e-28   93.7  41.2  2838  3343  3307  3829  3301  3839 0.84 | transcript=PVPAM_030018400_t1 | gene=PVPAM_030018400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000003:561299-579109(-) | protein_length=5235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718184.1         -           5235 25at5820             -           4225    3e-114  380.7 287.9   8  10     0.007       7.6    1.0   9.6  3436  3566  4048  4187  3976  4244 0.70 | transcript=PVPAM_030018400_t1 | gene=PVPAM_030018400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000003:561299-579109(-) | protein_length=5235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718184.1         -           5235 25at5820             -           4225    3e-114  380.7 287.9   9  10   4.2e-06    0.0045   11.7   4.9  3625  3799  4461  4638  4426  4647 0.76 | transcript=PVPAM_030018400_t1 | gene=PVPAM_030018400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000003:561299-579109(-) | protein_length=5235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718184.1         -           5235 25at5820             -           4225    3e-114  380.7 287.9  10  10   2.3e-08   2.5e-05   19.2  20.3  3807  4137  4753  5078  4748  5094 0.74 | transcript=PVPAM_030018400_t1 | gene=PVPAM_030018400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000003:561299-579109(-) | protein_length=5235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 25at5820             -           4225   3.9e-91  304.0 259.5   1  10         6   6.5e+03  -44.6  66.8   148   829   131   837    69   872 0.62 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 25at5820             -           4225   3.9e-91  304.0 259.5   2  10   4.5e-23   4.9e-20   68.0  41.4  1097  1528  1278  1713  1226  1724 0.80 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 25at5820             -           4225   3.9e-91  304.0 259.5   3  10   1.3e-20   1.4e-17   59.8   0.7  1667  1792  2269  2394  2248  2402 0.89 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 25at5820             -           4225   3.9e-91  304.0 259.5   4  10     1e-17   1.1e-14   50.2   8.2  1807  2010  2583  2798  2579  2819 0.86 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 25at5820             -           4225   3.9e-91  304.0 259.5   5  10   4.3e-18   4.6e-15   51.5  11.4  2012  2275  2954  3224  2935  3318 0.87 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 25at5820             -           4225   3.9e-91  304.0 259.5   6  10     0.013        14    0.1   2.5  2471  2576  3681  3795  3656  3806 0.70 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 25at5820             -           4225   3.9e-91  304.0 259.5   7  10   1.4e-36   1.5e-33  112.8  36.2  2850  3337  4511  5001  4501  5010 0.89 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 25at5820             -           4225   3.9e-91  304.0 259.5   8  10   5.5e-11   5.9e-08   27.9  14.6  3363  3528  5107  5273  5098  5335 0.89 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 25at5820             -           4225   3.9e-91  304.0 259.5   9  10    0.0028       3.1    2.3   0.7  3627  3753  5649  5773  5640  5778 0.81 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 25at5820             -           4225   3.9e-91  304.0 259.5  10  10   7.9e-11   8.6e-08   27.3   8.0  3753  3944  5882  6068  5873  6275 0.77 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/25at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/25at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/25at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:36:52 2026
# [ok]
