#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7718545.1         -            706 3809at5820           -            594         0 1075.6  31.5   1   2  3.4e-292  1.2e-289  960.4  17.9     7   511    22   558    15   576 0.93 | transcript=PVPAM_040028900_t1 | gene=PVPAM_040028900 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:1007008-1009883(+) | protein_length=706 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718532.1         -           1014 3809at5820           -            594   2.9e-68  229.4   7.1   1   3   2.6e-12   9.3e-10   36.1   0.0    22   177   271   444   264   448 0.72 | transcript=PVPAM_040027600_t1 | gene=PVPAM_040027600 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:946325-949823(+) | protein_length=1014 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718532.1         -           1014 3809at5820           -            594   2.9e-68  229.4   7.1   2   3   1.7e-56   5.9e-54  182.1   3.8   188   474   482   765   466   780 0.89 | transcript=PVPAM_040027600_t1 | gene=PVPAM_040027600 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:946325-949823(+) | protein_length=1014 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718532.1         -           1014 3809at5820           -            594   2.9e-68  229.4   7.1   3   3   0.00015     0.055   10.5   0.0   516   592   934  1012   898  1014 0.79 | transcript=PVPAM_040027600_t1 | gene=PVPAM_040027600 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:946325-949823(+) | protein_length=1014 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718544.1         -           1054 3809at5820           -            594   6.4e-68  228.2  35.5   1   2   1.4e-66   5.1e-64  215.3  25.7    17   468   265   764   248   782 0.78 | transcript=PVPAM_040028800_t1 | gene=PVPAM_040028800 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:1001065-1004929(+) | protein_length=1054 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718544.1         -           1054 3809at5820           -            594   6.4e-68  228.2  35.5   2   2     0.003       1.1    6.2   2.2   539   593   996  1053   965  1054 0.82 | transcript=PVPAM_040028800_t1 | gene=PVPAM_040028800 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:1001065-1004929(+) | protein_length=1054 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718534.1         -           1084 3809at5820           -            594   1.1e-67  227.4  27.0   1   3      0.91   3.3e+02   -2.0   0.0   343   387   241   287   219   296 0.72 | transcript=PVPAM_040027800_t1 | gene=PVPAM_040027800 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:957229-960915(+) | protein_length=1084 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718534.1         -           1084 3809at5820           -            594   1.1e-67  227.4  27.0   2   3   5.5e-66     2e-63  213.4  15.4    23   479   313   804   296   838 0.79 | transcript=PVPAM_040027800_t1 | gene=PVPAM_040027800 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:957229-960915(+) | protein_length=1084 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718534.1         -           1084 3809at5820           -            594   1.1e-67  227.4  27.0   3   3   9.5e-07   0.00034   17.8   1.9   518   592  1006  1082   991  1084 0.81 | transcript=PVPAM_040027800_t1 | gene=PVPAM_040027800 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:957229-960915(+) | protein_length=1084 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718537.1         -           1126 3809at5820           -            594   4.8e-67  225.3  31.3   1   4       1.4   4.9e+02   -2.5   0.1   470   554   209   290   205   294 0.67 | transcript=PVPAM_040028100_t1 | gene=PVPAM_040028100 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:972463-976449(+) | protein_length=1126 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718537.1         -           1126 3809at5820           -            594   4.8e-67  225.3  31.3   2   4   1.3e-11   4.6e-09   33.8   2.2    23   177   328   498   312   504 0.77 | transcript=PVPAM_040028100_t1 | gene=PVPAM_040028100 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:972463-976449(+) | protein_length=1126 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718537.1         -           1126 3809at5820           -            594   4.8e-67  225.3  31.3   3   4   3.5e-61   1.3e-58  197.5   9.5   199   489   544   829   519   849 0.91 | transcript=PVPAM_040028100_t1 | gene=PVPAM_040028100 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:972463-976449(+) | protein_length=1126 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718537.1         -           1126 3809at5820           -            594   4.8e-67  225.3  31.3   4   4   0.00095      0.34    7.9   1.1   518   592  1048  1124  1036  1126 0.81 | transcript=PVPAM_040028100_t1 | gene=PVPAM_040028100 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:972463-976449(+) | protein_length=1126 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718542.1         -           1011 3809at5820           -            594   1.7e-66  223.5  34.2   1   3   5.5e-10     2e-07   28.5   5.5    22   177   312   485   298   491 0.61 | transcript=PVPAM_040028600_t1 | gene=PVPAM_040028600 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:996183-999766(+) | protein_length=1011 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718542.1         -           1011 3809at5820           -            594   1.7e-66  223.5  34.2   2   3   1.7e-60     6e-58  195.3  10.6   194   480   534   818   519   863 0.85 | transcript=PVPAM_040028600_t1 | gene=PVPAM_040028600 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:996183-999766(+) | protein_length=1011 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718542.1         -           1011 3809at5820           -            594   1.7e-66  223.5  34.2   3   3   6.8e-05     0.025   11.6   2.4   525   592   938  1009   918  1011 0.77 | transcript=PVPAM_040028600_t1 | gene=PVPAM_040028600 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:996183-999766(+) | protein_length=1011 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718533.1         -           1219 3809at5820           -            594     4e-66  222.3  20.9   1   3   1.2e-11   4.3e-09   34.0   0.1    23   178   421   592   410   606 0.78 | transcript=PVPAM_040027700_t1 | gene=PVPAM_040027700 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:950954-954976(+) | protein_length=1219 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718533.1         -           1219 3809at5820           -            594     4e-66  222.3  20.9   2   3   2.4e-57   8.5e-55  184.9   7.3   196   469   635   905   630   928 0.91 | transcript=PVPAM_040027700_t1 | gene=PVPAM_040027700 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:950954-954976(+) | protein_length=1219 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718533.1         -           1219 3809at5820           -            594     4e-66  222.3  20.9   3   3   8.5e-05     0.031   11.3   1.7   518   592  1141  1217  1125  1219 0.82 | transcript=PVPAM_040027700_t1 | gene=PVPAM_040027700 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:950954-954976(+) | protein_length=1219 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718536.1         -           1082 3809at5820           -            594   3.3e-65  219.3  24.4   1   3       1.3   4.7e+02   -2.5   0.0   331   387   219   275   208   285 0.68 | transcript=PVPAM_040028000_t1 | gene=PVPAM_040028000 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:966618-970283(+) | protein_length=1082 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718536.1         -           1082 3809at5820           -            594   3.3e-65  219.3  24.4   2   3   3.4e-66   1.2e-63  214.1  11.7    22   480   300   783   282   821 0.77 | transcript=PVPAM_040028000_t1 | gene=PVPAM_040028000 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:966618-970283(+) | protein_length=1082 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718536.1         -           1082 3809at5820           -            594   3.3e-65  219.3  24.4   3   3   6.3e-05     0.023   11.8   3.1   545   592  1030  1080  1003  1082 0.73 | transcript=PVPAM_040028000_t1 | gene=PVPAM_040028000 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:966618-970283(+) | protein_length=1082 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720437.1         -            495 3809at5820           -            594   1.6e-11   42.0   2.1   1   2    0.0012      0.45    7.5   0.1   231   260   282   312   258   336 0.80 | transcript=PVPAM_090020200_t1 | gene=PVPAM_090020200 | organism=Plasmodium_vivax_PAM | gene_product=vivapain-2 | transcript_product=vivapain-2 | location=CASCJQ010000009:733568-735055(-) | protein_length=495 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720437.1         -            495 3809at5820           -            594   1.6e-11   42.0   2.1   2   2   1.4e-11   5.1e-09   33.7   0.3   375   456   392   477   374   492 0.77 | transcript=PVPAM_090020200_t1 | gene=PVPAM_090020200 | organism=Plasmodium_vivax_PAM | gene_product=vivapain-2 | transcript_product=vivapain-2 | location=CASCJQ010000009:733568-735055(-) | protein_length=495 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720438.1         -            487 3809at5820           -            594   3.9e-11   40.7   7.7   1   2    0.0015      0.54    7.2   2.5   234   264   279   310   119   360 0.67 | transcript=PVPAM_090020300_t1 | gene=PVPAM_090020300 | organism=Plasmodium_vivax_PAM | gene_product=vivapain-2 | transcript_product=vivapain-2 | location=CASCJQ010000009:737351-738814(-) | protein_length=487 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720438.1         -            487 3809at5820           -            594   3.9e-11   40.7   7.7   2   2   2.2e-12   7.8e-10   36.4   0.2   371   452   382   465   359   476 0.82 | transcript=PVPAM_090020300_t1 | gene=PVPAM_090020300 | organism=Plasmodium_vivax_PAM | gene_product=vivapain-2 | transcript_product=vivapain-2 | location=CASCJQ010000009:737351-738814(-) | protein_length=487 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720436.1         -            484 3809at5820           -            594   4.6e-11   40.5   0.8   1   2   0.00057      0.21    8.6   0.1   230   261   273   305   176   325 0.82 | transcript=PVPAM_090020100_t1 | gene=PVPAM_090020100 | organism=Plasmodium_vivax_PAM | gene_product=vivapain-2 | transcript_product=vivapain-2 | location=CASCJQ010000009:729233-730687(-) | protein_length=484 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720436.1         -            484 3809at5820           -            594   4.6e-11   40.5   0.8   2   2   1.3e-10   4.7e-08   30.5   0.1   395   453   401   464   358   483 0.76 | transcript=PVPAM_090020100_t1 | gene=PVPAM_090020100 | organism=Plasmodium_vivax_PAM | gene_product=vivapain-2 | transcript_product=vivapain-2 | location=CASCJQ010000009:729233-730687(-) | protein_length=484 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718539.1         -            444 3809at5820           -            594   3.8e-07   27.5   0.0   1   1   1.5e-09   5.2e-07   27.1   0.0    94   187   275   367   239   375 0.87 | transcript=PVPAM_040028300_t1 | gene=PVPAM_040028300 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA), truncated | transcript_product=serine-repeat antigen (SERA), truncated | location=CASCJQ010000004:982519-983959(+) | protein_length=444 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720450.1         -            690 3809at5820           -            594   1.6e-06   25.5   0.6   1   3       3.6   1.3e+03   -3.9   0.0   230   248   379   397   371   411 0.66 | transcript=PVPAM_090021500_t1 | gene=PVPAM_090021500 | organism=Plasmodium_vivax_PAM | gene_product=dipeptidyl aminopeptidase 1, putative | transcript_product=dipeptidyl aminopeptidase 1, putative | location=CASCJQ010000009:776617-778689(-) | protein_length=690 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720450.1         -            690 3809at5820           -            594   1.6e-06   25.5   0.6   2   3       3.8   1.3e+03   -4.0   0.4   451   464   543   556   534   563 0.66 | transcript=PVPAM_090021500_t1 | gene=PVPAM_090021500 | organism=Plasmodium_vivax_PAM | gene_product=dipeptidyl aminopeptidase 1, putative | transcript_product=dipeptidyl aminopeptidase 1, putative | location=CASCJQ010000009:776617-778689(-) | protein_length=690 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720450.1         -            690 3809at5820           -            594   1.6e-06   25.5   0.6   3   3   4.5e-09   1.6e-06   25.5   0.6   393   451   598   655   584   662 0.86 | transcript=PVPAM_090021500_t1 | gene=PVPAM_090021500 | organism=Plasmodium_vivax_PAM | gene_product=dipeptidyl aminopeptidase 1, putative | transcript_product=dipeptidyl aminopeptidase 1, putative | location=CASCJQ010000009:776617-778689(-) | protein_length=690 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723814.1         -            611 3809at5820           -            594   1.6e-05   22.2   1.6   1   1   7.2e-08   2.6e-05   21.5   1.6   409   451   496   540   490   546 0.84 | transcript=PVPAM_140073700_t1 | gene=PVPAM_140073700 | organism=Plasmodium_vivax_PAM | gene_product=dipeptidyl aminopeptidase 2, putative | transcript_product=dipeptidyl aminopeptidase 2, putative | location=CASCJQ010000014:2896289-2899508(+) | protein_length=611 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718091.1         -            762 3809at5820           -            594     0.037   11.1   6.3   1   3       1.5   5.4e+02   -2.7   0.1   235   256   381   401   376   425 0.77 | transcript=PVPAM_030008700_t1 | gene=PVPAM_030008700 | organism=Plasmodium_vivax_PAM | gene_product=dipeptidyl aminopeptidase 3, putative | transcript_product=dipeptidyl aminopeptidase 3, putative | location=CASCJQ010000003:185975-188391(-) | protein_length=762 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718091.1         -            762 3809at5820           -            594     0.037   11.1   6.3   2   3      0.57     2e+02   -1.3   0.0   409   429   670   690   658   711 0.78 | transcript=PVPAM_030008700_t1 | gene=PVPAM_030008700 | organism=Plasmodium_vivax_PAM | gene_product=dipeptidyl aminopeptidase 3, putative | transcript_product=dipeptidyl aminopeptidase 3, putative | location=CASCJQ010000003:185975-188391(-) | protein_length=762 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718091.1         -            762 3809at5820           -            594     0.037   11.1   6.3   3   3   3.6e-05     0.013   12.6   2.1   425   451   713   739   704   744 0.90 | transcript=PVPAM_030008700_t1 | gene=PVPAM_030008700 | organism=Plasmodium_vivax_PAM | gene_product=dipeptidyl aminopeptidase 3, putative | transcript_product=dipeptidyl aminopeptidase 3, putative | location=CASCJQ010000003:185975-188391(-) | protein_length=762 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3809at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3809at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3809at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:38:48 2026
# [ok]
