#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7721875.1         -           3442 359at5820            -           1865         0 2785.0 251.6   1  15   3.4e-29   2.2e-25   86.8   8.7     1    79     1   105     1   118 0.81 | transcript=PVPAM_120010900_t1 | gene=PVPAM_120010900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:235029-245809(+) | protein_length=3442 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721875.1         -           3442 359at5820            -           1865         0 2785.0 251.6  12  15  1.4e-166    9e-163  542.3  27.7   959  1255  2103  2417  2093  2422 0.95 | transcript=PVPAM_120010900_t1 | gene=PVPAM_120010900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:235029-245809(+) | protein_length=3442 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721875.1         -           3442 359at5820            -           1865         0 2785.0 251.6  13  15   3.4e-96   2.2e-92  308.9  19.9  1249  1425  2486  2662  2480  2683 0.96 | transcript=PVPAM_120010900_t1 | gene=PVPAM_120010900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:235029-245809(+) | protein_length=3442 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721875.1         -           3442 359at5820            -           1865         0 2785.0 251.6  14  15   1.2e-98   7.6e-95  317.1   1.5  1439  1631  2851  3062  2845  3099 0.85 | transcript=PVPAM_120010900_t1 | gene=PVPAM_120010900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:235029-245809(+) | protein_length=3442 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721875.1         -           3442 359at5820            -           1865         0 2785.0 251.6  15  15   2.6e-97   1.7e-93  312.7  27.4  1635  1865  3180  3440  3158  3440 0.85 | transcript=PVPAM_120010900_t1 | gene=PVPAM_120010900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:235029-245809(+) | protein_length=3442 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/359at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/359at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/359at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:37:36 2026
# [ok]
