#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7720490.1         -           1190 2762at5820           -            488  1.2e-147  491.1  78.1   1   7   5.8e-27   7.5e-24   82.8   0.0     1    66     1    66     1    75 0.93 | transcript=PVPAM_090025500_t1 | gene=PVPAM_090025500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000009:936579-940151(-) | protein_length=1190 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723747.1         -            262 2762at5820           -            488     0.033   11.5   0.7   1   1   3.8e-05     0.049   10.9   0.7   116   184    28    96    22   109 0.67 | transcript=PVPAM_140067100_t2 | gene=PVPAM_140067100 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000014:2686129-2686917(+) | protein_length=262 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723748.1         -            291 2762at5820           -            488     0.042   11.1   0.7   1   1   4.6e-05     0.059   10.6   0.7   116   184    28    96    22   109 0.67 | transcript=PVPAM_140067100_t1 | gene=PVPAM_140067100 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000014:2686129-2687370(+) | protein_length=291 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2762at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2762at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2762at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:37:42 2026
# [ok]
