#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7717661.1         -           3002 447at5820            -           2093         0 3031.5 313.0   1  15  2.4e-135  1.6e-131  438.6  53.0     1   311     1   372     1   374 0.87 | transcript=PVPAM_010017100_t1 | gene=PVPAM_010017100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:560805-569813(-) | protein_length=3002 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717661.1         -           3002 447at5820            -           2093         0 3031.5 313.0  12  15  1.3e-141  8.7e-138  459.3  36.6  1327  1638  1923  2267  1906  2270 0.91 | transcript=PVPAM_010017100_t1 | gene=PVPAM_010017100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:560805-569813(-) | protein_length=3002 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717661.1         -           3002 447at5820            -           2093         0 3031.5 313.0  13  15   2.6e-95   1.7e-91  305.9  12.0  1637  1818  2331  2515  2326  2521 0.97 | transcript=PVPAM_010017100_t1 | gene=PVPAM_010017100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:560805-569813(-) | protein_length=3002 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717661.1         -           3002 447at5820            -           2093         0 3031.5 313.0  14  15   4.2e-76   2.7e-72  242.1  11.8  1816  1985  2618  2797  2616  2809 0.93 | transcript=PVPAM_010017100_t1 | gene=PVPAM_010017100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:560805-569813(-) | protein_length=3002 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717661.1         -           3002 447at5820            -           2093         0 3031.5 313.0  15  15   2.2e-39   1.4e-35  120.4  11.0  1980  2093  2862  3001  2847  3001 0.82 | transcript=PVPAM_010017100_t1 | gene=PVPAM_010017100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:560805-569813(-) | protein_length=3002 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/447at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/447at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/447at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:41:51 2026
# [ok]
