#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7721390.1         -            185 13550at5820          -            150   1.8e-85  282.9  12.3   1   1     1e-87   8.2e-85  280.8  12.3     1   150    22   185    22   185 0.93 | transcript=PVPAM_110029300_t1 | gene=PVPAM_110029300 | organism=Plasmodium_vivax_PAM | gene_product=CPW-WPC family protein | transcript_product=CPW-WPC family protein | location=CASCJQ010000011:1053032-1054797(-) | protein_length=185 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722039.1         -            482 13550at5820          -            150     4e-15   54.6  42.4   4   5   1.1e-05    0.0092   14.5   4.6    72   128   277   333   271   338 0.89 | transcript=PVPAM_120027800_t1 | gene=PVPAM_120027800 | organism=Plasmodium_vivax_PAM | gene_product=CPW-WPC family protein | transcript_product=CPW-WPC family protein | location=CASCJQ010000012:887917-889365(-) | protein_length=482 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722039.1         -            482 13550at5820          -            150     4e-15   54.6  42.4   5   5     0.072        58    2.1   0.6    70    88   337   355   333   415 0.69 | transcript=PVPAM_120027800_t1 | gene=PVPAM_120027800 | organism=Plasmodium_vivax_PAM | gene_product=CPW-WPC family protein | transcript_product=CPW-WPC family protein | location=CASCJQ010000012:887917-889365(-) | protein_length=482 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723687.1         -           1108 13550at5820          -            150   1.6e-14   52.7  55.5   1  10   2.9e-08   2.3e-05   22.9   1.2    69   131    93   158    88   164 0.84 | transcript=PVPAM_140061100_t1 | gene=PVPAM_140061100 | organism=Plasmodium_vivax_PAM | gene_product=upregulated in late gametocytes ULG8, putative | transcript_product=upregulated in late gametocytes ULG8, putative | location=CASCJQ010000014:2426236-2429704(-) | protein_length=1108 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723687.1         -           1108 13550at5820          -            150   1.6e-14   52.7  55.5   2  10   2.2e-06    0.0018   16.8   3.8    70   132   158   220   155   224 0.85 | transcript=PVPAM_140061100_t1 | gene=PVPAM_140061100 | organism=Plasmodium_vivax_PAM | gene_product=upregulated in late gametocytes ULG8, putative | transcript_product=upregulated in late gametocytes ULG8, putative | location=CASCJQ010000014:2426236-2429704(-) | protein_length=1108 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723687.1         -           1108 13550at5820          -            150   1.6e-14   52.7  55.5   3  10   4.6e-06    0.0037   15.7   0.3    71   137   220   286   216   290 0.79 | transcript=PVPAM_140061100_t1 | gene=PVPAM_140061100 | organism=Plasmodium_vivax_PAM | gene_product=upregulated in late gametocytes ULG8, putative | transcript_product=upregulated in late gametocytes ULG8, putative | location=CASCJQ010000014:2426236-2429704(-) | protein_length=1108 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723687.1         -           1108 13550at5820          -            150   1.6e-14   52.7  55.5   4  10   0.00018      0.15   10.5   0.1    79   127   290   347   287   352 0.77 | transcript=PVPAM_140061100_t1 | gene=PVPAM_140061100 | organism=Plasmodium_vivax_PAM | gene_product=upregulated in late gametocytes ULG8, putative | transcript_product=upregulated in late gametocytes ULG8, putative | location=CASCJQ010000014:2426236-2429704(-) | protein_length=1108 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723687.1         -           1108 13550at5820          -            150   1.6e-14   52.7  55.5   5  10    0.0057       4.6    5.7   0.1    75   122   355   405   347   414 0.77 | transcript=PVPAM_140061100_t1 | gene=PVPAM_140061100 | organism=Plasmodium_vivax_PAM | gene_product=upregulated in late gametocytes ULG8, putative | transcript_product=upregulated in late gametocytes ULG8, putative | location=CASCJQ010000014:2426236-2429704(-) | protein_length=1108 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723687.1         -           1108 13550at5820          -            150   1.6e-14   52.7  55.5   6  10     0.021        17    3.8   1.0    64   111   652   698   646   703 0.73 | transcript=PVPAM_140061100_t1 | gene=PVPAM_140061100 | organism=Plasmodium_vivax_PAM | gene_product=upregulated in late gametocytes ULG8, putative | transcript_product=upregulated in late gametocytes ULG8, putative | location=CASCJQ010000014:2426236-2429704(-) | protein_length=1108 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723687.1         -           1108 13550at5820          -            150   1.6e-14   52.7  55.5   7  10    0.0057       4.6    5.7   1.8    28   128   687   796   680   804 0.74 | transcript=PVPAM_140061100_t1 | gene=PVPAM_140061100 | organism=Plasmodium_vivax_PAM | gene_product=upregulated in late gametocytes ULG8, putative | transcript_product=upregulated in late gametocytes ULG8, putative | location=CASCJQ010000014:2426236-2429704(-) | protein_length=1108 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723687.1         -           1108 13550at5820          -            150   1.6e-14   52.7  55.5   8  10     0.035        28    3.1   0.3   112   133   904   925   896   927 0.86 | transcript=PVPAM_140061100_t1 | gene=PVPAM_140061100 | organism=Plasmodium_vivax_PAM | gene_product=upregulated in late gametocytes ULG8, putative | transcript_product=upregulated in late gametocytes ULG8, putative | location=CASCJQ010000014:2426236-2429704(-) | protein_length=1108 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723687.1         -           1108 13550at5820          -            150   1.6e-14   52.7  55.5   9  10      0.15   1.2e+02    1.1   2.2    74   127   926   981   924   988 0.77 | transcript=PVPAM_140061100_t1 | gene=PVPAM_140061100 | organism=Plasmodium_vivax_PAM | gene_product=upregulated in late gametocytes ULG8, putative | transcript_product=upregulated in late gametocytes ULG8, putative | location=CASCJQ010000014:2426236-2429704(-) | protein_length=1108 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723687.1         -           1108 13550at5820          -            150   1.6e-14   52.7  55.5  10  10      0.11        91    1.5   0.1   107   127  1040  1060  1021  1065 0.80 | transcript=PVPAM_140061100_t1 | gene=PVPAM_140061100 | organism=Plasmodium_vivax_PAM | gene_product=upregulated in late gametocytes ULG8, putative | transcript_product=upregulated in late gametocytes ULG8, putative | location=CASCJQ010000014:2426236-2429704(-) | protein_length=1108 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720324.1         -            585 13550at5820          -            150     5e-14   51.0  46.1   1   6      0.72   5.8e+02   -1.1   3.6    30    69    98   138    69   162 0.65 | transcript=PVPAM_090009000_t1 | gene=PVPAM_090009000 | organism=Plasmodium_vivax_PAM | gene_product=CPW-WPC family protein | transcript_product=CPW-WPC family protein | location=CASCJQ010000009:271675-275319(-) | protein_length=585 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720324.1         -            585 13550at5820          -            150     5e-14   51.0  46.1   2   6   6.2e-10     5e-07   28.3   1.0    68   132   231   296   175   300 0.78 | transcript=PVPAM_090009000_t1 | gene=PVPAM_090009000 | organism=Plasmodium_vivax_PAM | gene_product=CPW-WPC family protein | transcript_product=CPW-WPC family protein | location=CASCJQ010000009:271675-275319(-) | protein_length=585 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720324.1         -            585 13550at5820          -            150     5e-14   51.0  46.1   3   6   1.8e-08   1.4e-05   23.6   2.4    73   127   301   354   294   354 0.89 | transcript=PVPAM_090009000_t1 | gene=PVPAM_090009000 | organism=Plasmodium_vivax_PAM | gene_product=CPW-WPC family protein | transcript_product=CPW-WPC family protein | location=CASCJQ010000009:271675-275319(-) | protein_length=585 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720324.1         -            585 13550at5820          -            150     5e-14   51.0  46.1   4   6   2.4e-06    0.0019   16.7   3.2    67   129   355   421   355   429 0.80 | transcript=PVPAM_090009000_t1 | gene=PVPAM_090009000 | organism=Plasmodium_vivax_PAM | gene_product=CPW-WPC family protein | transcript_product=CPW-WPC family protein | location=CASCJQ010000009:271675-275319(-) | protein_length=585 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720324.1         -            585 13550at5820          -            150     5e-14   51.0  46.1   5   6    0.0024         2    6.9   1.4    78   130   431   487   420   492 0.79 | transcript=PVPAM_090009000_t1 | gene=PVPAM_090009000 | organism=Plasmodium_vivax_PAM | gene_product=CPW-WPC family protein | transcript_product=CPW-WPC family protein | location=CASCJQ010000009:271675-275319(-) | protein_length=585 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720324.1         -            585 13550at5820          -            150     5e-14   51.0  46.1   6   6     0.058        47    2.4   2.0    69   128   487   549   484   568 0.75 | transcript=PVPAM_090009000_t1 | gene=PVPAM_090009000 | organism=Plasmodium_vivax_PAM | gene_product=CPW-WPC family protein | transcript_product=CPW-WPC family protein | location=CASCJQ010000009:271675-275319(-) | protein_length=585 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721966.1         -            571 13550at5820          -            150     4e-12   44.8  29.8   1   6   0.00068      0.55    8.7   2.1    30   132   154   262   141   270 0.75 | transcript=PVPAM_120020400_t1 | gene=PVPAM_120020400 | organism=Plasmodium_vivax_PAM | gene_product=CPW-WPC family protein | transcript_product=CPW-WPC family protein | location=CASCJQ010000012:648418-651882(+) | protein_length=571 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721966.1         -            571 13550at5820          -            150     4e-12   44.8  29.8   2   6      0.25     2e+02    0.4   0.1    71    93   264   286   260   290 0.84 | transcript=PVPAM_120020400_t1 | gene=PVPAM_120020400 | organism=Plasmodium_vivax_PAM | gene_product=CPW-WPC family protein | transcript_product=CPW-WPC family protein | location=CASCJQ010000012:648418-651882(+) | protein_length=571 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721966.1         -            571 13550at5820          -            150     4e-12   44.8  29.8   3   6     0.077        62    2.0   0.1    99   127   310   338   298   342 0.88 | transcript=PVPAM_120020400_t1 | gene=PVPAM_120020400 | organism=Plasmodium_vivax_PAM | gene_product=CPW-WPC family protein | transcript_product=CPW-WPC family protein | location=CASCJQ010000012:648418-651882(+) | protein_length=571 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721966.1         -            571 13550at5820          -            150     4e-12   44.8  29.8   4   6   1.2e-08     1e-05   24.1   1.8    66   128   338   402   316   406 0.87 | transcript=PVPAM_120020400_t1 | gene=PVPAM_120020400 | organism=Plasmodium_vivax_PAM | gene_product=CPW-WPC family protein | transcript_product=CPW-WPC family protein | location=CASCJQ010000012:648418-651882(+) | protein_length=571 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721966.1         -            571 13550at5820          -            150     4e-12   44.8  29.8   5   6   0.00022      0.18   10.3   0.3    70   127   407   467   402   472 0.83 | transcript=PVPAM_120020400_t1 | gene=PVPAM_120020400 | organism=Plasmodium_vivax_PAM | gene_product=CPW-WPC family protein | transcript_product=CPW-WPC family protein | location=CASCJQ010000012:648418-651882(+) | protein_length=571 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721966.1         -            571 13550at5820          -            150     4e-12   44.8  29.8   6   6   8.7e-06     0.007   14.8   3.2    74   131   476   536   470   545 0.82 | transcript=PVPAM_120020400_t1 | gene=PVPAM_120020400 | organism=Plasmodium_vivax_PAM | gene_product=CPW-WPC family protein | transcript_product=CPW-WPC family protein | location=CASCJQ010000012:648418-651882(+) | protein_length=571 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721332.1         -            282 13550at5820          -            150    0.0004   18.9  13.2   1   3      0.46   3.7e+02   -0.5   0.5    44    58    45    59    25    83 0.61 | transcript=PVPAM_110023500_t1 | gene=PVPAM_110023500 | organism=Plasmodium_vivax_PAM | gene_product=CPW-WPC family protein | transcript_product=CPW-WPC family protein | location=CASCJQ010000011:776712-778978(+) | protein_length=282 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721332.1         -            282 13550at5820          -            150    0.0004   18.9  13.2   2   3   3.8e-06    0.0031   16.0   2.9    68   128   124   186    72   197 0.70 | transcript=PVPAM_110023500_t1 | gene=PVPAM_110023500 | organism=Plasmodium_vivax_PAM | gene_product=CPW-WPC family protein | transcript_product=CPW-WPC family protein | location=CASCJQ010000011:776712-778978(+) | protein_length=282 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721332.1         -            282 13550at5820          -            150    0.0004   18.9  13.2   3   3    0.0004      0.32    9.4   0.2    79   129   197   248   186   267 0.86 | transcript=PVPAM_110023500_t1 | gene=PVPAM_110023500 | organism=Plasmodium_vivax_PAM | gene_product=CPW-WPC family protein | transcript_product=CPW-WPC family protein | location=CASCJQ010000011:776712-778978(+) | protein_length=282 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/13550at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/13550at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/13550at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:30:41 2026
# [ok]
