#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7717779.1         -           5162 123at5820            -           2857         0 3674.2 185.4   1  30   2.2e-21   1.4e-17   60.3   0.0     1    60    13    84    13    99 0.86 | transcript=PVPAM_010029300_t1 | gene=PVPAM_010029300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:1074016-1089657(-) | protein_length=5162 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717779.1         -           5162 123at5820            -           2857         0 3674.2 185.4  29  30   6.8e-95   4.4e-91  304.2   0.1  2590  2755  4789  4954  4784  4978 0.94 | transcript=PVPAM_010029300_t1 | gene=PVPAM_010029300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:1074016-1089657(-) | protein_length=5162 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717779.1         -           5162 123at5820            -           2857         0 3674.2 185.4  30  30   4.6e-47     3e-43  145.5   1.5  2750  2857  5053  5162  5043  5162 0.87 | transcript=PVPAM_010029300_t1 | gene=PVPAM_010029300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:1074016-1089657(-) | protein_length=5162 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/123at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/123at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/123at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:26:43 2026
# [ok]
