#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7719951.1         -            727 8755at5820           -            527  2.3e-227  754.4  74.8   1   2  1.5e-197  3.8e-195  648.1  35.8     1   395     1   467     1   489 0.85 | transcript=PVPAM_080017400_t1 | gene=PVPAM_080017400 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000008:599867-602050(-) | protein_length=727 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717759.1         -            846 8755at5820           -            527   8.2e-14   49.7   0.8   3   3       1.1   2.8e+02   -1.6   0.8   438   458   603   623   585   635 0.59 | transcript=PVPAM_010027300_t1 | gene=PVPAM_010027300 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000001:986919-989459(+) | protein_length=846 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718015.1         -            420 8755at5820           -            527   1.6e-13   48.7   2.5   1   1   9.6e-16   2.5e-13   48.1   2.5     8   114    85   196    79   240 0.72 | transcript=PVPAM_020024800_t1 | gene=PVPAM_020024800 | organism=Plasmodium_vivax_PAM | gene_product=heat shock protein, putative | transcript_product=heat shock protein, putative | location=CASCJQ010000002:857690-859715(-) | protein_length=420 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720901.1         -            529 8755at5820           -            527   4.8e-12   43.9   3.3   1   2         5   1.3e+03   -3.8   5.5   113   156   125   170   116   192 0.53 | transcript=PVPAM_100016900_t1 | gene=PVPAM_100016900 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000010:518961-520882(-) | protein_length=529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720901.1         -            529 8755at5820           -            527   4.8e-12   43.9   3.3   2   2   1.8e-14   4.8e-12   43.9   3.3     8    83   191   260   184   266 0.91 | transcript=PVPAM_100016900_t1 | gene=PVPAM_100016900 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000010:518961-520882(-) | protein_length=529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722769.1         -            421 8755at5820           -            527   9.1e-12   42.9   0.7   1   2   3.5e-14   9.1e-12   42.9   0.7     9    78    28    88    22   110 0.87 | transcript=PVPAM_130027000_t1 | gene=PVPAM_130027000 | organism=Plasmodium_vivax_PAM | gene_product=HSP40, subfamily A, putative | transcript_product=HSP40, subfamily A, putative | location=CASCJQ010000013:998505-1000337(-) | protein_length=421 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722769.1         -            421 8755at5820           -            527   9.1e-12   42.9   0.7   2   2      0.26        67    0.5   1.9   416   463   351   399   336   418 0.40 | transcript=PVPAM_130027000_t1 | gene=PVPAM_130027000 | organism=Plasmodium_vivax_PAM | gene_product=HSP40, subfamily A, putative | transcript_product=HSP40, subfamily A, putative | location=CASCJQ010000013:998505-1000337(-) | protein_length=421 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723512.1         -           1079 8755at5820           -            527   1.2e-10   39.3  29.7   1   3   1.2e-08   3.2e-06   24.6   6.3     9    48   175   214   165   224 0.77 | transcript=PVPAM_140043600_t1 | gene=PVPAM_140043600 | organism=Plasmodium_vivax_PAM | gene_product=DNA-binding chaperone, putative | transcript_product=DNA-binding chaperone, putative | location=CASCJQ010000014:1621148-1624387(+) | protein_length=1079 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723512.1         -           1079 8755at5820           -            527   1.2e-10   39.3  29.7   2   3    0.0041       1.1    6.4   0.4    43    76   265   295   247   297 0.72 | transcript=PVPAM_140043600_t1 | gene=PVPAM_140043600 | organism=Plasmodium_vivax_PAM | gene_product=DNA-binding chaperone, putative | transcript_product=DNA-binding chaperone, putative | location=CASCJQ010000014:1621148-1624387(+) | protein_length=1079 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723512.1         -           1079 8755at5820           -            527   1.2e-10   39.3  29.7   3   3   3.3e-10   8.6e-08   29.8  15.4   139   286   329   468   309   486 0.75 | transcript=PVPAM_140043600_t1 | gene=PVPAM_140043600 | organism=Plasmodium_vivax_PAM | gene_product=DNA-binding chaperone, putative | transcript_product=DNA-binding chaperone, putative | location=CASCJQ010000014:1621148-1624387(+) | protein_length=1079 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720654.1         -            381 8755at5820           -            527   9.5e-10   36.3   1.3   1   2      0.62   1.6e+02   -0.8   1.8   266   392    43    75    13   112 0.36 | transcript=PVPAM_090041800_t1 | gene=PVPAM_090041800 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000009:1633073-1634829(-) | protein_length=381 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720654.1         -            381 8755at5820           -            527   9.5e-10   36.3   1.3   2   2   3.7e-12   9.5e-10   36.3   1.3     5    78   109   176   102   180 0.90 | transcript=PVPAM_090041800_t1 | gene=PVPAM_090041800 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000009:1633073-1634829(-) | protein_length=381 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722993.1         -            381 8755at5820           -            527   2.8e-09   34.7   2.1   1   1   2.1e-11   5.4e-09   33.8   2.1     8    76    55   117    48   120 0.90 | transcript=PVPAM_130049900_t1 | gene=PVPAM_130049900 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000013:1983241-1984755(-) | protein_length=381 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722148.1         -            339 8755at5820           -            527     7e-09   33.4   0.1   1   2   2.7e-11     7e-09   33.4   0.1    10    43    10    43     5    52 0.90 | transcript=PVPAM_120038600_t1 | gene=PVPAM_120038600 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000012:1334802-1335821(-) | protein_length=339 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722148.1         -            339 8755at5820           -            527     7e-09   33.4   0.1   2   2    0.0001     0.027   11.7   6.6    37    78    99   142    96   211 0.68 | transcript=PVPAM_120038600_t1 | gene=PVPAM_120038600 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000012:1334802-1335821(-) | protein_length=339 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718786.1         -            691 8755at5820           -            527   8.3e-09   33.2  10.0   1   2      0.64   1.6e+02   -0.8  20.9   407   481    13    88     2   106 0.44 | transcript=PVPAM_050018000_t1 | gene=PVPAM_050018000 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000005:588880-590955(-) | protein_length=691 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718786.1         -            691 8755at5820           -            527   8.3e-09   33.2  10.0   2   2   3.2e-11   8.3e-09   33.2  10.0     9   129   143   261   139   266 0.77 | transcript=PVPAM_050018000_t1 | gene=PVPAM_050018000 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000005:588880-590955(-) | protein_length=691 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723355.1         -            718 8755at5820           -            527   8.3e-09   33.2   0.1   1   3       0.6   1.5e+02   -0.7   1.1   468   503    51    86    46    96 0.80 | transcript=PVPAM_140027400_t1 | gene=PVPAM_140027400 | organism=Plasmodium_vivax_PAM | gene_product=translocation protein SEC63, putative | transcript_product=translocation protein SEC63, putative | location=CASCJQ010000014:968475-970631(-) | protein_length=718 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723355.1         -            718 8755at5820           -            527   8.3e-09   33.2   0.1   2   3   3.2e-11   8.3e-09   33.2   0.1    10    76   131   192   128   195 0.90 | transcript=PVPAM_140027400_t1 | gene=PVPAM_140027400 | organism=Plasmodium_vivax_PAM | gene_product=translocation protein SEC63, putative | transcript_product=translocation protein SEC63, putative | location=CASCJQ010000014:968475-970631(-) | protein_length=718 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723355.1         -            718 8755at5820           -            527   8.3e-09   33.2   0.1   3   3       2.1   5.5e+02   -2.5   3.3   386   436   626   676   567   699 0.44 | transcript=PVPAM_140027400_t1 | gene=PVPAM_140027400 | organism=Plasmodium_vivax_PAM | gene_product=translocation protein SEC63, putative | transcript_product=translocation protein SEC63, putative | location=CASCJQ010000014:968475-970631(-) | protein_length=718 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720377.1         -            549 8755at5820           -            527   2.3e-08   31.7   0.2   1   2   9.1e-11   2.3e-08   31.7   0.2     9    76    35    94    30   105 0.87 | transcript=PVPAM_090014200_t1 | gene=PVPAM_090014200 | organism=Plasmodium_vivax_PAM | gene_product=heat shock protein J2, putative | transcript_product=heat shock protein J2, putative | location=CASCJQ010000009:506315-507964(-) | protein_length=549 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720377.1         -            549 8755at5820           -            527   2.3e-08   31.7   0.2   2   2       7.7     2e+03   -4.4   3.2   297   350   189   239   169   278 0.58 | transcript=PVPAM_090014200_t1 | gene=PVPAM_090014200 | organism=Plasmodium_vivax_PAM | gene_product=heat shock protein J2, putative | transcript_product=heat shock protein J2, putative | location=CASCJQ010000009:506315-507964(-) | protein_length=549 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719632.1         -            378 8755at5820           -            527   7.2e-08   30.1   1.2   1   2   2.8e-10   7.2e-08   30.1   1.2     7    76    52   115    49   127 0.92 | transcript=PVPAM_070024600_t1 | gene=PVPAM_070024600 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000007:878362-880295(+) | protein_length=378 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719632.1         -            378 8755at5820           -            527   7.2e-08   30.1   1.2   2   2     0.067        17    2.4  11.2   423   521   256   354   225   356 0.69 | transcript=PVPAM_070024600_t1 | gene=PVPAM_070024600 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000007:878362-880295(+) | protein_length=378 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718137.1         -            643 8755at5820           -            527   3.2e-07   27.9   0.0   1   1   2.3e-09   5.8e-07   27.1   0.0    10    77    81   142    78   146 0.89 | transcript=PVPAM_030013300_t1 | gene=PVPAM_030013300 | organism=Plasmodium_vivax_PAM | gene_product=chaperone protein DnaJ, putative | transcript_product=chaperone protein DnaJ, putative | location=CASCJQ010000003:381368-383299(+) | protein_length=643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721120.1         -            177 8755at5820           -            527   5.3e-07   27.2   0.3   1   2     2e-09   5.3e-07   27.2   0.3    10    48    10    48     7    54 0.90 | transcript=PVPAM_100038800_t1 | gene=PVPAM_100038800 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000010:1445270-1445803(-) | protein_length=177 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721120.1         -            177 8755at5820           -            527   5.3e-07   27.2   0.3   2   2         1   2.7e+02   -1.5   5.4   441   465    69    94    46   138 0.44 | transcript=PVPAM_100038800_t1 | gene=PVPAM_100038800 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000010:1445270-1445803(-) | protein_length=177 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721290.1         -            201 8755at5820           -            527   1.6e-05   22.4  11.8   1   1   1.2e-07   3.2e-05   21.3  11.8     9   141     3   118     1   131 0.71 | transcript=PVPAM_110019200_t1 | gene=PVPAM_110019200 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000011:606094-607727(-) | protein_length=201 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721424.1         -            358 8755at5820           -            527   0.00011   19.6   2.8   1   1   5.8e-07   0.00015   19.1   2.8     9   135    72   197    68   229 0.83 | transcript=PVPAM_110033000_t1 | gene=PVPAM_110033000 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000011:1200861-1201937(+) | protein_length=358 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717908.1         -            308 8755at5820           -            527    0.0012   16.1   2.5   1   1     7e-06    0.0018   15.6   2.5    23    67    87   132    78   142 0.84 | transcript=PVPAM_020014000_t1 | gene=PVPAM_020014000 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ domain-containing protein, putative | transcript_product=DnaJ domain-containing protein, putative | location=CASCJQ010000002:386658-388642(+) | protein_length=308 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718248.1         -            115 8755at5820           -            527     0.013   12.7   0.0   1   1     6e-05     0.016   12.5   0.0    10    40    67    97    59   109 0.90 | transcript=PVPAM_030024800_t1 | gene=PVPAM_030024800 | organism=Plasmodium_vivax_PAM | gene_product=mitochondrial import inner membrane translocase subunit TIM14, putative | transcript_product=mitochondrial import inner membrane translocase subunit TIM14, putative | location=CASCJQ010000003:804664-805291(+) | protein_length=115 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723041.1         -            219 8755at5820           -            527      0.34    8.1   5.8   1   1    0.0016      0.43    7.7   5.8   349   452    61   163    41   169 0.70 | transcript=PVPAM_130054700_t1 | gene=PVPAM_130054700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000013:2202048-2203066(+) | protein_length=219 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8755at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/8755at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8755at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:48:28 2026
# [ok]
