#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7719492.1         -           5861 27at5820             -           4874         0 10227.0 464.5   1   8   2.6e-74   2.8e-71  237.9  14.0     6   162    13   175     1   181 0.92 | transcript=PVPAM_070010600_t1 | gene=PVPAM_070010600 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000007:310753-328338(-) | protein_length=5861 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718003.1         -           5035 27at5820             -           4874  1.1e-278  926.5 133.7   2   6  2.8e-121    3e-118  393.9  10.5  1491  2153  1511  2183  1476  2194 0.88 | transcript=PVPAM_020023400_t1 | gene=PVPAM_020023400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000002:775972-791289(+) | protein_length=5035 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718003.1         -           5035 27at5820             -           4874  1.1e-278  926.5 133.7   3   6   3.2e-50   3.5e-47  158.0   0.3  2159  2401  2228  2475  2210  2493 0.88 | transcript=PVPAM_020023400_t1 | gene=PVPAM_020023400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000002:775972-791289(+) | protein_length=5035 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718003.1         -           5035 27at5820             -           4874  1.1e-278  926.5 133.7   4   6   3.4e-30   3.6e-27   91.5   2.2  2619  3100  2751  3203  2726  3211 0.79 | transcript=PVPAM_020023400_t1 | gene=PVPAM_020023400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000002:775972-791289(+) | protein_length=5035 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718003.1         -           5035 27at5820             -           4874  1.1e-278  926.5 133.7   5   6   4.7e-97     5e-94  313.4  50.8  3159  4490  3210  4583  3203  4800 0.82 | transcript=PVPAM_020023400_t1 | gene=PVPAM_020023400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000002:775972-791289(+) | protein_length=5035 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718003.1         -           5035 27at5820             -           4874  1.1e-278  926.5 133.7   6   6   1.1e-05     0.012   10.1   0.0  4718  4873  4885  5033  4868  5034 0.86 | transcript=PVPAM_020023400_t1 | gene=PVPAM_020023400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000002:775972-791289(+) | protein_length=5035 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 27at5820             -           4874    2e-263  875.8 274.3   1  13         6   6.5e+03  -15.5  33.3  1012  1215  1054  1252  1050  1264 0.70 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 27at5820             -           4874    2e-263  875.8 274.3   2  13   7.6e-20   8.2e-17   57.1  24.9  1433  1719  1236  1517  1227  1524 0.81 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 27at5820             -           4874    2e-263  875.8 274.3   3  13     0.039        43   -1.7   9.4  1760  1903  1621  1760  1605  1767 0.73 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 27at5820             -           4874    2e-263  875.8 274.3   4  13   2.4e-77   2.5e-74  248.0   4.2  1880  2194  1782  2093  1773  2101 0.91 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 27at5820             -           4874    2e-263  875.8 274.3   5  13   2.8e-38     3e-35  118.3   3.9  2204  2423  2140  2357  2133  2372 0.92 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 27at5820             -           4874    2e-263  875.8 274.3   6  13   2.2e-46   2.4e-43  145.2  37.1  2507  3098  2393  2955  2379  2967 0.85 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 27at5820             -           4874    2e-263  875.8 274.3   7  13     1e-10   1.1e-07   26.8   3.0  3159  3229  2965  3035  2959  3041 0.94 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 27at5820             -           4874    2e-263  875.8 274.3   8  13   2.6e-36   2.8e-33  111.8  28.9  3249  3650  3118  3514  3099  3536 0.85 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 27at5820             -           4874    2e-263  875.8 274.3   9  13   2.3e-40   2.4e-37  125.3  25.7  3679  3962  3621  3902  3606  3910 0.94 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 27at5820             -           4874    2e-263  875.8 274.3  10  13    0.0003      0.32    5.4   2.7  3972  4053  4277  4357  4265  4400 0.77 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 27at5820             -           4874    2e-263  875.8 274.3  11  13   8.1e-07   0.00087   13.9   1.4  4110  4232  4374  4491  4346  4505 0.78 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 27at5820             -           4874    2e-263  875.8 274.3  12  13   2.9e-23   3.1e-20   68.5   3.9  4236  4440  4538  4739  4533  4751 0.87 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 27at5820             -           4874    2e-263  875.8 274.3  13  13   9.3e-14     1e-10   36.9  11.4  4423  4874  4836  5292  4829  5292 0.68 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 27at5820             -           4874  5.6e-113  376.3 157.9   1  14         6   6.5e+03 -116.8 239.1    78  1727    90  1717    13  1737 0.66 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 27at5820             -           4874  5.6e-113  376.3 157.9   2  14         6   6.5e+03  -11.3  17.0  1751  1900  1804  1948  1792  1957 0.58 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 27at5820             -           4874  5.6e-113  376.3 157.9   3  14   7.4e-29     8e-26   87.0   1.8  1921  2040  2281  2401  2249  2426 0.85 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 27at5820             -           4874  5.6e-113  376.3 157.9   4  14   1.7e-18   1.9e-15   52.6  11.9  2072  2260  2604  2793  2576  2806 0.86 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 27at5820             -           4874  5.6e-113  376.3 157.9   5  14   1.7e-24   1.8e-21   72.6  12.3  2270  2457  2963  3145  2946  3172 0.85 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 27at5820             -           4874  5.6e-113  376.3 157.9   6  14         6   6.5e+03  -24.4  25.5   916  1072  3327  3464  3233  3474 0.43 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 27at5820             -           4874  5.6e-113  376.3 157.9   7  14   0.00081      0.88    3.9   2.7  2615  2691  3468  3548  3448  3561 0.79 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 27at5820             -           4874  5.6e-113  376.3 157.9   8  14     2e-06    0.0021   12.6  21.2  2701  2927  3613  3835  3607  3867 0.77 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 27at5820             -           4874  5.6e-113  376.3 157.9   9  14      0.27   2.9e+02   -4.4   9.7  3167  3256  4298  4389  4283  4490 0.79 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 27at5820             -           4874  5.6e-113  376.3 157.9  10  14   4.3e-39   4.7e-36  121.0  40.9  3256  3776  4516  5007  4507  5027 0.86 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 27at5820             -           4874  5.6e-113  376.3 157.9  11  14   1.9e-17     2e-14   49.2  20.3  3794  4029  5105  5345  5097  5395 0.92 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 27at5820             -           4874  5.6e-113  376.3 157.9  12  14     0.001       1.1    3.6   5.8  4124  4286  5622  5778  5607  5796 0.82 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 27at5820             -           4874  5.6e-113  376.3 157.9  13  14   1.2e-22   1.3e-19   66.5  13.4  4287  4539  5884  6148  5879  6157 0.84 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 27at5820             -           4874  5.6e-113  376.3 157.9  14  14     1e-12   1.1e-09   33.5   9.9  4626  4869  6161  6396  6151  6401 0.84 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718184.1         -           5235 27at5820             -           4874    3e-100  334.1 422.6   1  11         6   6.5e+03  -42.4  83.8   710  1164   207   740   183   750 0.68 | transcript=PVPAM_030018400_t1 | gene=PVPAM_030018400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000003:561299-579109(-) | protein_length=5235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718184.1         -           5235 27at5820             -           4874    3e-100  334.1 422.6   2  11   8.8e-08   9.4e-05   17.1  86.7  1207  1777   727  1254   711  1269 0.84 | transcript=PVPAM_030018400_t1 | gene=PVPAM_030018400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000003:561299-579109(-) | protein_length=5235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718184.1         -           5235 27at5820             -           4874    3e-100  334.1 422.6   3  11   3.1e-27   3.3e-24   81.7   8.7  1800  2038  1354  1579  1332  1585 0.84 | transcript=PVPAM_030018400_t1 | gene=PVPAM_030018400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000003:561299-579109(-) | protein_length=5235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718184.1         -           5235 27at5820             -           4874    3e-100  334.1 422.6   4  11   2.5e-21   2.7e-18   62.0   5.8  2043  2195  1653  1809  1647  1815 0.87 | transcript=PVPAM_030018400_t1 | gene=PVPAM_030018400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000003:561299-579109(-) | protein_length=5235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
