#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7722305.1         -           3379 291at5820            -           1813         0 2644.1 365.1   1  16  4.3e-143  2.8e-139  464.7  55.7     2   281    11   306    10   319 0.93 | transcript=PVPAM_120054200_t1 | gene=PVPAM_120054200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1972353-1982492(-) | protein_length=3379 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722305.1         -           3379 291at5820            -           1813         0 2644.1 365.1  12  16   4.5e-39   2.9e-35  119.8   4.7  1410  1506  2751  2859  2747  2865 0.84 | transcript=PVPAM_120054200_t1 | gene=PVPAM_120054200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1972353-1982492(-) | protein_length=3379 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722305.1         -           3379 291at5820            -           1813         0 2644.1 365.1  13  16   4.4e-55   2.9e-51  172.8  10.2  1503  1600  2910  3007  2882  3021 0.90 | transcript=PVPAM_120054200_t1 | gene=PVPAM_120054200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1972353-1982492(-) | protein_length=3379 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722305.1         -           3379 291at5820            -           1813         0 2644.1 365.1  14  16   1.9e-19   1.3e-15   54.7   0.2  1597  1659  3051  3124  3046  3132 0.86 | transcript=PVPAM_120054200_t1 | gene=PVPAM_120054200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1972353-1982492(-) | protein_length=3379 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722305.1         -           3379 291at5820            -           1813         0 2644.1 365.1  15  16   6.5e-50   4.2e-46  155.7  13.1  1639  1754  3177  3295  3172  3302 0.92 | transcript=PVPAM_120054200_t1 | gene=PVPAM_120054200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1972353-1982492(-) | protein_length=3379 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722305.1         -           3379 291at5820            -           1813         0 2644.1 365.1  16  16   9.4e-35   6.1e-31  105.5   7.9  1755  1813  3321  3379  3310  3379 0.97 | transcript=PVPAM_120054200_t1 | gene=PVPAM_120054200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1972353-1982492(-) | protein_length=3379 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/291at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/291at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/291at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:38:36 2026
# [ok]
