#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7718202.1         -           2684 341at5820            -           1530         0 2088.8  73.7   1  14   1.7e-66   1.1e-62  210.5   0.1     3   126     9   146     7   151 0.93 | transcript=PVPAM_030020200_t1 | gene=PVPAM_030020200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000003:655429-663625(+) | protein_length=2684 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718202.1         -           2684 341at5820            -           1530         0 2088.8  73.7  12  14   1.5e-91     1e-87  293.5   0.3  1048  1241  2027  2227  2009  2242 0.91 | transcript=PVPAM_030020200_t1 | gene=PVPAM_030020200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000003:655429-663625(+) | protein_length=2684 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718202.1         -           2684 341at5820            -           1530         0 2088.8  73.7  13  14   3.6e-64   2.3e-60  202.8   0.3  1247  1373  2305  2433  2302  2438 0.96 | transcript=PVPAM_030020200_t1 | gene=PVPAM_030020200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000003:655429-663625(+) | protein_length=2684 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718202.1         -           2684 341at5820            -           1530         0 2088.8  73.7  14  14   2.3e-77   1.5e-73  246.5   4.6  1373  1530  2508  2684  2501  2684 0.89 | transcript=PVPAM_030020200_t1 | gene=PVPAM_030020200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000003:655429-663625(+) | protein_length=2684 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/341at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/341at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/341at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:36:46 2026
# [ok]
