#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7722911.1         -            974 4147at5820           -            788         0 1162.7  12.3   1   2  4.6e-228  5.9e-226  750.8   0.0     1   456     1   563     1   584 0.89 | transcript=PVPAM_130041300_t1 | gene=PVPAM_130041300 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000013:1607004-1609928(-) | protein_length=974 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718995.1         -           2675 4147at5820           -            788   7.6e-05   19.6  62.2   2   2   0.00086      0.11    9.1  14.5   462   581   455   578   426   635 0.46 | transcript=PVPAM_050038700_t1 | gene=PVPAM_050038700 | organism=Plasmodium_vivax_PAM | gene_product=pre-mRNA-splicing helicase BRR2, putative | transcript_product=pre-mRNA-splicing helicase BRR2, putative | location=CASCJQ010000005:1435448-1443475(+) | protein_length=2675 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721493.1         -           1978 4147at5820           -            788   0.00024   17.9  16.6   1   2   1.9e-06   0.00024   17.9  16.6   517   593   441   517   393   578 0.54 | transcript=PVPAM_110039800_t1 | gene=PVPAM_110039800 | organism=Plasmodium_vivax_PAM | gene_product=myosin E, putative | transcript_product=myosin E, putative | location=CASCJQ010000011:1448998-1454934(+) | protein_length=1978 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721493.1         -           1978 4147at5820           -            788   0.00024   17.9  16.6   2   2       4.4   5.7e+02   -3.2   0.1   466   480   657   671   607   674 0.79 | transcript=PVPAM_110039800_t1 | gene=PVPAM_110039800 | organism=Plasmodium_vivax_PAM | gene_product=myosin E, putative | transcript_product=myosin E, putative | location=CASCJQ010000011:1448998-1454934(+) | protein_length=1978 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720686.1         -            444 4147at5820           -            788   0.00027   17.7  46.5   1   1   2.1e-06   0.00027   17.7  46.5   456   608   282   438   258   443 0.45 | transcript=PVPAM_090045100_t1 | gene=PVPAM_090045100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000009:1802396-1803908(-) | protein_length=444 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723456.1         -            559 4147at5820           -            788   0.00029   17.6  28.0   1   2       6.5   8.4e+02   -3.7   7.1   467   500    45    82     8   132 0.42 | transcript=PVPAM_140037800_t1 | gene=PVPAM_140037800 | organism=Plasmodium_vivax_PAM | gene_product=protein phosphatase PPM5, putative | transcript_product=protein phosphatase PPM5, putative | location=CASCJQ010000014:1410342-1413715(+) | protein_length=559 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723456.1         -            559 4147at5820           -            788   0.00029   17.6  28.0   2   2   2.3e-06   0.00029   17.6  28.0   468   614   204   357   185   376 0.39 | transcript=PVPAM_140037800_t1 | gene=PVPAM_140037800 | organism=Plasmodium_vivax_PAM | gene_product=protein phosphatase PPM5, putative | transcript_product=protein phosphatase PPM5, putative | location=CASCJQ010000014:1410342-1413715(+) | protein_length=559 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718017.1         -            358 4147at5820           -            788   0.00049   16.9  20.6   1   1   4.8e-06   0.00062   16.6  20.6   463   625    56   226    45   246 0.50 | transcript=PVPAM_020025000_t1 | gene=PVPAM_020025000 | organism=Plasmodium_vivax_PAM | gene_product=Plasmodium exported protein, unknown function | transcript_product=Plasmodium exported protein, unknown function | location=CASCJQ010000002:867545-868801(-) | protein_length=358 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719309.1         -            437 4147at5820           -            788   0.00051   16.8  27.8   1   1   5.5e-06   0.00071   16.4  27.8   489   617   242   369   225   409 0.48 | transcript=PVPAM_060031600_t1 | gene=PVPAM_060031600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000006:1083235-1084548(+) | protein_length=437 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717920.1         -           1478 4147at5820           -            788   0.00093   16.0  24.9   1   1   1.4e-05    0.0018   15.0  24.9   482   602   185   311   173   343 0.34 | transcript=PVPAM_020015200_t1 | gene=PVPAM_020015200 | organism=Plasmodium_vivax_PAM | gene_product=Niemann-Pick type C1-related protein, putative | transcript_product=Niemann-Pick type C1-related protein, putative | location=CASCJQ010000002:438122-442980(+) | protein_length=1478 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720335.1         -            630 4147at5820           -            788   0.00099   15.9  44.2   1   2   0.00074     0.096    9.3  19.0   535   592   220   274   196   314 0.32 | transcript=PVPAM_090010100_t1 | gene=PVPAM_090010100 | organism=Plasmodium_vivax_PAM | gene_product=radial spoke head protein, putative | transcript_product=radial spoke head protein, putative | location=CASCJQ010000009:324938-326830(+) | protein_length=630 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720335.1         -            630 4147at5820           -            788   0.00099   15.9  44.2   2   2   9.2e-05     0.012   12.3  17.2   520   618   395   490   374   503 0.50 | transcript=PVPAM_090010100_t1 | gene=PVPAM_090010100 | organism=Plasmodium_vivax_PAM | gene_product=radial spoke head protein, putative | transcript_product=radial spoke head protein, putative | location=CASCJQ010000009:324938-326830(+) | protein_length=630 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723254.1         -            467 4147at5820           -            788    0.0012   15.6   5.4   1   1   1.3e-05    0.0017   15.1   5.4   535   615    71   139    52   170 0.42 | transcript=PVPAM_140017300_t1 | gene=PVPAM_140017300 | organism=Plasmodium_vivax_PAM | gene_product=tyrosine recombinase, putative | transcript_product=tyrosine recombinase, putative | location=CASCJQ010000014:572490-575580(-) | protein_length=467 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718108.1         -            824 4147at5820           -            788    0.0058   13.3  34.9   1   1   9.3e-05     0.012   12.3  34.9   491   579   290   385   278   398 0.37 | transcript=PVPAM_030010400_t1 | gene=PVPAM_030010400 | organism=Plasmodium_vivax_PAM | gene_product=NYN domain-containing protein, putative | transcript_product=NYN domain-containing protein, putative | location=CASCJQ010000003:267451-270102(-) | protein_length=824 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720305.1         -            350 4147at5820           -            788     0.015   11.9  14.3   1   2   3.6e-05    0.0046   13.7   9.9   525   563   126   164   107   217 0.45 | transcript=PVPAM_090006900_t1 | gene=PVPAM_090006900 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000009:143764-144939(+) | protein_length=350 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720305.1         -            350 4147at5820           -            788     0.015   11.9  14.3   2   2      0.43        56    0.2   0.1    70    98   318   348   310   350 0.81 | transcript=PVPAM_090006900_t1 | gene=PVPAM_090006900 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000009:143764-144939(+) | protein_length=350 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721589.1         -            709 4147at5820           -            788     0.035   10.8   1.3   1   1   0.00041     0.053   10.2   1.3   541   573   310   332   276   395 0.58 | transcript=PVPAM_110049400_t1 | gene=PVPAM_110049400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:1847928-1850057(-) | protein_length=709 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723273.1         -            158 4147at5820           -            788     0.039   10.6  18.8   1   1   0.00028     0.036   10.7  18.8   520   586    88   154    22   158 0.47 | transcript=PVPAM_140019200_t1 | gene=PVPAM_140019200 | organism=Plasmodium_vivax_PAM | gene_product=PhIL1-interacting candidate PIC5, putative | transcript_product=PhIL1-interacting candidate PIC5, putative | location=CASCJQ010000014:645115-645591(-) | protein_length=158 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718143.1         -            854 4147at5820           -            788     0.086    9.5  15.5   1   2    0.0007      0.09    9.4  13.2   527   638    98   226    75   231 0.42 | transcript=PVPAM_030013900_t1 | gene=PVPAM_030013900 | organism=Plasmodium_vivax_PAM | gene_product=erythrocyte vesicle protein 1, putative | transcript_product=erythrocyte vesicle protein 1, putative | location=CASCJQ010000003:400731-403413(-) | protein_length=854 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718143.1         -            854 4147at5820           -            788     0.086    9.5  15.5   2   2      0.97   1.3e+02   -1.0   0.0   712   739   698   725   692   732 0.91 | transcript=PVPAM_030013900_t1 | gene=PVPAM_030013900 | organism=Plasmodium_vivax_PAM | gene_product=erythrocyte vesicle protein 1, putative | transcript_product=erythrocyte vesicle protein 1, putative | location=CASCJQ010000003:400731-403413(-) | protein_length=854 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722662.1         -            251 4147at5820           -            788      0.11    9.1  17.9   1   1   0.00094      0.12    9.0  17.9   456   578    30   137    14   209 0.43 | transcript=PVPAM_130016300_t1 | gene=PVPAM_130016300 | organism=Plasmodium_vivax_PAM | gene_product=(malaria parasite P. vivax) hypothetical protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HI39] | transcript_product=(malaria parasite P. vivax) hypothetical protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HI39] | location=CASCJQ010000013:510861-512038(-) | protein_length=251 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720855.1         -            667 4147at5820           -            788      0.13    8.9  24.5   1   1    0.0015      0.19    8.3  24.5   522   624    47   148     9   162 0.65 | transcript=PVPAM_100012100_t1 | gene=PVPAM_100012100 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX41, putative | transcript_product=ATP-dependent RNA helicase DDX41, putative | location=CASCJQ010000010:321156-323159(-) | protein_length=667 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722095.1         -            822 4147at5820           -            788      0.14    8.7   4.4   1   1     0.002      0.26    7.9   4.4   540   567   507   534   482   576 0.56 | transcript=PVPAM_120033300_t1 | gene=PVPAM_120033300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1120143-1122876(-) | protein_length=822 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719224.1         -           1763 4147at5820           -            788      0.15    8.6  13.8   1   1    0.0018      0.23    8.0  13.8   519   584  1236  1299  1203  1334 0.42 | transcript=PVPAM_060023100_t1 | gene=PVPAM_060023100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000006:779641-784932(-) | protein_length=1763 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723663.1         -            367 4147at5820           -            788      0.19    8.4  23.5   1   2      0.29        38    0.7   0.1   145   167    20    42     8    87 0.47 | transcript=PVPAM_140058700_t1 | gene=PVPAM_140058700 | organism=Plasmodium_vivax_PAM | gene_product=CWC16 domain-containing protein, putative | transcript_product=CWC16 domain-containing protein, putative | location=CASCJQ010000014:2323761-2324864(-) | protein_length=367 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723663.1         -            367 4147at5820           -            788      0.19    8.4  23.5   2   2   0.00048     0.063    9.9  18.8   514   636   176   294   104   298 0.47 | transcript=PVPAM_140058700_t1 | gene=PVPAM_140058700 | organism=Plasmodium_vivax_PAM | gene_product=CWC16 domain-containing protein, putative | transcript_product=CWC16 domain-containing protein, putative | location=CASCJQ010000014:2323761-2324864(-) | protein_length=367 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719004.1         -            270 4147at5820           -            788      0.19    8.3  19.0   1   1    0.0017      0.22    8.1  19.0   521   603    99   194    46   228 0.37 | transcript=PVPAM_050039600_t1 | gene=PVPAM_050039600 | organism=Plasmodium_vivax_PAM | gene_product=apical asparagine-rich protein AARP | transcript_product=apical asparagine-rich protein AARP | location=CASCJQ010000005:1462301-1463113(+) | protein_length=270 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719308.1         -            670 4147at5820           -            788      0.23    8.1  13.9   1   1    0.0025      0.32    7.6  13.9   506   589   522   602   496   645 0.57 | transcript=PVPAM_060031500_t1 | gene=PVPAM_060031500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000006:1079705-1081717(+) | protein_length=670 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720524.1         -           1468 4147at5820           -            788      0.23    8.0  22.2   1   1    0.0039      0.51    6.9  22.2   529   575   823   864   796   874 0.43 | transcript=PVPAM_090028900_t1 | gene=PVPAM_090028900 | organism=Plasmodium_vivax_PAM | gene_product=BEACH domain-containing protein, putative | transcript_product=BEACH domain-containing protein, putative | location=CASCJQ010000009:1108348-1112754(-) | protein_length=1468 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718911.1         -            421 4147at5820           -            788      0.34    7.5  31.6   1   2   3.2e-05    0.0041   13.8  23.0   519   565   119   165    50   203 0.61 | transcript=PVPAM_050030300_t1 | gene=PVPAM_050030300 | organism=Plasmodium_vivax_PAM | gene_product=Plasmodium exported protein (PHIST), unknown function | transcript_product=Plasmodium exported protein (PHIST), unknown function | location=CASCJQ010000005:1046207-1047662(-) | protein_length=421 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718911.1         -            421 4147at5820           -            788      0.34    7.5  31.6   2   2       1.2   1.6e+02   -1.3   1.4   523   545   398   415   367   421 0.40 | transcript=PVPAM_050030300_t1 | gene=PVPAM_050030300 | organism=Plasmodium_vivax_PAM | gene_product=Plasmodium exported protein (PHIST), unknown function | transcript_product=Plasmodium exported protein (PHIST), unknown function | location=CASCJQ010000005:1046207-1047662(-) | protein_length=421 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720468.1         -            564 4147at5820           -            788      0.37    7.4  23.3   1   1    0.0058      0.75    6.4  23.3   460   594   409   553   383   563 0.41 | transcript=PVPAM_090023300_t1 | gene=PVPAM_090023300 | organism=Plasmodium_vivax_PAM | gene_product=nucleolar protein 56, putative | transcript_product=nucleolar protein 56, putative | location=CASCJQ010000009:849519-851213(+) | protein_length=564 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721036.1         -            759 4147at5820           -            788      0.41    7.2  77.7   1   2   1.8e-05    0.0023   14.7  48.9   511   616   244   351   234   374 0.41 | transcript=PVPAM_100030400_t1 | gene=PVPAM_100030400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000010:1104262-1107287(-) | protein_length=759 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721036.1         -            759 4147at5820           -            788      0.41    7.2  77.7   2   2    0.0063      0.81    6.2  11.7   532   566   450   485   432   533 0.47 | transcript=PVPAM_100030400_t1 | gene=PVPAM_100030400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000010:1104262-1107287(-) | protein_length=759 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719702.1         -           3230 4147at5820           -            788      0.43    7.2  13.2   1   1    0.0068      0.88    6.1  13.2   519   584    27    93    16   156 0.42 | transcript=PVPAM_070031600_t1 | gene=PVPAM_070031600 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000007:1146503-1156195(-) | protein_length=3230 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722381.1         -           1669 4147at5820           -            788      0.51    6.9  28.8   1   1     0.013       1.6    5.2  28.8   502   589   985  1076   949  1118 0.43 | transcript=PVPAM_120061700_t1 | gene=PVPAM_120061700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:2302144-2308234(+) | protein_length=1669 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723565.1         -            193 4147at5820           -            788      0.64    6.6  20.0   1   1    0.0057      0.74    6.4  20.0   501   620    17   130     2   154 0.31 | transcript=PVPAM_140048900_t1 | gene=PVPAM_140048900 | organism=Plasmodium_vivax_PAM | gene_product=glideosome-associated protein 45, putative | transcript_product=glideosome-associated protein 45, putative | location=CASCJQ010000014:1895810-1896391(+) | protein_length=193 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722796.1         -           3064 4147at5820           -            788      0.66    6.5  39.5   1   3       8.1     1e+03   -4.0   1.8   132   163   425   454   346   510 0.46 | transcript=PVPAM_130029700_t1 | gene=PVPAM_130029700 | organism=Plasmodium_vivax_PAM | gene_product=glutamate synthase [NADH], putative | transcript_product=glutamate synthase [NADH], putative | location=CASCJQ010000013:1109104-1118298(+) | protein_length=3064 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722796.1         -           3064 4147at5820           -            788      0.66    6.5  39.5   2   3     6e-05    0.0078   12.9  30.9   502   598  1619  1710  1579  1760 0.46 | transcript=PVPAM_130029700_t1 | gene=PVPAM_130029700 | organism=Plasmodium_vivax_PAM | gene_product=glutamate synthase [NADH], putative | transcript_product=glutamate synthase [NADH], putative | location=CASCJQ010000013:1109104-1118298(+) | protein_length=3064 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722796.1         -           3064 4147at5820           -            788      0.66    6.5  39.5   3   3       7.9     1e+03   -4.0   0.0   585   647  2288  2350  2278  2351 0.78 | transcript=PVPAM_130029700_t1 | gene=PVPAM_130029700 | organism=Plasmodium_vivax_PAM | gene_product=glutamate synthase [NADH], putative | transcript_product=glutamate synthase [NADH], putative | location=CASCJQ010000013:1109104-1118298(+) | protein_length=3064 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722472.1         -            506 4147at5820           -            788      0.67    6.5  40.0   1   2       6.3   8.2e+02   -3.7   0.6   313   313   172   172   130   207 0.49 | transcript=PVPAM_120070900_t1 | gene=PVPAM_120070900 | organism=Plasmodium_vivax_PAM | gene_product=FACT complex subunit SSRP1, putative | transcript_product=FACT complex subunit SSRP1, putative | location=CASCJQ010000012:2706665-2708185(-) | protein_length=506 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722472.1         -            506 4147at5820           -            788      0.67    6.5  40.0   2   2   9.5e-05     0.012   12.3  32.9   503   576   432   504   405   506 0.60 | transcript=PVPAM_120070900_t1 | gene=PVPAM_120070900 | organism=Plasmodium_vivax_PAM | gene_product=FACT complex subunit SSRP1, putative | transcript_product=FACT complex subunit SSRP1, putative | location=CASCJQ010000012:2706665-2708185(-) | protein_length=506 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721043.1         -            143 4147at5820           -            788       0.7    6.5  18.0   1   1    0.0055      0.72    6.4  18.0   498   558    54   112     7   135 0.43 | transcript=PVPAM_100031100_t1 | gene=PVPAM_100031100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000010:1135167-1135857(+) | protein_length=143 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718481.1         -            857 4147at5820           -            788      0.78    6.3   3.4   1   1    0.0087       1.1    5.8   3.4   541   569   494   523   475   586 0.58 | transcript=PVPAM_040022700_t1 | gene=PVPAM_040022700 | organism=Plasmodium_vivax_PAM | gene_product=multidrug efflux pump, putative | transcript_product=multidrug efflux pump, putative | location=CASCJQ010000004:742057-744754(-) | protein_length=857 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723041.1         -            219 4147at5820           -            788       1.2    5.7   7.8   1   1     0.011       1.4    5.5   7.8   515   598    71   136    37   175 0.28 | transcript=PVPAM_130054700_t1 | gene=PVPAM_130054700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000013:2202048-2203066(+) | protein_length=219 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723224.1         -            543 4147at5820           -            788       1.2    5.7  33.5   1   1     0.014       1.8    5.1  33.5   487   605   145   267   113   290 0.44 | transcript=PVPAM_140014300_t1 | gene=PVPAM_140014300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:442294-444287(-) | protein_length=543 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718948.1         -            299 4147at5820           -            788       1.3    5.6  17.2   1   1     0.012       1.6    5.3  17.2   516   582    68   130    34   211 0.44 | transcript=PVPAM_050034000_t1 | gene=PVPAM_050034000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1188619-1189644(+) | protein_length=299 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
