#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7718952.1         -           5445 86at5820             -           2862         0 3004.7 206.9   1  35     2e-15   1.3e-11   40.6   0.3     1    47     3    49     3    55 0.95 | transcript=PVPAM_050034400_t1 | gene=PVPAM_050034400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1204052-1220389(+) | protein_length=5445 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718952.1         -           5445 86at5820             -           2862         0 3004.7 206.9  13  35   7.4e-13   4.8e-09   32.0   0.0   642   691  1230  1284  1227  1290 0.85 | transcript=PVPAM_050034400_t1 | gene=PVPAM_050034400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1204052-1220389(+) | protein_length=5445 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718952.1         -           5445 86at5820             -           2862         0 3004.7 206.9  14  35   2.4e-12   1.6e-08   30.3   0.1   683   742  1323  1397  1321  1401 0.82 | transcript=PVPAM_050034400_t1 | gene=PVPAM_050034400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1204052-1220389(+) | protein_length=5445 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718952.1         -           5445 86at5820             -           2862         0 3004.7 206.9  15  35   3.5e-22   2.3e-18   63.0   0.0   762   833  1580  1652  1576  1662 0.94 | transcript=PVPAM_050034400_t1 | gene=PVPAM_050034400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1204052-1220389(+) | protein_length=5445 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718952.1         -           5445 86at5820             -           2862         0 3004.7 206.9  16  35   3.3e-09   2.1e-05   19.9   0.5   854   920  1789  1871  1772  1879 0.70 | transcript=PVPAM_050034400_t1 | gene=PVPAM_050034400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1204052-1220389(+) | protein_length=5445 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718952.1         -           5445 86at5820             -           2862         0 3004.7 206.9  17  35   1.7e-09   1.1e-05   20.9   0.0   920   962  1977  2029  1972  2035 0.78 | transcript=PVPAM_050034400_t1 | gene=PVPAM_050034400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1204052-1220389(+) | protein_length=5445 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718952.1         -           5445 86at5820             -           2862         0 3004.7 206.9  18  35   2.6e-28   1.7e-24   83.3   3.1   962  1051  2179  2287  2176  2294 0.87 | transcript=PVPAM_050034400_t1 | gene=PVPAM_050034400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1204052-1220389(+) | protein_length=5445 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718952.1         -           5445 86at5820             -           2862         0 3004.7 206.9  19  35   3.1e-25     2e-21   73.1   0.0  1050  1144  2486  2604  2481  2626 0.83 | transcript=PVPAM_050034400_t1 | gene=PVPAM_050034400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1204052-1220389(+) | protein_length=5445 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718952.1         -           5445 86at5820             -           2862         0 3004.7 206.9  20  35   2.2e-26   1.4e-22   76.9   0.0  1155  1262  2791  2928  2785  2937 0.79 | transcript=PVPAM_050034400_t1 | gene=PVPAM_050034400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1204052-1220389(+) | protein_length=5445 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718952.1         -           5445 86at5820             -           2862         0 3004.7 206.9  21  35   1.7e-28   1.1e-24   83.9   0.1  1261  1327  3059  3126  3046  3129 0.92 | transcript=PVPAM_050034400_t1 | gene=PVPAM_050034400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1204052-1220389(+) | protein_length=5445 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718952.1         -           5445 86at5820             -           2862         0 3004.7 206.9  22  35   1.8e-82   1.1e-78  263.0   4.2  1328  1532  3156  3381  3151  3388 0.91 | transcript=PVPAM_050034400_t1 | gene=PVPAM_050034400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1204052-1220389(+) | protein_length=5445 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718952.1         -           5445 86at5820             -           2862         0 3004.7 206.9  23  35   5.6e-21   3.6e-17   59.0   0.4  1532  1577  3414  3459  3411  3465 0.95 | transcript=PVPAM_050034400_t1 | gene=PVPAM_050034400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1204052-1220389(+) | protein_length=5445 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718952.1         -           5445 86at5820             -           2862         0 3004.7 206.9  24  35   5.2e-43   3.3e-39  132.1   8.3  1571  1666  3481  3577  3477  3582 0.94 | transcript=PVPAM_050034400_t1 | gene=PVPAM_050034400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1204052-1220389(+) | protein_length=5445 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718952.1         -           5445 86at5820             -           2862         0 3004.7 206.9  25  35   3.9e-58   2.5e-54  182.3   4.0  1663  1767  3627  3731  3624  3733 0.97 | transcript=PVPAM_050034400_t1 | gene=PVPAM_050034400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1204052-1220389(+) | protein_length=5445 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718952.1         -           5445 86at5820             -           2862         0 3004.7 206.9  26  35   7.4e-17   4.8e-13   45.3   0.2  1773  1830  3829  3886  3789  3896 0.82 | transcript=PVPAM_050034400_t1 | gene=PVPAM_050034400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1204052-1220389(+) | protein_length=5445 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718952.1         -           5445 86at5820             -           2862         0 3004.7 206.9  27  35   7.7e-64     5e-60  201.2   0.3  1830  1990  3921  4122  3916  4127 0.84 | transcript=PVPAM_050034400_t1 | gene=PVPAM_050034400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1204052-1220389(+) | protein_length=5445 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718952.1         -           5445 86at5820             -           2862         0 3004.7 206.9  28  35   6.5e-36   4.2e-32  108.5   0.6  1986  2078  4154  4254  4147  4261 0.87 | transcript=PVPAM_050034400_t1 | gene=PVPAM_050034400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1204052-1220389(+) | protein_length=5445 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718952.1         -           5445 86at5820             -           2862         0 3004.7 206.9  29  35   2.5e-99   1.6e-95  319.0  13.8  2078  2289  4294  4515  4291  4522 0.95 | transcript=PVPAM_050034400_t1 | gene=PVPAM_050034400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1204052-1220389(+) | protein_length=5445 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718952.1         -           5445 86at5820             -           2862         0 3004.7 206.9  30  35   1.2e-36   7.9e-33  110.9   0.0  2285  2374  4537  4629  4533  4643 0.87 | transcript=PVPAM_050034400_t1 | gene=PVPAM_050034400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1204052-1220389(+) | protein_length=5445 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718952.1         -           5445 86at5820             -           2862         0 3004.7 206.9  31  35   1.9e-63   1.2e-59  199.9   8.2  2372  2506  4736  4880  4732  4899 0.91 | transcript=PVPAM_050034400_t1 | gene=PVPAM_050034400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1204052-1220389(+) | protein_length=5445 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718952.1         -           5445 86at5820             -           2862         0 3004.7 206.9  32  35   6.9e-11   4.5e-07   25.5   0.3  2500  2533  4920  4953  4914  4957 0.89 | transcript=PVPAM_050034400_t1 | gene=PVPAM_050034400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1204052-1220389(+) | protein_length=5445 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718952.1         -           5445 86at5820             -           2862         0 3004.7 206.9  33  35   2.6e-32   1.7e-28   96.6   0.0  2533  2609  4989  5067  4984  5072 0.90 | transcript=PVPAM_050034400_t1 | gene=PVPAM_050034400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1204052-1220389(+) | protein_length=5445 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718952.1         -           5445 86at5820             -           2862         0 3004.7 206.9  34  35  2.8e-108  1.8e-104  348.6  24.9  2612  2823  5100  5329  5089  5338 0.92 | transcript=PVPAM_050034400_t1 | gene=PVPAM_050034400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1204052-1220389(+) | protein_length=5445 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718952.1         -           5445 86at5820             -           2862         0 3004.7 206.9  35  35   2.2e-11   1.4e-07   27.1   2.4  2829  2862  5412  5445  5407  5445 0.92 | transcript=PVPAM_050034400_t1 | gene=PVPAM_050034400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1204052-1220389(+) | protein_length=5445 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/86at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/86at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/86at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:48:11 2026
# [ok]
