#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7720128.1         -           1388 1563at5820           -            937         0 1355.8  94.1   1   6  1.3e-115  8.6e-113  376.7  14.7     1   168    10   179    10   183 0.98 | transcript=PVPAM_080035000_t1 | gene=PVPAM_080035000 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-5, putative | transcript_product=kinesin-5, putative | location=CASCJQ010000008:1359800-1364145(+) | protein_length=1388 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723791.1         -           1477 1563at5820           -            937     1e-41  141.4  34.3   2   7     2e-15   1.3e-12   45.2   0.5   330   399   504   575   501   606 0.81 | transcript=PVPAM_140071400_t1 | gene=PVPAM_140071400 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-15, putative | transcript_product=kinesin-15, putative | location=CASCJQ010000014:2819539-2823972(-) | protein_length=1477 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723791.1         -           1477 1563at5820           -            937     1e-41  141.4  34.3   3   7      0.32   2.1e+02   -1.9   0.2   585   623   639   678   626   689 0.74 | transcript=PVPAM_140071400_t1 | gene=PVPAM_140071400 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-15, putative | transcript_product=kinesin-15, putative | location=CASCJQ010000014:2819539-2823972(-) | protein_length=1477 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723791.1         -           1477 1563at5820           -            937     1e-41  141.4  34.3   4   7      0.56   3.6e+02   -2.6   0.6   546   593   779   828   767   838 0.42 | transcript=PVPAM_140071400_t1 | gene=PVPAM_140071400 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-15, putative | transcript_product=kinesin-15, putative | location=CASCJQ010000014:2819539-2823972(-) | protein_length=1477 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723791.1         -           1477 1563at5820           -            937     1e-41  141.4  34.3   5   7       2.5   1.6e+03   -4.8   3.7   774   824   934   985   904  1023 0.44 | transcript=PVPAM_140071400_t1 | gene=PVPAM_140071400 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-15, putative | transcript_product=kinesin-15, putative | location=CASCJQ010000014:2819539-2823972(-) | protein_length=1477 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723791.1         -           1477 1563at5820           -            937     1e-41  141.4  34.3   6   7      0.23   1.5e+02   -1.3   0.6   173   240  1193  1260  1181  1266 0.77 | transcript=PVPAM_140071400_t1 | gene=PVPAM_140071400 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-15, putative | transcript_product=kinesin-15, putative | location=CASCJQ010000014:2819539-2823972(-) | protein_length=1477 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723791.1         -           1477 1563at5820           -            937     1e-41  141.4  34.3   7   7       1.2   7.8e+02   -3.8   5.0   756   828  1362  1434  1347  1463 0.71 | transcript=PVPAM_140071400_t1 | gene=PVPAM_140071400 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-15, putative | transcript_product=kinesin-15, putative | location=CASCJQ010000014:2819539-2823972(-) | protein_length=1477 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723786.1         -           1103 1563at5820           -            937   1.1e-37  128.2  26.0   1   3   5.5e-14   3.6e-11   40.4   1.7     8   112    35   145    29   147 0.75 | transcript=PVPAM_140070900_t1 | gene=PVPAM_140070900 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-13, putative | transcript_product=kinesin-13, putative | location=CASCJQ010000014:2803723-2807172(+) | protein_length=1103 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723786.1         -           1103 1563at5820           -            937   1.1e-37  128.2  26.0   2   3     2e-32   1.3e-29  101.4   3.6   175   384   179   375   149   383 0.89 | transcript=PVPAM_140070900_t1 | gene=PVPAM_140070900 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-13, putative | transcript_product=kinesin-13, putative | location=CASCJQ010000014:2803723-2807172(+) | protein_length=1103 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723786.1         -           1103 1563at5820           -            937   1.1e-37  128.2  26.0   3   3      0.51   3.3e+02   -2.5   5.3   514   566   936   989   888  1080 0.53 | transcript=PVPAM_140070900_t1 | gene=PVPAM_140070900 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-13, putative | transcript_product=kinesin-13, putative | location=CASCJQ010000014:2803723-2807172(+) | protein_length=1103 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718253.1         -           2291 1563at5820           -            937   8.9e-35  118.5  17.0   1   2   3.3e-09   2.2e-06   24.6   0.6    15   123   261   367   250   374 0.79 | transcript=PVPAM_030025300_t1 | gene=PVPAM_030025300 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-20, putative | transcript_product=kinesin-20, putative | location=CASCJQ010000003:834456-841331(+) | protein_length=2291 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718253.1         -           2291 1563at5820           -            937   8.9e-35  118.5  17.0   2   2   2.3e-31   1.5e-28   97.9  10.0   166   382   633   845   626   866 0.92 | transcript=PVPAM_030025300_t1 | gene=PVPAM_030025300 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-20, putative | transcript_product=kinesin-20, putative | location=CASCJQ010000003:834456-841331(+) | protein_length=2291 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719998.1         -           3266 1563at5820           -            937   1.2e-28   98.3  48.7   1   7   2.6e-10   1.7e-07   28.2   8.7     5   112   153   268   150   280 0.70 | transcript=PVPAM_080022000_t1 | gene=PVPAM_080022000 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-4, putative | transcript_product=kinesin-4, putative | location=CASCJQ010000008:791162-801236(-) | protein_length=3266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719998.1         -           3266 1563at5820           -            937   1.2e-28   98.3  48.7   2   7     8e-08   5.2e-05   20.0  14.7   166   266   293   411   270   421 0.68 | transcript=PVPAM_080022000_t1 | gene=PVPAM_080022000 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-4, putative | transcript_product=kinesin-4, putative | location=CASCJQ010000008:791162-801236(-) | protein_length=3266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719998.1         -           3266 1563at5820           -            937   1.2e-28   98.3  48.7   3   7   4.8e-27   3.1e-24   83.6   9.4   279   459   502   680   487   684 0.83 | transcript=PVPAM_080022000_t1 | gene=PVPAM_080022000 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-4, putative | transcript_product=kinesin-4, putative | location=CASCJQ010000008:791162-801236(-) | protein_length=3266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719998.1         -           3266 1563at5820           -            937   1.2e-28   98.3  48.7   4   7      0.47     3e+02   -2.4   4.0   509   577  1003  1073   991  1080 0.75 | transcript=PVPAM_080022000_t1 | gene=PVPAM_080022000 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-4, putative | transcript_product=kinesin-4, putative | location=CASCJQ010000008:791162-801236(-) | protein_length=3266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719998.1         -           3266 1563at5820           -            937   1.2e-28   98.3  48.7   5   7        10   6.5e+03  -13.1  34.9   774   936  1398  1560  1390  1572 0.60 | transcript=PVPAM_080022000_t1 | gene=PVPAM_080022000 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-4, putative | transcript_product=kinesin-4, putative | location=CASCJQ010000008:791162-801236(-) | protein_length=3266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719998.1         -           3266 1563at5820           -            937   1.2e-28   98.3  48.7   6   7       4.7     3e+03   -5.7   5.3   422   485  1695  1757  1689  1760 0.66 | transcript=PVPAM_080022000_t1 | gene=PVPAM_080022000 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-4, putative | transcript_product=kinesin-4, putative | location=CASCJQ010000008:791162-801236(-) | protein_length=3266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719998.1         -           3266 1563at5820           -            937   1.2e-28   98.3  48.7   7   7      0.26   1.7e+02   -1.6   4.0   656   746  1858  1949  1854  2070 0.70 | transcript=PVPAM_080022000_t1 | gene=PVPAM_080022000 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-4, putative | transcript_product=kinesin-4, putative | location=CASCJQ010000008:791162-801236(-) | protein_length=3266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720751.1         -            800 1563at5820           -            937   2.1e-15   54.4  54.5   1   5   2.6e-10   1.7e-07   28.2   5.4    16   113     5   108     2   126 0.84 | transcript=PVPAM_090051500_t1 | gene=PVPAM_090051500 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-X4, putative | transcript_product=kinesin-X4, putative | location=CASCJQ010000009:2066270-2069818(-) | protein_length=800 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720751.1         -            800 1563at5820           -            937   2.1e-15   54.4  54.5   2   5   1.6e-07   0.00011   19.0  11.6   175   325   136   290   129   296 0.77 | transcript=PVPAM_090051500_t1 | gene=PVPAM_090051500 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-X4, putative | transcript_product=kinesin-X4, putative | location=CASCJQ010000009:2066270-2069818(-) | protein_length=800 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720751.1         -            800 1563at5820           -            937   2.1e-15   54.4  54.5   3   5   3.5e-11   2.3e-08   31.1   0.3   329   388   318   377   311   387 0.91 | transcript=PVPAM_090051500_t1 | gene=PVPAM_090051500 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-X4, putative | transcript_product=kinesin-X4, putative | location=CASCJQ010000009:2066270-2069818(-) | protein_length=800 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720751.1         -            800 1563at5820           -            937   2.1e-15   54.4  54.5   4   5      0.62     4e+02   -2.8   7.4   777   831   459   518   408   533 0.53 | transcript=PVPAM_090051500_t1 | gene=PVPAM_090051500 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-X4, putative | transcript_product=kinesin-X4, putative | location=CASCJQ010000009:2066270-2069818(-) | protein_length=800 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720751.1         -            800 1563at5820           -            937   2.1e-15   54.4  54.5   5   5     0.069        45    0.3   1.0   682   751   685   755   672   787 0.65 | transcript=PVPAM_090051500_t1 | gene=PVPAM_090051500 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-X4, putative | transcript_product=kinesin-X4, putative | location=CASCJQ010000009:2066270-2069818(-) | protein_length=800 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717758.1         -            794 1563at5820           -            937   2.9e-12   44.0  17.2   1   3   1.2e-10     8e-08   29.3   0.1    19   112    75   162    67   176 0.80 | transcript=PVPAM_010027200_t1 | gene=PVPAM_010027200 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-like protein, putative | transcript_product=kinesin-like protein, putative | location=CASCJQ010000001:981936-985140(+) | protein_length=794 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717758.1         -            794 1563at5820           -            937   2.9e-12   44.0  17.2   2   3   7.8e-09   5.1e-06   23.3   5.5   176   383   190   399   185   414 0.72 | transcript=PVPAM_010027200_t1 | gene=PVPAM_010027200 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-like protein, putative | transcript_product=kinesin-like protein, putative | location=CASCJQ010000001:981936-985140(+) | protein_length=794 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717758.1         -            794 1563at5820           -            937   2.9e-12   44.0  17.2   3   3      0.69   4.5e+02   -3.0   0.9   517   579   459   523   455   553 0.70 | transcript=PVPAM_010027200_t1 | gene=PVPAM_010027200 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-like protein, putative | transcript_product=kinesin-like protein, putative | location=CASCJQ010000001:981936-985140(+) | protein_length=794 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1563at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1563at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1563at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:31:30 2026
# [ok]
