#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7720569.1         -           1433 1203at5820           -           1004         0 1497.6  41.4   1   8   9.9e-16   3.2e-12   43.5   3.8     1    41     1    41     1    55 0.91 | transcript=PVPAM_090033400_t1 | gene=PVPAM_090033400 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent 6-phosphofructokinase, putative | transcript_product=ATP-dependent 6-phosphofructokinase, putative | location=CASCJQ010000009:1277969-1283202(-) | protein_length=1433 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719596.1         -           1421 1203at5820           -           1004  9.2e-119  396.2  10.5   4   4   7.7e-12   2.5e-08   30.6   0.0   334   451  1150  1274  1142  1283 0.73 | transcript=PVPAM_070021000_t1 | gene=PVPAM_070021000 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent 6-phosphofructokinase, putative | transcript_product=ATP-dependent 6-phosphofructokinase, putative | location=CASCJQ010000007:735807-740072(-) | protein_length=1421 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1203at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1203at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1203at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:25:26 2026
# [ok]
