#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7720327.1         -           3449 198at5820            -           1815         0 3077.9 199.8   1  11  2.8e-129    9e-126  419.4  16.9     1   248     1   257     1   267 0.90 | transcript=PVPAM_090009300_t1 | gene=PVPAM_090009300 | organism=Plasmodium_vivax_PAM | gene_product=CCR4-NOT transcription complex subunit NOT1-G, putative | transcript_product=CCR4-NOT transcription complex subunit NOT1-G, putative | location=CASCJQ010000009:286089-296438(+) | protein_length=3449 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722960.1         -           4709 198at5820            -           1815  1.6e-210  700.4  80.4   1   9         2   6.5e+03  -10.6  10.4   227   289  1043  1111  1006  1136 0.61 | transcript=PVPAM_130046600_t1 | gene=PVPAM_130046600 | organism=Plasmodium_vivax_PAM | gene_product=CCR4-NOT transcription complex subunit NOT1, putative | transcript_product=CCR4-NOT transcription complex subunit NOT1, putative | location=CASCJQ010000013:1815670-1829949(-) | protein_length=4709 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722960.1         -           4709 198at5820            -           1815  1.6e-210  700.4  80.4   2   9   4.6e-45   1.5e-41  140.2  12.7   379   582  1479  1678  1470  1700 0.86 | transcript=PVPAM_130046600_t1 | gene=PVPAM_130046600 | organism=Plasmodium_vivax_PAM | gene_product=CCR4-NOT transcription complex subunit NOT1, putative | transcript_product=CCR4-NOT transcription complex subunit NOT1, putative | location=CASCJQ010000013:1815670-1829949(-) | protein_length=4709 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722960.1         -           4709 198at5820            -           1815  1.6e-210  700.4  80.4   3   9   1.6e-42   5.1e-39  131.7  15.9   648   882  2229  2458  2206  2463 0.87 | transcript=PVPAM_130046600_t1 | gene=PVPAM_130046600 | organism=Plasmodium_vivax_PAM | gene_product=CCR4-NOT transcription complex subunit NOT1, putative | transcript_product=CCR4-NOT transcription complex subunit NOT1, putative | location=CASCJQ010000013:1815670-1829949(-) | protein_length=4709 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722960.1         -           4709 198at5820            -           1815  1.6e-210  700.4  80.4   4   9         2   6.5e+03  -14.6  20.5   215   279  2723  2788  2712  2811 0.46 | transcript=PVPAM_130046600_t1 | gene=PVPAM_130046600 | organism=Plasmodium_vivax_PAM | gene_product=CCR4-NOT transcription complex subunit NOT1, putative | transcript_product=CCR4-NOT transcription complex subunit NOT1, putative | location=CASCJQ010000013:1815670-1829949(-) | protein_length=4709 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722960.1         -           4709 198at5820            -           1815  1.6e-210  700.4  80.4   5   9     0.039   1.3e+02   -2.2   0.5   947   998  3299  3350  3285  3356 0.87 | transcript=PVPAM_130046600_t1 | gene=PVPAM_130046600 | organism=Plasmodium_vivax_PAM | gene_product=CCR4-NOT transcription complex subunit NOT1, putative | transcript_product=CCR4-NOT transcription complex subunit NOT1, putative | location=CASCJQ010000013:1815670-1829949(-) | protein_length=4709 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722960.1         -           4709 198at5820            -           1815  1.6e-210  700.4  80.4   6   9   3.1e-08   9.9e-05   18.1   6.7  1001  1106  3431  3542  3426  3567 0.75 | transcript=PVPAM_130046600_t1 | gene=PVPAM_130046600 | organism=Plasmodium_vivax_PAM | gene_product=CCR4-NOT transcription complex subunit NOT1, putative | transcript_product=CCR4-NOT transcription complex subunit NOT1, putative | location=CASCJQ010000013:1815670-1829949(-) | protein_length=4709 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722960.1         -           4709 198at5820            -           1815  1.6e-210  700.4  80.4   7   9     0.014        45   -0.7   2.8   517   662  3696  3848  3690  3854 0.77 | transcript=PVPAM_130046600_t1 | gene=PVPAM_130046600 | organism=Plasmodium_vivax_PAM | gene_product=CCR4-NOT transcription complex subunit NOT1, putative | transcript_product=CCR4-NOT transcription complex subunit NOT1, putative | location=CASCJQ010000013:1815670-1829949(-) | protein_length=4709 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722960.1         -           4709 198at5820            -           1815  1.6e-210  700.4  80.4   8   9   5.4e-98   1.7e-94  315.7  10.2  1330  1655  4124  4445  4070  4464 0.89 | transcript=PVPAM_130046600_t1 | gene=PVPAM_130046600 | organism=Plasmodium_vivax_PAM | gene_product=CCR4-NOT transcription complex subunit NOT1, putative | transcript_product=CCR4-NOT transcription complex subunit NOT1, putative | location=CASCJQ010000013:1815670-1829949(-) | protein_length=4709 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722960.1         -           4709 198at5820            -           1815  1.6e-210  700.4  80.4   9   9   3.4e-52   1.1e-48  163.8   3.2  1668  1783  4591  4706  4583  4709 0.96 | transcript=PVPAM_130046600_t1 | gene=PVPAM_130046600 | organism=Plasmodium_vivax_PAM | gene_product=CCR4-NOT transcription complex subunit NOT1, putative | transcript_product=CCR4-NOT transcription complex subunit NOT1, putative | location=CASCJQ010000013:1815670-1829949(-) | protein_length=4709 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/198at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/198at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/198at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:33:38 2026
# [ok]
