#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7721549.1         -           1215 3276at5820           -            743  9.6e-295  978.2  51.3   1   8   3.6e-35   2.9e-32  110.3   0.5     1    74    71   144    71   150 0.98 | transcript=PVPAM_110045400_t1 | gene=PVPAM_110045400 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000011:1681633-1685280(-) | protein_length=1215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723553.1         -            836 3276at5820           -            743   9.7e-13   45.8  46.7   4   4   1.1e-08   8.8e-06   22.8  13.2   166   279   379   489   370   506 0.89 | transcript=PVPAM_140047700_t1 | gene=PVPAM_140047700 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000014:1815230-1817740(+) | protein_length=836 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720184.1         -            631 3276at5820           -            743   1.2e-12   45.5  19.5   1   3   1.2e-07   9.5e-05   19.4   0.2    20   111   146   228   135   241 0.80 | transcript=PVPAM_080040600_t1 | gene=PVPAM_080040600 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000008:1578300-1580195(+) | protein_length=631 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720184.1         -            631 3276at5820           -            743   1.2e-12   45.5  19.5   2   3   3.9e-06    0.0031   14.4   0.3   341   401   239   299   227   304 0.74 | transcript=PVPAM_080040600_t1 | gene=PVPAM_080040600 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000008:1578300-1580195(+) | protein_length=631 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720184.1         -            631 3276at5820           -            743   1.2e-12   45.5  19.5   3   3   2.2e-06    0.0017   15.2   7.9   336   509   308   478   306   503 0.81 | transcript=PVPAM_080040600_t1 | gene=PVPAM_080040600 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000008:1578300-1580195(+) | protein_length=631 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722782.1         -            857 3276at5820           -            743   3.1e-07   27.6   5.9   1   5      0.67   5.4e+02   -3.0   0.1   449   480   200   231   198   246 0.71 | transcript=PVPAM_130028300_t1 | gene=PVPAM_130028300 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000013:1039612-1042341(+) | protein_length=857 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722782.1         -            857 3276at5820           -            743   3.1e-07   27.6   5.9   2   5     0.021        17    2.0   2.7   334   392   277   340   268   359 0.79 | transcript=PVPAM_130028300_t1 | gene=PVPAM_130028300 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000013:1039612-1042341(+) | protein_length=857 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722782.1         -            857 3276at5820           -            743   3.1e-07   27.6   5.9   3   5      0.85   6.9e+02   -3.3   4.3    60   120   569   631   518   652 0.49 | transcript=PVPAM_130028300_t1 | gene=PVPAM_130028300 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000013:1039612-1042341(+) | protein_length=857 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722782.1         -            857 3276at5820           -            743   3.1e-07   27.6   5.9   4   5      0.33   2.6e+02   -1.9   5.2   313   388   639   716   633   738 0.75 | transcript=PVPAM_130028300_t1 | gene=PVPAM_130028300 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000013:1039612-1042341(+) | protein_length=857 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722782.1         -            857 3276at5820           -            743   3.1e-07   27.6   5.9   5   5   3.8e-10   3.1e-07   27.6   5.9   342   409   774   841   752   847 0.91 | transcript=PVPAM_130028300_t1 | gene=PVPAM_130028300 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000013:1039612-1042341(+) | protein_length=857 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719595.1         -            719 3276at5820           -            743   0.00019   18.4   2.5   1   4   2.4e-07   0.00019   18.4   2.5   331   408    70   148    60   190 0.87 | transcript=PVPAM_070020900_t1 | gene=PVPAM_070020900 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000007:732429-734588(-) | protein_length=719 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719595.1         -            719 3276at5820           -            743   0.00019   18.4   2.5   2   4     0.012       9.6    2.8   0.1   166   193   386   413   379   434 0.74 | transcript=PVPAM_070020900_t1 | gene=PVPAM_070020900 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000007:732429-734588(-) | protein_length=719 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719595.1         -            719 3276at5820           -            743   0.00019   18.4   2.5   3   4     0.073        59    0.2   0.0   452   500   432   480   417   488 0.79 | transcript=PVPAM_070020900_t1 | gene=PVPAM_070020900 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000007:732429-734588(-) | protein_length=719 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719595.1         -            719 3276at5820           -            743   0.00019   18.4   2.5   4   4     0.011         9    2.9   3.9   441   530   526   616   523   633 0.85 | transcript=PVPAM_070020900_t1 | gene=PVPAM_070020900 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000007:732429-734588(-) | protein_length=719 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722056.1         -           1043 3276at5820           -            743    0.0043   13.9   4.4   1   4      0.17   1.4e+02   -1.0   0.2   471   525    89   145    82   160 0.79 | transcript=PVPAM_120029400_t1 | gene=PVPAM_120029400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:932186-935317(-) | protein_length=1043 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722056.1         -           1043 3276at5820           -            743    0.0043   13.9   4.4   2   4     0.091        74   -0.1   0.0    79   114   145   180   124   184 0.83 | transcript=PVPAM_120029400_t1 | gene=PVPAM_120029400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:932186-935317(-) | protein_length=1043 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722056.1         -           1043 3276at5820           -            743    0.0043   13.9   4.4   3   4   0.00029      0.23    8.2   0.0   344   392   267   316   248   325 0.86 | transcript=PVPAM_120029400_t1 | gene=PVPAM_120029400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:932186-935317(-) | protein_length=1043 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722056.1         -           1043 3276at5820           -            743    0.0043   13.9   4.4   4   4    0.0039       3.2    4.4   0.2   206   286   444   524   430   531 0.82 | transcript=PVPAM_120029400_t1 | gene=PVPAM_120029400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:932186-935317(-) | protein_length=1043 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719130.1         -            950 3276at5820           -            743     0.013   12.3   1.8   1   3   0.00087       0.7    6.6   0.0    34    63    87   117    71   143 0.75 | transcript=PVPAM_060013700_t1 | gene=PVPAM_060013700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000006:368826-371963(-) | protein_length=950 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719130.1         -            950 3276at5820           -            743     0.013   12.3   1.8   2   3     0.079        64    0.1   0.1    24    51   200   227   184   241 0.65 | transcript=PVPAM_060013700_t1 | gene=PVPAM_060013700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000006:368826-371963(-) | protein_length=950 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719130.1         -            950 3276at5820           -            743     0.013   12.3   1.8   3   3     0.012       9.6    2.8   0.1   343   390   295   342   283   376 0.72 | transcript=PVPAM_060013700_t1 | gene=PVPAM_060013700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000006:368826-371963(-) | protein_length=950 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719142.1         -            731 3276at5820           -            743      0.83    6.3   7.8   1   3      0.39   3.2e+02   -2.2   0.1   358   407   140   189   132   193 0.88 | transcript=PVPAM_060014900_t1 | gene=PVPAM_060014900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000006:407400-409595(-) | protein_length=731 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719142.1         -            731 3276at5820           -            743      0.83    6.3   7.8   2   3   0.00011     0.092    9.5   0.6    77   133   261   316   233   352 0.76 | transcript=PVPAM_060014900_t1 | gene=PVPAM_060014900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000006:407400-409595(-) | protein_length=731 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719142.1         -            731 3276at5820           -            743      0.83    6.3   7.8   3   3     0.062        50    0.5   0.3   428   479   501   549   442   589 0.64 | transcript=PVPAM_060014900_t1 | gene=PVPAM_060014900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000006:407400-409595(-) | protein_length=731 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3276at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3276at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3276at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:36:16 2026
# [ok]
