#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7718995.1         -           2675 270at5820            -           1986         0 3538.2 150.6   1  10   1.5e-30   1.3e-27   94.3   0.7     1    56     1    57     1    64 0.95 | transcript=PVPAM_050038700_t1 | gene=PVPAM_050038700 | organism=Plasmodium_vivax_PAM | gene_product=pre-mRNA-splicing helicase BRR2, putative | transcript_product=pre-mRNA-splicing helicase BRR2, putative | location=CASCJQ010000005:1435448-1443475(+) | protein_length=2675 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722494.1         -           2439 270at5820            -           1986  1.2e-223  744.3 141.4   7   8      0.21   1.7e+02   -2.3   7.1  1748  1851  2167  2271  2153  2314 0.82 | transcript=PVPAM_120073100_t1 | gene=PVPAM_120073100 | organism=Plasmodium_vivax_PAM | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=CASCJQ010000012:2822438-2830753(-) | protein_length=2439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722494.1         -           2439 270at5820            -           1986  1.2e-223  744.3 141.4   8   8    0.0068       5.5    2.6   0.0  1935  1986  2384  2436  2365  2436 0.79 | transcript=PVPAM_120073100_t1 | gene=PVPAM_120073100 | organism=Plasmodium_vivax_PAM | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=CASCJQ010000012:2822438-2830753(-) | protein_length=2439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723355.1         -            718 270at5820            -           1986   1.5e-22   77.4   3.4   1   1   2.5e-25     2e-22   77.0   3.4  1751  1983   318   560   303   563 0.82 | transcript=PVPAM_140027400_t1 | gene=PVPAM_140027400 | organism=Plasmodium_vivax_PAM | gene_product=translocation protein SEC63, putative | transcript_product=translocation protein SEC63, putative | location=CASCJQ010000014:968475-970631(-) | protein_length=718 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721612.1         -           1390 270at5820            -           1986   7.5e-22   75.1   8.4   1   1   2.1e-22   1.7e-19   67.3   8.4   400   839   278   745   262   776 0.65 | transcript=PVPAM_110051600_t1 | gene=PVPAM_110051600 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase MTR4, putative | transcript_product=ATP-dependent RNA helicase MTR4, putative | location=CASCJQ010000011:1941165-1945520(-) | protein_length=1390 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719539.1         -           1405 270at5820            -           1986     3e-21   73.1  18.6   1   2   7.9e-11   6.4e-08   28.9   3.9   438   584   341   479   308   512 0.78 | transcript=PVPAM_070015300_t1 | gene=PVPAM_070015300 | organism=Plasmodium_vivax_PAM | gene_product=helicase SKI2W, putative | transcript_product=helicase SKI2W, putative | location=CASCJQ010000007:525117-529334(+) | protein_length=1405 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719539.1         -           1405 270at5820            -           1986     3e-21   73.1  18.6   2   2     6e-17   4.8e-14   49.2   6.8   607   807   601   803   580   859 0.73 | transcript=PVPAM_070015300_t1 | gene=PVPAM_070015300 | organism=Plasmodium_vivax_PAM | gene_product=helicase SKI2W, putative | transcript_product=helicase SKI2W, putative | location=CASCJQ010000007:525117-529334(+) | protein_length=1405 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722043.1         -           1164 270at5820            -           1986   9.7e-16   54.8  11.0   1   1   2.4e-18   1.9e-15   53.8  11.0   399   757   258   622   253   633 0.70 | transcript=PVPAM_120028100_t2 | gene=PVPAM_120028100 | organism=Plasmodium_vivax_PAM | gene_product=DNA polymerase theta, putative | transcript_product=DNA polymerase theta, putative | location=CASCJQ010000012:894977-900330(+) | protein_length=1164 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722042.1         -           1185 270at5820            -           1986     1e-15   54.8  11.0   1   1   2.5e-18     2e-15   53.8  11.0   399   757   258   622   253   633 0.70 | transcript=PVPAM_120028100_t1 | gene=PVPAM_120028100 | organism=Plasmodium_vivax_PAM | gene_product=DNA polymerase theta, putative | transcript_product=DNA polymerase theta, putative | location=CASCJQ010000012:894977-900330(+) | protein_length=1185 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722895.1         -           1081 270at5820            -           1986   8.1e-09   31.9   1.6   1   2   4.5e-07   0.00037   16.4   0.2   515   604   333   432   330   507 0.70 | transcript=PVPAM_130039700_t1 | gene=PVPAM_130039700 | organism=Plasmodium_vivax_PAM | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=CASCJQ010000013:1532398-1535643(-) | protein_length=1081 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722895.1         -           1081 270at5820            -           1986   8.1e-09   31.9   1.6   2   2   1.7e-06    0.0014   14.5   0.1   672   776   570   665   544   682 0.66 | transcript=PVPAM_130039700_t1 | gene=PVPAM_130039700 | organism=Plasmodium_vivax_PAM | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=CASCJQ010000013:1532398-1535643(-) | protein_length=1081 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/270at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/270at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/270at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:37:26 2026
# [ok]
