#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7721387.1         -           2935 313at5820            -           2082         0 3979.7 292.8   1   5         0         0 1917.7  71.7     1   883     1   931     1   960 0.89 | transcript=PVPAM_110029000_t1 | gene=PVPAM_110029000 | organism=Plasmodium_vivax_PAM | gene_product=ISWI chromatin-remodeling complex ATPase, putative | transcript_product=ISWI chromatin-remodeling complex ATPase, putative | location=CASCJQ010000011:1033216-1042023(-) | protein_length=2935 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720331.1         -           1402 313at5820            -           2082     1e-83  280.1   8.7   7   8      0.35   1.8e+02   -2.6  11.7   816   948   860  1000   850  1019 0.42 | transcript=PVPAM_090009700_t1 | gene=PVPAM_090009700 | organism=Plasmodium_vivax_PAM | gene_product=chromatin remodeling protein, putative | transcript_product=chromatin remodeling protein, putative | location=CASCJQ010000009:305443-310409(-) | protein_length=1402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720331.1         -           1402 313at5820            -           2082     1e-83  280.1   8.7   8   8       2.4   1.2e+03   -5.4   3.6  1832  1874  1148  1190  1061  1284 0.51 | transcript=PVPAM_090009700_t1 | gene=PVPAM_090009700 | organism=Plasmodium_vivax_PAM | gene_product=chromatin remodeling protein, putative | transcript_product=chromatin remodeling protein, putative | location=CASCJQ010000009:305443-310409(-) | protein_length=1402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718824.1         -           1726 313at5820            -           2082   4.4e-66  221.6   7.5   1   4      0.57   2.8e+02   -3.3   8.1  1794  1885    18   107     3   162 0.74 | transcript=PVPAM_050021800_t1 | gene=PVPAM_050021800 | organism=Plasmodium_vivax_PAM | gene_product=helicase, putative | transcript_product=helicase, putative | location=CASCJQ010000005:727436-732616(+) | protein_length=1726 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718824.1         -           1726 313at5820            -           2082   4.4e-66  221.6   7.5   2   4      0.34   1.7e+02   -2.6   2.9   833   890   202   254   174   281 0.56 | transcript=PVPAM_050021800_t1 | gene=PVPAM_050021800 | organism=Plasmodium_vivax_PAM | gene_product=helicase, putative | transcript_product=helicase, putative | location=CASCJQ010000005:727436-732616(+) | protein_length=1726 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718824.1         -           1726 313at5820            -           2082   4.4e-66  221.6   7.5   3   4   1.4e-35   7.1e-33  111.4   0.8   328   513   477   661   459   690 0.87 | transcript=PVPAM_050021800_t1 | gene=PVPAM_050021800 | organism=Plasmodium_vivax_PAM | gene_product=helicase, putative | transcript_product=helicase, putative | location=CASCJQ010000005:727436-732616(+) | protein_length=1726 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718824.1         -           1726 313at5820            -           2082   4.4e-66  221.6   7.5   4   4   2.8e-39   1.4e-36  123.8   1.0   920  1057  1342  1478  1329  1486 0.93 | transcript=PVPAM_050021800_t1 | gene=PVPAM_050021800 | organism=Plasmodium_vivax_PAM | gene_product=helicase, putative | transcript_product=helicase, putative | location=CASCJQ010000005:727436-732616(+) | protein_length=1726 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719194.1         -           3266 313at5820            -           2082   6.4e-61  204.4   5.1   1   5   4.8e-30   2.4e-27   93.1   0.2   329   521  1384  1586  1375  1602 0.81 | transcript=PVPAM_060020100_t1 | gene=PVPAM_060020100 | organism=Plasmodium_vivax_PAM | gene_product=chromodomain-helicase-DNA-binding protein 1 homolog, putative | transcript_product=chromodomain-helicase-DNA-binding protein 1 homolog, putative | location=CASCJQ010000006:651180-660980(-) | protein_length=3266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719194.1         -           3266 313at5820            -           2082   6.4e-61  204.4   5.1   2   5     0.012       6.1    2.2   0.3   550   645  1583  1682  1575  1692 0.79 | transcript=PVPAM_060020100_t1 | gene=PVPAM_060020100 | organism=Plasmodium_vivax_PAM | gene_product=chromodomain-helicase-DNA-binding protein 1 homolog, putative | transcript_product=chromodomain-helicase-DNA-binding protein 1 homolog, putative | location=CASCJQ010000006:651180-660980(-) | protein_length=3266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719194.1         -           3266 313at5820            -           2082   6.4e-61  204.4   5.1   3   5   2.2e-39   1.1e-36  124.0   1.0   923  1061  1718  1856  1688  1941 0.94 | transcript=PVPAM_060020100_t1 | gene=PVPAM_060020100 | organism=Plasmodium_vivax_PAM | gene_product=chromodomain-helicase-DNA-binding protein 1 homolog, putative | transcript_product=chromodomain-helicase-DNA-binding protein 1 homolog, putative | location=CASCJQ010000006:651180-660980(-) | protein_length=3266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719194.1         -           3266 313at5820            -           2082   6.4e-61  204.4   5.1   4   5      0.43   2.1e+02   -2.9   1.6   808   848  2322  2362  2319  2418 0.46 | transcript=PVPAM_060020100_t1 | gene=PVPAM_060020100 | organism=Plasmodium_vivax_PAM | gene_product=chromodomain-helicase-DNA-binding protein 1 homolog, putative | transcript_product=chromodomain-helicase-DNA-binding protein 1 homolog, putative | location=CASCJQ010000006:651180-660980(-) | protein_length=3266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719194.1         -           3266 313at5820            -           2082   6.4e-61  204.4   5.1   5   5      0.49   2.5e+02   -3.1   0.7  1678  1678  2493  2493  2434  2704 0.57 | transcript=PVPAM_060020100_t1 | gene=PVPAM_060020100 | organism=Plasmodium_vivax_PAM | gene_product=chromodomain-helicase-DNA-binding protein 1 homolog, putative | transcript_product=chromodomain-helicase-DNA-binding protein 1 homolog, putative | location=CASCJQ010000006:651180-660980(-) | protein_length=3266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718847.1         -           1096 313at5820            -           2082   3.9e-57  191.9  23.9   1   4       1.9   9.4e+02   -5.0  12.3   824   899   114   192   106   200 0.52 | transcript=PVPAM_050024100_t1 | gene=PVPAM_050024100 | organism=Plasmodium_vivax_PAM | gene_product=DNA helicase, putative | transcript_product=DNA helicase, putative | location=CASCJQ010000005:821192-825442(+) | protein_length=1096 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718847.1         -           1096 313at5820            -           2082   3.9e-57  191.9  23.9   2   4   3.6e-33   1.8e-30  103.5  19.1   275   541   168   443   138   473 0.80 | transcript=PVPAM_050024100_t1 | gene=PVPAM_050024100 | organism=Plasmodium_vivax_PAM | gene_product=DNA helicase, putative | transcript_product=DNA helicase, putative | location=CASCJQ010000005:821192-825442(+) | protein_length=1096 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718847.1         -           1096 313at5820            -           2082   3.9e-57  191.9  23.9   3   4      0.17        87   -1.6   0.3   534   613   502   582   488   590 0.65 | transcript=PVPAM_050024100_t1 | gene=PVPAM_050024100 | organism=Plasmodium_vivax_PAM | gene_product=DNA helicase, putative | transcript_product=DNA helicase, putative | location=CASCJQ010000005:821192-825442(+) | protein_length=1096 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718847.1         -           1096 313at5820            -           2082   3.9e-57  191.9  23.9   4   4   3.2e-32   1.6e-29  100.3   0.1   951  1055   970  1073   963  1094 0.93 | transcript=PVPAM_050024100_t1 | gene=PVPAM_050024100 | organism=Plasmodium_vivax_PAM | gene_product=DNA helicase, putative | transcript_product=DNA helicase, putative | location=CASCJQ010000005:821192-825442(+) | protein_length=1096 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718450.1         -           1577 313at5820            -           2082   5.9e-53  178.0  20.9   1   5   2.8e-36   1.4e-33  113.8   0.0   325   529   681   898   636   911 0.83 | transcript=PVPAM_040019600_t1 | gene=PVPAM_040019600 | organism=Plasmodium_vivax_PAM | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=CASCJQ010000004:623036-627769(-) | protein_length=1577 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718450.1         -           1577 313at5820            -           2082   5.9e-53  178.0  20.9   2   5      0.29   1.5e+02   -2.4   0.0   573   645   917   994   896  1010 0.71 | transcript=PVPAM_040019600_t1 | gene=PVPAM_040019600 | organism=Plasmodium_vivax_PAM | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=CASCJQ010000004:623036-627769(-) | protein_length=1577 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718450.1         -           1577 313at5820            -           2082   5.9e-53  178.0  20.9   3   5     2e-05    0.0099   11.5   0.2   925   973  1029  1077   999  1080 0.91 | transcript=PVPAM_040019600_t1 | gene=PVPAM_040019600 | organism=Plasmodium_vivax_PAM | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=CASCJQ010000004:623036-627769(-) | protein_length=1577 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718450.1         -           1577 313at5820            -           2082   5.9e-53  178.0  20.9   4   5   6.3e-22   3.1e-19   66.2   0.1   978  1111  1116  1244  1105  1283 0.84 | transcript=PVPAM_040019600_t1 | gene=PVPAM_040019600 | organism=Plasmodium_vivax_PAM | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=CASCJQ010000004:623036-627769(-) | protein_length=1577 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718450.1         -           1577 313at5820            -           2082   5.9e-53  178.0  20.9   5   5       3.5   1.8e+03   -5.9   6.8   821   862  1457  1498  1441  1519 0.60 | transcript=PVPAM_040019600_t1 | gene=PVPAM_040019600 | organism=Plasmodium_vivax_PAM | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=CASCJQ010000004:623036-627769(-) | protein_length=1577 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717787.1         -           1073 313at5820            -           2082   3.9e-43  145.4  17.9   1   3     4e-27     2e-24   83.4   4.5   297   539    92   345    80   440 0.82 | transcript=PVPAM_010030100_t1 | gene=PVPAM_010030100 | organism=Plasmodium_vivax_PAM | gene_product=DNA repair and recombination protein RAD54, putative | transcript_product=DNA repair and recombination protein RAD54, putative | location=CASCJQ010000001:1123148-1126369(-) | protein_length=1073 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717787.1         -           1073 313at5820            -           2082   3.9e-43  145.4  17.9   2   3   3.2e-25   1.6e-22   77.1   5.5   920  1075   540   696   435   730 0.74 | transcript=PVPAM_010030100_t1 | gene=PVPAM_010030100 | organism=Plasmodium_vivax_PAM | gene_product=DNA repair and recombination protein RAD54, putative | transcript_product=DNA repair and recombination protein RAD54, putative | location=CASCJQ010000001:1123148-1126369(-) | protein_length=1073 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717787.1         -           1073 313at5820            -           2082   3.9e-43  145.4  17.9   3   3       9.3   4.6e+03   -7.3   6.6   806   899   712   809   688   840 0.51 | transcript=PVPAM_010030100_t1 | gene=PVPAM_010030100 | organism=Plasmodium_vivax_PAM | gene_product=DNA repair and recombination protein RAD54, putative | transcript_product=DNA repair and recombination protein RAD54, putative | location=CASCJQ010000001:1123148-1126369(-) | protein_length=1073 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723844.1         -           1589 313at5820            -           2082   4.9e-36  121.9   9.6   1   4   1.8e-08     9e-06   21.5   0.0   330   379   225   276   127   279 0.91 | transcript=PVPAM_140076700_t1 | gene=PVPAM_140076700 | organism=Plasmodium_vivax_PAM | gene_product=DNA repair protein rhp16, putative | transcript_product=DNA repair protein rhp16, putative | location=CASCJQ010000014:3013318-3018278(+) | protein_length=1589 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723844.1         -           1589 313at5820            -           2082   4.9e-36  121.9   9.6   2   4     0.098        49   -0.8   0.0   373   440   366   429   363   442 0.68 | transcript=PVPAM_140076700_t1 | gene=PVPAM_140076700 | organism=Plasmodium_vivax_PAM | gene_product=DNA repair protein rhp16, putative | transcript_product=DNA repair protein rhp16, putative | location=CASCJQ010000014:3013318-3018278(+) | protein_length=1589 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723844.1         -           1589 313at5820            -           2082   4.9e-36  121.9   9.6   3   4   4.6e-11   2.3e-08   30.2   0.0   453   506   964  1018   949  1045 0.89 | transcript=PVPAM_140076700_t1 | gene=PVPAM_140076700 | organism=Plasmodium_vivax_PAM | gene_product=DNA repair protein rhp16, putative | transcript_product=DNA repair protein rhp16, putative | location=CASCJQ010000014:3013318-3018278(+) | protein_length=1589 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723844.1         -           1589 313at5820            -           2082   4.9e-36  121.9   9.6   4   4     4e-23     2e-20   70.2   3.8   843  1049  1342  1560  1301  1578 0.71 | transcript=PVPAM_140076700_t1 | gene=PVPAM_140076700 | organism=Plasmodium_vivax_PAM | gene_product=DNA repair protein rhp16, putative | transcript_product=DNA repair protein rhp16, putative | location=CASCJQ010000014:3013318-3018278(+) | protein_length=1589 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721282.1         -            877 313at5820            -           2082   9.3e-31  104.4   6.3   1   2   1.8e-15   8.9e-13   44.8   0.1   329   519   313   490   267   503 0.83 | transcript=PVPAM_110018400_t1 | gene=PVPAM_110018400 | organism=Plasmodium_vivax_PAM | gene_product=DNA helicase, putative | transcript_product=DNA helicase, putative | location=CASCJQ010000011:568645-571278(-) | protein_length=877 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721282.1         -            877 313at5820            -           2082   9.3e-31  104.4   6.3   2   2   1.2e-20   5.8e-18   62.0   0.5   926  1041   634   749   629   776 0.92 | transcript=PVPAM_110018400_t1 | gene=PVPAM_110018400 | organism=Plasmodium_vivax_PAM | gene_product=DNA helicase, putative | transcript_product=DNA helicase, putative | location=CASCJQ010000011:568645-571278(-) | protein_length=877 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721926.1         -           1529 313at5820            -           2082   3.8e-22   75.9   8.2   1   5       1.8     9e+02   -5.0   2.4  1530  1573   156   212   143   265 0.53 | transcript=PVPAM_120016000_t1 | gene=PVPAM_120016000 | organism=Plasmodium_vivax_PAM | gene_product=DNA repair protein RAD5, putative | transcript_product=DNA repair protein RAD5, putative | location=CASCJQ010000012:478001-483074(-) | protein_length=1529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721926.1         -           1529 313at5820            -           2082   3.8e-22   75.9   8.2   2   5   7.1e-05     0.035    9.6   0.0   350   375   724   749   721   756 0.87 | transcript=PVPAM_120016000_t1 | gene=PVPAM_120016000 | organism=Plasmodium_vivax_PAM | gene_product=DNA repair protein RAD5, putative | transcript_product=DNA repair protein RAD5, putative | location=CASCJQ010000012:478001-483074(-) | protein_length=1529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721926.1         -           1529 313at5820            -           2082   3.8e-22   75.9   8.2   3   5      0.71   3.5e+02   -3.6   0.0   378   411   780   815   775   844 0.68 | transcript=PVPAM_120016000_t1 | gene=PVPAM_120016000 | organism=Plasmodium_vivax_PAM | gene_product=DNA repair protein RAD5, putative | transcript_product=DNA repair protein RAD5, putative | location=CASCJQ010000012:478001-483074(-) | protein_length=1529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721926.1         -           1529 313at5820            -           2082   3.8e-22   75.9   8.2   4   5   1.6e-07   8.1e-05   18.4   0.0   453   507   962  1016   957  1140 0.83 | transcript=PVPAM_120016000_t1 | gene=PVPAM_120016000 | organism=Plasmodium_vivax_PAM | gene_product=DNA repair protein RAD5, putative | transcript_product=DNA repair protein RAD5, putative | location=CASCJQ010000012:478001-483074(-) | protein_length=1529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721926.1         -           1529 313at5820            -           2082   3.8e-22   75.9   8.2   5   5     4e-17     2e-14   50.2   0.0   979  1045  1417  1483  1411  1518 0.87 | transcript=PVPAM_120016000_t1 | gene=PVPAM_120016000 | organism=Plasmodium_vivax_PAM | gene_product=DNA repair protein RAD5, putative | transcript_product=DNA repair protein RAD5, putative | location=CASCJQ010000012:478001-483074(-) | protein_length=1529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720702.1         -            426 313at5820            -           2082     9e-05   18.2  10.7   1   3   1.8e-07     9e-05   18.2  10.7    51   120    55   120    33   140 0.66 | transcript=PVPAM_090046700_t1 | gene=PVPAM_090046700 | organism=Plasmodium_vivax_PAM | gene_product=EELM2 domain-containing protein, putative | transcript_product=EELM2 domain-containing protein, putative | location=CASCJQ010000009:1887105-1889313(-) | protein_length=426 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720702.1         -            426 313at5820            -           2082     9e-05   18.2  10.7   2   3      0.07        35   -0.3   0.9   853   905   137   189   127   220 0.76 | transcript=PVPAM_090046700_t1 | gene=PVPAM_090046700 | organism=Plasmodium_vivax_PAM | gene_product=EELM2 domain-containing protein, putative | transcript_product=EELM2 domain-containing protein, putative | location=CASCJQ010000009:1887105-1889313(-) | protein_length=426 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720702.1         -            426 313at5820            -           2082     9e-05   18.2  10.7   3   3       3.8   1.9e+03   -6.1  33.4   808   868   348   411   317   421 0.52 | transcript=PVPAM_090046700_t1 | gene=PVPAM_090046700 | organism=Plasmodium_vivax_PAM | gene_product=EELM2 domain-containing protein, putative | transcript_product=EELM2 domain-containing protein, putative | location=CASCJQ010000009:1887105-1889313(-) | protein_length=426 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719007.1         -            294 313at5820            -           2082     0.032    9.8  10.9   1   1   7.9e-05     0.039    9.5  10.9   822   917    65   182    27   216 0.42 | transcript=PVPAM_050039900_t1 | gene=PVPAM_050039900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1474687-1475707(-) | protein_length=294 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718108.1         -            824 313at5820            -           2082      0.91    5.0  17.0   1   1    0.0029       1.4    4.3  17.0   822   880   337   393   319   418 0.53 | transcript=PVPAM_030010400_t1 | gene=PVPAM_030010400 | organism=Plasmodium_vivax_PAM | gene_product=NYN domain-containing protein, putative | transcript_product=NYN domain-containing protein, putative | location=CASCJQ010000003:267451-270102(-) | protein_length=824 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/313at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/313at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/313at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:35:53 2026
# [ok]
