#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7723553.1         -            836 3491at5820           -            604  7.3e-302 1001.1  71.4   1   4  4.2e-271  1.6e-268  891.0  42.7     1   464    31   522    31   533 0.96 | transcript=PVPAM_140047700_t1 | gene=PVPAM_140047700 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000014:1815230-1817740(+) | protein_length=836 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719595.1         -            719 3491at5820           -            604   6.9e-13   46.7  13.7   2   3   9.5e-07   0.00036   17.9   0.0   117   215   390   489   374   499 0.89 | transcript=PVPAM_070020900_t1 | gene=PVPAM_070020900 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000007:732429-734588(-) | protein_length=719 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719595.1         -            719 3491at5820           -            604   6.9e-13   46.7  13.7   3   3   0.00064      0.24    8.6   3.1   333   425   541   640   524   649 0.81 | transcript=PVPAM_070020900_t1 | gene=PVPAM_070020900 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000007:732429-734588(-) | protein_length=719 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721549.1         -           1215 3491at5820           -            604   1.8e-09   35.4  24.5   1   6      0.11        40    1.2   0.0   114   153    93   132    80   138 0.67 | transcript=PVPAM_110045400_t1 | gene=PVPAM_110045400 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000011:1681633-1685280(-) | protein_length=1215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721549.1         -           1215 3491at5820           -            604   1.8e-09   35.4  24.5   2   6     0.017       6.6    3.8   0.4    87   119   194   226   185   238 0.86 | transcript=PVPAM_110045400_t1 | gene=PVPAM_110045400 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000011:1681633-1685280(-) | protein_length=1215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721549.1         -           1215 3491at5820           -            604   1.8e-09   35.4  24.5   3   6   4.2e-07   0.00016   19.1   2.8    81   154   346   423   334   431 0.83 | transcript=PVPAM_110045400_t1 | gene=PVPAM_110045400 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000011:1681633-1685280(-) | protein_length=1215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721549.1         -           1215 3491at5820           -            604   1.8e-09   35.4  24.5   4   6    0.0019      0.73    7.0   0.3   403   431   426   454   421   493 0.68 | transcript=PVPAM_110045400_t1 | gene=PVPAM_110045400 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000011:1681633-1685280(-) | protein_length=1215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721549.1         -           1215 3491at5820           -            604   1.8e-09   35.4  24.5   5   6   0.00023     0.089   10.0   0.1   195   251   549   610   545   634 0.72 | transcript=PVPAM_110045400_t1 | gene=PVPAM_110045400 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000011:1681633-1685280(-) | protein_length=1215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721549.1         -           1215 3491at5820           -            604   1.8e-09   35.4  24.5   6   6    0.0028       1.1    6.4   0.1    78   140   737   797   727   822 0.81 | transcript=PVPAM_110045400_t1 | gene=PVPAM_110045400 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000011:1681633-1685280(-) | protein_length=1215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722454.1         -            596 3491at5820           -            604   4.6e-09   34.1  20.3   1   3     0.019       7.3    3.7   7.3    81   213    34   169    29   181 0.81 | transcript=PVPAM_120069100_t1 | gene=PVPAM_120069100 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000012:2621010-2623036(-) | protein_length=596 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722454.1         -            596 3491at5820           -            604   4.6e-09   34.1  20.3   2   3   1.2e-11   4.6e-09   34.1  20.3    81   253   216   388   199   404 0.88 | transcript=PVPAM_120069100_t1 | gene=PVPAM_120069100 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000012:2621010-2623036(-) | protein_length=596 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722454.1         -            596 3491at5820           -            604   4.6e-09   34.1  20.3   3   3       1.3   4.8e+02   -2.3   0.3   182   243   501   559   493   577 0.76 | transcript=PVPAM_120069100_t1 | gene=PVPAM_120069100 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000012:2621010-2623036(-) | protein_length=596 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720124.1         -            634 3491at5820           -            604   9.8e-09   33.0   7.0   1   3   2.9e-08   1.1e-05   22.9   0.1   104   195   156   247   130   257 0.91 | transcript=PVPAM_080034600_t1 | gene=PVPAM_080034600 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000008:1339529-1341630(-) | protein_length=634 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720124.1         -            634 3491at5820           -            604   9.8e-09   33.0   7.0   2   3   0.00029      0.11    9.7   0.2   260   298   345   383   312   392 0.67 | transcript=PVPAM_080034600_t1 | gene=PVPAM_080034600 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000008:1339529-1341630(-) | protein_length=634 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720124.1         -            634 3491at5820           -            604   9.8e-09   33.0   7.0   3   3     0.036        14    2.8   0.3   126   198   476   552   448   574 0.78 | transcript=PVPAM_080034600_t1 | gene=PVPAM_080034600 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000008:1339529-1341630(-) | protein_length=634 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723408.1         -            943 3491at5820           -            604   1.5e-08   32.4   7.2   1   1   3.3e-07   0.00013   19.4   2.1    66   181   293   408   271   414 0.74 | transcript=PVPAM_140033000_t1 | gene=PVPAM_140033000 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat and RAP domain-containing protein, putative | transcript_product=heptatricopeptide repeat and RAP domain-containing protein, putative | location=CASCJQ010000014:1205621-1208452(-) | protein_length=943 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719142.1         -            731 3491at5820           -            604   2.6e-08   31.6   6.5   1   3       0.3   1.1e+02   -0.3   0.0   230   265   151   189   118   192 0.75 | transcript=PVPAM_060014900_t1 | gene=PVPAM_060014900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000006:407400-409595(-) | protein_length=731 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719142.1         -            731 3491at5820           -            604   2.6e-08   31.6   6.5   2   3   1.7e-06   0.00065   17.1   0.5   134   220   240   327   231   356 0.82 | transcript=PVPAM_060014900_t1 | gene=PVPAM_060014900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000006:407400-409595(-) | protein_length=731 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719142.1         -            731 3491at5820           -            604   2.6e-08   31.6   6.5   3   3   3.1e-06    0.0012   16.2   0.2    84   212   442   576   432   594 0.77 | transcript=PVPAM_060014900_t1 | gene=PVPAM_060014900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000006:407400-409595(-) | protein_length=731 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719683.1         -            951 3491at5820           -            604   1.7e-07   28.9   7.1   1   3      0.98   3.7e+02   -2.0   0.3   531   583   261   316   241   331 0.59 | transcript=PVPAM_070029700_t1 | gene=PVPAM_070029700 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000007:1077069-1079924(+) | protein_length=951 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719683.1         -            951 3491at5820           -            604   1.7e-07   28.9   7.1   2   3   4.4e-10   1.7e-07   28.9   7.1    56   184   480   608   470   644 0.83 | transcript=PVPAM_070029700_t1 | gene=PVPAM_070029700 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000007:1077069-1079924(+) | protein_length=951 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719683.1         -            951 3491at5820           -            604   1.7e-07   28.9   7.1   3   3      0.36   1.4e+02   -0.5   0.3   314   371   739   796   713   820 0.75 | transcript=PVPAM_070029700_t1 | gene=PVPAM_070029700 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000007:1077069-1079924(+) | protein_length=951 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719285.1         -            512 3491at5820           -            604   4.3e-07   27.5   9.4   1   1   1.4e-09   5.1e-07   27.3   7.8    50   219    59   228    50   273 0.84 | transcript=PVPAM_060029200_t1 | gene=PVPAM_060029200 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein HPR1, putative | transcript_product=heptatricopeptide repeat-containing protein HPR1, putative | location=CASCJQ010000006:992367-993905(+) | protein_length=512 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722056.1         -           1043 3491at5820           -            604   1.2e-05   22.8   3.2   1   3    0.0023      0.86    6.7   0.1   142   216    91   167    78   175 0.82 | transcript=PVPAM_120029400_t1 | gene=PVPAM_120029400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:932186-935317(-) | protein_length=1043 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722056.1         -           1043 3491at5820           -            604   1.2e-05   22.8   3.2   2   3     0.021       7.9    3.6   0.0   186   253   250   316   243   325 0.83 | transcript=PVPAM_120029400_t1 | gene=PVPAM_120029400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:932186-935317(-) | protein_length=1043 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722056.1         -           1043 3491at5820           -            604   1.2e-05   22.8   3.2   3   3    0.0001     0.038   11.2   0.3   143   214   438   509   434   530 0.66 | transcript=PVPAM_120029400_t1 | gene=PVPAM_120029400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:932186-935317(-) | protein_length=1043 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719253.1         -            441 3491at5820           -            604   2.3e-05   21.8   2.6   1   1   8.6e-08   3.3e-05   21.3   2.6    67   226    76   236    60   276 0.92 | transcript=PVPAM_060026000_t1 | gene=PVPAM_060026000 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat and RAP domain-containing protein, putative | transcript_product=heptatricopeptide repeat and RAP domain-containing protein, putative | location=CASCJQ010000006:877027-878352(-) | protein_length=441 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721445.1         -            978 3491at5820           -            604   4.3e-05   20.9   0.2   1   4       4.3   1.6e+03   -4.1   3.4   202   292    83   171    65   193 0.54 | transcript=PVPAM_110035000_t1 | gene=PVPAM_110035000 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000011:1275275-1278374(+) | protein_length=978 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721445.1         -            978 3491at5820           -            604   4.3e-05   20.9   0.2   2   4       8.3   3.2e+03   -5.0   2.1   369   407   236   274   228   292 0.58 | transcript=PVPAM_110035000_t1 | gene=PVPAM_110035000 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000011:1275275-1278374(+) | protein_length=978 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721445.1         -            978 3491at5820           -            604   4.3e-05   20.9   0.2   3   4     0.016       6.2    3.9   1.2   158   251   396   491   379   505 0.83 | transcript=PVPAM_110035000_t1 | gene=PVPAM_110035000 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000011:1275275-1278374(+) | protein_length=978 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721445.1         -            978 3491at5820           -            604   4.3e-05   20.9   0.2   4   4   1.1e-07   4.3e-05   20.9   0.2   139   227   492   578   476   601 0.79 | transcript=PVPAM_110035000_t1 | gene=PVPAM_110035000 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000011:1275275-1278374(+) | protein_length=978 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720704.1         -            735 3491at5820           -            604   0.00012   19.5  19.9   1   4   4.8e-07   0.00018   18.9   0.9   142   216   198   273   188   279 0.86 | transcript=PVPAM_090046900_t1 | gene=PVPAM_090046900 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000009:1895232-1897439(+) | protein_length=735 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720704.1         -            735 3491at5820           -            604   0.00012   19.5  19.9   2   4     0.015       5.8    4.0   1.0   354   394   275   316   271   330 0.73 | transcript=PVPAM_090046900_t1 | gene=PVPAM_090046900 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000009:1895232-1897439(+) | protein_length=735 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720704.1         -            735 3491at5820           -            604   0.00012   19.5  19.9   3   4    0.0012      0.45    7.7   2.3    91   184   465   556   459   599 0.70 | transcript=PVPAM_090046900_t1 | gene=PVPAM_090046900 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000009:1895232-1897439(+) | protein_length=735 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720704.1         -            735 3491at5820           -            604   0.00012   19.5  19.9   4   4       1.1   4.2e+02   -2.1   0.0   182   212   676   706   673   710 0.89 | transcript=PVPAM_090046900_t1 | gene=PVPAM_090046900 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000009:1895232-1897439(+) | protein_length=735 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719201.1         -            446 3491at5820           -            604   0.00043   17.6   4.4   1   2     0.012       4.6    4.3   1.1    47   110    52   115    46   129 0.64 | transcript=PVPAM_060020800_t1 | gene=PVPAM_060020800 | organism=Plasmodium_vivax_PAM | gene_product=RAP protein, putative | transcript_product=RAP protein, putative | location=CASCJQ010000006:683043-685057(-) | protein_length=446 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719201.1         -            446 3491at5820           -            604   0.00043   17.6   4.4   2   2   1.5e-05    0.0057   13.9   0.1   109   209   152   256   129   261 0.82 | transcript=PVPAM_060020800_t1 | gene=PVPAM_060020800 | organism=Plasmodium_vivax_PAM | gene_product=RAP protein, putative | transcript_product=RAP protein, putative | location=CASCJQ010000006:683043-685057(-) | protein_length=446 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720840.1         -            927 3491at5820           -            604   0.00052   17.4  33.8   1   4    0.0042       1.6    5.9   5.9   148   250   149   250    17   277 0.67 | transcript=PVPAM_100010500_t1 | gene=PVPAM_100010500 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000010:264125-267039(+) | protein_length=927 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720840.1         -            927 3491at5820           -            604   0.00052   17.4  33.8   2   4   6.5e-05     0.025   11.8   0.8   125   177   296   348   292   354 0.92 | transcript=PVPAM_100010500_t1 | gene=PVPAM_100010500 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000010:264125-267039(+) | protein_length=927 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720840.1         -            927 3491at5820           -            604   0.00052   17.4  33.8   3   4     6e-06    0.0023   15.2   6.2   353   461   356   464   349   516 0.87 | transcript=PVPAM_100010500_t1 | gene=PVPAM_100010500 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000010:264125-267039(+) | protein_length=927 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720840.1         -            927 3491at5820           -            604   0.00052   17.4  33.8   4   4      0.74   2.8e+02   -1.6   0.4   267   296   889   919   837   926 0.63 | transcript=PVPAM_100010500_t1 | gene=PVPAM_100010500 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000010:264125-267039(+) | protein_length=927 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3491at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3491at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3491at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:37:02 2026
# [ok]
