#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7722804.1         -           7306 40at5820             -           4729         0 6837.3 400.9   1  29   1.6e-22     1e-18   63.5   0.2    33    86   165   218   161   223 0.95 | transcript=PVPAM_130030500_t1 | gene=PVPAM_130030500 | organism=Plasmodium_vivax_PAM | gene_product=dynein-related AAA-type ATPase, putative | transcript_product=dynein-related AAA-type ATPase, putative | location=CASCJQ010000013:1138494-1160414(+) | protein_length=7306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722804.1         -           7306 40at5820             -           4729         0 6837.3 400.9  12  29   6.5e-78   4.2e-74  247.3  25.0  2301  2554  3130  3476  3118  3479 0.78 | transcript=PVPAM_130030500_t1 | gene=PVPAM_130030500 | organism=Plasmodium_vivax_PAM | gene_product=dynein-related AAA-type ATPase, putative | transcript_product=dynein-related AAA-type ATPase, putative | location=CASCJQ010000013:1138494-1160414(+) | protein_length=7306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722804.1         -           7306 40at5820             -           4729         0 6837.3 400.9  13  29   2.9e-16   1.9e-12   42.7   3.8  2556  2647  3523  3659  3510  3672 0.70 | transcript=PVPAM_130030500_t1 | gene=PVPAM_130030500 | organism=Plasmodium_vivax_PAM | gene_product=dynein-related AAA-type ATPase, putative | transcript_product=dynein-related AAA-type ATPase, putative | location=CASCJQ010000013:1138494-1160414(+) | protein_length=7306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722804.1         -           7306 40at5820             -           4729         0 6837.3 400.9  14  29   5.9e-08   0.00038   15.1   0.3  2645  2674  3714  3743  3701  3750 0.88 | transcript=PVPAM_130030500_t1 | gene=PVPAM_130030500 | organism=Plasmodium_vivax_PAM | gene_product=dynein-related AAA-type ATPase, putative | transcript_product=dynein-related AAA-type ATPase, putative | location=CASCJQ010000013:1138494-1160414(+) | protein_length=7306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722804.1         -           7306 40at5820             -           4729         0 6837.3 400.9  15  29   2.2e-06     0.014    9.9   0.2  2671  2703  3781  3818  3778  3824 0.90 | transcript=PVPAM_130030500_t1 | gene=PVPAM_130030500 | organism=Plasmodium_vivax_PAM | gene_product=dynein-related AAA-type ATPase, putative | transcript_product=dynein-related AAA-type ATPase, putative | location=CASCJQ010000013:1138494-1160414(+) | protein_length=7306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722804.1         -           7306 40at5820             -           4729         0 6837.3 400.9  16  29   2.4e-14   1.6e-10   36.3   4.0  2703  2740  3873  3910  3871  3914 0.94 | transcript=PVPAM_130030500_t1 | gene=PVPAM_130030500 | organism=Plasmodium_vivax_PAM | gene_product=dynein-related AAA-type ATPase, putative | transcript_product=dynein-related AAA-type ATPase, putative | location=CASCJQ010000013:1138494-1160414(+) | protein_length=7306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722804.1         -           7306 40at5820             -           4729         0 6837.3 400.9  17  29   2.6e-17   1.7e-13   46.2   0.1  2736  2784  3939  3987  3935  3994 0.93 | transcript=PVPAM_130030500_t1 | gene=PVPAM_130030500 | organism=Plasmodium_vivax_PAM | gene_product=dynein-related AAA-type ATPase, putative | transcript_product=dynein-related AAA-type ATPase, putative | location=CASCJQ010000013:1138494-1160414(+) | protein_length=7306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722804.1         -           7306 40at5820             -           4729         0 6837.3 400.9  18  29   3.5e-14   2.3e-10   35.8   0.1  2785  2822  4017  4054  4010  4062 0.92 | transcript=PVPAM_130030500_t1 | gene=PVPAM_130030500 | organism=Plasmodium_vivax_PAM | gene_product=dynein-related AAA-type ATPase, putative | transcript_product=dynein-related AAA-type ATPase, putative | location=CASCJQ010000013:1138494-1160414(+) | protein_length=7306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722804.1         -           7306 40at5820             -           4729         0 6837.3 400.9  19  29     7e-28   4.5e-24   81.3   1.1  2819  2894  4131  4218  4127  4234 0.89 | transcript=PVPAM_130030500_t1 | gene=PVPAM_130030500 | organism=Plasmodium_vivax_PAM | gene_product=dynein-related AAA-type ATPase, putative | transcript_product=dynein-related AAA-type ATPase, putative | location=CASCJQ010000013:1138494-1160414(+) | protein_length=7306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722804.1         -           7306 40at5820             -           4729         0 6837.3 400.9  20  29   1.5e-14   9.4e-11   37.1   0.0  2892  2974  4246  4355  4238  4360 0.76 | transcript=PVPAM_130030500_t1 | gene=PVPAM_130030500 | organism=Plasmodium_vivax_PAM | gene_product=dynein-related AAA-type ATPase, putative | transcript_product=dynein-related AAA-type ATPase, putative | location=CASCJQ010000013:1138494-1160414(+) | protein_length=7306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722804.1         -           7306 40at5820             -           4729         0 6837.3 400.9  21  29   1.5e-79   9.5e-76  252.8  11.8  2969  3187  4410  4673  4402  4677 0.87 | transcript=PVPAM_130030500_t1 | gene=PVPAM_130030500 | organism=Plasmodium_vivax_PAM | gene_product=dynein-related AAA-type ATPase, putative | transcript_product=dynein-related AAA-type ATPase, putative | location=CASCJQ010000013:1138494-1160414(+) | protein_length=7306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722804.1         -           7306 40at5820             -           4729         0 6837.3 400.9  22  29   1.8e-53   1.2e-49  166.2   4.8  3182  3308  4702  4834  4698  4844 0.93 | transcript=PVPAM_130030500_t1 | gene=PVPAM_130030500 | organism=Plasmodium_vivax_PAM | gene_product=dynein-related AAA-type ATPase, putative | transcript_product=dynein-related AAA-type ATPase, putative | location=CASCJQ010000013:1138494-1160414(+) | protein_length=7306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722804.1         -           7306 40at5820             -           4729         0 6837.3 400.9  23  29  2.8e-107  1.8e-103  344.8  20.2  3309  3569  4883  5178  4879  5182 0.90 | transcript=PVPAM_130030500_t1 | gene=PVPAM_130030500 | organism=Plasmodium_vivax_PAM | gene_product=dynein-related AAA-type ATPase, putative | transcript_product=dynein-related AAA-type ATPase, putative | location=CASCJQ010000013:1138494-1160414(+) | protein_length=7306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722804.1         -           7306 40at5820             -           4729         0 6837.3 400.9  24  29     2e-72   1.3e-68  229.1   7.4  3564  3702  5207  5345  5204  5350 0.97 | transcript=PVPAM_130030500_t1 | gene=PVPAM_130030500 | organism=Plasmodium_vivax_PAM | gene_product=dynein-related AAA-type ATPase, putative | transcript_product=dynein-related AAA-type ATPase, putative | location=CASCJQ010000013:1138494-1160414(+) | protein_length=7306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722804.1         -           7306 40at5820             -           4729         0 6837.3 400.9  25  29  1.7e-128  1.1e-124  415.2  11.1  3702  4050  5432  5848  5425  5851 0.86 | transcript=PVPAM_130030500_t1 | gene=PVPAM_130030500 | organism=Plasmodium_vivax_PAM | gene_product=dynein-related AAA-type ATPase, putative | transcript_product=dynein-related AAA-type ATPase, putative | location=CASCJQ010000013:1138494-1160414(+) | protein_length=7306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722804.1         -           7306 40at5820             -           4729         0 6837.3 400.9  26  29   3.1e-97     2e-93  311.5  24.4  4051  4351  5882  6206  5862  6223 0.72 | transcript=PVPAM_130030500_t1 | gene=PVPAM_130030500 | organism=Plasmodium_vivax_PAM | gene_product=dynein-related AAA-type ATPase, putative | transcript_product=dynein-related AAA-type ATPase, putative | location=CASCJQ010000013:1138494-1160414(+) | protein_length=7306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722804.1         -           7306 40at5820             -           4729         0 6837.3 400.9  27  29   2.2e-11   1.4e-07   26.5  21.5  4236  4366  6229  6365  6189  6379 0.72 | transcript=PVPAM_130030500_t1 | gene=PVPAM_130030500 | organism=Plasmodium_vivax_PAM | gene_product=dynein-related AAA-type ATPase, putative | transcript_product=dynein-related AAA-type ATPase, putative | location=CASCJQ010000013:1138494-1160414(+) | protein_length=7306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722804.1         -           7306 40at5820             -           4729         0 6837.3 400.9  28  29   1.1e-18   7.2e-15   50.7  18.8  4318  4429  6651  6761  6534  6776 0.62 | transcript=PVPAM_130030500_t1 | gene=PVPAM_130030500 | organism=Plasmodium_vivax_PAM | gene_product=dynein-related AAA-type ATPase, putative | transcript_product=dynein-related AAA-type ATPase, putative | location=CASCJQ010000013:1138494-1160414(+) | protein_length=7306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722804.1         -           7306 40at5820             -           4729         0 6837.3 400.9  29  29  9.5e-197  6.1e-193  641.8  21.6  4371  4729  6924  7306  6785  7306 0.76 | transcript=PVPAM_130030500_t1 | gene=PVPAM_130030500 | organism=Plasmodium_vivax_PAM | gene_product=dynein-related AAA-type ATPase, putative | transcript_product=dynein-related AAA-type ATPase, putative | location=CASCJQ010000013:1138494-1160414(+) | protein_length=7306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/40at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/40at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/40at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:40:13 2026
# [ok]
