#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7718763.1         -           8560 24at5820             -           4512         0 7727.1 818.2   1  39   1.5e-49   1.1e-46  156.3   2.1     1    81     1    81     1    88 0.98 | transcript=PVPAM_050015700_t1 | gene=PVPAM_050015700 | organism=Plasmodium_vivax_PAM | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=CASCJQ010000005:489771-515453(+) | protein_length=8560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718763.1         -           8560 24at5820             -           4512         0 7727.1 818.2  12  39     0.043        31   -1.2   0.5  1908  1925  3096  3114  3091  3119 0.89 | transcript=PVPAM_050015700_t1 | gene=PVPAM_050015700 | organism=Plasmodium_vivax_PAM | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=CASCJQ010000005:489771-515453(+) | protein_length=8560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718763.1         -           8560 24at5820             -           4512         0 7727.1 818.2  13  39   7.8e-52   5.6e-49  163.9   8.8  1899  2017  3131  3246  3114  3251 0.83 | transcript=PVPAM_050015700_t1 | gene=PVPAM_050015700 | organism=Plasmodium_vivax_PAM | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=CASCJQ010000005:489771-515453(+) | protein_length=8560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718763.1         -           8560 24at5820             -           4512         0 7727.1 818.2  14  39    0.0063       4.5    1.5   0.2  2008  2032  3275  3299  3269  3309 0.83 | transcript=PVPAM_050015700_t1 | gene=PVPAM_050015700 | organism=Plasmodium_vivax_PAM | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=CASCJQ010000005:489771-515453(+) | protein_length=8560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718763.1         -           8560 24at5820             -           4512         0 7727.1 818.2  15  39   1.3e-48   9.4e-46  153.2   5.6  2030  2129  3403  3509  3390  3524 0.91 | transcript=PVPAM_050015700_t1 | gene=PVPAM_050015700 | organism=Plasmodium_vivax_PAM | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=CASCJQ010000005:489771-515453(+) | protein_length=8560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718763.1         -           8560 24at5820             -           4512         0 7727.1 818.2  16  39   5.6e-45     4e-42  141.1   2.4  2123  2205  3573  3655  3563  3658 0.94 | transcript=PVPAM_050015700_t1 | gene=PVPAM_050015700 | organism=Plasmodium_vivax_PAM | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=CASCJQ010000005:489771-515453(+) | protein_length=8560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718763.1         -           8560 24at5820             -           4512         0 7727.1 818.2  17  39   2.7e-81     2e-78  261.6   3.4  2202  2335  3747  3880  3723  3888 0.91 | transcript=PVPAM_050015700_t1 | gene=PVPAM_050015700 | organism=Plasmodium_vivax_PAM | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=CASCJQ010000005:489771-515453(+) | protein_length=8560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718763.1         -           8560 24at5820             -           4512         0 7727.1 818.2  18  39   1.4e-86   9.8e-84  279.2   9.5  2335  2483  4029  4178  4025  4192 0.96 | transcript=PVPAM_050015700_t1 | gene=PVPAM_050015700 | organism=Plasmodium_vivax_PAM | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=CASCJQ010000005:489771-515453(+) | protein_length=8560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718763.1         -           8560 24at5820             -           4512         0 7727.1 818.2  19  39   2.5e-17   1.8e-14   49.3   0.6  2478  2516  4300  4338  4292  4342 0.94 | transcript=PVPAM_050015700_t1 | gene=PVPAM_050015700 | organism=Plasmodium_vivax_PAM | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=CASCJQ010000005:489771-515453(+) | protein_length=8560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718763.1         -           8560 24at5820             -           4512         0 7727.1 818.2  20  39   4.4e-52   3.2e-49  164.7  13.8  2516  2647  4397  4566  4391  4576 0.82 | transcript=PVPAM_050015700_t1 | gene=PVPAM_050015700 | organism=Plasmodium_vivax_PAM | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=CASCJQ010000005:489771-515453(+) | protein_length=8560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718763.1         -           8560 24at5820             -           4512         0 7727.1 818.2  21  39   1.2e-91     9e-89  296.0  19.0  2646  2821  4694  4872  4686  4878 0.94 | transcript=PVPAM_050015700_t1 | gene=PVPAM_050015700 | organism=Plasmodium_vivax_PAM | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=CASCJQ010000005:489771-515453(+) | protein_length=8560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718763.1         -           8560 24at5820             -           4512         0 7727.1 818.2  22  39         9   6.5e+03  -44.4  57.8  2899  2932  4880  4913  4870  4972 0.49 | transcript=PVPAM_050015700_t1 | gene=PVPAM_050015700 | organism=Plasmodium_vivax_PAM | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=CASCJQ010000005:489771-515453(+) | protein_length=8560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718763.1         -           8560 24at5820             -           4512         0 7727.1 818.2  23  39         9   6.5e+03  -47.7  76.6  2791  2936  4907  5068  4903  5074 0.58 | transcript=PVPAM_050015700_t1 | gene=PVPAM_050015700 | organism=Plasmodium_vivax_PAM | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=CASCJQ010000005:489771-515453(+) | protein_length=8560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718763.1         -           8560 24at5820             -           4512         0 7727.1 818.2  24  39         9   6.5e+03  -26.5  42.3  2898  2931  5075  5110  5066  5113 0.36 | transcript=PVPAM_050015700_t1 | gene=PVPAM_050015700 | organism=Plasmodium_vivax_PAM | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=CASCJQ010000005:489771-515453(+) | protein_length=8560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718763.1         -           8560 24at5820             -           4512         0 7727.1 818.2  25  39   2.3e-48   1.7e-45  152.3  66.6  2787  2932  5104  5252  5102  5253 0.91 | transcript=PVPAM_050015700_t1 | gene=PVPAM_050015700 | organism=Plasmodium_vivax_PAM | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=CASCJQ010000005:489771-515453(+) | protein_length=8560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718763.1         -           8560 24at5820             -           4512         0 7727.1 818.2  26  39   1.5e-43     1e-40  136.4  53.9  2899  3015  5243  5359  5242  5365 0.92 | transcript=PVPAM_050015700_t1 | gene=PVPAM_050015700 | organism=Plasmodium_vivax_PAM | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=CASCJQ010000005:489771-515453(+) | protein_length=8560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718763.1         -           8560 24at5820             -           4512         0 7727.1 818.2  27  39     5e-20   3.6e-17   58.3   0.8  3011  3060  5674  5723  5666  5731 0.88 | transcript=PVPAM_050015700_t1 | gene=PVPAM_050015700 | organism=Plasmodium_vivax_PAM | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=CASCJQ010000005:489771-515453(+) | protein_length=8560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718763.1         -           8560 24at5820             -           4512         0 7727.1 818.2  28  39   1.9e-07   0.00014   16.5   1.2  3059  3104  5819  5864  5798  5892 0.80 | transcript=PVPAM_050015700_t1 | gene=PVPAM_050015700 | organism=Plasmodium_vivax_PAM | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=CASCJQ010000005:489771-515453(+) | protein_length=8560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718763.1         -           8560 24at5820             -           4512         0 7727.1 818.2  29  39   7.4e-05     0.053    7.9   8.1  3109  3140  5930  5961  5894  5972 0.86 | transcript=PVPAM_050015700_t1 | gene=PVPAM_050015700 | organism=Plasmodium_vivax_PAM | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=CASCJQ010000005:489771-515453(+) | protein_length=8560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718763.1         -           8560 24at5820             -           4512         0 7727.1 818.2  30  39   1.2e-33   8.9e-31  103.5   2.8  3120  3206  6033  6123  6010  6131 0.84 | transcript=PVPAM_050015700_t1 | gene=PVPAM_050015700 | organism=Plasmodium_vivax_PAM | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=CASCJQ010000005:489771-515453(+) | protein_length=8560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718763.1         -           8560 24at5820             -           4512         0 7727.1 818.2  31  39   5.7e-51   4.1e-48  161.0   1.2  3203  3303  6266  6370  6251  6380 0.93 | transcript=PVPAM_050015700_t1 | gene=PVPAM_050015700 | organism=Plasmodium_vivax_PAM | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=CASCJQ010000005:489771-515453(+) | protein_length=8560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718763.1         -           8560 24at5820             -           4512         0 7727.1 818.2  32  39   1.2e-56     9e-54  179.8   3.5  3300  3425  6503  6627  6500  6637 0.91 | transcript=PVPAM_050015700_t1 | gene=PVPAM_050015700 | organism=Plasmodium_vivax_PAM | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=CASCJQ010000005:489771-515453(+) | protein_length=8560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718763.1         -           8560 24at5820             -           4512         0 7727.1 818.2  33  39   6.3e-27   4.5e-24   81.2  24.0  3364  3500  6699  6842  6688  6853 0.69 | transcript=PVPAM_050015700_t1 | gene=PVPAM_050015700 | organism=Plasmodium_vivax_PAM | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=CASCJQ010000005:489771-515453(+) | protein_length=8560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718763.1         -           8560 24at5820             -           4512         0 7727.1 818.2  34  39  5.4e-112  3.9e-109  363.5   1.3  3497  3708  6948  7172  6933  7177 0.92 | transcript=PVPAM_050015700_t1 | gene=PVPAM_050015700 | organism=Plasmodium_vivax_PAM | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=CASCJQ010000005:489771-515453(+) | protein_length=8560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718763.1         -           8560 24at5820             -           4512         0 7727.1 818.2  35  39   1.9e-37   1.4e-34  116.1   8.2  3700  3795  7220  7339  7213  7345 0.84 | transcript=PVPAM_050015700_t1 | gene=PVPAM_050015700 | organism=Plasmodium_vivax_PAM | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=CASCJQ010000005:489771-515453(+) | protein_length=8560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718763.1         -           8560 24at5820             -           4512         0 7727.1 818.2  36  39     3e-74   2.1e-71  238.3   7.5  3792  3942  7405  7589  7393  7596 0.85 | transcript=PVPAM_050015700_t1 | gene=PVPAM_050015700 | organism=Plasmodium_vivax_PAM | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=CASCJQ010000005:489771-515453(+) | protein_length=8560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718763.1         -           8560 24at5820             -           4512         0 7727.1 818.2  37  39   9.4e-26   6.7e-23   77.3   2.0  3939  3990  7661  7712  7651  7721 0.88 | transcript=PVPAM_050015700_t1 | gene=PVPAM_050015700 | organism=Plasmodium_vivax_PAM | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=CASCJQ010000005:489771-515453(+) | protein_length=8560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718763.1         -           8560 24at5820             -           4512         0 7727.1 818.2  38  39   1.3e-48   9.6e-46  153.1   3.3  3984  4074  7821  7911  7813  7929 0.92 | transcript=PVPAM_050015700_t1 | gene=PVPAM_050015700 | organism=Plasmodium_vivax_PAM | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=CASCJQ010000005:489771-515453(+) | protein_length=8560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718763.1         -           8560 24at5820             -           4512         0 7727.1 818.2  39  39         0         0 1081.1  13.7  4067  4512  8115  8560  8105  8560 0.99 | transcript=PVPAM_050015700_t1 | gene=PVPAM_050015700 | organism=Plasmodium_vivax_PAM | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=CASCJQ010000005:489771-515453(+) | protein_length=8560 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720477.1         -           1963 24at5820             -           4512     4e-44  147.7  13.9   1   3      0.41   2.9e+02   -4.5   0.6  2535  2608   401   467   375   491 0.77 | transcript=PVPAM_090024200_t1 | gene=PVPAM_090024200 | organism=Plasmodium_vivax_PAM | gene_product=ubiquitin-protein ligase, putative | transcript_product=ubiquitin-protein ligase, putative | location=CASCJQ010000009:875375-881266(+) | protein_length=1963 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720477.1         -           1963 24at5820             -           4512     4e-44  147.7  13.9   2   3   1.7e-09   1.2e-06   23.3   2.4  4159  4301  1367  1516  1316  1530 0.79 | transcript=PVPAM_090024200_t1 | gene=PVPAM_090024200 | organism=Plasmodium_vivax_PAM | gene_product=ubiquitin-protein ligase, putative | transcript_product=ubiquitin-protein ligase, putative | location=CASCJQ010000009:875375-881266(+) | protein_length=1963 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720477.1         -           1963 24at5820             -           4512     4e-44  147.7  13.9   3   3   1.7e-42   1.2e-39  132.9   0.1  4325  4509  1780  1960  1774  1962 0.95 | transcript=PVPAM_090024200_t1 | gene=PVPAM_090024200 | organism=Plasmodium_vivax_PAM | gene_product=ubiquitin-protein ligase, putative | transcript_product=ubiquitin-protein ligase, putative | location=CASCJQ010000009:875375-881266(+) | protein_length=1963 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717667.1         -           3830 24at5820             -           4512   1.2e-24   83.1   6.7   1   6         9   6.5e+03  -25.5  38.8  2897  2933   132   168   122   172 0.57 | transcript=PVPAM_010017700_t1 | gene=PVPAM_010017700 | organism=Plasmodium_vivax_PAM | gene_product=HECT-type E3 ubiquitin ligase UT, putative | transcript_product=HECT-type E3 ubiquitin ligase UT, putative | location=CASCJQ010000001:607785-620736(-) | protein_length=3830 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717667.1         -           3830 24at5820             -           4512   1.2e-24   83.1   6.7   2   6         9   6.5e+03  -26.4  48.1  2899  2935   165   202   162   221 0.60 | transcript=PVPAM_010017700_t1 | gene=PVPAM_010017700 | organism=Plasmodium_vivax_PAM | gene_product=HECT-type E3 ubiquitin ligase UT, putative | transcript_product=HECT-type E3 ubiquitin ligase UT, putative | location=CASCJQ010000001:607785-620736(-) | protein_length=3830 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717667.1         -           3830 24at5820             -           4512   1.2e-24   83.1   6.7   3   6         9   6.5e+03  -11.9   7.9  1740  1794   443   498   398   512 0.61 | transcript=PVPAM_010017700_t1 | gene=PVPAM_010017700 | organism=Plasmodium_vivax_PAM | gene_product=HECT-type E3 ubiquitin ligase UT, putative | transcript_product=HECT-type E3 ubiquitin ligase UT, putative | location=CASCJQ010000001:607785-620736(-) | protein_length=3830 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717667.1         -           3830 24at5820             -           4512   1.2e-24   83.1   6.7   4   6         4   2.9e+03   -7.8  16.9  2877  2952  3067  3141  3047  3159 0.71 | transcript=PVPAM_010017700_t1 | gene=PVPAM_010017700 | organism=Plasmodium_vivax_PAM | gene_product=HECT-type E3 ubiquitin ligase UT, putative | transcript_product=HECT-type E3 ubiquitin ligase UT, putative | location=CASCJQ010000001:607785-620736(-) | protein_length=3830 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717667.1         -           3830 24at5820             -           4512   1.2e-24   83.1   6.7   5   6         9   6.5e+03  -14.9  18.0  2784  2929  3384  3522  3360  3555 0.58 | transcript=PVPAM_010017700_t1 | gene=PVPAM_010017700 | organism=Plasmodium_vivax_PAM | gene_product=HECT-type E3 ubiquitin ligase UT, putative | transcript_product=HECT-type E3 ubiquitin ligase UT, putative | location=CASCJQ010000001:607785-620736(-) | protein_length=3830 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717667.1         -           3830 24at5820             -           4512   1.2e-24   83.1   6.7   6   6   1.7e-27   1.2e-24   83.1   6.7  4243  4509  3556  3827  3549  3829 0.82 | transcript=PVPAM_010017700_t1 | gene=PVPAM_010017700 | organism=Plasmodium_vivax_PAM | gene_product=HECT-type E3 ubiquitin ligase UT, putative | transcript_product=HECT-type E3 ubiquitin ligase UT, putative | location=CASCJQ010000001:607785-620736(-) | protein_length=3830 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720190.1         -            985 24at5820             -           4512    0.0011   13.5  23.6   1   1   2.7e-06    0.0019   12.7  23.6  2897  3008   847   959   838   978 0.81 | transcript=PVPAM_080041200_t1 | gene=PVPAM_080041200 | organism=Plasmodium_vivax_PAM | gene_product=phosphatidylinositol 3- and 4-kinase, putative | transcript_product=phosphatidylinositol 3- and 4-kinase, putative | location=CASCJQ010000008:1609502-1613110(+) | protein_length=985 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718911.1         -            421 24at5820             -           4512     0.074    7.5  19.9   1   1   0.00013     0.096    7.1  19.9  2892  3032   124   276   110   295 0.51 | transcript=PVPAM_050030300_t1 | gene=PVPAM_050030300 | organism=Plasmodium_vivax_PAM | gene_product=Plasmodium exported protein (PHIST), unknown function | transcript_product=Plasmodium exported protein (PHIST), unknown function | location=CASCJQ010000005:1046207-1047662(-) | protein_length=421 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720305.1         -            350 24at5820             -           4512      0.16    6.4   8.8   1   1   0.00034      0.24    5.7   8.8  2896  2928   132   164   104   189 0.63 | transcript=PVPAM_090006900_t1 | gene=PVPAM_090006900 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000009:143764-144939(+) | protein_length=350 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723753.1         -            571 24at5820             -           4512         6    1.1  26.1   1   1    0.0098         7    0.9  26.1  2812  2944   281   398   250   532 0.61 | transcript=PVPAM_140067600_t1 | gene=PVPAM_140067600 | organism=Plasmodium_vivax_PAM | gene_product=tetratricopeptide repeat protein, putative | transcript_product=tetratricopeptide repeat protein, putative | location=CASCJQ010000014:2700696-2702411(+) | protein_length=571 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721043.1         -            143 24at5820             -           4512         6    1.1  11.5   1   1    0.0093       6.7    1.0  11.5  2892  2946    72   126    52   137 0.50 | transcript=PVPAM_100031100_t1 | gene=PVPAM_100031100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000010:1135167-1135857(+) | protein_length=143 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722349.1         -            266 24at5820             -           4512       7.8    0.7  16.0   1   1     0.016        11    0.2  16.0  2896  2971   186   259   163   264 0.64 | transcript=PVPAM_120058500_t1 | gene=PVPAM_120058500 | organism=Plasmodium_vivax_PAM | gene_product=HSP90 co-chaperone p23, putative | transcript_product=HSP90 co-chaperone p23, putative | location=CASCJQ010000012:2161122-2162595(-) | protein_length=266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
