#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7718184.1         -           5235 44at5820             -           3972         0 7356.4 637.0   1  12   3.1e-67   3.3e-64  214.9  16.2     1   138     1   158     1   168 0.93 | transcript=PVPAM_030018400_t1 | gene=PVPAM_030018400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000003:561299-579109(-) | protein_length=5235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719185.1         -           5252 44at5820             -           3972  2.9e-155  517.1 232.9   1  10         6   6.5e+03  -18.4  21.9   526   678   102   256    51   330 0.67 | transcript=PVPAM_060019200_t1 | gene=PVPAM_060019200 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000006:617961-633771(-) | protein_length=5252 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719185.1         -           5252 44at5820             -           3972  2.9e-155  517.1 232.9   2  10         6   6.5e+03  -14.7  16.8  2422  2630   738   949   674   961 0.62 | transcript=PVPAM_060019200_t1 | gene=PVPAM_060019200 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000006:617961-633771(-) | protein_length=5252 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719185.1         -           5252 44at5820             -           3972  2.9e-155  517.1 232.9   3  10         6   6.5e+03  -17.0  24.5   649   844  1340  1531  1283  1537 0.71 | transcript=PVPAM_060019200_t1 | gene=PVPAM_060019200 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000006:617961-633771(-) | protein_length=5252 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719185.1         -           5252 44at5820             -           3972  2.9e-155  517.1 232.9   4  10   2.2e-16   2.4e-13   46.1  22.9   850  1089  1590  1830  1582  1840 0.86 | transcript=PVPAM_060019200_t1 | gene=PVPAM_060019200 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000006:617961-633771(-) | protein_length=5252 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719185.1         -           5252 44at5820             -           3972  2.9e-155  517.1 232.9   5  10   3.7e-66     4e-63  211.3  21.1  1204  1559  1987  2345  1936  2359 0.91 | transcript=PVPAM_060019200_t1 | gene=PVPAM_060019200 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000006:617961-633771(-) | protein_length=5252 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719185.1         -           5252 44at5820             -           3972  2.9e-155  517.1 232.9   6  10   9.2e-19   9.9e-16   54.0  11.4  1616  1859  2429  2670  2424  2682 0.83 | transcript=PVPAM_060019200_t1 | gene=PVPAM_060019200 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000006:617961-633771(-) | protein_length=5252 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719185.1         -           5252 44at5820             -           3972  2.9e-155  517.1 232.9   7  10   3.5e-11   3.8e-08   28.8  20.6  2063  2312  2948  3223  2917  3242 0.72 | transcript=PVPAM_060019200_t1 | gene=PVPAM_060019200 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000006:617961-633771(-) | protein_length=5252 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719185.1         -           5252 44at5820             -           3972  2.9e-155  517.1 232.9   8  10   5.1e-49   5.5e-46  154.4  63.0  2313  3048  3294  4049  3283  4085 0.81 | transcript=PVPAM_060019200_t1 | gene=PVPAM_060019200 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000006:617961-633771(-) | protein_length=5252 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719185.1         -           5252 44at5820             -           3972  2.9e-155  517.1 232.9   9  10   1.5e-10   1.6e-07   26.8   8.9  3084  3241  4236  4396  4210  4401 0.84 | transcript=PVPAM_060019200_t1 | gene=PVPAM_060019200 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000006:617961-633771(-) | protein_length=5252 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719185.1         -           5252 44at5820             -           3972  2.9e-155  517.1 232.9  10  10   9.6e-33     1e-29  100.4  37.0  3393  3967  4597  5245  4459  5249 0.71 | transcript=PVPAM_060019200_t1 | gene=PVPAM_060019200 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000006:617961-633771(-) | protein_length=5252 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718003.1         -           5035 44at5820             -           3972  5.6e-152  506.2 123.9   1   6         6   6.5e+03  -11.1   8.0  1140  1322   637   828   519   861 0.62 | transcript=PVPAM_020023400_t1 | gene=PVPAM_020023400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000002:775972-791289(+) | protein_length=5035 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718003.1         -           5035 44at5820             -           3972  5.6e-152  506.2 123.9   2   6   2.8e-88     3e-85  284.8  22.7   820  1515  1465  2180  1300  2184 0.84 | transcript=PVPAM_020023400_t1 | gene=PVPAM_020023400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000002:775972-791289(+) | protein_length=5035 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718003.1         -           5035 44at5820             -           3972  5.6e-152  506.2 123.9   3   6   1.2e-22   1.3e-19   67.0   0.1  1623  1791  2286  2456  2252  2470 0.84 | transcript=PVPAM_020023400_t1 | gene=PVPAM_020023400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000002:775972-791289(+) | protein_length=5035 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718003.1         -           5035 44at5820             -           3972  5.6e-152  506.2 123.9   4   6   3.5e-43   3.7e-40  135.1  55.3  2270  3355  2983  4144  2967  4167 0.72 | transcript=PVPAM_020023400_t1 | gene=PVPAM_020023400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000002:775972-791289(+) | protein_length=5035 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718003.1         -           5035 44at5820             -           3972  5.6e-152  506.2 123.9   5   6   1.5e-18   1.6e-15   53.3   2.4  3396  3694  4222  4537  4197  4554 0.74 | transcript=PVPAM_020023400_t1 | gene=PVPAM_020023400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000002:775972-791289(+) | protein_length=5035 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718003.1         -           5035 44at5820             -           3972  5.6e-152  506.2 123.9   6   6      0.55     6e+02   -5.0   1.0  3737  3839  4684  4790  4680  4797 0.70 | transcript=PVPAM_020023400_t1 | gene=PVPAM_020023400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000002:775972-791289(+) | protein_length=5035 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719492.1         -           5861 44at5820             -           3972  7.7e-145  482.5 211.4   1  14         6   6.5e+03   -9.5  10.2   911  1030    57   179    18   181 0.74 | transcript=PVPAM_070010600_t1 | gene=PVPAM_070010600 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000007:310753-328338(-) | protein_length=5861 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719492.1         -           5861 44at5820             -           3972  7.7e-145  482.5 211.4   2  14         6   6.5e+03  -21.1  20.1   612   929   294   376   229   425 0.37 | transcript=PVPAM_070010600_t1 | gene=PVPAM_070010600 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000007:310753-328338(-) | protein_length=5861 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719492.1         -           5861 44at5820             -           3972  7.7e-145  482.5 211.4   3  14         6   6.5e+03  -14.0  16.3  2173  2288   705   824   663   831 0.69 | transcript=PVPAM_070010600_t1 | gene=PVPAM_070010600 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000007:310753-328338(-) | protein_length=5861 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719492.1         -           5861 44at5820             -           3972  7.7e-145  482.5 211.4   4  14         6   6.5e+03  -41.5  50.1   638   932  1015  1312   973  1327 0.45 | transcript=PVPAM_070010600_t1 | gene=PVPAM_070010600 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000007:310753-328338(-) | protein_length=5861 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719492.1         -           5861 44at5820             -           3972  7.7e-145  482.5 211.4   5  14       4.8   5.2e+03   -8.1   4.1   772   831  1385  1450  1381  1453 0.80 | transcript=PVPAM_070010600_t1 | gene=PVPAM_070010600 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000007:310753-328338(-) | protein_length=5861 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719492.1         -           5861 44at5820             -           3972  7.7e-145  482.5 211.4   6  14         6   6.5e+03  -14.9  19.8   515   623  1570  1677  1556  1696 0.59 | transcript=PVPAM_070010600_t1 | gene=PVPAM_070010600 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000007:310753-328338(-) | protein_length=5861 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719492.1         -           5861 44at5820             -           3972  7.7e-145  482.5 211.4   7  14         6   6.5e+03  -20.1  41.3   618   843  1734  1960  1684  1972 0.75 | transcript=PVPAM_070010600_t1 | gene=PVPAM_070010600 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000007:310753-328338(-) | protein_length=5861 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719492.1         -           5861 44at5820             -           3972  7.7e-145  482.5 211.4   8  14   2.2e-79   2.4e-76  255.2  51.2   840  1563  2057  2790  2049  2809 0.87 | transcript=PVPAM_070010600_t1 | gene=PVPAM_070010600 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000007:310753-328338(-) | protein_length=5861 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719492.1         -           5861 44at5820             -           3972  7.7e-145  482.5 211.4   9  14   2.1e-22   2.2e-19   66.1  13.5  1605  1861  2796  3049  2786  3073 0.80 | transcript=PVPAM_070010600_t1 | gene=PVPAM_070010600 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000007:310753-328338(-) | protein_length=5861 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719492.1         -           5861 44at5820             -           3972  7.7e-145  482.5 211.4  10  14   0.00073      0.78    4.6   7.1  2015  2190  3327  3512  3311  3611 0.68 | transcript=PVPAM_070010600_t1 | gene=PVPAM_070010600 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000007:310753-328338(-) | protein_length=5861 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719492.1         -           5861 44at5820             -           3972  7.7e-145  482.5 211.4  11  14   4.3e-10   4.6e-07   25.3   6.9  2322  2474  3793  3955  3784  3971 0.86 | transcript=PVPAM_070010600_t1 | gene=PVPAM_070010600 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000007:310753-328338(-) | protein_length=5861 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719492.1         -           5861 44at5820             -           3972  7.7e-145  482.5 211.4  12  14   2.7e-46   2.9e-43  145.4  81.7  2489  3305  4043  4909  3974  4934 0.79 | transcript=PVPAM_070010600_t1 | gene=PVPAM_070010600 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000007:310753-328338(-) | protein_length=5861 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719492.1         -           5861 44at5820             -           3972  7.7e-145  482.5 211.4  13  14     7e-21   7.5e-18   61.1  26.2  3387  3732  5091  5446  5054  5455 0.87 | transcript=PVPAM_070010600_t1 | gene=PVPAM_070010600 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000007:310753-328338(-) | protein_length=5861 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719492.1         -           5861 44at5820             -           3972  7.7e-145  482.5 211.4  14  14   0.00024      0.26    6.2   5.8  3778  3949  5617  5826  5586  5849 0.60 | transcript=PVPAM_070010600_t1 | gene=PVPAM_070010600 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000007:310753-328338(-) | protein_length=5861 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 44at5820             -           3972  1.1e-113  379.1 290.7   1   9   1.9e-17   2.1e-14   49.6  60.0   652  1092  1071  1521  1056  1536 0.80 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 44at5820             -           3972  1.1e-113  379.1 290.7   2   9      0.19     2e+02   -3.4  11.0  1175  1270  1657  1760  1619  1766 0.74 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 44at5820             -           3972  1.1e-113  379.1 290.7   3   9   5.8e-69   6.2e-66  220.6  21.3  1273  1898  1810  2413  1778  2447 0.83 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 44at5820             -           3972  1.1e-113  379.1 290.7   4   9   8.5e-11   9.1e-08   27.6  58.4  2041  2537  2475  3027  2426  3036 0.71 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 44at5820             -           3972  1.1e-113  379.1 290.7   5   9   2.4e-12   2.6e-09   32.7  38.1  2555  2949  3110  3518  3099  3537 0.77 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 44at5820             -           3972  1.1e-113  379.1 290.7   6   9   2.5e-13   2.7e-10   36.0  30.9  2965  3237  3620  3902  3605  3911 0.82 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 44at5820             -           3972  1.1e-113  379.1 290.7   7   9     0.075        80   -2.1   0.3  3391  3433  4410  4452  4397  4468 0.90 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 44at5820             -           3972  1.1e-113  379.1 290.7   8   9   1.5e-15   1.6e-12   43.4   5.6  3482  3669  4549  4739  4536  4750 0.80 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 44at5820             -           3972  1.1e-113  379.1 290.7   9   9   7.3e-08   7.9e-05   17.8   6.5  3737  3901  4994  5188  4987  5197 0.70 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 44at5820             -           3972   1.3e-50  169.8 181.6   1  15         6   6.5e+03  -56.7  63.1   351   808    60   554    54   575 0.52 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 44at5820             -           3972   1.3e-50  169.8 181.6   2  15         6   6.5e+03 -126.3 160.1    99   996   402  1326   304  1344 0.56 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 44at5820             -           3972   1.3e-50  169.8 181.6   3  15   1.3e-05     0.014   10.3  53.3   791  1095  1421  1718  1395  1733 0.81 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 44at5820             -           3972   1.3e-50  169.8 181.6   4  15    0.0018         2    3.2  21.9  1105  1271  1798  1952  1790  1962 0.63 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 44at5820             -           3972   1.3e-50  169.8 181.6   5  15   6.1e-19   6.5e-16   54.6  12.9  1271  1395  2264  2390  2240  2413 0.87 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 44at5820             -           3972   1.3e-50  169.8 181.6   6  15   1.1e-12   1.1e-09   33.9  19.2  1410  1586  2577  2755  2572  2783 0.81 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
