#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7720075.1         -           1400 2733at5820           -            722         0 1064.1 180.8   1  11         2   6.5e+03   -7.5   4.6    29    50    16    37     8    44 0.57 | transcript=PVPAM_080029700_t1 | gene=PVPAM_080029700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000008:1120643-1124845(-) | protein_length=1400 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718814.1         -            519 2733at5820           -            722   2.6e-18   64.3  47.7   1   3   1.3e-12   4.3e-09   33.8   7.5    89   207    45   164    14   171 0.84 | transcript=PVPAM_050020800_t1 | gene=PVPAM_050020800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:683166-685398(-) | protein_length=519 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718814.1         -            519 2733at5820           -            722   2.6e-18   64.3  47.7   2   3   1.5e-15   4.8e-12   43.5  14.7   233   369   169   304   161   312 0.82 | transcript=PVPAM_050020800_t1 | gene=PVPAM_050020800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:683166-685398(-) | protein_length=519 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718814.1         -            519 2733at5820           -            722   2.6e-18   64.3  47.7   3   3     0.048   1.5e+02   -1.1  10.5   539   674   326   468   313   506 0.62 | transcript=PVPAM_050020800_t1 | gene=PVPAM_050020800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:683166-685398(-) | protein_length=519 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2733at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2733at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2733at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:37:38 2026
# [ok]
