#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7720002.1         -           1751 1570at5820           -           1063         0 1814.4 132.1   1   9  9.2e-104  8.5e-101  336.9  23.1     1   197     1   207     1   211 0.95 | transcript=PVPAM_080022400_t1 | gene=PVPAM_080022400 | organism=Plasmodium_vivax_PAM | gene_product=DNA2/NAM7 helicase, putative | transcript_product=DNA2/NAM7 helicase, putative | location=CASCJQ010000008:809465-814720(-) | protein_length=1751 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719950.1         -           1547 1570at5820           -           1063   1.2e-35  121.2   2.2   1   3   3.6e-06    0.0033   13.8   0.0   325   362   821   857   801   862 0.85 | transcript=PVPAM_080017300_t1 | gene=PVPAM_080017300 | organism=Plasmodium_vivax_PAM | gene_product=regulator of nonsense transcripts 1, putative | transcript_product=regulator of nonsense transcripts 1, putative | location=CASCJQ010000008:591895-596538(-) | protein_length=1547 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719950.1         -           1547 1570at5820           -           1063   1.2e-35  121.2   2.2   2   3   2.2e-21     2e-18   64.1   0.0   494   697   861  1074   856  1082 0.76 | transcript=PVPAM_080017300_t1 | gene=PVPAM_080017300 | organism=Plasmodium_vivax_PAM | gene_product=regulator of nonsense transcripts 1, putative | transcript_product=regulator of nonsense transcripts 1, putative | location=CASCJQ010000008:591895-596538(-) | protein_length=1547 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719950.1         -           1547 1570at5820           -           1063   1.2e-35  121.2   2.2   3   3   2.3e-14   2.1e-11   40.9   0.2   815   928  1143  1237  1139  1272 0.78 | transcript=PVPAM_080017300_t1 | gene=PVPAM_080017300 | organism=Plasmodium_vivax_PAM | gene_product=regulator of nonsense transcripts 1, putative | transcript_product=regulator of nonsense transcripts 1, putative | location=CASCJQ010000008:591895-596538(-) | protein_length=1547 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720357.1         -           1064 1570at5820           -           1063     4e-33  112.8  21.6   1   4   5.9e-05     0.055    9.7   0.0   328   366   371   409   364   411 0.91 | transcript=PVPAM_090012200_t1 | gene=PVPAM_090012200 | organism=Plasmodium_vivax_PAM | gene_product=DNA replication ATP-dependent helicase/nuclease DNA2, putative | transcript_product=DNA replication ATP-dependent helicase/nuclease DNA2, putative | location=CASCJQ010000009:403249-406443(-) | protein_length=1064 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720357.1         -           1064 1570at5820           -           1063     4e-33  112.8  21.6   2   4   0.00045      0.41    6.8   0.1   498   523   412   437   407   443 0.88 | transcript=PVPAM_090012200_t1 | gene=PVPAM_090012200 | organism=Plasmodium_vivax_PAM | gene_product=DNA replication ATP-dependent helicase/nuclease DNA2, putative | transcript_product=DNA replication ATP-dependent helicase/nuclease DNA2, putative | location=CASCJQ010000009:403249-406443(-) | protein_length=1064 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720357.1         -           1064 1570at5820           -           1063     4e-33  112.8  21.6   3   4   8.4e-22   7.7e-19   65.5   7.5   564   707   517   661   507   671 0.84 | transcript=PVPAM_090012200_t1 | gene=PVPAM_090012200 | organism=Plasmodium_vivax_PAM | gene_product=DNA replication ATP-dependent helicase/nuclease DNA2, putative | transcript_product=DNA replication ATP-dependent helicase/nuclease DNA2, putative | location=CASCJQ010000009:403249-406443(-) | protein_length=1064 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720357.1         -           1064 1570at5820           -           1063     4e-33  112.8  21.6   4   4   1.2e-12   1.1e-09   35.2   2.9   808   926   931  1033   891  1059 0.77 | transcript=PVPAM_090012200_t1 | gene=PVPAM_090012200 | organism=Plasmodium_vivax_PAM | gene_product=DNA replication ATP-dependent helicase/nuclease DNA2, putative | transcript_product=DNA replication ATP-dependent helicase/nuclease DNA2, putative | location=CASCJQ010000009:403249-406443(-) | protein_length=1064 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717656.1         -           2319 1570at5820           -           1063     8e-27   91.9   8.2   1   5       2.9   2.7e+03   -5.8   7.4   938  1000    68   130    31   147 0.67 | transcript=PVPAM_010016600_t1 | gene=PVPAM_010016600 | organism=Plasmodium_vivax_PAM | gene_product=erythrocyte membrane-associated antigen, putative | transcript_product=erythrocyte membrane-associated antigen, putative | location=CASCJQ010000001:526960-533919(+) | protein_length=2319 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717656.1         -           2319 1570at5820           -           1063     8e-27   91.9   8.2   2   5         7   6.5e+03  -12.2   8.9   384   450   365   427   352   466 0.50 | transcript=PVPAM_010016600_t1 | gene=PVPAM_010016600 | organism=Plasmodium_vivax_PAM | gene_product=erythrocyte membrane-associated antigen, putative | transcript_product=erythrocyte membrane-associated antigen, putative | location=CASCJQ010000001:526960-533919(+) | protein_length=2319 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717656.1         -           2319 1570at5820           -           1063     8e-27   91.9   8.2   3   5   5.3e-05     0.049    9.9   0.0   338   365  1822  1849  1811  1861 0.81 | transcript=PVPAM_010016600_t1 | gene=PVPAM_010016600 | organism=Plasmodium_vivax_PAM | gene_product=erythrocyte membrane-associated antigen, putative | transcript_product=erythrocyte membrane-associated antigen, putative | location=CASCJQ010000001:526960-533919(+) | protein_length=2319 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717656.1         -           2319 1570at5820           -           1063     8e-27   91.9   8.2   4   5     1e-22   9.4e-20   68.5   0.3   539   700  1884  2049  1851  2054 0.73 | transcript=PVPAM_010016600_t1 | gene=PVPAM_010016600 | organism=Plasmodium_vivax_PAM | gene_product=erythrocyte membrane-associated antigen, putative | transcript_product=erythrocyte membrane-associated antigen, putative | location=CASCJQ010000001:526960-533919(+) | protein_length=2319 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717656.1         -           2319 1570at5820           -           1063     8e-27   91.9   8.2   5   5   3.6e-13   3.3e-10   36.9   2.8   799  1012  2106  2290  2051  2313 0.65 | transcript=PVPAM_010016600_t1 | gene=PVPAM_010016600 | organism=Plasmodium_vivax_PAM | gene_product=erythrocyte membrane-associated antigen, putative | transcript_product=erythrocyte membrane-associated antigen, putative | location=CASCJQ010000001:526960-533919(+) | protein_length=2319 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723682.1         -           1872 1570at5820           -           1063   1.2e-11   41.7   9.4   1   5      0.17   1.6e+02   -1.7   0.0   499   519  1298  1318  1284  1323 0.83 | transcript=PVPAM_140060600_t1 | gene=PVPAM_140060600 | organism=Plasmodium_vivax_PAM | gene_product=helicase, putative | transcript_product=helicase, putative | location=CASCJQ010000014:2408650-2414268(+) | protein_length=1872 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723682.1         -           1872 1570at5820           -           1063   1.2e-11   41.7   9.4   2   5   7.4e-05     0.069    9.4   0.5   567   663  1414  1508  1403  1515 0.83 | transcript=PVPAM_140060600_t1 | gene=PVPAM_140060600 | organism=Plasmodium_vivax_PAM | gene_product=helicase, putative | transcript_product=helicase, putative | location=CASCJQ010000014:2408650-2414268(+) | protein_length=1872 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723682.1         -           1872 1570at5820           -           1063   1.2e-11   41.7   9.4   3   5    0.0077       7.1    2.7   0.1   674   702  1631  1659  1626  1677 0.88 | transcript=PVPAM_140060600_t1 | gene=PVPAM_140060600 | organism=Plasmodium_vivax_PAM | gene_product=helicase, putative | transcript_product=helicase, putative | location=CASCJQ010000014:2408650-2414268(+) | protein_length=1872 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723682.1         -           1872 1570at5820           -           1063   1.2e-11   41.7   9.4   4   5   1.6e-07   0.00015   18.2   0.0   815   872  1722  1774  1715  1779 0.85 | transcript=PVPAM_140060600_t1 | gene=PVPAM_140060600 | organism=Plasmodium_vivax_PAM | gene_product=helicase, putative | transcript_product=helicase, putative | location=CASCJQ010000014:2408650-2414268(+) | protein_length=1872 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723682.1         -           1872 1570at5820           -           1063   1.2e-11   41.7   9.4   5   5   6.1e-06    0.0056   13.0   0.0   890   934  1821  1865  1811  1871 0.88 | transcript=PVPAM_140060600_t1 | gene=PVPAM_140060600 | organism=Plasmodium_vivax_PAM | gene_product=helicase, putative | transcript_product=helicase, putative | location=CASCJQ010000014:2408650-2414268(+) | protein_length=1872 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722015.1         -           1256 1570at5820           -           1063   1.8e-09   34.5  27.5   1   5       1.3   1.2e+03   -4.6   1.8   941   983    16    56    14    73 0.66 | transcript=PVPAM_120025400_t1 | gene=PVPAM_120025400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:816239-820206(-) | protein_length=1256 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722015.1         -           1256 1570at5820           -           1063   1.8e-09   34.5  27.5   2   5    0.0068       6.3    2.9   0.0   324   371   638   685   598   698 0.73 | transcript=PVPAM_120025400_t1 | gene=PVPAM_120025400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:816239-820206(-) | protein_length=1256 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722015.1         -           1256 1570at5820           -           1063   1.8e-09   34.5  27.5   3   5   1.1e-08     1e-05   22.0   6.1   601   702   741   840   697   849 0.85 | transcript=PVPAM_120025400_t1 | gene=PVPAM_120025400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:816239-820206(-) | protein_length=1256 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722015.1         -           1256 1570at5820           -           1063   1.8e-09   34.5  27.5   4   5   0.00025      0.23    7.6   0.0   777   835   928   978   879   989 0.86 | transcript=PVPAM_120025400_t1 | gene=PVPAM_120025400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:816239-820206(-) | protein_length=1256 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722015.1         -           1256 1570at5820           -           1063   1.8e-09   34.5  27.5   5   5   1.7e-06    0.0016   14.8   1.8   851   934  1167  1236  1158  1244 0.85 | transcript=PVPAM_120025400_t1 | gene=PVPAM_120025400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:816239-820206(-) | protein_length=1256 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1570at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1570at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1570at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:31:33 2026
# [ok]
