#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7718075.1         -           3697 363at5820            -           2139         0 3278.6 412.0   1  16  4.1e-181  2.7e-177  590.5  77.9     1   351     1   403     1   411 0.90 | transcript=PVPAM_030007100_t1 | gene=PVPAM_030007100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000003:84324-95861(+) | protein_length=3697 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718075.1         -           3697 363at5820            -           2139         0 3278.6 412.0  12  16  5.5e-104  3.6e-100  334.7  21.5  1440  1657  2643  2883  2634  2897 0.91 | transcript=PVPAM_030007100_t1 | gene=PVPAM_030007100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000003:84324-95861(+) | protein_length=3697 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718075.1         -           3697 363at5820            -           2139         0 3278.6 412.0  13  16   7.5e-19   4.9e-15   52.4   0.2  1656  1728  2936  3019  2927  3027 0.77 | transcript=PVPAM_030007100_t1 | gene=PVPAM_030007100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000003:84324-95861(+) | protein_length=3697 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718075.1         -           3697 363at5820            -           2139         0 3278.6 412.0  14  16   4.4e-67   2.8e-63  212.3  22.6  1711  1870  3120  3285  3100  3303 0.84 | transcript=PVPAM_030007100_t1 | gene=PVPAM_030007100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000003:84324-95861(+) | protein_length=3697 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718075.1         -           3697 363at5820            -           2139         0 3278.6 412.0  15  16  5.5e-113  3.6e-109  364.5  43.2  1858  2094  3309  3573  3282  3581 0.87 | transcript=PVPAM_030007100_t1 | gene=PVPAM_030007100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000003:84324-95861(+) | protein_length=3697 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718075.1         -           3697 363at5820            -           2139         0 3278.6 412.0  16  16   1.7e-16   1.1e-12   44.6   0.2  2104  2139  3662  3697  3647  3697 0.94 | transcript=PVPAM_030007100_t1 | gene=PVPAM_030007100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000003:84324-95861(+) | protein_length=3697 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/363at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/363at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/363at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:37:44 2026
# [ok]
