#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7722854.1         -           2353 437at5820            -           1488         0 1829.6  69.1   1  17   2.5e-18   7.9e-15   52.1   0.0    13    94    34   132     9   135 0.82 | transcript=PVPAM_130035600_t1 | gene=PVPAM_130035600 | organism=Plasmodium_vivax_PAM | gene_product=rRNA (adenosine-2'-O-)-methyltransferase, putative | transcript_product=rRNA (adenosine-2'-O-)-methyltransferase, putative | location=CASCJQ010000013:1368692-1375753(-) | protein_length=2353 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722854.1         -           2353 437at5820            -           1488         0 1829.6  69.1  12  17   6.3e-21     2e-17   60.7   0.4   703   756  1316  1382  1309  1385 0.87 | transcript=PVPAM_130035600_t1 | gene=PVPAM_130035600 | organism=Plasmodium_vivax_PAM | gene_product=rRNA (adenosine-2'-O-)-methyltransferase, putative | transcript_product=rRNA (adenosine-2'-O-)-methyltransferase, putative | location=CASCJQ010000013:1368692-1375753(-) | protein_length=2353 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722854.1         -           2353 437at5820            -           1488         0 1829.6  69.1  13  17   2.3e-22   7.5e-19   65.5   0.6   757   802  1423  1468  1421  1471 0.95 | transcript=PVPAM_130035600_t1 | gene=PVPAM_130035600 | organism=Plasmodium_vivax_PAM | gene_product=rRNA (adenosine-2'-O-)-methyltransferase, putative | transcript_product=rRNA (adenosine-2'-O-)-methyltransferase, putative | location=CASCJQ010000013:1368692-1375753(-) | protein_length=2353 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722854.1         -           2353 437at5820            -           1488         0 1829.6  69.1  14  17    3e-147  9.6e-144  479.4   1.9   802  1114  1514  1854  1510  1861 0.91 | transcript=PVPAM_130035600_t1 | gene=PVPAM_130035600 | organism=Plasmodium_vivax_PAM | gene_product=rRNA (adenosine-2'-O-)-methyltransferase, putative | transcript_product=rRNA (adenosine-2'-O-)-methyltransferase, putative | location=CASCJQ010000013:1368692-1375753(-) | protein_length=2353 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722854.1         -           2353 437at5820            -           1488         0 1829.6  69.1  15  17   8.4e-07    0.0027   13.9  10.3  1106  1146  1869  1910  1866  1915 0.89 | transcript=PVPAM_130035600_t1 | gene=PVPAM_130035600 | organism=Plasmodium_vivax_PAM | gene_product=rRNA (adenosine-2'-O-)-methyltransferase, putative | transcript_product=rRNA (adenosine-2'-O-)-methyltransferase, putative | location=CASCJQ010000013:1368692-1375753(-) | protein_length=2353 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722854.1         -           2353 437at5820            -           1488         0 1829.6  69.1  16  17   7.4e-88   2.4e-84  282.5   0.2  1147  1308  1956  2118  1941  2123 0.96 | transcript=PVPAM_130035600_t1 | gene=PVPAM_130035600 | organism=Plasmodium_vivax_PAM | gene_product=rRNA (adenosine-2'-O-)-methyltransferase, putative | transcript_product=rRNA (adenosine-2'-O-)-methyltransferase, putative | location=CASCJQ010000013:1368692-1375753(-) | protein_length=2353 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722854.1         -           2353 437at5820            -           1488         0 1829.6  69.1  17  17  2.5e-111    8e-108  360.3   4.6  1305  1488  2163  2353  2161  2353 0.96 | transcript=PVPAM_130035600_t1 | gene=PVPAM_130035600 | organism=Plasmodium_vivax_PAM | gene_product=rRNA (adenosine-2'-O-)-methyltransferase, putative | transcript_product=rRNA (adenosine-2'-O-)-methyltransferase, putative | location=CASCJQ010000013:1368692-1375753(-) | protein_length=2353 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718207.1         -            689 437at5820            -           1488      0.05    9.7   0.1   1   1   2.1e-05     0.068    9.2   0.1  1373  1429   595   652   588   659 0.92 | transcript=PVPAM_030020700_t1 | gene=PVPAM_030020700 | organism=Plasmodium_vivax_PAM | gene_product=apoptosis-inducing factor, putative | transcript_product=apoptosis-inducing factor, putative | location=CASCJQ010000003:669616-671685(+) | protein_length=689 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/437at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/437at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/437at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:41:16 2026
# [ok]
