#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7718093.1         -            384 9330at5820           -            298  1.2e-143  476.4  25.1   1   2   7.7e-66   5.5e-63  211.5  10.6     1   156     1   192     1   194 0.92 | transcript=PVPAM_030008900_t1 | gene=PVPAM_030008900 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P41 | transcript_product=6-cysteine protein P41 | location=CASCJQ010000003:192953-194107(-) | protein_length=384 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718521.1         -           2760 9330at5820           -            298   1.7e-74  249.3 104.4  10  18   1.8e-09   1.3e-06   26.5   0.1   148   237  1835  1923  1822  1954 0.85 | transcript=PVPAM_040026500_t1 | gene=PVPAM_040026500 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P230, putative | transcript_product=6-cysteine protein P230, putative | location=CASCJQ010000004:896201-904483(-) | protein_length=2760 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718521.1         -           2760 9330at5820           -            298   1.7e-74  249.3 104.4  11  18       3.2   2.3e+03   -3.9   0.1   242   275  1988  2021  1976  2033 0.77 | transcript=PVPAM_040026500_t1 | gene=PVPAM_040026500 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P230, putative | transcript_product=6-cysteine protein P230, putative | location=CASCJQ010000004:896201-904483(-) | protein_length=2760 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718521.1         -           2760 9330at5820           -            298   1.7e-74  249.3 104.4  12  18     1e-05    0.0075   14.1   0.1    19    58  2100  2142  2094  2173 0.73 | transcript=PVPAM_040026500_t1 | gene=PVPAM_040026500 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P230, putative | transcript_product=6-cysteine protein P230, putative | location=CASCJQ010000004:896201-904483(-) | protein_length=2760 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718521.1         -           2760 9330at5820           -            298   1.7e-74  249.3 104.4  13  18      0.71   5.1e+02   -1.8   0.0   218   247  2219  2248  2213  2259 0.86 | transcript=PVPAM_040026500_t1 | gene=PVPAM_040026500 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P230, putative | transcript_product=6-cysteine protein P230, putative | location=CASCJQ010000004:896201-904483(-) | protein_length=2760 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718521.1         -           2760 9330at5820           -            298   1.7e-74  249.3 104.4  14  18      0.33   2.4e+02   -0.7   0.0    98   118  2266  2286  2246  2294 0.83 | transcript=PVPAM_040026500_t1 | gene=PVPAM_040026500 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P230, putative | transcript_product=6-cysteine protein P230, putative | location=CASCJQ010000004:896201-904483(-) | protein_length=2760 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718521.1         -           2760 9330at5820           -            298   1.7e-74  249.3 104.4  15  18   7.8e-10   5.6e-07   27.6   1.5   152   231  2294  2374  2288  2436 0.77 | transcript=PVPAM_040026500_t1 | gene=PVPAM_040026500 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P230, putative | transcript_product=6-cysteine protein P230, putative | location=CASCJQ010000004:896201-904483(-) | protein_length=2760 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718521.1         -           2760 9330at5820           -            298   1.7e-74  249.3 104.4  16  18      0.36   2.6e+02   -0.8   0.7   105   142  2425  2463  2408  2489 0.64 | transcript=PVPAM_040026500_t1 | gene=PVPAM_040026500 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P230, putative | transcript_product=6-cysteine protein P230, putative | location=CASCJQ010000004:896201-904483(-) | protein_length=2760 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718521.1         -           2760 9330at5820           -            298   1.7e-74  249.3 104.4  17  18   0.00013     0.092   10.5   0.1   214   268  2516  2573  2510  2590 0.79 | transcript=PVPAM_040026500_t1 | gene=PVPAM_040026500 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P230, putative | transcript_product=6-cysteine protein P230, putative | location=CASCJQ010000004:896201-904483(-) | protein_length=2760 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718521.1         -           2760 9330at5820           -            298   1.7e-74  249.3 104.4  18  18   4.2e-11     3e-08   31.8   4.0   153   277  2590  2721  2577  2734 0.77 | transcript=PVPAM_040026500_t1 | gene=PVPAM_040026500 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P230, putative | transcript_product=6-cysteine protein P230, putative | location=CASCJQ010000004:896201-904483(-) | protein_length=2760 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718523.1         -           2215 9330at5820           -            298   3.2e-35  120.4  69.6   1  11     0.013       9.1    4.0   0.1   205   232   276   302   219   348 0.88 | transcript=PVPAM_040026700_t1 | gene=PVPAM_040026700 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P230p, putative | transcript_product=6-cysteine protein P230p, putative | location=CASCJQ010000004:906187-912834(-) | protein_length=2215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718523.1         -           2215 9330at5820           -            298   3.2e-35  120.4  69.6   2  11   6.6e-06    0.0047   14.8   3.8   158   277   501   616   486   628 0.75 | transcript=PVPAM_040026700_t1 | gene=PVPAM_040026700 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P230p, putative | transcript_product=6-cysteine protein P230p, putative | location=CASCJQ010000004:906187-912834(-) | protein_length=2215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718523.1         -           2215 9330at5820           -            298   3.2e-35  120.4  69.6   3  11     0.013       9.1    4.0   0.1    20    59   653   696   645   706 0.74 | transcript=PVPAM_040026700_t1 | gene=PVPAM_040026700 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P230p, putative | transcript_product=6-cysteine protein P230p, putative | location=CASCJQ010000004:906187-912834(-) | protein_length=2215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718523.1         -           2215 9330at5820           -            298   3.2e-35  120.4  69.6   4  11   1.1e-06   0.00075   17.4   1.7   150   273   842   967   815   970 0.80 | transcript=PVPAM_040026700_t1 | gene=PVPAM_040026700 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P230p, putative | transcript_product=6-cysteine protein P230p, putative | location=CASCJQ010000004:906187-912834(-) | protein_length=2215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718523.1         -           2215 9330at5820           -            298   3.2e-35  120.4  69.6   5  11     0.053        38    1.9   0.0    16    59  1027  1075  1016  1106 0.68 | transcript=PVPAM_040026700_t1 | gene=PVPAM_040026700 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P230p, putative | transcript_product=6-cysteine protein P230p, putative | location=CASCJQ010000004:906187-912834(-) | protein_length=2215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718523.1         -           2215 9330at5820           -            298   3.2e-35  120.4  69.6   6  11     0.076        55    1.4   0.0   222   273  1136  1190  1130  1195 0.74 | transcript=PVPAM_040026700_t1 | gene=PVPAM_040026700 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P230p, putative | transcript_product=6-cysteine protein P230p, putative | location=CASCJQ010000004:906187-912834(-) | protein_length=2215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718523.1         -           2215 9330at5820           -            298   3.2e-35  120.4  69.6   7  11   6.9e-08     5e-05   21.2   9.9   151   230  1198  1279  1191  1335 0.76 | transcript=PVPAM_040026700_t1 | gene=PVPAM_040026700 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P230p, putative | transcript_product=6-cysteine protein P230p, putative | location=CASCJQ010000004:906187-912834(-) | protein_length=2215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718523.1         -           2215 9330at5820           -            298   3.2e-35  120.4  69.6   8  11       0.3   2.1e+02   -0.5   0.0    20    37  1374  1391  1366  1396 0.81 | transcript=PVPAM_040026700_t1 | gene=PVPAM_040026700 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P230p, putative | transcript_product=6-cysteine protein P230p, putative | location=CASCJQ010000004:906187-912834(-) | protein_length=2215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718523.1         -           2215 9330at5820           -            298   3.2e-35  120.4  69.6   9  11       0.4   2.9e+02   -1.0   0.0    39    59  1460  1480  1427  1484 0.79 | transcript=PVPAM_040026700_t1 | gene=PVPAM_040026700 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P230p, putative | transcript_product=6-cysteine protein P230p, putative | location=CASCJQ010000004:906187-912834(-) | protein_length=2215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718523.1         -           2215 9330at5820           -            298   3.2e-35  120.4  69.6  10  11   8.2e-12   5.9e-09   34.1   4.9   156   288  1576  1735  1564  1739 0.69 | transcript=PVPAM_040026700_t1 | gene=PVPAM_040026700 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P230p, putative | transcript_product=6-cysteine protein P230p, putative | location=CASCJQ010000004:906187-912834(-) | protein_length=2215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718523.1         -           2215 9330at5820           -            298   3.2e-35  120.4  69.6  11  11   2.3e-14   1.6e-11   42.5   6.4   152   286  2046  2183  2035  2187 0.83 | transcript=PVPAM_040026700_t1 | gene=PVPAM_040026700 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P230p, putative | transcript_product=6-cysteine protein P230p, putative | location=CASCJQ010000004:906187-912834(-) | protein_length=2215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721506.1         -            362 9330at5820           -            298   1.4e-20   72.3  12.7   1   3   1.6e-06    0.0012   16.7   0.9   168   236    24    93    18   143 0.79 | transcript=PVPAM_110041100_t1 | gene=PVPAM_110041100 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P12 | transcript_product=6-cysteine protein P12 | location=CASCJQ010000011:1509165-1510253(+) | protein_length=362 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721506.1         -            362 9330at5820           -            298   1.4e-20   72.3  12.7   2   3     0.024        17    3.1   0.1    99   133   141   175   131   178 0.69 | transcript=PVPAM_110041100_t1 | gene=PVPAM_110041100 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P12 | transcript_product=6-cysteine protein P12 | location=CASCJQ010000011:1509165-1510253(+) | protein_length=362 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721506.1         -            362 9330at5820           -            298   1.4e-20   72.3  12.7   3   3   2.3e-19   1.7e-16   58.9   5.0   136   286   159   317   145   327 0.79 | transcript=PVPAM_110041100_t1 | gene=PVPAM_110041100 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P12 | transcript_product=6-cysteine protein P12 | location=CASCJQ010000011:1509165-1510253(+) | protein_length=362 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718086.1         -            353 9330at5820           -            298   2.2e-14   52.0  16.0   1   3    0.0096       6.9    4.4   0.4    35    56    75    96    62   103 0.86 | transcript=PVPAM_030008200_t1 | gene=PVPAM_030008200 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P36, putative | transcript_product=6-cysteine protein P36, putative | location=CASCJQ010000003:158668-159729(-) | protein_length=353 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718086.1         -            353 9330at5820           -            298   2.2e-14   52.0  16.0   2   3      0.01       7.3    4.3   0.3   223   284   121   184   109   195 0.73 | transcript=PVPAM_030008200_t1 | gene=PVPAM_030008200 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P36, putative | transcript_product=6-cysteine protein P36, putative | location=CASCJQ010000003:158668-159729(-) | protein_length=353 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718086.1         -            353 9330at5820           -            298   2.2e-14   52.0  16.0   3   3   1.4e-16   9.9e-14   49.8   4.7   164   277   199   336   183   351 0.78 | transcript=PVPAM_030008200_t1 | gene=PVPAM_030008200 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P36, putative | transcript_product=6-cysteine protein P36, putative | location=CASCJQ010000003:158668-159729(-) | protein_length=353 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718087.1         -            487 9330at5820           -            298   1.8e-11   42.4   7.2   1   1   3.4e-14   2.5e-11   41.9   6.2   155   277   145   285   135   296 0.74 | transcript=PVPAM_030008300_t1 | gene=PVPAM_030008300 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P52, putative | transcript_product=6-cysteine protein P52, putative | location=CASCJQ010000003:161631-163094(-) | protein_length=487 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721056.1         -            355 9330at5820           -            298   5.3e-11   40.9  12.5   1   3   0.00012     0.086   10.6   2.4    63   128    81   147    24   156 0.65 | transcript=PVPAM_100032400_t1 | gene=PVPAM_100032400 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein | transcript_product=6-cysteine protein | location=CASCJQ010000010:1193028-1194095(+) | protein_length=355 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721056.1         -            355 9330at5820           -            298   5.3e-11   40.9  12.5   2   3   1.2e-11   8.8e-09   33.6   1.1   158   230   146   221   137   231 0.79 | transcript=PVPAM_100032400_t1 | gene=PVPAM_100032400 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein | transcript_product=6-cysteine protein | location=CASCJQ010000010:1193028-1194095(+) | protein_length=355 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721056.1         -            355 9330at5820           -            298   5.3e-11   40.9  12.5   3   3      0.17   1.2e+02    0.3   0.0   261   287   274   300   254   323 0.72 | transcript=PVPAM_100032400_t1 | gene=PVPAM_100032400 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein | transcript_product=6-cysteine protein | location=CASCJQ010000010:1193028-1194095(+) | protein_length=355 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718088.1         -            372 9330at5820           -            298   1.3e-08   33.0  12.5   1   2   0.00045      0.32    8.7   2.3   218   290    83   159    20   162 0.74 | transcript=PVPAM_030008400_t1 | gene=PVPAM_030008400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000003:164527-165645(-) | protein_length=372 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718088.1         -            372 9330at5820           -            298   1.3e-08   33.0  12.5   2   2   1.3e-10   9.3e-08   30.2   3.7   163   277   157   289   154   302 0.69 | transcript=PVPAM_030008400_t1 | gene=PVPAM_030008400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000003:164527-165645(-) | protein_length=372 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721505.1         -            431 9330at5820           -            298   1.7e-07   29.3   2.7   1   3   8.2e-07   0.00059   17.7   0.2    35   116    99   191    94   201 0.68 | transcript=PVPAM_110041000_t1 | gene=PVPAM_110041000 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P12p, putative | transcript_product=6-cysteine protein P12p, putative | location=CASCJQ010000011:1506532-1507827(+) | protein_length=431 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721505.1         -            431 9330at5820           -            298   1.7e-07   29.3   2.7   2   3     0.024        17    3.1   0.0   152   177   200   223   193   230 0.78 | transcript=PVPAM_110041000_t1 | gene=PVPAM_110041000 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P12p, putative | transcript_product=6-cysteine protein P12p, putative | location=CASCJQ010000011:1506532-1507827(+) | protein_length=431 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721505.1         -            431 9330at5820           -            298   1.7e-07   29.3   2.7   3   3    0.0015       1.1    7.0   0.1   191   246   305   362   286   394 0.71 | transcript=PVPAM_110041000_t1 | gene=PVPAM_110041000 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P12p, putative | transcript_product=6-cysteine protein P12p, putative | location=CASCJQ010000011:1506532-1507827(+) | protein_length=431 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9330at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/9330at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9330at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:50:42 2026
# [ok]
