#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7723791.1         -           1477 2950at5820           -            863         0 1482.0 110.7   1   6  1.7e-213  1.1e-210  700.5  31.7     5   361    52   435    48   438 0.93 | transcript=PVPAM_140071400_t1 | gene=PVPAM_140071400 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-15, putative | transcript_product=kinesin-15, putative | location=CASCJQ010000014:2819539-2823972(-) | protein_length=1477 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720128.1         -           1388 2950at5820           -            863   1.8e-38  130.7  29.3   1   4   4.1e-14   2.7e-11   40.8   8.5    53   196    27   172     9   180 0.67 | transcript=PVPAM_080035000_t1 | gene=PVPAM_080035000 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-5, putative | transcript_product=kinesin-5, putative | location=CASCJQ010000008:1359800-1364145(+) | protein_length=1388 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720128.1         -           1388 2950at5820           -            863   1.8e-38  130.7  29.3   2   4   1.2e-33   7.6e-31  105.5  12.8   199   442   240   480   237   495 0.79 | transcript=PVPAM_080035000_t1 | gene=PVPAM_080035000 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-5, putative | transcript_product=kinesin-5, putative | location=CASCJQ010000008:1359800-1364145(+) | protein_length=1388 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720128.1         -           1388 2950at5820           -            863   1.8e-38  130.7  29.3   3   4         1   6.7e+02   -3.5   2.8   562   629   497   563   482   656 0.52 | transcript=PVPAM_080035000_t1 | gene=PVPAM_080035000 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-5, putative | transcript_product=kinesin-5, putative | location=CASCJQ010000008:1359800-1364145(+) | protein_length=1388 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720128.1         -           1388 2950at5820           -            863   1.8e-38  130.7  29.3   4   4       1.2   7.8e+02   -3.7   3.4   691   759   830   898   816   940 0.69 | transcript=PVPAM_080035000_t1 | gene=PVPAM_080035000 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-5, putative | transcript_product=kinesin-5, putative | location=CASCJQ010000008:1359800-1364145(+) | protein_length=1388 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723786.1         -           1103 2950at5820           -            863   6.1e-30  102.5  13.1   1   5      0.27   1.8e+02   -1.6   0.1   739   774    30    65    14    77 0.81 | transcript=PVPAM_140070900_t1 | gene=PVPAM_140070900 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-13, putative | transcript_product=kinesin-13, putative | location=CASCJQ010000014:2803723-2807172(+) | protein_length=1103 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723786.1         -           1103 2950at5820           -            863   6.1e-30  102.5  13.1   2   5   2.3e-11   1.5e-08   31.7   1.6    63   147    59   149    37   153 0.75 | transcript=PVPAM_140070900_t1 | gene=PVPAM_140070900 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-13, putative | transcript_product=kinesin-13, putative | location=CASCJQ010000014:2803723-2807172(+) | protein_length=1103 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723786.1         -           1103 2950at5820           -            863   6.1e-30  102.5  13.1   3   5   1.4e-27   9.4e-25   85.3   4.1   180   423   154   381   148   393 0.89 | transcript=PVPAM_140070900_t1 | gene=PVPAM_140070900 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-13, putative | transcript_product=kinesin-13, putative | location=CASCJQ010000014:2803723-2807172(+) | protein_length=1103 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723786.1         -           1103 2950at5820           -            863   6.1e-30  102.5  13.1   4   5       1.4   9.2e+02   -4.0   3.1   675   745   452   522   439   531 0.70 | transcript=PVPAM_140070900_t1 | gene=PVPAM_140070900 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-13, putative | transcript_product=kinesin-13, putative | location=CASCJQ010000014:2803723-2807172(+) | protein_length=1103 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723786.1         -           1103 2950at5820           -            863   6.1e-30  102.5  13.1   5   5        10   6.5e+03   -7.9   7.3   589   655   916   982   904  1076 0.51 | transcript=PVPAM_140070900_t1 | gene=PVPAM_140070900 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-13, putative | transcript_product=kinesin-13, putative | location=CASCJQ010000014:2803723-2807172(+) | protein_length=1103 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718253.1         -           2291 2950at5820           -            863   1.1e-26   91.7  18.0   1   2   1.7e-07   0.00011   18.9   2.5    28   143   234   355   207   368 0.77 | transcript=PVPAM_030025300_t1 | gene=PVPAM_030025300 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-20, putative | transcript_product=kinesin-20, putative | location=CASCJQ010000003:834456-841331(+) | protein_length=2291 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718253.1         -           2291 2950at5820           -            863   1.1e-26   91.7  18.0   2   2   1.6e-25     1e-22   78.6   6.7   202   416   640   846   630   866 0.87 | transcript=PVPAM_030025300_t1 | gene=PVPAM_030025300 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-20, putative | transcript_product=kinesin-20, putative | location=CASCJQ010000003:834456-841331(+) | protein_length=2291 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719998.1         -           3266 2950at5820           -            863     2e-26   90.8  30.6   1   6   3.3e-09   2.1e-06   24.6   5.8    89   150   214   273   128   277 0.71 | transcript=PVPAM_080022000_t1 | gene=PVPAM_080022000 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-4, putative | transcript_product=kinesin-4, putative | location=CASCJQ010000008:791162-801236(-) | protein_length=3266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719998.1         -           3266 2950at5820           -            863     2e-26   90.8  30.6   2   6   8.9e-09   5.8e-06   23.2  10.0   178   289   275   408   271   418 0.77 | transcript=PVPAM_080022000_t1 | gene=PVPAM_080022000 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-4, putative | transcript_product=kinesin-4, putative | location=CASCJQ010000008:791162-801236(-) | protein_length=3266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719998.1         -           3266 2950at5820           -            863     2e-26   90.8  30.6   3   6     2e-24   1.3e-21   74.9   0.5   298   422   498   612   459   638 0.91 | transcript=PVPAM_080022000_t1 | gene=PVPAM_080022000 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-4, putative | transcript_product=kinesin-4, putative | location=CASCJQ010000008:791162-801236(-) | protein_length=3266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719998.1         -           3266 2950at5820           -            863     2e-26   90.8  30.6   4   6       9.7   6.3e+03   -6.7   5.9    11    74  1006  1070   997  1077 0.79 | transcript=PVPAM_080022000_t1 | gene=PVPAM_080022000 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-4, putative | transcript_product=kinesin-4, putative | location=CASCJQ010000008:791162-801236(-) | protein_length=3266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719998.1         -           3266 2950at5820           -            863     2e-26   90.8  30.6   5   6        10   6.5e+03  -19.7  24.2   673   793  1419  1539  1394  1570 0.52 | transcript=PVPAM_080022000_t1 | gene=PVPAM_080022000 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-4, putative | transcript_product=kinesin-4, putative | location=CASCJQ010000008:791162-801236(-) | protein_length=3266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719998.1         -           3266 2950at5820           -            863     2e-26   90.8  30.6   6   6      0.14        90   -0.6   1.0   459   530  1694  1766  1682  1770 0.75 | transcript=PVPAM_080022000_t1 | gene=PVPAM_080022000 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-4, putative | transcript_product=kinesin-4, putative | location=CASCJQ010000008:791162-801236(-) | protein_length=3266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720751.1         -            800 2950at5820           -            863   5.5e-19   66.2  37.1   1   4   3.1e-10     2e-07   28.0   6.2    71   144    30   108     1   118 0.63 | transcript=PVPAM_090051500_t1 | gene=PVPAM_090051500 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-X4, putative | transcript_product=kinesin-X4, putative | location=CASCJQ010000009:2066270-2069818(-) | protein_length=800 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720751.1         -            800 2950at5820           -            863   5.5e-19   66.2  37.1   2   4   8.6e-18   5.6e-15   53.0  22.8   198   438   129   392   110   407 0.72 | transcript=PVPAM_090051500_t1 | gene=PVPAM_090051500 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-X4, putative | transcript_product=kinesin-X4, putative | location=CASCJQ010000009:2066270-2069818(-) | protein_length=800 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720751.1         -            800 2950at5820           -            863   5.5e-19   66.2  37.1   3   4        10   6.5e+03   -9.5  14.6   723   815   412   506   401   535 0.50 | transcript=PVPAM_090051500_t1 | gene=PVPAM_090051500 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-X4, putative | transcript_product=kinesin-X4, putative | location=CASCJQ010000009:2066270-2069818(-) | protein_length=800 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720751.1         -            800 2950at5820           -            863   5.5e-19   66.2  37.1   4   4      0.14        91   -0.6   1.7   570   612   694   735   674   781 0.65 | transcript=PVPAM_090051500_t1 | gene=PVPAM_090051500 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-X4, putative | transcript_product=kinesin-X4, putative | location=CASCJQ010000009:2066270-2069818(-) | protein_length=800 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717758.1         -            794 2950at5820           -            863   5.7e-13   46.3  12.9   1   2   2.1e-11   1.3e-08   31.9   0.5    91   154   109   180    70   197 0.76 | transcript=PVPAM_010027200_t1 | gene=PVPAM_010027200 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-like protein, putative | transcript_product=kinesin-like protein, putative | location=CASCJQ010000001:981936-985140(+) | protein_length=794 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717758.1         -            794 2950at5820           -            863   5.7e-13   46.3  12.9   2   2   2.7e-07   0.00017   18.3   7.4   205   417   189   400   166   417 0.72 | transcript=PVPAM_010027200_t1 | gene=PVPAM_010027200 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-like protein, putative | transcript_product=kinesin-like protein, putative | location=CASCJQ010000001:981936-985140(+) | protein_length=794 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2950at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2950at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2950at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:38:43 2026
# [ok]
