#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7721476.1         -            806 3864at5820           -            585         0 1276.2  25.5   1   2    1e-188  1.6e-186  619.8   9.4     1   277     1   278     1   283 0.98 | transcript=PVPAM_110038100_t1 | gene=PVPAM_110038100 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 5, putative | transcript_product=cdc2-related protein kinase 5, putative | location=CASCJQ010000011:1389536-1391956(-) | protein_length=806 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718902.1         -           1623 3864at5820           -            585   1.8e-29  101.1   0.3   1   2      0.16        24    1.7   0.0    87   118   688   718   654   722 0.86 | transcript=PVPAM_050029400_t1 | gene=PVPAM_050029400 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 3, putative | transcript_product=cdc2-related protein kinase 3, putative | location=CASCJQ010000005:1015568-1020565(+) | protein_length=1623 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718902.1         -           1623 3864at5820           -            585   1.8e-29  101.1   0.3   2   2   2.8e-30   4.3e-28   96.6   0.1   188   397   904  1107   890  1112 0.85 | transcript=PVPAM_050029400_t1 | gene=PVPAM_050029400 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 3, putative | transcript_product=cdc2-related protein kinase 3, putative | location=CASCJQ010000005:1015568-1020565(+) | protein_length=1623 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720179.1         -            494 3864at5820           -            585   6.1e-28   96.1   0.2   1   1     1e-29   1.6e-27   94.8   0.2   181   400   212   409   145   415 0.84 | transcript=PVPAM_080040100_t1 | gene=PVPAM_080040100 | organism=Plasmodium_vivax_PAM | gene_product=glycogen synthase kinase 3, putative | transcript_product=glycogen synthase kinase 3, putative | location=CASCJQ010000008:1564136-1566591(+) | protein_length=494 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722833.1         -            710 3864at5820           -            585     5e-27   93.1   3.8   1   3       0.8   1.2e+02   -0.7   0.1    24    41    24    41    16    52 0.85 | transcript=PVPAM_130033500_t1 | gene=PVPAM_130033500 | organism=Plasmodium_vivax_PAM | gene_product=mitogen-activated protein kinase 1, putative | transcript_product=mitogen-activated protein kinase 1, putative | location=CASCJQ010000013:1298190-1300322(+) | protein_length=710 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722833.1         -            710 3864at5820           -            585     5e-27   93.1   3.8   2   3      0.26        40    0.9   0.1    94   119    63    88    44   107 0.85 | transcript=PVPAM_130033500_t1 | gene=PVPAM_130033500 | organism=Plasmodium_vivax_PAM | gene_product=mitogen-activated protein kinase 1, putative | transcript_product=mitogen-activated protein kinase 1, putative | location=CASCJQ010000013:1298190-1300322(+) | protein_length=710 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722833.1         -            710 3864at5820           -            585     5e-27   93.1   3.8   3   3   1.1e-28   1.7e-26   91.3   0.1   192   397   120   310   103   317 0.85 | transcript=PVPAM_130033500_t1 | gene=PVPAM_130033500 | organism=Plasmodium_vivax_PAM | gene_product=mitogen-activated protein kinase 1, putative | transcript_product=mitogen-activated protein kinase 1, putative | location=CASCJQ010000013:1298190-1300322(+) | protein_length=710 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720044.1         -            325 3864at5820           -            585   1.4e-21   75.1  12.8   1   2       2.5   3.9e+02   -2.3   0.0    26    37    16    27    12    34 0.86 | transcript=PVPAM_080026600_t1 | gene=PVPAM_080026600 | organism=Plasmodium_vivax_PAM | gene_product=MO15-related protein kinase, putative | transcript_product=MO15-related protein kinase, putative | location=CASCJQ010000008:990655-991632(+) | protein_length=325 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720044.1         -            325 3864at5820           -            585   1.4e-21   75.1  12.8   2   2   6.6e-23     1e-20   72.2   9.9   140   396    68   308    36   314 0.73 | transcript=PVPAM_080026600_t1 | gene=PVPAM_080026600 | organism=Plasmodium_vivax_PAM | gene_product=MO15-related protein kinase, putative | transcript_product=MO15-related protein kinase, putative | location=CASCJQ010000008:990655-991632(+) | protein_length=325 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720374.1         -            335 3864at5820           -            585   6.9e-21   72.8   5.7   1   3       1.5   2.3e+02   -1.6   0.0    23    44    46    67    41    79 0.86 | transcript=PVPAM_090013900_t1 | gene=PVPAM_090013900 | organism=Plasmodium_vivax_PAM | gene_product=casein kinase 2, alpha subunit, putative | transcript_product=casein kinase 2, alpha subunit, putative | location=CASCJQ010000009:497458-498465(+) | protein_length=335 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720374.1         -            335 3864at5820           -            585   6.9e-21   72.8   5.7   2   3     0.009       1.4    5.8   0.1    96   131    83   122    77   134 0.80 | transcript=PVPAM_090013900_t1 | gene=PVPAM_090013900 | organism=Plasmodium_vivax_PAM | gene_product=casein kinase 2, alpha subunit, putative | transcript_product=casein kinase 2, alpha subunit, putative | location=CASCJQ010000009:497458-498465(+) | protein_length=335 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720374.1         -            335 3864at5820           -            585   6.9e-21   72.8   5.7   3   3   1.4e-21   2.1e-19   67.9   0.7   190   400   135   332   127   335 0.88 | transcript=PVPAM_090013900_t1 | gene=PVPAM_090013900 | organism=Plasmodium_vivax_PAM | gene_product=casein kinase 2, alpha subunit, putative | transcript_product=casein kinase 2, alpha subunit, putative | location=CASCJQ010000009:497458-498465(+) | protein_length=335 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718813.1         -            807 3864at5820           -            585     1e-20   72.3   3.1   1   2   0.00013      0.02   11.8   0.1   187   224   232   269   215   277 0.83 | transcript=PVPAM_050020700_t1 | gene=PVPAM_050020700 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase 1, putative | transcript_product=protein kinase 1, putative | location=CASCJQ010000005:677818-680438(-) | protein_length=807 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718813.1         -            807 3864at5820           -            585     1e-20   72.3   3.1   2   2   3.6e-19   5.6e-17   59.9   0.5   229   401   578   729   564   740 0.83 | transcript=PVPAM_050020700_t1 | gene=PVPAM_050020700 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase 1, putative | transcript_product=protein kinase 1, putative | location=CASCJQ010000005:677818-680438(-) | protein_length=807 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723327.1         -            341 3864at5820           -            585   1.2e-18   65.5   0.4   1   1   2.8e-20   4.4e-18   63.6   0.4   175   397   120   340   100   341 0.79 | transcript=PVPAM_140024600_t1 | gene=PVPAM_140024600 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000014:854740-857658(-) | protein_length=341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718179.1         -            529 3864at5820           -            585   1.1e-17   62.2   4.1   1   2   8.2e-16   1.3e-13   48.8   0.5   195   318   174   283   166   295 0.89 | transcript=PVPAM_030017900_t1 | gene=PVPAM_030017900 | organism=Plasmodium_vivax_PAM | gene_product=calcium-dependent protein kinase 4, putative | transcript_product=calcium-dependent protein kinase 4, putative | location=CASCJQ010000003:539734-541488(+) | protein_length=529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718179.1         -            529 3864at5820           -            585   1.1e-17   62.2   4.1   2   2   0.00011     0.016   12.1   0.0   363   397   296   330   282   342 0.86 | transcript=PVPAM_030017900_t1 | gene=PVPAM_030017900 | organism=Plasmodium_vivax_PAM | gene_product=calcium-dependent protein kinase 4, putative | transcript_product=calcium-dependent protein kinase 4, putative | location=CASCJQ010000003:539734-541488(+) | protein_length=529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720204.1         -            604 3864at5820           -            585   3.1e-17   60.7   1.3   1   3     0.094        14    2.4   0.1    23    37   163   177   151   191 0.79 | transcript=PVPAM_080042600_t1 | gene=PVPAM_080042600 | organism=Plasmodium_vivax_PAM | gene_product=calcium-dependent protein kinase 3, putative | transcript_product=calcium-dependent protein kinase 3, putative | location=CASCJQ010000008:1669784-1672716(-) | protein_length=604 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720204.1         -            604 3864at5820           -            585   3.1e-17   60.7   1.3   2   3   7.5e-14   1.2e-11   42.3   0.1   137   316   208   367   182   382 0.79 | transcript=PVPAM_080042600_t1 | gene=PVPAM_080042600 | organism=Plasmodium_vivax_PAM | gene_product=calcium-dependent protein kinase 3, putative | transcript_product=calcium-dependent protein kinase 3, putative | location=CASCJQ010000008:1669784-1672716(-) | protein_length=604 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720204.1         -            604 3864at5820           -            585   3.1e-17   60.7   1.3   3   3   0.00017     0.026   11.4   0.0   365   397   384   416   368   434 0.88 | transcript=PVPAM_080042600_t1 | gene=PVPAM_080042600 | organism=Plasmodium_vivax_PAM | gene_product=calcium-dependent protein kinase 3, putative | transcript_product=calcium-dependent protein kinase 3, putative | location=CASCJQ010000008:1669784-1672716(-) | protein_length=604 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718435.1         -            526 3864at5820           -            585   7.6e-17   59.5   7.3   1   2   1.5e-16   2.3e-14   51.3   3.0   141   318   125   281   103   286 0.86 | transcript=PVPAM_040018100_t1 | gene=PVPAM_040018100 | organism=Plasmodium_vivax_PAM | gene_product=calcium-dependent protein kinase 1, putative | transcript_product=calcium-dependent protein kinase 1, putative | location=CASCJQ010000004:566628-569175(-) | protein_length=526 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718435.1         -            526 3864at5820           -            585   7.6e-17   59.5   7.3   2   2    0.0023      0.35    7.7   0.1   366   397   297   328   289   339 0.85 | transcript=PVPAM_040018100_t1 | gene=PVPAM_040018100 | organism=Plasmodium_vivax_PAM | gene_product=calcium-dependent protein kinase 1, putative | transcript_product=calcium-dependent protein kinase 1, putative | location=CASCJQ010000004:566628-569175(-) | protein_length=526 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720131.1         -           1391 3864at5820           -            585   2.1e-16   58.0   3.4   1   2      0.65     1e+02   -0.4   0.1    22    78   800   858   790   868 0.67 | transcript=PVPAM_080035300_t1 | gene=PVPAM_080035300 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 4, putative | transcript_product=cdc2-related protein kinase 4, putative | location=CASCJQ010000008:1385632-1389807(+) | protein_length=1391 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720131.1         -           1391 3864at5820           -            585   2.1e-16   58.0   3.4   2   2   1.4e-18   2.1e-16   58.0   3.4   171   402  1146  1374  1085  1390 0.74 | transcript=PVPAM_080035300_t1 | gene=PVPAM_080035300 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 4, putative | transcript_product=cdc2-related protein kinase 4, putative | location=CASCJQ010000008:1385632-1389807(+) | protein_length=1391 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720423.1         -            580 3864at5820           -            585   3.5e-15   54.0   8.0   1   1     3e-16   4.6e-14   50.3   8.0   112   406   209   527   195   533 0.68 | transcript=PVPAM_090018800_t1 | gene=PVPAM_090018800 | organism=Plasmodium_vivax_PAM | gene_product=mitogen-activated protein kinase 2, putative | transcript_product=mitogen-activated protein kinase 2, putative | location=CASCJQ010000009:677012-678754(-) | protein_length=580 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720212.1         -           1622 3864at5820           -            585   2.4e-13   47.9   2.6   1   1   3.9e-15   5.9e-13   46.6   2.6   120   311  1396  1579  1377  1590 0.84 | transcript=PVPAM_080043400_t1 | gene=PVPAM_080043400 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase ARK2, putative | transcript_product=serine/threonine protein kinase ARK2, putative | location=CASCJQ010000008:1697725-1702833(+) | protein_length=1622 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720875.1         -            288 3864at5820           -            585   2.7e-13   47.8   1.7   1   2     6e-15   9.2e-13   46.0   0.8   155   263    80   183    73   220 0.82 | transcript=PVPAM_100014300_t1 | gene=PVPAM_100014300 | organism=Plasmodium_vivax_PAM | gene_product=NIMA related kinase 2, putative | transcript_product=NIMA related kinase 2, putative | location=CASCJQ010000010:406454-408600(-) | protein_length=288 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720875.1         -            288 3864at5820           -            585   2.7e-13   47.8   1.7   2   2       3.1   4.7e+02   -2.6   0.0   370   395   243   268   241   271 0.81 | transcript=PVPAM_100014300_t1 | gene=PVPAM_100014300 | organism=Plasmodium_vivax_PAM | gene_product=NIMA related kinase 2, putative | transcript_product=NIMA related kinase 2, putative | location=CASCJQ010000010:406454-408600(-) | protein_length=288 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723731.1         -            508 3864at5820           -            585   1.3e-12   45.4   6.4   1   3      0.48        74    0.1   0.8    14    64   108   155   104   172 0.72 | transcript=PVPAM_140065500_t1 | gene=PVPAM_140065500 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase 2, putative | transcript_product=protein kinase 2, putative | location=CASCJQ010000014:2591167-2592693(-) | protein_length=508 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723731.1         -            508 3864at5820           -            585   1.3e-12   45.4   6.4   2   3   3.2e-10     5e-08   30.3   0.8   143   308   164   308   136   325 0.76 | transcript=PVPAM_140065500_t1 | gene=PVPAM_140065500 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase 2, putative | transcript_product=protein kinase 2, putative | location=CASCJQ010000014:2591167-2592693(-) | protein_length=508 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723731.1         -            508 3864at5820           -            585   1.3e-12   45.4   6.4   3   3   9.8e-05     0.015   12.2   0.0   371   397   339   365   331   376 0.87 | transcript=PVPAM_140065500_t1 | gene=PVPAM_140065500 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase 2, putative | transcript_product=protein kinase 2, putative | location=CASCJQ010000014:2591167-2592693(-) | protein_length=508 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722441.1         -           1526 3864at5820           -            585   2.6e-12   44.5   2.5   1   1   4.8e-14   7.3e-12   43.0   2.5   148   264   583   695   515   708 0.75 | transcript=PVPAM_120067800_t1 | gene=PVPAM_120067800 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 2-alpha kinase 1, putative | transcript_product=eukaryotic translation initiation factor 2-alpha kinase 1, putative | location=CASCJQ010000012:2556552-2561283(+) | protein_length=1526 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722343.1         -            861 3864at5820           -            585   6.1e-12   43.3   4.9   1   2   2.7e-13   4.2e-11   40.5   3.4   120   266   516   653   491   663 0.79 | transcript=PVPAM_120057900_t1 | gene=PVPAM_120057900 | organism=Plasmodium_vivax_PAM | gene_product=SNF1-related serine/threonine protein kinase KIN, putative | transcript_product=SNF1-related serine/threonine protein kinase KIN, putative | location=CASCJQ010000012:2138523-2141108(-) | protein_length=861 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722343.1         -            861 3864at5820           -            585   6.1e-12   43.3   4.9   2   2      0.17        26    1.6   0.0   364   400   702   738   671   759 0.83 | transcript=PVPAM_120057900_t1 | gene=PVPAM_120057900 | organism=Plasmodium_vivax_PAM | gene_product=SNF1-related serine/threonine protein kinase KIN, putative | transcript_product=SNF1-related serine/threonine protein kinase KIN, putative | location=CASCJQ010000012:2138523-2141108(-) | protein_length=861 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721976.1         -            563 3864at5820           -            585   6.5e-12   43.2   8.7   1   2   8.5e-12   1.3e-09   35.6   4.7   105   308   139   319   131   332 0.78 | transcript=PVPAM_120021400_t1 | gene=PVPAM_120021400 | organism=Plasmodium_vivax_PAM | gene_product=calcium-dependent protein kinase 5, putative | transcript_product=calcium-dependent protein kinase 5, putative | location=CASCJQ010000012:689468-691159(+) | protein_length=563 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721976.1         -            563 3864at5820           -            585   6.5e-12   43.2   8.7   2   2     0.002      0.31    7.9   0.1   363   404   342   383   317   391 0.85 | transcript=PVPAM_120021400_t1 | gene=PVPAM_120021400 | organism=Plasmodium_vivax_PAM | gene_product=calcium-dependent protein kinase 5, putative | transcript_product=calcium-dependent protein kinase 5, putative | location=CASCJQ010000012:689468-691159(+) | protein_length=563 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723621.1         -            996 3864at5820           -            585   3.9e-11   40.6   0.2   1   1   5.4e-13   8.3e-11   39.5   0.2   153   316    84   253    61   273 0.76 | transcript=PVPAM_140054500_t1 | gene=PVPAM_140054500 | organism=Plasmodium_vivax_PAM | gene_product=NIMA related kinase 1, putative | transcript_product=NIMA related kinase 1, putative | location=CASCJQ010000014:2126362-2129525(+) | protein_length=996 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720511.1         -           1622 3864at5820           -            585   7.2e-11   39.7   4.0   1   2   3.6e-12   5.6e-10   36.8   2.7   141   270  1234  1357  1185  1363 0.72 | transcript=PVPAM_090027600_t1 | gene=PVPAM_090027600 | organism=Plasmodium_vivax_PAM | gene_product=calcium-dependent protein kinase 6, putative | transcript_product=calcium-dependent protein kinase 6, putative | location=CASCJQ010000009:1029730-1035568(+) | protein_length=1622 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720511.1         -           1622 3864at5820           -            585   7.2e-11   39.7   4.0   2   2      0.27        41    0.9   0.0   362   398  1401  1437  1366  1490 0.79 | transcript=PVPAM_090027600_t1 | gene=PVPAM_090027600 | organism=Plasmodium_vivax_PAM | gene_product=calcium-dependent protein kinase 6, putative | transcript_product=calcium-dependent protein kinase 6, putative | location=CASCJQ010000009:1029730-1035568(+) | protein_length=1622 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722386.1         -            377 3864at5820           -            585   1.6e-10   38.6   4.3   1   2   3.4e-12   5.2e-10   36.9   2.7   153   318   112   261    75   275 0.77 | transcript=PVPAM_120062200_t1 | gene=PVPAM_120062200 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000012:2325953-2328570(-) | protein_length=377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722386.1         -            377 3864at5820           -            585   1.6e-10   38.6   4.3   2   2      0.54        83   -0.1   0.0   371   396   284   309   277   317 0.89 | transcript=PVPAM_120062200_t1 | gene=PVPAM_120062200 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000012:2325953-2328570(-) | protein_length=377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720430.1         -            708 3864at5820           -            585     2e-10   38.2   4.6   1   1   2.9e-10   4.4e-08   30.5   4.6   100   364   390   636   382   706 0.70 | transcript=PVPAM_090019500_t1 | gene=PVPAM_090019500 | organism=Plasmodium_vivax_PAM | gene_product=cyclin-dependent-like kinase CLK3, putative | transcript_product=cyclin-dependent-like kinase CLK3, putative | location=CASCJQ010000009:701953-705776(+) | protein_length=708 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718195.1         -            310 3864at5820           -            585   6.9e-10   36.5   1.5   1   1   1.6e-11   2.5e-09   34.7   1.5   162   307    78   205    44   239 0.78 | transcript=PVPAM_030019500_t1 | gene=PVPAM_030019500 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine-protein kinase NEK4, putative | transcript_product=serine/threonine-protein kinase NEK4, putative | location=CASCJQ010000003:634173-636068(+) | protein_length=310 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722456.1         -           1309 3864at5820           -            585   1.2e-09   35.6   4.4   1   3   7.4e-08   1.1e-05   22.6   0.8   158   239   933  1008   909  1021 0.78 | transcript=PVPAM_120069300_t1 | gene=PVPAM_120069300 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000012:2628692-2632621(+) | protein_length=1309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722456.1         -           1309 3864at5820           -            585   1.2e-09   35.6   4.4   2   3     0.011       1.7    5.5   0.0   282   320  1119  1157  1098  1162 0.82 | transcript=PVPAM_120069300_t1 | gene=PVPAM_120069300 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000012:2628692-2632621(+) | protein_length=1309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722456.1         -           1309 3864at5820           -            585   1.2e-09   35.6   4.4   3   3    0.0038      0.59    7.0   0.0   366   397  1270  1301  1258  1309 0.83 | transcript=PVPAM_120069300_t1 | gene=PVPAM_120069300 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000012:2628692-2632621(+) | protein_length=1309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
