#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7723022.1         -           2155 484at5820            -           1555         0 2493.2 125.9   1   4  7.7e-122    5e-119  397.3   8.5     1   223     1   278     1   283 0.96 | transcript=PVPAM_130052800_t1 | gene=PVPAM_130052800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000013:2097931-2105757(-) | protein_length=2155 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718579.1         -            376 484at5820            -           1555       7.9    2.2  21.8   1   1     0.016        11    1.7  21.8   165   406    82   323    74   374 0.49 | transcript=PVPAM_040032300_t1 | gene=PVPAM_040032300 | organism=Plasmodium_vivax_PAM | gene_product=protein MAK16, putative | transcript_product=protein MAK16, putative | location=CASCJQ010000004:1130504-1131876(+) | protein_length=376 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721043.1         -            143 484at5820            -           1555         9    2.0   9.0   1   1     0.016        10    1.8   9.0   310   370    65   118    29   136 0.30 | transcript=PVPAM_100031100_t1 | gene=PVPAM_100031100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000010:1135167-1135857(+) | protein_length=143 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/484at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/484at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/484at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:39:20 2026
# [ok]
