#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7722454.1         -            596 6335at5820           -            474  5.9e-258  854.7  59.2   1   2  5.6e-200    4e-197  654.1  49.2     1   364     1   395     1   413 0.96 | transcript=PVPAM_120069100_t1 | gene=PVPAM_120069100 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000012:2621010-2623036(-) | protein_length=596 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723567.1         -            446 6335at5820           -            474   5.8e-08   30.3   6.6   1   2   8.1e-11   5.8e-08   30.3   6.6    17   146    75   202    57   207 0.87 | transcript=PVPAM_140049100_t1 | gene=PVPAM_140049100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:1900872-1902465(+) | protein_length=446 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723567.1         -            446 6335at5820           -            474   5.8e-08   30.3   6.6   2   2       1.3   9.5e+02   -3.3   0.1   290   310   345   365   332   398 0.64 | transcript=PVPAM_140049100_t1 | gene=PVPAM_140049100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:1900872-1902465(+) | protein_length=446 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719595.1         -            719 6335at5820           -            474   5.1e-05   20.6   3.9   1   3   3.4e-06    0.0024   15.1   0.2   289   358    63   133    32   212 0.79 | transcript=PVPAM_070020900_t1 | gene=PVPAM_070020900 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000007:732429-734588(-) | protein_length=719 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719595.1         -            719 6335at5820           -            474   5.1e-05   20.6   3.9   2   3      0.17   1.2e+02   -0.4   0.0   288   353   418   483   393   488 0.81 | transcript=PVPAM_070020900_t1 | gene=PVPAM_070020900 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000007:732429-734588(-) | protein_length=719 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719595.1         -            719 6335at5820           -            474   5.1e-05   20.6   3.9   3   3    0.0039       2.8    5.0   0.1   287   377   524   616   520   646 0.75 | transcript=PVPAM_070020900_t1 | gene=PVPAM_070020900 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000007:732429-734588(-) | protein_length=719 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723603.1         -           1230 6335at5820           -            474    0.0004   17.7   2.3   1   4      0.16   1.1e+02   -0.3   0.4   299   351   112   164    76   180 0.81 | transcript=PVPAM_140052700_t1 | gene=PVPAM_140052700 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat and RAP domain-containing protein, putative | transcript_product=heptatricopeptide repeat and RAP domain-containing protein, putative | location=CASCJQ010000014:2053095-2056787(+) | protein_length=1230 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723603.1         -           1230 6335at5820           -            474    0.0004   17.7   2.3   2   4     0.091        65    0.5   0.1    99   161   244   306   216   315 0.71 | transcript=PVPAM_140052700_t1 | gene=PVPAM_140052700 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat and RAP domain-containing protein, putative | transcript_product=heptatricopeptide repeat and RAP domain-containing protein, putative | location=CASCJQ010000014:2053095-2056787(+) | protein_length=1230 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723603.1         -           1230 6335at5820           -            474    0.0004   17.7   2.3   3   4   5.5e-07    0.0004   17.7   2.3   231   329   400   497   397   540 0.83 | transcript=PVPAM_140052700_t1 | gene=PVPAM_140052700 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat and RAP domain-containing protein, putative | transcript_product=heptatricopeptide repeat and RAP domain-containing protein, putative | location=CASCJQ010000014:2053095-2056787(+) | protein_length=1230 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723603.1         -           1230 6335at5820           -            474    0.0004   17.7   2.3   4   4   0.00045      0.32    8.1   4.2   144   339   591   777   589   790 0.80 | transcript=PVPAM_140052700_t1 | gene=PVPAM_140052700 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat and RAP domain-containing protein, putative | transcript_product=heptatricopeptide repeat and RAP domain-containing protein, putative | location=CASCJQ010000014:2053095-2056787(+) | protein_length=1230 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721549.1         -           1215 6335at5820           -            474      0.55    7.3  27.3   1   5       2.2   1.6e+03   -4.1   0.0   291   327    89   125    84   133 0.81 | transcript=PVPAM_110045400_t1 | gene=PVPAM_110045400 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000011:1681633-1685280(-) | protein_length=1215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721549.1         -           1215 6335at5820           -            474      0.55    7.3  27.3   2   5    0.0061       4.4    4.4   0.2   195   224   198   227   182   236 0.83 | transcript=PVPAM_110045400_t1 | gene=PVPAM_110045400 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000011:1681633-1685280(-) | protein_length=1215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721549.1         -           1215 6335at5820           -            474      0.55    7.3  27.3   3   5    0.0089       6.4    3.8   5.8    71   319   352   444   338   488 0.53 | transcript=PVPAM_110045400_t1 | gene=PVPAM_110045400 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000011:1681633-1685280(-) | protein_length=1215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721549.1         -           1215 6335at5820           -            474      0.55    7.3  27.3   4   5    0.0071       5.1    4.1   1.4   198   269   559   601   552   657 0.51 | transcript=PVPAM_110045400_t1 | gene=PVPAM_110045400 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000011:1681633-1685280(-) | protein_length=1215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721549.1         -           1215 6335at5820           -            474      0.55    7.3  27.3   5   5   0.00035      0.25    8.5   0.1   299   347   738   786   731   794 0.90 | transcript=PVPAM_110045400_t1 | gene=PVPAM_110045400 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000011:1681633-1685280(-) | protein_length=1215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6335at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/6335at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6335at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:45:59 2026
# [ok]
