#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7723535.1         -           1514 1005at5820           -           1159         0 2226.1 100.3   1   7   4.9e-67   5.2e-64  215.0   7.5     4   115    20   131    17   155 0.90 | transcript=PVPAM_140045900_t1 | gene=PVPAM_140045900 | organism=Plasmodium_vivax_PAM | gene_product=phospholipid-transporting ATPase 2, putative | transcript_product=phospholipid-transporting ATPase 2, putative | location=CASCJQ010000014:1725979-1732037(-) | protein_length=1514 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720113.1         -           1727 1005at5820           -           1159  9.4e-115  383.1  57.3   5   7     3e-34   3.3e-31  106.4   2.4   591   774   966  1153   934  1168 0.82 | transcript=PVPAM_080033500_t1 | gene=PVPAM_080033500 | organism=Plasmodium_vivax_PAM | gene_product=P4-type ATPase ATP7, putative | transcript_product=P4-type ATPase ATP7, putative | location=CASCJQ010000008:1280951-1286134(-) | protein_length=1727 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720113.1         -           1727 1005at5820           -           1159  9.4e-115  383.1  57.3   6   7   4.3e-42   4.6e-39  132.4   1.1   786  1004  1249  1475  1233  1491 0.82 | transcript=PVPAM_080033500_t1 | gene=PVPAM_080033500 | organism=Plasmodium_vivax_PAM | gene_product=P4-type ATPase ATP7, putative | transcript_product=P4-type ATPase ATP7, putative | location=CASCJQ010000008:1280951-1286134(-) | protein_length=1727 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720113.1         -           1727 1005at5820           -           1159  9.4e-115  383.1  57.3   7   7         6   6.5e+03   -8.9  14.0   918  1126  1447  1662  1442  1687 0.60 | transcript=PVPAM_080033500_t1 | gene=PVPAM_080033500 | organism=Plasmodium_vivax_PAM | gene_product=P4-type ATPase ATP7, putative | transcript_product=P4-type ATPase ATP7, putative | location=CASCJQ010000008:1280951-1286134(-) | protein_length=1727 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720671.1         -           3984 1005at5820           -           1159  1.6e-108  362.4  96.5   1   6   1.7e-39   1.8e-36  123.8  22.3    18   400    87   451    69   471 0.79 | transcript=PVPAM_090043600_t1 | gene=PVPAM_090043600 | organism=Plasmodium_vivax_PAM | gene_product=guanylyl cyclase alpha, putative | transcript_product=guanylyl cyclase alpha, putative | location=CASCJQ010000009:1693656-1705610(-) | protein_length=3984 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720671.1         -           3984 1005at5820           -           1159  1.6e-108  362.4  96.5   2   6   1.4e-09   1.5e-06   24.7   0.1   411   461   680   730   648   745 0.79 | transcript=PVPAM_090043600_t1 | gene=PVPAM_090043600 | organism=Plasmodium_vivax_PAM | gene_product=guanylyl cyclase alpha, putative | transcript_product=guanylyl cyclase alpha, putative | location=CASCJQ010000009:1693656-1705610(-) | protein_length=3984 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720671.1         -           3984 1005at5820           -           1159  1.6e-108  362.4  96.5   3   6   1.9e-08     2e-05   21.0   0.1   524   617  1407  1494  1398  1499 0.89 | transcript=PVPAM_090043600_t1 | gene=PVPAM_090043600 | organism=Plasmodium_vivax_PAM | gene_product=guanylyl cyclase alpha, putative | transcript_product=guanylyl cyclase alpha, putative | location=CASCJQ010000009:1693656-1705610(-) | protein_length=3984 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720671.1         -           3984 1005at5820           -           1159  1.6e-108  362.4  96.5   4   6   3.9e-72   4.2e-69  231.9  25.1   632  1139  1643  2153  1637  2168 0.87 | transcript=PVPAM_090043600_t1 | gene=PVPAM_090043600 | organism=Plasmodium_vivax_PAM | gene_product=guanylyl cyclase alpha, putative | transcript_product=guanylyl cyclase alpha, putative | location=CASCJQ010000009:1693656-1705610(-) | protein_length=3984 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720671.1         -           3984 1005at5820           -           1159  1.6e-108  362.4  96.5   5   6         6   6.5e+03   -9.5   6.5    29    77  2673  2720  2620  2729 0.71 | transcript=PVPAM_090043600_t1 | gene=PVPAM_090043600 | organism=Plasmodium_vivax_PAM | gene_product=guanylyl cyclase alpha, putative | transcript_product=guanylyl cyclase alpha, putative | location=CASCJQ010000009:1693656-1705610(-) | protein_length=3984 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720671.1         -           3984 1005at5820           -           1159  1.6e-108  362.4  96.5   6   6         6   6.5e+03  -10.8  11.7   987  1068  3568  3650  3520  3669 0.69 | transcript=PVPAM_090043600_t1 | gene=PVPAM_090043600 | organism=Plasmodium_vivax_PAM | gene_product=guanylyl cyclase alpha, putative | transcript_product=guanylyl cyclase alpha, putative | location=CASCJQ010000009:1693656-1705610(-) | protein_length=3984 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723572.1         -           1680 1005at5820           -           1159   3.1e-64  215.8  94.9   1   5   7.7e-10   8.3e-07   25.6  19.0    17   238    59   268    41   275 0.78 | transcript=PVPAM_140049600_t1 | gene=PVPAM_140049600 | organism=Plasmodium_vivax_PAM | gene_product=phospholipid-transporting ATPase, putative | transcript_product=phospholipid-transporting ATPase, putative | location=CASCJQ010000014:1919483-1925541(+) | protein_length=1680 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723572.1         -           1680 1005at5820           -           1159   3.1e-64  215.8  94.9   2   5     0.033        35    0.3   1.8   161   225   323   387   282   411 0.79 | transcript=PVPAM_140049600_t1 | gene=PVPAM_140049600 | organism=Plasmodium_vivax_PAM | gene_product=phospholipid-transporting ATPase, putative | transcript_product=phospholipid-transporting ATPase, putative | location=CASCJQ010000014:1919483-1925541(+) | protein_length=1680 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723572.1         -           1680 1005at5820           -           1159   3.1e-64  215.8  94.9   3   5    0.0039       4.2    3.4  10.5   247   374   626   736   604   741 0.77 | transcript=PVPAM_140049600_t1 | gene=PVPAM_140049600 | organism=Plasmodium_vivax_PAM | gene_product=phospholipid-transporting ATPase, putative | transcript_product=phospholipid-transporting ATPase, putative | location=CASCJQ010000014:1919483-1925541(+) | protein_length=1680 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723572.1         -           1680 1005at5820           -           1159   3.1e-64  215.8  94.9   4   5   6.8e-09   7.3e-06   22.5   0.2   413   448   740   775   727   783 0.86 | transcript=PVPAM_140049600_t1 | gene=PVPAM_140049600 | organism=Plasmodium_vivax_PAM | gene_product=phospholipid-transporting ATPase, putative | transcript_product=phospholipid-transporting ATPase, putative | location=CASCJQ010000014:1919483-1925541(+) | protein_length=1680 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723572.1         -           1680 1005at5820           -           1159   3.1e-64  215.8  94.9   5   5   3.2e-57   3.4e-54  182.5  36.5   527  1119  1128  1676  1121  1680 0.84 | transcript=PVPAM_140049600_t1 | gene=PVPAM_140049600 | organism=Plasmodium_vivax_PAM | gene_product=phospholipid-transporting ATPase, putative | transcript_product=phospholipid-transporting ATPase, putative | location=CASCJQ010000014:1919483-1925541(+) | protein_length=1680 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717931.1         -           1191 1005at5820           -           1159   2.1e-15   54.1   4.6   1   3   3.7e-05      0.04   10.1   0.1   407   444   332   369   321   374 0.90 | transcript=PVPAM_020016300_t1 | gene=PVPAM_020016300 | organism=Plasmodium_vivax_PAM | gene_product=calcium-transporting ATPase, putative | transcript_product=calcium-transporting ATPase, putative | location=CASCJQ010000002:474480-478546(+) | protein_length=1191 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717931.1         -           1191 1005at5820           -           1159   2.1e-15   54.1   4.6   2   3   1.4e-11   1.5e-08   31.4   0.2   567   737   627   782   620   790 0.85 | transcript=PVPAM_020016300_t1 | gene=PVPAM_020016300 | organism=Plasmodium_vivax_PAM | gene_product=calcium-transporting ATPase, putative | transcript_product=calcium-transporting ATPase, putative | location=CASCJQ010000002:474480-478546(+) | protein_length=1191 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717931.1         -           1191 1005at5820           -           1159   2.1e-15   54.1   4.6   3   3   5.9e-06    0.0064   12.7   0.1   816   921   849   954   842   964 0.80 | transcript=PVPAM_020016300_t1 | gene=PVPAM_020016300 | organism=Plasmodium_vivax_PAM | gene_product=calcium-transporting ATPase, putative | transcript_product=calcium-transporting ATPase, putative | location=CASCJQ010000002:474480-478546(+) | protein_length=1191 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722764.1         -           1355 1005at5820           -           1159   1.1e-08   31.9   1.6   1   3   0.00011      0.12    8.5   0.2   318   464   426   562   417   608 0.66 | transcript=PVPAM_130026500_t1 | gene=PVPAM_130026500 | organism=Plasmodium_vivax_PAM | gene_product=non-SERCA-type Ca2+ -transporting P-ATPase, putative | transcript_product=non-SERCA-type Ca2+ -transporting P-ATPase, putative | location=CASCJQ010000013:979421-983488(-) | protein_length=1355 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722764.1         -           1355 1005at5820           -           1159   1.1e-08   31.9   1.6   2   3   8.5e-05     0.092    8.9   0.0   668   741   806   879   780   922 0.83 | transcript=PVPAM_130026500_t1 | gene=PVPAM_130026500 | organism=Plasmodium_vivax_PAM | gene_product=non-SERCA-type Ca2+ -transporting P-ATPase, putative | transcript_product=non-SERCA-type Ca2+ -transporting P-ATPase, putative | location=CASCJQ010000013:979421-983488(-) | protein_length=1355 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722764.1         -           1355 1005at5820           -           1159   1.1e-08   31.9   1.6   3   3   1.3e-05     0.014   11.6   0.2   816   920   927  1031   920  1051 0.79 | transcript=PVPAM_130026500_t1 | gene=PVPAM_130026500 | organism=Plasmodium_vivax_PAM | gene_product=non-SERCA-type Ca2+ -transporting P-ATPase, putative | transcript_product=non-SERCA-type Ca2+ -transporting P-ATPase, putative | location=CASCJQ010000013:979421-983488(-) | protein_length=1355 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1005at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1005at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1005at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:24:33 2026
# [ok]
