#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7721922.1         -           7261 18at5820             -           4644         0 7630.6 573.3   1  30    1e-164  6.7e-161  535.4  19.6     1   249     1   249     1   285 0.96 | transcript=PVPAM_120015600_t1 | gene=PVPAM_120015600 | organism=Plasmodium_vivax_PAM | gene_product=VPS13 domain-containing protein, putative | transcript_product=VPS13 domain-containing protein, putative | location=CASCJQ010000012:445076-466861(+) | protein_length=7261 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721922.1         -           7261 18at5820             -           4644         0 7630.6 573.3  12  30   8.4e-82   5.4e-78  260.2   8.8  1441  1622  2369  2593  2363  2612 0.88 | transcript=PVPAM_120015600_t1 | gene=PVPAM_120015600 | organism=Plasmodium_vivax_PAM | gene_product=VPS13 domain-containing protein, putative | transcript_product=VPS13 domain-containing protein, putative | location=CASCJQ010000012:445076-466861(+) | protein_length=7261 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721922.1         -           7261 18at5820             -           4644         0 7630.6 573.3  13  30   3.6e-34   2.3e-30  102.1   1.5  1631  1716  2657  2742  2646  2757 0.85 | transcript=PVPAM_120015600_t1 | gene=PVPAM_120015600 | organism=Plasmodium_vivax_PAM | gene_product=VPS13 domain-containing protein, putative | transcript_product=VPS13 domain-containing protein, putative | location=CASCJQ010000012:445076-466861(+) | protein_length=7261 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721922.1         -           7261 18at5820             -           4644         0 7630.6 573.3  14  30   1.8e-19   1.2e-15   53.3   0.0  1694  1748  2805  2859  2798  2868 0.84 | transcript=PVPAM_120015600_t1 | gene=PVPAM_120015600 | organism=Plasmodium_vivax_PAM | gene_product=VPS13 domain-containing protein, putative | transcript_product=VPS13 domain-containing protein, putative | location=CASCJQ010000012:445076-466861(+) | protein_length=7261 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721922.1         -           7261 18at5820             -           4644         0 7630.6 573.3  15  30  4.3e-106  2.8e-102  340.8  10.9  1745  1982  2923  3187  2920  3198 0.85 | transcript=PVPAM_120015600_t1 | gene=PVPAM_120015600 | organism=Plasmodium_vivax_PAM | gene_product=VPS13 domain-containing protein, putative | transcript_product=VPS13 domain-containing protein, putative | location=CASCJQ010000012:445076-466861(+) | protein_length=7261 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721922.1         -           7261 18at5820             -           4644         0 7630.6 573.3  16  30   5.4e-32   3.5e-28   94.9   2.5  1950  2049  3231  3335  3221  3339 0.79 | transcript=PVPAM_120015600_t1 | gene=PVPAM_120015600 | organism=Plasmodium_vivax_PAM | gene_product=VPS13 domain-containing protein, putative | transcript_product=VPS13 domain-containing protein, putative | location=CASCJQ010000012:445076-466861(+) | protein_length=7261 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721922.1         -           7261 18at5820             -           4644         0 7630.6 573.3  17  30   2.2e-09   1.4e-05   19.8   0.1  2062  2098  3526  3562  3516  3571 0.91 | transcript=PVPAM_120015600_t1 | gene=PVPAM_120015600 | organism=Plasmodium_vivax_PAM | gene_product=VPS13 domain-containing protein, putative | transcript_product=VPS13 domain-containing protein, putative | location=CASCJQ010000012:445076-466861(+) | protein_length=7261 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721922.1         -           7261 18at5820             -           4644         0 7630.6 573.3  18  30  8.3e-174  5.3e-170  565.6  36.0  2092  2393  3589  3903  3581  3908 0.95 | transcript=PVPAM_120015600_t1 | gene=PVPAM_120015600 | organism=Plasmodium_vivax_PAM | gene_product=VPS13 domain-containing protein, putative | transcript_product=VPS13 domain-containing protein, putative | location=CASCJQ010000012:445076-466861(+) | protein_length=7261 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721922.1         -           7261 18at5820             -           4644         0 7630.6 573.3  19  30  8.1e-134  5.3e-130  432.8  19.7  2396  2637  3987  4234  3978  4239 0.91 | transcript=PVPAM_120015600_t1 | gene=PVPAM_120015600 | organism=Plasmodium_vivax_PAM | gene_product=VPS13 domain-containing protein, putative | transcript_product=VPS13 domain-containing protein, putative | location=CASCJQ010000012:445076-466861(+) | protein_length=7261 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721922.1         -           7261 18at5820             -           4644         0 7630.6 573.3  20  30  2.5e-177  1.6e-173  577.3  44.2  2624  2994  4266  4691  4253  4709 0.86 | transcript=PVPAM_120015600_t1 | gene=PVPAM_120015600 | organism=Plasmodium_vivax_PAM | gene_product=VPS13 domain-containing protein, putative | transcript_product=VPS13 domain-containing protein, putative | location=CASCJQ010000012:445076-466861(+) | protein_length=7261 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721922.1         -           7261 18at5820             -           4644         0 7630.6 573.3  21  30   2.3e-54   1.5e-50  169.1  11.7  2989  3133  4792  4948  4772  4953 0.81 | transcript=PVPAM_120015600_t1 | gene=PVPAM_120015600 | organism=Plasmodium_vivax_PAM | gene_product=VPS13 domain-containing protein, putative | transcript_product=VPS13 domain-containing protein, putative | location=CASCJQ010000012:445076-466861(+) | protein_length=7261 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721922.1         -           7261 18at5820             -           4644         0 7630.6 573.3  22  30   6.9e-85   4.4e-81  270.4   9.1  3130  3273  5055  5198  5049  5209 0.96 | transcript=PVPAM_120015600_t1 | gene=PVPAM_120015600 | organism=Plasmodium_vivax_PAM | gene_product=VPS13 domain-containing protein, putative | transcript_product=VPS13 domain-containing protein, putative | location=CASCJQ010000012:445076-466861(+) | protein_length=7261 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721922.1         -           7261 18at5820             -           4644         0 7630.6 573.3  23  30   2.3e-99   1.5e-95  318.5   7.1  3268  3424  5253  5411  5240  5417 0.94 | transcript=PVPAM_120015600_t1 | gene=PVPAM_120015600 | organism=Plasmodium_vivax_PAM | gene_product=VPS13 domain-containing protein, putative | transcript_product=VPS13 domain-containing protein, putative | location=CASCJQ010000012:445076-466861(+) | protein_length=7261 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721922.1         -           7261 18at5820             -           4644         0 7630.6 573.3  24  30  2.7e-106  1.8e-102  341.5  16.0  3403  3624  5454  5685  5449  5693 0.85 | transcript=PVPAM_120015600_t1 | gene=PVPAM_120015600 | organism=Plasmodium_vivax_PAM | gene_product=VPS13 domain-containing protein, putative | transcript_product=VPS13 domain-containing protein, putative | location=CASCJQ010000012:445076-466861(+) | protein_length=7261 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721922.1         -           7261 18at5820             -           4644         0 7630.6 573.3  25  30   2.9e-64   1.9e-60  202.0  15.2  3620  3766  5728  5874  5724  5889 0.91 | transcript=PVPAM_120015600_t1 | gene=PVPAM_120015600 | organism=Plasmodium_vivax_PAM | gene_product=VPS13 domain-containing protein, putative | transcript_product=VPS13 domain-containing protein, putative | location=CASCJQ010000012:445076-466861(+) | protein_length=7261 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721922.1         -           7261 18at5820             -           4644         0 7630.6 573.3  26  30   5.7e-68   3.7e-64  214.3   6.1  3750  3877  5926  6058  5914  6070 0.89 | transcript=PVPAM_120015600_t1 | gene=PVPAM_120015600 | organism=Plasmodium_vivax_PAM | gene_product=VPS13 domain-containing protein, putative | transcript_product=VPS13 domain-containing protein, putative | location=CASCJQ010000012:445076-466861(+) | protein_length=7261 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721922.1         -           7261 18at5820             -           4644         0 7630.6 573.3  27  30   1.5e-89   9.8e-86  285.9  12.9  3868  4041  6110  6283  6092  6307 0.91 | transcript=PVPAM_120015600_t1 | gene=PVPAM_120015600 | organism=Plasmodium_vivax_PAM | gene_product=VPS13 domain-containing protein, putative | transcript_product=VPS13 domain-containing protein, putative | location=CASCJQ010000012:445076-466861(+) | protein_length=7261 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721922.1         -           7261 18at5820             -           4644         0 7630.6 573.3  28  30   8.8e-06     0.057    7.8   0.0  4035  4061  6328  6354  6322  6360 0.91 | transcript=PVPAM_120015600_t1 | gene=PVPAM_120015600 | organism=Plasmodium_vivax_PAM | gene_product=VPS13 domain-containing protein, putative | transcript_product=VPS13 domain-containing protein, putative | location=CASCJQ010000012:445076-466861(+) | protein_length=7261 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721922.1         -           7261 18at5820             -           4644         0 7630.6 573.3  29  30         0         0 1061.3  50.8  4058  4599  6468  7036  6456  7042 0.95 | transcript=PVPAM_120015600_t1 | gene=PVPAM_120015600 | organism=Plasmodium_vivax_PAM | gene_product=VPS13 domain-containing protein, putative | transcript_product=VPS13 domain-containing protein, putative | location=CASCJQ010000012:445076-466861(+) | protein_length=7261 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721922.1         -           7261 18at5820             -           4644         0 7630.6 573.3  30  30   7.3e-24   4.7e-20   67.9   6.6  4590  4644  7207  7261  7176  7261 0.87 | transcript=PVPAM_120015600_t1 | gene=PVPAM_120015600 | organism=Plasmodium_vivax_PAM | gene_product=VPS13 domain-containing protein, putative | transcript_product=VPS13 domain-containing protein, putative | location=CASCJQ010000012:445076-466861(+) | protein_length=7261 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/18at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/18at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/18at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:33:16 2026
# [ok]
