#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7720678.1         -           2819 470at5820            -           1231         0 1748.3 220.8   1  14   9.5e-23   6.8e-20   69.2   4.4     1    78     1    79     1    99 0.78 | transcript=PVPAM_090044300_t1 | gene=PVPAM_090044300 | organism=Plasmodium_vivax_PAM | gene_product=AP2 domain transcription factor AP2-G5, putative | transcript_product=AP2 domain transcription factor AP2-G5, putative | location=CASCJQ010000009:1754277-1763083(-) | protein_length=2819 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720968.1         -           2407 470at5820            -           1231     3e-12   43.8   3.1   3   3   7.8e-09   5.6e-06   23.1   0.5   103   154  1905  1957  1895  1968 0.88 | transcript=PVPAM_100023600_t1 | gene=PVPAM_100023600 | organism=Plasmodium_vivax_PAM | gene_product=AP2 domain transcription factor AP2-O2, putative | transcript_product=AP2 domain transcription factor AP2-O2, putative | location=CASCJQ010000010:817847-825070(+) | protein_length=2407 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721494.1         -           3994 470at5820            -           1231   7.1e-12   42.6  12.0   1   3   2.7e-10   1.9e-07   27.9   1.0    80   155  2772  2848  2761  2871 0.82 | transcript=PVPAM_110039900_t1 | gene=PVPAM_110039900 | organism=Plasmodium_vivax_PAM | gene_product=AP2 domain transcription factor, putative | transcript_product=AP2 domain transcription factor, putative | location=CASCJQ010000011:1455500-1467484(-) | protein_length=3994 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721494.1         -           3994 470at5820            -           1231   7.1e-12   42.6  12.0   2   3   2.8e-07    0.0002   17.9   2.3    87   155  3345  3411  3322  3434 0.80 | transcript=PVPAM_110039900_t1 | gene=PVPAM_110039900 | organism=Plasmodium_vivax_PAM | gene_product=AP2 domain transcription factor, putative | transcript_product=AP2 domain transcription factor, putative | location=CASCJQ010000011:1455500-1467484(-) | protein_length=3994 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721494.1         -           3994 470at5820            -           1231   7.1e-12   42.6  12.0   3   3     0.047        34    0.6   0.0   744   789  3922  3967  3876  3977 0.84 | transcript=PVPAM_110039900_t1 | gene=PVPAM_110039900 | organism=Plasmodium_vivax_PAM | gene_product=AP2 domain transcription factor, putative | transcript_product=AP2 domain transcription factor, putative | location=CASCJQ010000011:1455500-1467484(-) | protein_length=3994 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723561.1         -           2887 470at5820            -           1231   1.6e-10   38.2   0.4   1   4         9   6.5e+03  -11.3  17.4   267   377   363   470   339   483 0.67 | transcript=PVPAM_140048500_t1 | gene=PVPAM_140048500 | organism=Plasmodium_vivax_PAM | gene_product=AP2 domain transcription factor, putative | transcript_product=AP2 domain transcription factor, putative | location=CASCJQ010000014:1848533-1857196(+) | protein_length=2887 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723561.1         -           2887 470at5820            -           1231   1.6e-10   38.2   0.4   2   4   2.2e-13   1.6e-10   38.2   0.4    85   151  1897  1962  1843  1972 0.75 | transcript=PVPAM_140048500_t1 | gene=PVPAM_140048500 | organism=Plasmodium_vivax_PAM | gene_product=AP2 domain transcription factor, putative | transcript_product=AP2 domain transcription factor, putative | location=CASCJQ010000014:1848533-1857196(+) | protein_length=2887 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723561.1         -           2887 470at5820            -           1231   1.6e-10   38.2   0.4   3   4       3.2   2.3e+03   -5.4   8.0   913   973  2270  2334  2245  2357 0.48 | transcript=PVPAM_140048500_t1 | gene=PVPAM_140048500 | organism=Plasmodium_vivax_PAM | gene_product=AP2 domain transcription factor, putative | transcript_product=AP2 domain transcription factor, putative | location=CASCJQ010000014:1848533-1857196(+) | protein_length=2887 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723561.1         -           2887 470at5820            -           1231   1.6e-10   38.2   0.4   4   4       1.1   7.6e+02   -3.9   0.8  1174  1214  2834  2879  2830  2882 0.72 | transcript=PVPAM_140048500_t1 | gene=PVPAM_140048500 | organism=Plasmodium_vivax_PAM | gene_product=AP2 domain transcription factor, putative | transcript_product=AP2 domain transcription factor, putative | location=CASCJQ010000014:1848533-1857196(+) | protein_length=2887 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718007.1         -           1311 470at5820            -           1231   1.7e-10   38.1  13.6   1   6      0.14     1e+02   -1.0   0.1   127   148   247   268   241   291 0.75 | transcript=PVPAM_020023800_t1 | gene=PVPAM_020023800 | organism=Plasmodium_vivax_PAM | gene_product=AP2 domain transcription factor AP2-L, putative | transcript_product=AP2 domain transcription factor AP2-L, putative | location=CASCJQ010000002:808048-811983(+) | protein_length=1311 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718007.1         -           1311 470at5820            -           1231   1.7e-10   38.1  13.6   2   6         9   6.5e+03  -43.5  59.5   844   974   617   743   600   765 0.37 | transcript=PVPAM_020023800_t1 | gene=PVPAM_020023800 | organism=Plasmodium_vivax_PAM | gene_product=AP2 domain transcription factor AP2-L, putative | transcript_product=AP2 domain transcription factor AP2-L, putative | location=CASCJQ010000002:808048-811983(+) | protein_length=1311 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718007.1         -           1311 470at5820            -           1231   1.7e-10   38.1  13.6   3   6         9   6.5e+03  -19.7  26.9   818   956   768   910   749   934 0.69 | transcript=PVPAM_020023800_t1 | gene=PVPAM_020023800 | organism=Plasmodium_vivax_PAM | gene_product=AP2 domain transcription factor AP2-L, putative | transcript_product=AP2 domain transcription factor AP2-L, putative | location=CASCJQ010000002:808048-811983(+) | protein_length=1311 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718007.1         -           1311 470at5820            -           1231   1.7e-10   38.1  13.6   4   6     1e-12   7.5e-10   35.9  10.1    49   153   935  1037   899  1049 0.78 | transcript=PVPAM_020023800_t1 | gene=PVPAM_020023800 | organism=Plasmodium_vivax_PAM | gene_product=AP2 domain transcription factor AP2-L, putative | transcript_product=AP2 domain transcription factor AP2-L, putative | location=CASCJQ010000002:808048-811983(+) | protein_length=1311 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718007.1         -           1311 470at5820            -           1231   1.7e-10   38.1  13.6   5   6   7.9e-06    0.0057   13.1   0.1    90   158  1057  1120  1046  1147 0.88 | transcript=PVPAM_020023800_t1 | gene=PVPAM_020023800 | organism=Plasmodium_vivax_PAM | gene_product=AP2 domain transcription factor AP2-L, putative | transcript_product=AP2 domain transcription factor AP2-L, putative | location=CASCJQ010000002:808048-811983(+) | protein_length=1311 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718007.1         -           1311 470at5820            -           1231   1.7e-10   38.1  13.6   6   6   0.00063      0.45    6.8   3.4  1156  1225  1230  1299  1203  1303 0.83 | transcript=PVPAM_020023800_t1 | gene=PVPAM_020023800 | organism=Plasmodium_vivax_PAM | gene_product=AP2 domain transcription factor AP2-L, putative | transcript_product=AP2 domain transcription factor AP2-L, putative | location=CASCJQ010000002:808048-811983(+) | protein_length=1311 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719973.1         -           1380 470at5820            -           1231   2.6e-10   37.4  13.8   1   7     0.026        19    1.5   0.1  1160  1216    76   133    59   154 0.78 | transcript=PVPAM_080019500_t1 | gene=PVPAM_080019500 | organism=Plasmodium_vivax_PAM | gene_product=AP2 domain transcription factor AP2-I, putative | transcript_product=AP2 domain transcription factor AP2-I, putative | location=CASCJQ010000008:665457-669599(-) | protein_length=1380 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719973.1         -           1380 470at5820            -           1231   2.6e-10   37.4  13.8   2   7         9   6.5e+03  -18.8  22.4   833   974   165   320   145   339 0.50 | transcript=PVPAM_080019500_t1 | gene=PVPAM_080019500 | organism=Plasmodium_vivax_PAM | gene_product=AP2 domain transcription factor AP2-I, putative | transcript_product=AP2 domain transcription factor AP2-I, putative | location=CASCJQ010000008:665457-669599(-) | protein_length=1380 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719973.1         -           1380 470at5820            -           1231   2.6e-10   37.4  13.8   3   7         9   6.5e+03  -14.4  19.2   862   962   264   365   244   386 0.62 | transcript=PVPAM_080019500_t1 | gene=PVPAM_080019500 | organism=Plasmodium_vivax_PAM | gene_product=AP2 domain transcription factor AP2-I, putative | transcript_product=AP2 domain transcription factor AP2-I, putative | location=CASCJQ010000008:665457-669599(-) | protein_length=1380 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719973.1         -           1380 470at5820            -           1231   2.6e-10   37.4  13.8   4   7   2.4e-12   1.7e-09   34.7   8.1    31   155   340   469   327   474 0.62 | transcript=PVPAM_080019500_t1 | gene=PVPAM_080019500 | organism=Plasmodium_vivax_PAM | gene_product=AP2 domain transcription factor AP2-I, putative | transcript_product=AP2 domain transcription factor AP2-I, putative | location=CASCJQ010000008:665457-669599(-) | protein_length=1380 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719973.1         -           1380 470at5820            -           1231   2.6e-10   37.4  13.8   5   7      0.29   2.1e+02   -2.0   0.5   838   951   481   587   474   615 0.74 | transcript=PVPAM_080019500_t1 | gene=PVPAM_080019500 | organism=Plasmodium_vivax_PAM | gene_product=AP2 domain transcription factor AP2-I, putative | transcript_product=AP2 domain transcription factor AP2-I, putative | location=CASCJQ010000008:665457-669599(-) | protein_length=1380 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719973.1         -           1380 470at5820            -           1231   2.6e-10   37.4  13.8   6   7   1.3e-06   0.00091   15.7   0.3   106   179   620   689   608   690 0.81 | transcript=PVPAM_080019500_t1 | gene=PVPAM_080019500 | organism=Plasmodium_vivax_PAM | gene_product=AP2 domain transcription factor AP2-I, putative | transcript_product=AP2 domain transcription factor AP2-I, putative | location=CASCJQ010000008:665457-669599(-) | protein_length=1380 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719973.1         -           1380 470at5820            -           1231   2.6e-10   37.4  13.8   7   7     0.013       9.6    2.4  10.0     6   192   675   875   671   878 0.63 | transcript=PVPAM_080019500_t1 | gene=PVPAM_080019500 | organism=Plasmodium_vivax_PAM | gene_product=AP2 domain transcription factor AP2-I, putative | transcript_product=AP2 domain transcription factor AP2-I, putative | location=CASCJQ010000008:665457-669599(-) | protein_length=1380 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722856.1         -            799 470at5820            -           1231   6.5e-10   36.1   8.3   1   2   2.9e-10   2.1e-07   27.8   0.7    66   154    15   104     6   116 0.82 | transcript=PVPAM_130035800_t1 | gene=PVPAM_130035800 | organism=Plasmodium_vivax_PAM | gene_product=AP2 domain transcription factor AP2-O3, putative | transcript_product=AP2 domain transcription factor AP2-O3, putative | location=CASCJQ010000013:1383486-1385885(+) | protein_length=799 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722856.1         -            799 470at5820            -           1231   6.5e-10   36.1   8.3   2   2   2.3e-05     0.016   11.6   1.6  1173  1220   734   781   683   787 0.81 | transcript=PVPAM_130035800_t1 | gene=PVPAM_130035800 | organism=Plasmodium_vivax_PAM | gene_product=AP2 domain transcription factor AP2-O3, putative | transcript_product=AP2 domain transcription factor AP2-O3, putative | location=CASCJQ010000013:1383486-1385885(+) | protein_length=799 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721931.1         -           3839 470at5820            -           1231   1.8e-07   28.0  23.4   1   3    0.0044       3.1    4.0   0.4    83   152  2137  2212  2123  2226 0.77 | transcript=PVPAM_120016500_t1 | gene=PVPAM_120016500 | organism=Plasmodium_vivax_PAM | gene_product=AP2 domain transcription factor AP2-HS, putative | transcript_product=AP2 domain transcription factor AP2-HS, putative | location=CASCJQ010000012:506902-518421(+) | protein_length=3839 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721931.1         -           3839 470at5820            -           1231   1.8e-07   28.0  23.4   2   3   8.9e-05     0.064    9.6   0.1   105   152  3051  3099  3031  3118 0.89 | transcript=PVPAM_120016500_t1 | gene=PVPAM_120016500 | organism=Plasmodium_vivax_PAM | gene_product=AP2 domain transcription factor AP2-HS, putative | transcript_product=AP2 domain transcription factor AP2-HS, putative | location=CASCJQ010000012:506902-518421(+) | protein_length=3839 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721931.1         -           3839 470at5820            -           1231   1.8e-07   28.0  23.4   3   3   2.9e-08   2.1e-05   21.2  10.8    21   166  3669  3826  3651  3834 0.67 | transcript=PVPAM_120016500_t1 | gene=PVPAM_120016500 | organism=Plasmodium_vivax_PAM | gene_product=AP2 domain transcription factor AP2-HS, putative | transcript_product=AP2 domain transcription factor AP2-HS, putative | location=CASCJQ010000012:506902-518421(+) | protein_length=3839 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/470at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/470at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/470at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:42:39 2026
# [ok]
