#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7722304.1         -            583 7466at5820           -            378  3.1e-169  561.6  56.4   1   6   4.3e-09   1.5e-06   26.1   0.2     3    40     6    46     1    63 0.77 | transcript=PVPAM_120054100_t1 | gene=PVPAM_120054100 | organism=Plasmodium_vivax_PAM | gene_product=vivapain-1 | transcript_product=vivapain-1 | location=CASCJQ010000012:1968043-1969794(-) | protein_length=583 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720450.1         -            690 7466at5820           -            378   5.2e-13   47.4   9.6   2   3   6.7e-05     0.024   12.3   0.2   180   254   381   469   342   474 0.67 | transcript=PVPAM_090021500_t1 | gene=PVPAM_090021500 | organism=Plasmodium_vivax_PAM | gene_product=dipeptidyl aminopeptidase 1, putative | transcript_product=dipeptidyl aminopeptidase 1, putative | location=CASCJQ010000009:776617-778689(-) | protein_length=690 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720450.1         -            690 7466at5820           -            378   5.2e-13   47.4   9.6   3   3   5.6e-13     2e-10   38.9   2.3   302   359   602   658   594   670 0.85 | transcript=PVPAM_090021500_t1 | gene=PVPAM_090021500 | organism=Plasmodium_vivax_PAM | gene_product=dipeptidyl aminopeptidase 1, putative | transcript_product=dipeptidyl aminopeptidase 1, putative | location=CASCJQ010000009:776617-778689(-) | protein_length=690 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718091.1         -            762 7466at5820           -            378   1.9e-12   45.6  13.2   1   3   3.3e-10   1.2e-07   29.8   0.7   169   243   367   450   340   464 0.74 | transcript=PVPAM_030008700_t1 | gene=PVPAM_030008700 | organism=Plasmodium_vivax_PAM | gene_product=dipeptidyl aminopeptidase 3, putative | transcript_product=dipeptidyl aminopeptidase 3, putative | location=CASCJQ010000003:185975-188391(-) | protein_length=762 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718091.1         -            762 7466at5820           -            378   1.9e-12   45.6  13.2   2   3    0.0034       1.2    6.7   0.1   262   326   601   682   587   699 0.68 | transcript=PVPAM_030008700_t1 | gene=PVPAM_030008700 | organism=Plasmodium_vivax_PAM | gene_product=dipeptidyl aminopeptidase 3, putative | transcript_product=dipeptidyl aminopeptidase 3, putative | location=CASCJQ010000003:185975-188391(-) | protein_length=762 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718091.1         -            762 7466at5820           -            378   1.9e-12   45.6  13.2   3   3   1.4e-05    0.0051   14.5   2.4   330   361   713   744   702   748 0.86 | transcript=PVPAM_030008700_t1 | gene=PVPAM_030008700 | organism=Plasmodium_vivax_PAM | gene_product=dipeptidyl aminopeptidase 3, putative | transcript_product=dipeptidyl aminopeptidase 3, putative | location=CASCJQ010000003:185975-188391(-) | protein_length=762 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718545.1         -            706 7466at5820           -            378   1.1e-11   43.1  10.7   1   3     0.063        23    2.5   1.1    11    72   119   183   108   197 0.64 | transcript=PVPAM_040028900_t1 | gene=PVPAM_040028900 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:1007008-1009883(+) | protein_length=706 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718545.1         -            706 7466at5820           -            378   1.1e-11   43.1  10.7   2   3   0.00021     0.075   10.7   0.2   183   202   263   282   232   308 0.80 | transcript=PVPAM_040028900_t1 | gene=PVPAM_040028900 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:1007008-1009883(+) | protein_length=706 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718545.1         -            706 7466at5820           -            378   1.1e-11   43.1  10.7   3   3     1e-11   3.6e-09   34.8   0.3   276   356   401   489   380   503 0.74 | transcript=PVPAM_040028900_t1 | gene=PVPAM_040028900 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:1007008-1009883(+) | protein_length=706 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718537.1         -           1126 7466at5820           -            378   2.6e-10   38.6   7.6   1   2   0.00052      0.19    9.4   0.7   180   252   577   659   563   665 0.72 | transcript=PVPAM_040028100_t1 | gene=PVPAM_040028100 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:972463-976449(+) | protein_length=1126 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718537.1         -           1126 7466at5820           -            378   2.6e-10   38.6   7.6   2   2   5.2e-11   1.9e-08   32.5   1.1   309   357   745   794   713   806 0.83 | transcript=PVPAM_040028100_t1 | gene=PVPAM_040028100 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:972463-976449(+) | protein_length=1126 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718533.1         -           1219 7466at5820           -            378   5.5e-10   37.5   4.8   1   2    0.0009      0.32    8.6   0.8   180   256   671   757   657   764 0.74 | transcript=PVPAM_040027700_t1 | gene=PVPAM_040027700 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:950954-954976(+) | protein_length=1219 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718533.1         -           1219 7466at5820           -            378   5.5e-10   37.5   4.8   2   2   2.6e-10   9.3e-08   30.1   0.2   288   356   816   887   802   892 0.83 | transcript=PVPAM_040027700_t1 | gene=PVPAM_040027700 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:950954-954976(+) | protein_length=1219 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718540.1         -           1039 7466at5820           -            378   4.1e-09   34.6   6.9   1   2   0.00078      0.28    8.8   1.2   178   256   529   617   509   633 0.77 | transcript=PVPAM_040028400_t1 | gene=PVPAM_040028400 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:985852-989635(+) | protein_length=1039 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718540.1         -           1039 7466at5820           -            378   4.1e-09   34.6   6.9   2   2     1e-09   3.6e-07   28.2   0.4   288   357   676   748   665   760 0.77 | transcript=PVPAM_040028400_t1 | gene=PVPAM_040028400 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:985852-989635(+) | protein_length=1039 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718534.1         -           1084 7466at5820           -            378   2.4e-08   32.1   4.8   1   3    0.0014      0.51    8.0   0.6   179   256   557   644   541   662 0.76 | transcript=PVPAM_040027800_t1 | gene=PVPAM_040027800 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:957229-960915(+) | protein_length=1084 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718534.1         -           1084 7466at5820           -            378   2.4e-08   32.1   4.8   2   3   1.6e-08   5.6e-06   24.3   0.2   314   356   732   774   695   779 0.85 | transcript=PVPAM_040027800_t1 | gene=PVPAM_040027800 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:957229-960915(+) | protein_length=1084 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718534.1         -           1084 7466at5820           -            378   2.4e-08   32.1   4.8   3   3       2.8     1e+03   -2.9   0.0    50    96   979  1025   972  1029 0.81 | transcript=PVPAM_040027800_t1 | gene=PVPAM_040027800 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:957229-960915(+) | protein_length=1084 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718544.1         -           1054 7466at5820           -            378   9.9e-08   30.1   4.1   1   3       1.1   3.8e+02   -1.5   1.7    45   103   333   390   330   428 0.59 | transcript=PVPAM_040028800_t1 | gene=PVPAM_040028800 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:1001065-1004929(+) | protein_length=1054 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718544.1         -           1054 7466at5820           -            378   9.9e-08   30.1   4.1   2   3    0.0012      0.42    8.3   0.6   179   222   530   577   505   627 0.67 | transcript=PVPAM_040028800_t1 | gene=PVPAM_040028800 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:1001065-1004929(+) | protein_length=1054 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718544.1         -           1054 7466at5820           -            378   9.9e-08   30.1   4.1   3   3   2.7e-10   9.9e-08   30.1   4.1   284   356   672   747   633   756 0.84 | transcript=PVPAM_040028800_t1 | gene=PVPAM_040028800 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:1001065-1004929(+) | protein_length=1054 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718535.1         -           1069 7466at5820           -            378   1.1e-07   30.0   5.4   1   2    0.0033       1.2    6.8   0.9   179   244   549   620   534   637 0.71 | transcript=PVPAM_040027900_t1 | gene=PVPAM_040027900 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:961834-965540(+) | protein_length=1069 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718535.1         -           1069 7466at5820           -            378   1.1e-07   30.0   5.4   2   2   1.3e-08   4.6e-06   24.6   0.3   317   356   727   766   698   771 0.85 | transcript=PVPAM_040027900_t1 | gene=PVPAM_040027900 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:961834-965540(+) | protein_length=1069 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718542.1         -           1011 7466at5820           -            378   3.2e-07   28.4  16.3   1   3       2.7   9.5e+02   -2.8   0.8   115   154   386   424   350   431 0.66 | transcript=PVPAM_040028600_t1 | gene=PVPAM_040028600 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:996183-999766(+) | protein_length=1011 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718542.1         -           1011 7466at5820           -            378   3.2e-07   28.4  16.3   2   3   0.00018     0.063   11.0   0.5   180   239   572   637   548   655 0.68 | transcript=PVPAM_040028600_t1 | gene=PVPAM_040028600 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:996183-999766(+) | protein_length=1011 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718542.1         -           1011 7466at5820           -            378   3.2e-07   28.4  16.3   3   3   1.8e-09   6.4e-07   27.4   2.3   286   356   715   788   703   800 0.82 | transcript=PVPAM_040028600_t1 | gene=PVPAM_040028600 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:996183-999766(+) | protein_length=1011 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718541.1         -           1123 7466at5820           -            378     5e-07   27.7   3.4   1   2     0.011       4.1    5.0   0.3   180   239   568   633   553   654 0.68 | transcript=PVPAM_040028500_t1 | gene=PVPAM_040028500 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:990844-994731(+) | protein_length=1123 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718541.1         -           1123 7466at5820           -            378     5e-07   27.7   3.4   2   2   3.3e-08   1.2e-05   23.2   0.2   316   356   744   784   699   789 0.83 | transcript=PVPAM_040028500_t1 | gene=PVPAM_040028500 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:990844-994731(+) | protein_length=1123 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718532.1         -           1014 7466at5820           -            378   6.4e-07   27.4   0.5   1   3     0.036        13    3.4   0.4   179   240   525   592   511   596 0.76 | transcript=PVPAM_040027600_t1 | gene=PVPAM_040027600 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:946325-949823(+) | protein_length=1014 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718532.1         -           1014 7466at5820           -            378   6.4e-07   27.4   0.5   2   3   1.8e-09   6.4e-07   27.4   0.5   310   356   695   742   661   747 0.80 | transcript=PVPAM_040027600_t1 | gene=PVPAM_040027600 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:946325-949823(+) | protein_length=1014 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718532.1         -           1014 7466at5820           -            378   6.4e-07   27.4   0.5   3   3       3.5   1.3e+03   -3.2   0.1   343   368   986  1013   982  1014 0.80 | transcript=PVPAM_040027600_t1 | gene=PVPAM_040027600 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:946325-949823(+) | protein_length=1014 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718536.1         -           1082 7466at5820           -            378   1.1e-06   26.6   0.2   1   3       6.1   2.2e+03   -4.0   0.8    22    63   221   263   177   307 0.57 | transcript=PVPAM_040028000_t1 | gene=PVPAM_040028000 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:966618-970283(+) | protein_length=1082 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718536.1         -           1082 7466at5820           -            378   1.1e-06   26.6   0.2   2   3    0.0033       1.2    6.8   0.5   180   255   536   621   522   629 0.71 | transcript=PVPAM_040028000_t1 | gene=PVPAM_040028000 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:966618-970283(+) | protein_length=1082 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718536.1         -           1082 7466at5820           -            378   1.1e-06   26.6   0.2   3   3   3.2e-09   1.1e-06   26.6   0.2   316   357   712   753   685   764 0.87 | transcript=PVPAM_040028000_t1 | gene=PVPAM_040028000 | organism=Plasmodium_vivax_PAM | gene_product=serine-repeat antigen (SERA) | transcript_product=serine-repeat antigen (SERA) | location=CASCJQ010000004:966618-970283(+) | protein_length=1082 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7466at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/7466at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7466at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:47:36 2026
# [ok]
