#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7719169.1         -            623 6482at5820           -            498  1.3e-249  827.4   0.0   1   2   2.9e-74   5.7e-72  241.4   0.0     1   173     1   194     1   199 0.93 | transcript=PVPAM_060017600_t1 | gene=PVPAM_060017600 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase ROK1, putative | transcript_product=ATP-dependent RNA helicase ROK1, putative | location=CASCJQ010000006:520317-522188(-) | protein_length=623 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723453.1         -            938 6482at5820           -            498   2.8e-40  136.9  14.8   1   3   7.4e-09   1.4e-06   25.7   1.0    50   172   310   416   294   422 0.73 | transcript=PVPAM_140037500_t1 | gene=PVPAM_140037500 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DBP1, putative | transcript_product=ATP-dependent RNA helicase DBP1, putative | location=CASCJQ010000014:1392118-1394934(-) | protein_length=938 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723453.1         -            938 6482at5820           -            498   2.8e-40  136.9  14.8   2   3     5e-09   9.9e-07   26.2   0.0   180   270   447   543   442   548 0.86 | transcript=PVPAM_140037500_t1 | gene=PVPAM_140037500 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DBP1, putative | transcript_product=ATP-dependent RNA helicase DBP1, putative | location=CASCJQ010000014:1392118-1394934(-) | protein_length=938 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723453.1         -            938 6482at5820           -            498   2.8e-40  136.9  14.8   3   3     5e-28   9.8e-26   88.9   5.5   277   490   573   783   561   791 0.88 | transcript=PVPAM_140037500_t1 | gene=PVPAM_140037500 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DBP1, putative | transcript_product=ATP-dependent RNA helicase DBP1, putative | location=CASCJQ010000014:1392118-1394934(-) | protein_length=938 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718997.1         -            388 6482at5820           -            498   2.3e-39  133.8   4.7   1   1   1.5e-41   2.9e-39  133.5   4.7   128   472    32   381     8   387 0.87 | transcript=PVPAM_050038900_t1 | gene=PVPAM_050038900 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic initiation factor 4A-III, putative | transcript_product=eukaryotic initiation factor 4A-III, putative | location=CASCJQ010000005:1445941-1447107(+) | protein_length=388 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718426.1         -            536 6482at5820           -            498   4.8e-39  132.8   9.5   1   1   6.4e-41   1.3e-38  131.4   9.4   118   463   137   485   117   501 0.84 | transcript=PVPAM_040017200_t1 | gene=PVPAM_040017200 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX47, putative | transcript_product=ATP-dependent RNA helicase DDX47, putative | location=CASCJQ010000004:538028-539638(+) | protein_length=536 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722027.1         -            489 6482at5820           -            498   1.1e-37  128.4   0.1   1   2   6.6e-18   1.3e-15   55.5   0.0   119   262    66   220    58   242 0.72 | transcript=PVPAM_120026600_t1 | gene=PVPAM_120026600 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DBP8, putative | transcript_product=ATP-dependent RNA helicase DBP8, putative | location=CASCJQ010000012:856206-857675(+) | protein_length=489 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722027.1         -            489 6482at5820           -            498   1.1e-37  128.4   0.1   2   2   1.3e-22   2.6e-20   71.0   0.1   316   463   288   435   249   441 0.89 | transcript=PVPAM_120026600_t1 | gene=PVPAM_120026600 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DBP8, putative | transcript_product=ATP-dependent RNA helicase DBP8, putative | location=CASCJQ010000012:856206-857675(+) | protein_length=489 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720085.1         -            761 6482at5820           -            498   2.4e-36  123.9  19.4   1   2   6.8e-09   1.3e-06   25.8   0.1   135   174   278   318   194   324 0.87 | transcript=PVPAM_080030700_t1 | gene=PVPAM_080030700 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX42, putative | transcript_product=ATP-dependent RNA helicase DDX42, putative | location=CASCJQ010000008:1172150-1174672(-) | protein_length=761 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720085.1         -            761 6482at5820           -            498   2.4e-36  123.9  19.4   2   2     3e-31   5.9e-29   99.5  15.5   178   494   378   698   373   703 0.84 | transcript=PVPAM_080030700_t1 | gene=PVPAM_080030700 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX42, putative | transcript_product=ATP-dependent RNA helicase DDX42, putative | location=CASCJQ010000008:1172150-1174672(-) | protein_length=761 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721092.1         -            720 6482at5820           -            498   1.2e-34  118.3   3.7   1   2   5.6e-06    0.0011   16.2   0.0   131   175   146   190   131   197 0.88 | transcript=PVPAM_100036000_t1 | gene=PVPAM_100036000 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent helicase, putative | transcript_product=ATP-dependent helicase, putative | location=CASCJQ010000010:1338723-1340885(-) | protein_length=720 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721092.1         -            720 6482at5820           -            498   1.2e-34  118.3   3.7   2   2   2.1e-31   4.2e-29  100.0   3.3   180   471   227   522   221   549 0.85 | transcript=PVPAM_100036000_t1 | gene=PVPAM_100036000 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent helicase, putative | transcript_product=ATP-dependent helicase, putative | location=CASCJQ010000010:1338723-1340885(-) | protein_length=720 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722294.1         -            787 6482at5820           -            498   6.1e-33  112.7  15.8   1   1   5.4e-34   1.1e-31  108.6  15.8    88   465   344   767   314   777 0.75 | transcript=PVPAM_120053100_t1 | gene=PVPAM_120053100 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DBP5, putative | transcript_product=ATP-dependent RNA helicase DBP5, putative | location=CASCJQ010000012:1934145-1936508(-) | protein_length=787 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723851.1         -            737 6482at5820           -            498   6.2e-33  112.6  25.4   1   2   5.9e-35   1.1e-32  111.8  18.6   130   468   123   502   114   532 0.73 | transcript=PVPAM_140077400_t1 | gene=PVPAM_140077400 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DRS1, putative | transcript_product=ATP-dependent RNA helicase DRS1, putative | location=CASCJQ010000014:3037650-3039863(+) | protein_length=737 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723851.1         -            737 6482at5820           -            498   6.2e-33  112.6  25.4   2   2       1.1   2.1e+02   -1.3   2.7    91   133   515   561   502   566 0.57 | transcript=PVPAM_140077400_t1 | gene=PVPAM_140077400 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DRS1, putative | transcript_product=ATP-dependent RNA helicase DRS1, putative | location=CASCJQ010000014:3037650-3039863(+) | protein_length=737 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723238.1         -            626 6482at5820           -            498   8.2e-30  102.3  14.1   1   1   5.7e-32   1.1e-29  101.9  14.1   125   456   161   515   144   545 0.80 | transcript=PVPAM_140015700_t1 | gene=PVPAM_140015700 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DBP6, putative | transcript_product=ATP-dependent RNA helicase DBP6, putative | location=CASCJQ010000014:498695-500575(+) | protein_length=626 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718513.1         -            473 6482at5820           -            498   3.4e-29  100.3   6.0   1   2   1.5e-07   2.9e-05   21.4   0.0   129   177    77   125    67   131 0.86 | transcript=PVPAM_040025700_t1 | gene=PVPAM_040025700 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase UAP56, putative | transcript_product=ATP-dependent RNA helicase UAP56, putative | location=CASCJQ010000004:869937-871529(+) | protein_length=473 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718513.1         -            473 6482at5820           -            498   3.4e-29  100.3   6.0   2   2   1.3e-24   2.5e-22   77.6   5.3   178   453   160   442   154   470 0.79 | transcript=PVPAM_040025700_t1 | gene=PVPAM_040025700 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase UAP56, putative | transcript_product=ATP-dependent RNA helicase UAP56, putative | location=CASCJQ010000004:869937-871529(+) | protein_length=473 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720093.1         -            373 6482at5820           -            498   2.4e-28   97.5   0.6   1   1   1.6e-30   3.2e-28   97.1   0.6   180   453    71   345    63   360 0.83 | transcript=PVPAM_080031500_t1 | gene=PVPAM_080031500 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX6, putative | transcript_product=ATP-dependent RNA helicase DDX6, putative | location=CASCJQ010000008:1204610-1205731(-) | protein_length=373 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722434.1         -            791 6482at5820           -            498   1.9e-27   94.5  15.6   1   2   2.8e-18   5.5e-16   56.7   6.5   128   284   257   439   212   473 0.72 | transcript=PVPAM_120067100_t1 | gene=PVPAM_120067100 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase MAK5, putative | transcript_product=ATP-dependent RNA helicase MAK5, putative | location=CASCJQ010000012:2535491-2538282(-) | protein_length=791 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722434.1         -            791 6482at5820           -            498   1.9e-27   94.5  15.6   2   2   4.4e-14   8.6e-12   42.9   1.7   331   463   552   691   545   715 0.76 | transcript=PVPAM_120067100_t1 | gene=PVPAM_120067100 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase MAK5, putative | transcript_product=ATP-dependent RNA helicase MAK5, putative | location=CASCJQ010000012:2535491-2538282(-) | protein_length=791 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718216.1         -            846 6482at5820           -            498   3.8e-26   90.3   1.4   1   3     8e-17   1.6e-14   51.9   0.1   119   277   149   325   140   340 0.79 | transcript=PVPAM_030021600_t1 | gene=PVPAM_030021600 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent DNA helicase DDX31, putative | transcript_product=ATP-dependent DNA helicase DDX31, putative | location=CASCJQ010000003:705738-708278(+) | protein_length=846 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718216.1         -            846 6482at5820           -            498   3.8e-26   90.3   1.4   2   3       1.7   3.3e+02   -1.9   0.0   277   304   372   399   370   404 0.77 | transcript=PVPAM_030021600_t1 | gene=PVPAM_030021600 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent DNA helicase DDX31, putative | transcript_product=ATP-dependent DNA helicase DDX31, putative | location=CASCJQ010000003:705738-708278(+) | protein_length=846 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718216.1         -            846 6482at5820           -            498   3.8e-26   90.3   1.4   3   3   4.9e-12   9.6e-10   36.1   0.0   367   457   608   700   596   712 0.86 | transcript=PVPAM_030021600_t1 | gene=PVPAM_030021600 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent DNA helicase DDX31, putative | transcript_product=ATP-dependent DNA helicase DDX31, putative | location=CASCJQ010000003:705738-708278(+) | protein_length=846 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723752.1         -            862 6482at5820           -            498   4.9e-26   89.9  26.3   1   3   3.1e-22     6e-20   69.8   3.4   123   290   116   302   100   311 0.80 | transcript=PVPAM_140067500_t1 | gene=PVPAM_140067500 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DBP9, putative | transcript_product=ATP-dependent RNA helicase DBP9, putative | location=CASCJQ010000014:2696273-2698861(-) | protein_length=862 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723752.1         -            862 6482at5820           -            498   4.9e-26   89.9  26.3   2   3    0.0033      0.65    7.0   0.2   324   400   386   464   375   468 0.80 | transcript=PVPAM_140067500_t1 | gene=PVPAM_140067500 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DBP9, putative | transcript_product=ATP-dependent RNA helicase DBP9, putative | location=CASCJQ010000014:2696273-2698861(-) | protein_length=862 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723752.1         -            862 6482at5820           -            498   4.9e-26   89.9  26.3   3   3   4.9e-10   9.5e-08   29.6   0.1   405   452   528   574   523   592 0.87 | transcript=PVPAM_140067500_t1 | gene=PVPAM_140067500 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DBP9, putative | transcript_product=ATP-dependent RNA helicase DBP9, putative | location=CASCJQ010000014:2696273-2698861(-) | protein_length=862 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720918.1         -            816 6482at5820           -            498   1.2e-21   75.4  24.5   1   3   9.9e-06    0.0019   15.3   0.1   130   171    21    62    11    71 0.84 | transcript=PVPAM_100018600_t1 | gene=PVPAM_100018600 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX1, putative | transcript_product=ATP-dependent RNA helicase DDX1, putative | location=CASCJQ010000010:612575-615025(-) | protein_length=816 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720918.1         -            816 6482at5820           -            498   1.2e-21   75.4  24.5   2   3   9.3e-09   1.8e-06   25.3  15.6   177   356   329   517   322   591 0.70 | transcript=PVPAM_100018600_t1 | gene=PVPAM_100018600 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX1, putative | transcript_product=ATP-dependent RNA helicase DDX1, putative | location=CASCJQ010000010:612575-615025(-) | protein_length=816 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720918.1         -            816 6482at5820           -            498   1.2e-21   75.4  24.5   3   3   6.8e-13   1.3e-10   39.0   0.3   366   440   602   677   581   687 0.87 | transcript=PVPAM_100018600_t1 | gene=PVPAM_100018600 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX1, putative | transcript_product=ATP-dependent RNA helicase DDX1, putative | location=CASCJQ010000010:612575-615025(-) | protein_length=816 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722948.1         -            877 6482at5820           -            498   4.8e-21   73.4  28.2   1   1   2.4e-23   4.8e-21   73.4  28.2   105   471   128   510   112   530 0.74 | transcript=PVPAM_130045000_t1 | gene=PVPAM_130045000 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DBP4, putative | transcript_product=ATP-dependent RNA helicase DBP4, putative | location=CASCJQ010000013:1736949-1739744(+) | protein_length=877 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720356.1         -           1329 6482at5820           -            498   4.3e-20   70.3   3.2   1   3    0.0036      0.71    6.9   0.0   113   173   144   204   129   221 0.76 | transcript=PVPAM_090012100_t1 | gene=PVPAM_090012100 | organism=Plasmodium_vivax_PAM | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=CASCJQ010000009:399016-403005(+) | protein_length=1329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720356.1         -           1329 6482at5820           -            498   4.3e-20   70.3   3.2   2   3   0.00085      0.17    9.0   0.2   214   275   496   558   463   562 0.79 | transcript=PVPAM_090012100_t1 | gene=PVPAM_090012100 | organism=Plasmodium_vivax_PAM | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=CASCJQ010000009:399016-403005(+) | protein_length=1329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720356.1         -           1329 6482at5820           -            498   4.3e-20   70.3   3.2   3   3   3.9e-17   7.6e-15   53.0   0.3   338   438   879   979   875   989 0.92 | transcript=PVPAM_090012100_t1 | gene=PVPAM_090012100 | organism=Plasmodium_vivax_PAM | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=CASCJQ010000009:399016-403005(+) | protein_length=1329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722946.1         -            995 6482at5820           -            498   8.4e-18   62.7  34.5   1   4   5.7e-07   0.00011   19.4   0.2   135   176    72   113    60   119 0.88 | transcript=PVPAM_130044800_t1 | gene=PVPAM_130044800 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX55, putative | transcript_product=ATP-dependent RNA helicase DDX55, putative | location=CASCJQ010000013:1726045-1729032(-) | protein_length=995 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722946.1         -            995 6482at5820           -            498   8.4e-18   62.7  34.5   2   4     0.017       3.3    4.7   0.2   176   198   239   261   234   292 0.71 | transcript=PVPAM_130044800_t1 | gene=PVPAM_130044800 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX55, putative | transcript_product=ATP-dependent RNA helicase DDX55, putative | location=CASCJQ010000013:1726045-1729032(-) | protein_length=995 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722946.1         -            995 6482at5820           -            498   8.4e-18   62.7  34.5   3   4    0.0001      0.02   12.0   1.7   207   286   304   383   276   393 0.72 | transcript=PVPAM_130044800_t1 | gene=PVPAM_130044800 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX55, putative | transcript_product=ATP-dependent RNA helicase DDX55, putative | location=CASCJQ010000013:1726045-1729032(-) | protein_length=995 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722946.1         -            995 6482at5820           -            498   8.4e-18   62.7  34.5   4   4   4.9e-15   9.6e-13   46.0   6.8   369   484   552   667   494   679 0.74 | transcript=PVPAM_130044800_t1 | gene=PVPAM_130044800 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX55, putative | transcript_product=ATP-dependent RNA helicase DDX55, putative | location=CASCJQ010000013:1726045-1729032(-) | protein_length=995 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722663.1         -            869 6482at5820           -            498   1.9e-16   58.3  13.1   1   3   7.3e-06    0.0014   15.8   1.5   119   212   166   262   142   276 0.71 | transcript=PVPAM_130016400_t1 | gene=PVPAM_130016400 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent DNA/RNA helicase PSH2, putative | transcript_product=ATP-dependent DNA/RNA helicase PSH2, putative | location=CASCJQ010000013:512933-516706(-) | protein_length=869 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722663.1         -            869 6482at5820           -            498   1.9e-16   58.3  13.1   2   3       5.8   1.1e+03   -3.7   0.1   237   260   403   426   396   445 0.66 | transcript=PVPAM_130016400_t1 | gene=PVPAM_130016400 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent DNA/RNA helicase PSH2, putative | transcript_product=ATP-dependent DNA/RNA helicase PSH2, putative | location=CASCJQ010000013:512933-516706(-) | protein_length=869 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722663.1         -            869 6482at5820           -            498   1.9e-16   58.3  13.1   3   3   3.4e-16   6.7e-14   49.8   0.9   348   480   537   670   527   682 0.89 | transcript=PVPAM_130016400_t1 | gene=PVPAM_130016400 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent DNA/RNA helicase PSH2, putative | transcript_product=ATP-dependent DNA/RNA helicase PSH2, putative | location=CASCJQ010000013:512933-516706(-) | protein_length=869 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
