#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7723046.1         -           6643 43at5820             -           4310         0 7751.1 609.8   1  26  1.3e-172  1.2e-169  564.6  41.2     1   272     1   274     1   278 0.99 | transcript=PVPAM_130055200_t1 | gene=PVPAM_130055200 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000013:2216930-2237018(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718450.1         -           1577 43at5820             -           4310      0.29    5.7  10.8   1   1   0.00045      0.41    5.2  10.8  3599  3638  1448  1487  1375  1494 0.75 | transcript=PVPAM_040019600_t1 | gene=PVPAM_040019600 | organism=Plasmodium_vivax_PAM | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=CASCJQ010000004:623036-627769(-) | protein_length=1577 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722068.1         -           1013 43at5820             -           4310       1.5    3.3   9.4   1   1    0.0023       2.1    2.8   9.4  3607  3634   306   333   287   372 0.67 | transcript=PVPAM_120030600_t1 | gene=PVPAM_120030600 | organism=Plasmodium_vivax_PAM | gene_product=alpha/beta-hydrolase, putative | transcript_product=alpha/beta-hydrolase, putative | location=CASCJQ010000012:995850-998891(+) | protein_length=1013 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720157.1         -            254 43at5820             -           4310         2    2.9  22.1   1   1    0.0029       2.7    2.5  22.1  3543  3654   129   245    95   250 0.66 | transcript=PVPAM_080037900_t1 | gene=PVPAM_080037900 | organism=Plasmodium_vivax_PAM | gene_product=CBF1-interacting co-repressor CIR N-terminal domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H676] | transcript_product=CBF1-interacting co-repressor CIR N-terminal domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H676] | location=CASCJQ010000008:1501491-1502255(-) | protein_length=254 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723224.1         -            543 43at5820             -           4310       2.3    2.7  26.0   1   1    0.0038       3.5    2.1  26.0  3605  3654   145   193   110   197 0.59 | transcript=PVPAM_140014300_t1 | gene=PVPAM_140014300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:442294-444287(-) | protein_length=543 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718593.1         -            263 43at5820             -           4310       4.2    1.8  15.1   1   1    0.0048       4.4    1.8  15.1  3610  3652   100   142    79   236 0.86 | transcript=PVPAM_040033800_t1 | gene=PVPAM_040033800 | organism=Plasmodium_vivax_PAM | gene_product=Plasmodium exported protein, unknown function | transcript_product=Plasmodium exported protein, unknown function | location=CASCJQ010000004:1191535-1192596(-) | protein_length=263 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723827.1         -            400 43at5820             -           4310       8.9    0.7  12.0   1   1     0.015        14    0.1  12.0  3519  3657   145   290   135   326 0.66 | transcript=PVPAM_140075000_t1 | gene=PVPAM_140075000 | organism=Plasmodium_vivax_PAM | gene_product=THUMP domain-containing protein, putative | transcript_product=THUMP domain-containing protein, putative | location=CASCJQ010000014:2942224-2943949(+) | protein_length=400 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/43at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/43at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/43at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:41:29 2026
# [ok]
