#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7723190.1         -           2656 327at5820            -           1976         0 3213.2 250.8   1   9   2.5e-93   2.3e-90  302.2  31.2     1   229    13   264    13   269 0.92 | transcript=PVPAM_140010900_t1 | gene=PVPAM_140010900 | organism=Plasmodium_vivax_PAM | gene_product=AAA domain-containing protein, putative | transcript_product=AAA domain-containing protein, putative | location=CASCJQ010000014:272625-281196(-) | protein_length=2656 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720002.1         -           1751 327at5820            -           1976   1.1e-51  173.9  51.8   3   6   1.5e-11   1.4e-08   31.1   0.1  1331  1376   619   663   606   671 0.87 | transcript=PVPAM_080022400_t1 | gene=PVPAM_080022400 | organism=Plasmodium_vivax_PAM | gene_product=DNA2/NAM7 helicase, putative | transcript_product=DNA2/NAM7 helicase, putative | location=CASCJQ010000008:809465-814720(-) | protein_length=1751 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720002.1         -           1751 327at5820            -           1976   1.1e-51  173.9  51.8   4   6   3.2e-07   0.00029   16.7   0.3  1390  1435   907   951   894   982 0.71 | transcript=PVPAM_080022400_t1 | gene=PVPAM_080022400 | organism=Plasmodium_vivax_PAM | gene_product=DNA2/NAM7 helicase, putative | transcript_product=DNA2/NAM7 helicase, putative | location=CASCJQ010000008:809465-814720(-) | protein_length=1751 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720002.1         -           1751 327at5820            -           1976   1.1e-51  173.9  51.8   5   6   3.4e-35   3.2e-32  109.4   1.7  1588  1710   982  1110   975  1122 0.88 | transcript=PVPAM_080022400_t1 | gene=PVPAM_080022400 | organism=Plasmodium_vivax_PAM | gene_product=DNA2/NAM7 helicase, putative | transcript_product=DNA2/NAM7 helicase, putative | location=CASCJQ010000008:809465-814720(-) | protein_length=1751 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720002.1         -           1751 327at5820            -           1976   1.1e-51  173.9  51.8   6   6   1.7e-12   1.6e-09   34.2  14.9  1746  1954  1209  1445  1194  1463 0.57 | transcript=PVPAM_080022400_t1 | gene=PVPAM_080022400 | organism=Plasmodium_vivax_PAM | gene_product=DNA2/NAM7 helicase, putative | transcript_product=DNA2/NAM7 helicase, putative | location=CASCJQ010000008:809465-814720(-) | protein_length=1751 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719950.1         -           1547 327at5820            -           1976   2.6e-50  169.4   3.1   1   3   8.3e-12   7.6e-09   31.9   0.1  1332  1416   820   891   807   905 0.85 | transcript=PVPAM_080017300_t1 | gene=PVPAM_080017300 | organism=Plasmodium_vivax_PAM | gene_product=regulator of nonsense transcripts 1, putative | transcript_product=regulator of nonsense transcripts 1, putative | location=CASCJQ010000008:591895-596538(-) | protein_length=1547 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719950.1         -           1547 327at5820            -           1976   2.6e-50  169.4   3.1   2   3   1.5e-36   1.4e-33  113.9   0.1  1548  1836   906  1199   901  1201 0.83 | transcript=PVPAM_080017300_t1 | gene=PVPAM_080017300 | organism=Plasmodium_vivax_PAM | gene_product=regulator of nonsense transcripts 1, putative | transcript_product=regulator of nonsense transcripts 1, putative | location=CASCJQ010000008:591895-596538(-) | protein_length=1547 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719950.1         -           1547 327at5820            -           1976   2.6e-50  169.4   3.1   3   3   1.2e-08   1.1e-05   21.4   0.0  1865  1899  1202  1236  1198  1264 0.87 | transcript=PVPAM_080017300_t1 | gene=PVPAM_080017300 | organism=Plasmodium_vivax_PAM | gene_product=regulator of nonsense transcripts 1, putative | transcript_product=regulator of nonsense transcripts 1, putative | location=CASCJQ010000008:591895-596538(-) | protein_length=1547 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717656.1         -           2319 327at5820            -           1976   7.8e-34  114.8   9.5   1   6         7   6.5e+03  -11.7   9.8  1904  1971    77   141    54   145 0.67 | transcript=PVPAM_010016600_t1 | gene=PVPAM_010016600 | organism=Plasmodium_vivax_PAM | gene_product=erythrocyte membrane-associated antigen, putative | transcript_product=erythrocyte membrane-associated antigen, putative | location=CASCJQ010000001:526960-533919(+) | protein_length=2319 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717656.1         -           2319 327at5820            -           1976   7.8e-34  114.8   9.5   2   6         7   6.5e+03   -9.4   7.0   358   425   976  1046   891  1054 0.60 | transcript=PVPAM_010016600_t1 | gene=PVPAM_010016600 | organism=Plasmodium_vivax_PAM | gene_product=erythrocyte membrane-associated antigen, putative | transcript_product=erythrocyte membrane-associated antigen, putative | location=CASCJQ010000001:526960-533919(+) | protein_length=2319 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717656.1         -           2319 327at5820            -           1976   7.8e-34  114.8   9.5   3   6       0.6   5.5e+02   -4.1   3.4    56   133  1285  1366  1274  1429 0.65 | transcript=PVPAM_010016600_t1 | gene=PVPAM_010016600 | organism=Plasmodium_vivax_PAM | gene_product=erythrocyte membrane-associated antigen, putative | transcript_product=erythrocyte membrane-associated antigen, putative | location=CASCJQ010000001:526960-533919(+) | protein_length=2319 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717656.1         -           2319 327at5820            -           1976   7.8e-34  114.8   9.5   4   6   9.4e-05     0.087    8.5   0.0  1335  1403  1812  1868  1779  1880 0.69 | transcript=PVPAM_010016600_t1 | gene=PVPAM_010016600 | organism=Plasmodium_vivax_PAM | gene_product=erythrocyte membrane-associated antigen, putative | transcript_product=erythrocyte membrane-associated antigen, putative | location=CASCJQ010000001:526960-533919(+) | protein_length=2319 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717656.1         -           2319 327at5820            -           1976   7.8e-34  114.8   9.5   5   6   1.1e-35     1e-32  111.0   0.3  1594  1835  1933  2175  1924  2177 0.81 | transcript=PVPAM_010016600_t1 | gene=PVPAM_010016600 | organism=Plasmodium_vivax_PAM | gene_product=erythrocyte membrane-associated antigen, putative | transcript_product=erythrocyte membrane-associated antigen, putative | location=CASCJQ010000001:526960-533919(+) | protein_length=2319 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717656.1         -           2319 327at5820            -           1976   7.8e-34  114.8   9.5   6   6     2e-07   0.00019   17.3   3.9  1862  1973  2176  2289  2174  2292 0.76 | transcript=PVPAM_010016600_t1 | gene=PVPAM_010016600 | organism=Plasmodium_vivax_PAM | gene_product=erythrocyte membrane-associated antigen, putative | transcript_product=erythrocyte membrane-associated antigen, putative | location=CASCJQ010000001:526960-533919(+) | protein_length=2319 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720357.1         -           1064 327at5820            -           1976   3.3e-29   99.4  39.0   1   5         3   2.8e+03   -6.4   3.1  1501  1562   152   212    96   231 0.54 | transcript=PVPAM_090012200_t1 | gene=PVPAM_090012200 | organism=Plasmodium_vivax_PAM | gene_product=DNA replication ATP-dependent helicase/nuclease DNA2, putative | transcript_product=DNA replication ATP-dependent helicase/nuclease DNA2, putative | location=CASCJQ010000009:403249-406443(-) | protein_length=1064 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720357.1         -           1064 327at5820            -           1976   3.3e-29   99.4  39.0   2   5   3.5e-08   3.3e-05   19.9   2.1  1333  1425   368   447   339   510 0.74 | transcript=PVPAM_090012200_t1 | gene=PVPAM_090012200 | organism=Plasmodium_vivax_PAM | gene_product=DNA replication ATP-dependent helicase/nuclease DNA2, putative | transcript_product=DNA replication ATP-dependent helicase/nuclease DNA2, putative | location=CASCJQ010000009:403249-406443(-) | protein_length=1064 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720357.1         -           1064 327at5820            -           1976   3.3e-29   99.4  39.0   3   5   2.4e-17   2.2e-14   50.3   7.3  1592  1709   530   654   488   667 0.80 | transcript=PVPAM_090012200_t1 | gene=PVPAM_090012200 | organism=Plasmodium_vivax_PAM | gene_product=DNA replication ATP-dependent helicase/nuclease DNA2, putative | transcript_product=DNA replication ATP-dependent helicase/nuclease DNA2, putative | location=CASCJQ010000009:403249-406443(-) | protein_length=1064 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720357.1         -           1064 327at5820            -           1976   3.3e-29   99.4  39.0   4   5   6.8e-10   6.3e-07   25.6   1.3  1743  1834   906   995   895   998 0.62 | transcript=PVPAM_090012200_t1 | gene=PVPAM_090012200 | organism=Plasmodium_vivax_PAM | gene_product=DNA replication ATP-dependent helicase/nuclease DNA2, putative | transcript_product=DNA replication ATP-dependent helicase/nuclease DNA2, putative | location=CASCJQ010000009:403249-406443(-) | protein_length=1064 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720357.1         -           1064 327at5820            -           1976   3.3e-29   99.4  39.0   5   5     3e-10   2.7e-07   26.7   0.2  1861  1907   996  1042   993  1056 0.86 | transcript=PVPAM_090012200_t1 | gene=PVPAM_090012200 | organism=Plasmodium_vivax_PAM | gene_product=DNA replication ATP-dependent helicase/nuclease DNA2, putative | transcript_product=DNA replication ATP-dependent helicase/nuclease DNA2, putative | location=CASCJQ010000009:403249-406443(-) | protein_length=1064 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723682.1         -           1872 327at5820            -           1976   3.6e-14   49.6   1.0   1   2    0.0004      0.37    6.4   0.1  1617  1670  1452  1507  1440  1522 0.77 | transcript=PVPAM_140060600_t1 | gene=PVPAM_140060600 | organism=Plasmodium_vivax_PAM | gene_product=helicase, putative | transcript_product=helicase, putative | location=CASCJQ010000014:2408650-2414268(+) | protein_length=1872 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723682.1         -           1872 327at5820            -           1976   3.6e-14   49.6   1.0   2   2   7.5e-14   6.9e-11   38.7   0.1  1682  1904  1630  1862  1626  1871 0.69 | transcript=PVPAM_140060600_t1 | gene=PVPAM_140060600 | organism=Plasmodium_vivax_PAM | gene_product=helicase, putative | transcript_product=helicase, putative | location=CASCJQ010000014:2408650-2414268(+) | protein_length=1872 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722015.1         -           1256 327at5820            -           1976   5.4e-11   39.0  19.7   1   3   2.5e-08   2.3e-05   20.4   2.4  1612  1714   739   843   712   848 0.85 | transcript=PVPAM_120025400_t1 | gene=PVPAM_120025400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:816239-820206(-) | protein_length=1256 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722015.1         -           1256 327at5820            -           1976   5.4e-11   39.0  19.7   2   3     0.083        77   -1.3   0.4  1742  1771   930   958   914   978 0.70 | transcript=PVPAM_120025400_t1 | gene=PVPAM_120025400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:816239-820206(-) | protein_length=1256 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722015.1         -           1256 327at5820            -           1976   5.4e-11   39.0  19.7   3   3   1.1e-09     1e-06   24.8   3.2  1850  1904  1176  1234  1167  1238 0.79 | transcript=PVPAM_120025400_t1 | gene=PVPAM_120025400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:816239-820206(-) | protein_length=1256 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/327at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/327at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/327at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:36:17 2026
# [ok]
