#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7719669.1         -           3808 229at5820            -           2164         0 2289.9 151.7   1  21     3e-77     2e-73  245.9   4.8     1   170     1   192     1   201 0.85 | transcript=PVPAM_070028300_t1 | gene=PVPAM_070028300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000007:1018844-1030600(-) | protein_length=3808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719669.1         -           3808 229at5820            -           2164         0 2289.9 151.7  12  21   4.8e-14   3.1e-10   36.3   0.0  1079  1135  2044  2103  2038  2108 0.91 | transcript=PVPAM_070028300_t1 | gene=PVPAM_070028300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000007:1018844-1030600(-) | protein_length=3808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719669.1         -           3808 229at5820            -           2164         0 2289.9 151.7  13  21   6.9e-31   4.5e-27   92.2   0.1  1135  1227  2174  2272  2161  2281 0.90 | transcript=PVPAM_070028300_t1 | gene=PVPAM_070028300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000007:1018844-1030600(-) | protein_length=3808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719669.1         -           3808 229at5820            -           2164         0 2289.9 151.7  14  21   9.7e-27   6.3e-23   78.4   0.0  1221  1294  2316  2389  2314  2395 0.95 | transcript=PVPAM_070028300_t1 | gene=PVPAM_070028300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000007:1018844-1030600(-) | protein_length=3808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719669.1         -           3808 229at5820            -           2164         0 2289.9 151.7  15  21   1.7e-33   1.1e-29  100.8   1.4  1302  1376  2437  2511  2427  2516 0.93 | transcript=PVPAM_070028300_t1 | gene=PVPAM_070028300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000007:1018844-1030600(-) | protein_length=3808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719669.1         -           3808 229at5820            -           2164         0 2289.9 151.7  16  21   3.8e-05      0.25    6.8   1.6  1386  1415  2601  2630  2598  2634 0.87 | transcript=PVPAM_070028300_t1 | gene=PVPAM_070028300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000007:1018844-1030600(-) | protein_length=3808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719669.1         -           3808 229at5820            -           2164         0 2289.9 151.7  17  21   1.4e-14     9e-11   38.1   0.0  1424  1460  2757  2793  2750  2797 0.90 | transcript=PVPAM_070028300_t1 | gene=PVPAM_070028300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000007:1018844-1030600(-) | protein_length=3808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719669.1         -           3808 229at5820            -           2164         0 2289.9 151.7  18  21    0.0005       3.2    3.1   0.5  1459  1489  2835  2865  2831  2883 0.88 | transcript=PVPAM_070028300_t1 | gene=PVPAM_070028300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000007:1018844-1030600(-) | protein_length=3808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719669.1         -           3808 229at5820            -           2164         0 2289.9 151.7  19  21   3.8e-81   2.4e-77  258.9   5.2  1468  1693  2913  3178  2890  3183 0.82 | transcript=PVPAM_070028300_t1 | gene=PVPAM_070028300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000007:1018844-1030600(-) | protein_length=3808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719669.1         -           3808 229at5820            -           2164         0 2289.9 151.7  20  21   1.6e-91     1e-87  293.3  19.2  1687  1899  3236  3471  3224  3476 0.90 | transcript=PVPAM_070028300_t1 | gene=PVPAM_070028300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000007:1018844-1030600(-) | protein_length=3808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719669.1         -           3808 229at5820            -           2164         0 2289.9 151.7  21  21  1.1e-126    7e-123  409.9  35.6  1895  2163  3493  3805  3491  3806 0.86 | transcript=PVPAM_070028300_t1 | gene=PVPAM_070028300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000007:1018844-1030600(-) | protein_length=3808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/229at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/229at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/229at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:35:07 2026
# [ok]
