#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7720004.1         -            381 10889at5820          -            305  8.7e-129  427.8  67.6   1   2     7e-50   2.2e-47  160.5  37.2     1   154     5   161     5   171 0.65 | transcript=PVPAM_080022600_t1 | gene=PVPAM_080022600 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=CASCJQ010000008:819982-822067(-) | protein_length=381 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722835.1         -            791 10889at5820          -            305       4.8    5.1  28.4   1   2    0.0092       2.8    5.8  23.3    89   156   193   258   176   296 0.49 | transcript=PVPAM_130033700_t1 | gene=PVPAM_130033700 | organism=Plasmodium_vivax_PAM | gene_product=large subunit GTPase 1, putative | transcript_product=large subunit GTPase 1, putative | location=CASCJQ010000013:1306054-1308591(-) | protein_length=791 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722835.1         -            791 10889at5820          -            305       4.8    5.1  28.4   2   2      0.23        72    1.2   0.2   113   182   463   534   446   547 0.49 | transcript=PVPAM_130033700_t1 | gene=PVPAM_130033700 | organism=Plasmodium_vivax_PAM | gene_product=large subunit GTPase 1, putative | transcript_product=large subunit GTPase 1, putative | location=CASCJQ010000013:1306054-1308591(-) | protein_length=791 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722955.1         -            228 10889at5820          -            305       6.6    4.6  21.9   1   1     0.029       8.8    4.2  21.9    85   170    68   150    40   170 0.47 | transcript=PVPAM_130046100_t1 | gene=PVPAM_130046100 | organism=Plasmodium_vivax_PAM | gene_product=DEK-C domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H3H4] | transcript_product=DEK-C domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H3H4] | location=CASCJQ010000013:1773281-1774836(-) | protein_length=228 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720022.1         -            254 10889at5820          -            305       6.8    4.6  27.0   1   1     0.034        10    3.9  27.0    87   164    58   133    20   158 0.41 | transcript=PVPAM_080024400_t1 | gene=PVPAM_080024400 | organism=Plasmodium_vivax_PAM | gene_product=rhoptry associated adhesin, putative | transcript_product=rhoptry associated adhesin, putative | location=CASCJQ010000008:880310-881418(+) | protein_length=254 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720305.1         -            350 10889at5820          -            305         7    4.5  18.6   1   2   0.00061      0.19    9.7  12.4    70   121   113   164   106   195 0.66 | transcript=PVPAM_090006900_t1 | gene=PVPAM_090006900 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000009:143764-144939(+) | protein_length=350 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720305.1         -            350 10889at5820          -            305         7    4.5  18.6   2   2       6.1   1.9e+03   -3.5   0.4   155   167   317   329   309   338 0.46 | transcript=PVPAM_090006900_t1 | gene=PVPAM_090006900 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000009:143764-144939(+) | protein_length=350 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721024.1         -           1397 10889at5820          -            305       8.1    4.3  63.7   1   5     0.069        21    2.9  18.8   205   276   846   920   675   927 0.86 | transcript=PVPAM_100029200_t1 | gene=PVPAM_100029200 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=CASCJQ010000010:1045384-1049771(+) | protein_length=1397 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721024.1         -           1397 10889at5820          -            305       8.1    4.3  63.7   2   5   3.8e-05     0.012   13.6  15.4   191   293   904  1005   904  1014 0.90 | transcript=PVPAM_100029200_t1 | gene=PVPAM_100029200 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=CASCJQ010000010:1045384-1049771(+) | protein_length=1397 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721024.1         -           1397 10889at5820          -            305       8.1    4.3  63.7   3   5    0.0015      0.46    8.4   2.5    41    82   972  1013   966  1032 0.70 | transcript=PVPAM_100029200_t1 | gene=PVPAM_100029200 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=CASCJQ010000010:1045384-1049771(+) | protein_length=1397 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721024.1         -           1397 10889at5820          -            305       8.1    4.3  63.7   4   5      0.55   1.7e+02   -0.0   1.3   140   208  1194  1264  1169  1281 0.56 | transcript=PVPAM_100029200_t1 | gene=PVPAM_100029200 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=CASCJQ010000010:1045384-1049771(+) | protein_length=1397 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721024.1         -           1397 10889at5820          -            305       8.1    4.3  63.7   5   5   0.00053      0.16    9.9   9.1    34    80  1284  1330  1278  1366 0.90 | transcript=PVPAM_100029200_t1 | gene=PVPAM_100029200 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=CASCJQ010000010:1045384-1049771(+) | protein_length=1397 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10889at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/10889at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10889at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:27:43 2026
# [ok]
