#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7723029.1         -           4106 2224at5820           -           2255         0 2793.3 405.4   1  21   2.7e-40   2.9e-37  126.0   3.8     1    85     9    93     9    98 0.90 | transcript=PVPAM_130053500_t1 | gene=PVPAM_130053500 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000013:2131993-2144678(+) | protein_length=4106 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723029.1         -           4106 2224at5820           -           2255         0 2793.3 405.4  12  21   2.4e-07   0.00026   16.7  17.2   957  1027  2003  2072  1945  2087 0.72 | transcript=PVPAM_130053500_t1 | gene=PVPAM_130053500 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000013:2131993-2144678(+) | protein_length=4106 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723029.1         -           4106 2224at5820           -           2255         0 2793.3 405.4  13  21   2.7e-24   2.9e-21   73.0   0.0  1030  1097  2121  2189  2073  2198 0.87 | transcript=PVPAM_130053500_t1 | gene=PVPAM_130053500 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000013:2131993-2144678(+) | protein_length=4106 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723029.1         -           4106 2224at5820           -           2255         0 2793.3 405.4  14  21   4.9e-30   5.2e-27   92.0   8.8  1097  1190  2400  2499  2389  2557 0.86 | transcript=PVPAM_130053500_t1 | gene=PVPAM_130053500 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000013:2131993-2144678(+) | protein_length=4106 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723029.1         -           4106 2224at5820           -           2255         0 2793.3 405.4  15  21     1e-07   0.00011   18.0   0.5  1205  1235  2579  2609  2575  2623 0.85 | transcript=PVPAM_130053500_t1 | gene=PVPAM_130053500 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000013:2131993-2144678(+) | protein_length=4106 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723029.1         -           4106 2224at5820           -           2255         0 2793.3 405.4  16  21         3   3.2e+03   -6.8   9.1   289   382  2637  2722  2615  2729 0.52 | transcript=PVPAM_130053500_t1 | gene=PVPAM_130053500 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000013:2131993-2144678(+) | protein_length=4106 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723029.1         -           4106 2224at5820           -           2255         0 2793.3 405.4  17  21   1.9e-81     2e-78  262.6  22.5  1226  1406  2718  2908  2706  2918 0.86 | transcript=PVPAM_130053500_t1 | gene=PVPAM_130053500 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000013:2131993-2144678(+) | protein_length=4106 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723029.1         -           4106 2224at5820           -           2255         0 2793.3 405.4  18  21   1.7e-80   1.9e-77  259.4  18.7  1385  1603  2915  3171  2903  3222 0.81 | transcript=PVPAM_130053500_t1 | gene=PVPAM_130053500 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000013:2131993-2144678(+) | protein_length=4106 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723029.1         -           4106 2224at5820           -           2255         0 2793.3 405.4  19  21   1.2e-73   1.3e-70  236.6  23.4  1605  1787  3265  3496  3248  3523 0.81 | transcript=PVPAM_130053500_t1 | gene=PVPAM_130053500 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000013:2131993-2144678(+) | protein_length=4106 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723029.1         -           4106 2224at5820           -           2255         0 2793.3 405.4  20  21   1.3e-88   1.3e-85  286.3  29.9  1778  2010  3516  3798  3505  3822 0.81 | transcript=PVPAM_130053500_t1 | gene=PVPAM_130053500 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000013:2131993-2144678(+) | protein_length=4106 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723029.1         -           4106 2224at5820           -           2255         0 2793.3 405.4  21  21  2.2e-121  2.3e-118  395.0  28.9  2009  2255  3829  4106  3816  4106 0.88 | transcript=PVPAM_130053500_t1 | gene=PVPAM_130053500 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000013:2131993-2144678(+) | protein_length=4106 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718757.1         -            322 2224at5820           -           2255     6e-08   28.8   6.7   1   3    0.0034       3.7    3.0   0.1  1333  1364    69   100    64   107 0.90 | transcript=PVPAM_050015100_t1 | gene=PVPAM_050015100 | organism=Plasmodium_vivax_PAM | gene_product=receptor for activated c kinase, putative | transcript_product=receptor for activated c kinase, putative | location=CASCJQ010000005:464459-465869(+) | protein_length=322 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718757.1         -            322 2224at5820           -           2255     6e-08   28.8   6.7   2   3   1.9e-06     0.002   13.8   0.1  1334  1366   112   144   104   153 0.87 | transcript=PVPAM_050015100_t1 | gene=PVPAM_050015100 | organism=Plasmodium_vivax_PAM | gene_product=receptor for activated c kinase, putative | transcript_product=receptor for activated c kinase, putative | location=CASCJQ010000005:464459-465869(+) | protein_length=322 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718757.1         -            322 2224at5820           -           2255     6e-08   28.8   6.7   3   3   8.1e-07   0.00087   15.0   0.5  1332  1377   153   197   143   211 0.75 | transcript=PVPAM_050015100_t1 | gene=PVPAM_050015100 | organism=Plasmodium_vivax_PAM | gene_product=receptor for activated c kinase, putative | transcript_product=receptor for activated c kinase, putative | location=CASCJQ010000005:464459-465869(+) | protein_length=322 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720745.1         -            660 2224at5820           -           2255   1.5e-05   20.9  20.2   1   5    0.0004      0.43    6.1   0.1  1327  1365   114   152    58   158 0.81 | transcript=PVPAM_090050900_t1 | gene=PVPAM_090050900 | organism=Plasmodium_vivax_PAM | gene_product=ribosome assembly protein 4, putative | transcript_product=ribosome assembly protein 4, putative | location=CASCJQ010000009:2047373-2049355(-) | protein_length=660 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720745.1         -            660 2224at5820           -           2255   1.5e-05   20.9  20.2   2   5    0.0012       1.3    4.5   0.1  1331  1368   160   197   157   257 0.74 | transcript=PVPAM_090050900_t1 | gene=PVPAM_090050900 | organism=Plasmodium_vivax_PAM | gene_product=ribosome assembly protein 4, putative | transcript_product=ribosome assembly protein 4, putative | location=CASCJQ010000009:2047373-2049355(-) | protein_length=660 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720745.1         -            660 2224at5820           -           2255   1.5e-05   20.9  20.2   3   5   0.00085      0.91    5.0   1.9  1324  1418   357   451   352   469 0.64 | transcript=PVPAM_090050900_t1 | gene=PVPAM_090050900 | organism=Plasmodium_vivax_PAM | gene_product=ribosome assembly protein 4, putative | transcript_product=ribosome assembly protein 4, putative | location=CASCJQ010000009:2047373-2049355(-) | protein_length=660 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720745.1         -            660 2224at5820           -           2255   1.5e-05   20.9  20.2   4   5   6.3e-06    0.0068   12.0   0.1  1333  1363   493   523   475   532 0.87 | transcript=PVPAM_090050900_t1 | gene=PVPAM_090050900 | organism=Plasmodium_vivax_PAM | gene_product=ribosome assembly protein 4, putative | transcript_product=ribosome assembly protein 4, putative | location=CASCJQ010000009:2047373-2049355(-) | protein_length=660 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720745.1         -            660 2224at5820           -           2255   1.5e-05   20.9  20.2   5   5    0.0017       1.8    4.0   0.6  1336  1365   538   567   528   578 0.80 | transcript=PVPAM_090050900_t1 | gene=PVPAM_090050900 | organism=Plasmodium_vivax_PAM | gene_product=ribosome assembly protein 4, putative | transcript_product=ribosome assembly protein 4, putative | location=CASCJQ010000009:2047373-2049355(-) | protein_length=660 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723743.1         -            472 2224at5820           -           2255   0.00044   16.0   0.6   1   1   5.8e-07   0.00062   15.5   0.6  1331  1368   255   292   242   304 0.87 | transcript=PVPAM_140066700_t1 | gene=PVPAM_140066700 | organism=Plasmodium_vivax_PAM | gene_product=polyadenylation factor subunit 2, putative | transcript_product=polyadenylation factor subunit 2, putative | location=CASCJQ010000014:2657658-2659316(-) | protein_length=472 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718796.1         -            324 2224at5820           -           2255    0.0018   13.9   2.8   1   4   2.6e-05     0.028   10.0   0.1  1326  1366    28    68    23    74 0.92 | transcript=PVPAM_050019000_t1 | gene=PVPAM_050019000 | organism=Plasmodium_vivax_PAM | gene_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | transcript_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | location=CASCJQ010000005:627988-628962(-) | protein_length=324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718796.1         -            324 2224at5820           -           2255    0.0018   13.9   2.8   2   4      0.13   1.4e+02   -2.2   0.0  1330  1367    75   112    70   119 0.87 | transcript=PVPAM_050019000_t1 | gene=PVPAM_050019000 | organism=Plasmodium_vivax_PAM | gene_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | transcript_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | location=CASCJQ010000005:627988-628962(-) | protein_length=324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718796.1         -            324 2224at5820           -           2255    0.0018   13.9   2.8   3   4      0.19   2.1e+02   -2.8   0.0  1334  1364   203   233   200   238 0.93 | transcript=PVPAM_050019000_t1 | gene=PVPAM_050019000 | organism=Plasmodium_vivax_PAM | gene_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | transcript_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | location=CASCJQ010000005:627988-628962(-) | protein_length=324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718796.1         -            324 2224at5820           -           2255    0.0018   13.9   2.8   4   4     0.003       3.2    3.2   0.0  1319  1361   279   321   275   324 0.87 | transcript=PVPAM_050019000_t1 | gene=PVPAM_050019000 | organism=Plasmodium_vivax_PAM | gene_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | transcript_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | location=CASCJQ010000005:627988-628962(-) | protein_length=324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720447.1         -            469 2224at5820           -           2255      0.12    7.9   7.1   1   3   0.00021      0.23    7.0   0.0  1340  1368   115   143    98   148 0.83 | transcript=PVPAM_090021200_t1 | gene=PVPAM_090021200 | organism=Plasmodium_vivax_PAM | gene_product=guanine nucleotide-exchange factor SEC12, putative | transcript_product=guanine nucleotide-exchange factor SEC12, putative | location=CASCJQ010000009:766466-767875(-) | protein_length=469 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720447.1         -            469 2224at5820           -           2255      0.12    7.9   7.1   2   3    0.0031       3.3    3.1   1.1  1317  1374   199   258   198   284 0.82 | transcript=PVPAM_090021200_t1 | gene=PVPAM_090021200 | organism=Plasmodium_vivax_PAM | gene_product=guanine nucleotide-exchange factor SEC12, putative | transcript_product=guanine nucleotide-exchange factor SEC12, putative | location=CASCJQ010000009:766466-767875(-) | protein_length=469 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720447.1         -            469 2224at5820           -           2255      0.12    7.9   7.1   3   3     0.043        47   -0.7   0.2  1328  1376   361   411   354   418 0.75 | transcript=PVPAM_090021200_t1 | gene=PVPAM_090021200 | organism=Plasmodium_vivax_PAM | gene_product=guanine nucleotide-exchange factor SEC12, putative | transcript_product=guanine nucleotide-exchange factor SEC12, putative | location=CASCJQ010000009:766466-767875(-) | protein_length=469 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2224at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2224at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2224at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:34:50 2026
# [ok]
