#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7718213.1         -           2697 603at5820            -           1553         0 1805.1  78.9   1  15   3.7e-21   2.4e-17   60.5   0.5     1    87   213   325   213   328 0.72 | transcript=PVPAM_030021300_t1 | gene=PVPAM_030021300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000003:690621-698835(+) | protein_length=2697 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718213.1         -           2697 603at5820            -           1553         0 1805.1  78.9  12  15     0.037   2.4e+02   -2.4   0.0  1335  1363  2306  2337  2305  2338 0.84 | transcript=PVPAM_030021300_t1 | gene=PVPAM_030021300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000003:690621-698835(+) | protein_length=2697 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718213.1         -           2697 603at5820            -           1553         0 1805.1  78.9  13  15   8.5e-29   5.5e-25   85.8   0.1  1349  1424  2366  2445  2346  2446 0.85 | transcript=PVPAM_030021300_t1 | gene=PVPAM_030021300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000003:690621-698835(+) | protein_length=2697 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718213.1         -           2697 603at5820            -           1553         0 1805.1  78.9  14  15   1.2e-52   7.7e-49  164.9   0.0  1424  1530  2517  2623  2514  2635 0.97 | transcript=PVPAM_030021300_t1 | gene=PVPAM_030021300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000003:690621-698835(+) | protein_length=2697 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718213.1         -           2697 603at5820            -           1553         0 1805.1  78.9  15  15     3e-11   1.9e-07   27.7   0.9  1529  1553  2671  2695  2668  2695 0.95 | transcript=PVPAM_030021300_t1 | gene=PVPAM_030021300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000003:690621-698835(+) | protein_length=2697 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/603at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/603at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/603at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:44:47 2026
# [ok]
