#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7721022.1         -          11419 4at5820              -           4574         0 6492.6 744.3   1  40     7e-26   4.5e-22   74.6   6.1     1    80     1    81     1    97 0.85 | transcript=PVPAM_100029000_t1 | gene=PVPAM_100029000 | organism=Plasmodium_vivax_PAM | gene_product=RNA pseudouridylate synthase, putative | transcript_product=RNA pseudouridylate synthase, putative | location=CASCJQ010000010:1001445-1035987(-) | protein_length=11419 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721022.1         -          11419 4at5820              -           4574         0 6492.6 744.3  12  40   3.2e-49   2.1e-45  152.1  19.8  1062  1190  3089  3220  3077  3223 0.79 | transcript=PVPAM_100029000_t1 | gene=PVPAM_100029000 | organism=Plasmodium_vivax_PAM | gene_product=RNA pseudouridylate synthase, putative | transcript_product=RNA pseudouridylate synthase, putative | location=CASCJQ010000010:1001445-1035987(-) | protein_length=11419 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721022.1         -          11419 4at5820              -           4574         0 6492.6 744.3  13  40   1.5e-90   9.5e-87  289.3  13.7  1185  1349  3320  3495  3313  3503 0.91 | transcript=PVPAM_100029000_t1 | gene=PVPAM_100029000 | organism=Plasmodium_vivax_PAM | gene_product=RNA pseudouridylate synthase, putative | transcript_product=RNA pseudouridylate synthase, putative | location=CASCJQ010000010:1001445-1035987(-) | protein_length=11419 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721022.1         -          11419 4at5820              -           4574         0 6492.6 744.3  14  40   2.3e-37   1.5e-33  112.7   9.3  1345  1430  3626  3715  3623  3733 0.89 | transcript=PVPAM_100029000_t1 | gene=PVPAM_100029000 | organism=Plasmodium_vivax_PAM | gene_product=RNA pseudouridylate synthase, putative | transcript_product=RNA pseudouridylate synthase, putative | location=CASCJQ010000010:1001445-1035987(-) | protein_length=11419 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721022.1         -          11419 4at5820              -           4574         0 6492.6 744.3  15  40  5.1e-144  3.3e-140  466.8  56.7  1437  1711  3839  4137  3830  4144 0.93 | transcript=PVPAM_100029000_t1 | gene=PVPAM_100029000 | organism=Plasmodium_vivax_PAM | gene_product=RNA pseudouridylate synthase, putative | transcript_product=RNA pseudouridylate synthase, putative | location=CASCJQ010000010:1001445-1035987(-) | protein_length=11419 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721022.1         -          11419 4at5820              -           4574         0 6492.6 744.3  16  40   8.7e-23   5.6e-19   64.3   2.7  1710  1768  4184  4249  4179  4257 0.90 | transcript=PVPAM_100029000_t1 | gene=PVPAM_100029000 | organism=Plasmodium_vivax_PAM | gene_product=RNA pseudouridylate synthase, putative | transcript_product=RNA pseudouridylate synthase, putative | location=CASCJQ010000010:1001445-1035987(-) | protein_length=11419 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721022.1         -          11419 4at5820              -           4574         0 6492.6 744.3  17  40     2e-38   1.3e-34  116.2   2.6  1775  1848  4292  4365  4274  4369 0.88 | transcript=PVPAM_100029000_t1 | gene=PVPAM_100029000 | organism=Plasmodium_vivax_PAM | gene_product=RNA pseudouridylate synthase, putative | transcript_product=RNA pseudouridylate synthase, putative | location=CASCJQ010000010:1001445-1035987(-) | protein_length=11419 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721022.1         -          11419 4at5820              -           4574         0 6492.6 744.3  18  40   9.3e-67     6e-63  210.3  16.8  1842  1971  4418  4551  4414  4558 0.93 | transcript=PVPAM_100029000_t1 | gene=PVPAM_100029000 | organism=Plasmodium_vivax_PAM | gene_product=RNA pseudouridylate synthase, putative | transcript_product=RNA pseudouridylate synthase, putative | location=CASCJQ010000010:1001445-1035987(-) | protein_length=11419 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721022.1         -          11419 4at5820              -           4574         0 6492.6 744.3  19  40     2e-11   1.3e-07   26.6   0.1  1966  2016  4618  4679  4567  4693 0.76 | transcript=PVPAM_100029000_t1 | gene=PVPAM_100029000 | organism=Plasmodium_vivax_PAM | gene_product=RNA pseudouridylate synthase, putative | transcript_product=RNA pseudouridylate synthase, putative | location=CASCJQ010000010:1001445-1035987(-) | protein_length=11419 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721022.1         -          11419 4at5820              -           4574         0 6492.6 744.3  20  40  3.5e-216  2.3e-212  706.3  50.8  2015  2402  4862  5265  4820  5269 0.93 | transcript=PVPAM_100029000_t1 | gene=PVPAM_100029000 | organism=Plasmodium_vivax_PAM | gene_product=RNA pseudouridylate synthase, putative | transcript_product=RNA pseudouridylate synthase, putative | location=CASCJQ010000010:1001445-1035987(-) | protein_length=11419 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721022.1         -          11419 4at5820              -           4574         0 6492.6 744.3  21  40   6.3e-67   4.1e-63  210.9  28.3  2396  2552  5308  5470  5303  5473 0.95 | transcript=PVPAM_100029000_t1 | gene=PVPAM_100029000 | organism=Plasmodium_vivax_PAM | gene_product=RNA pseudouridylate synthase, putative | transcript_product=RNA pseudouridylate synthase, putative | location=CASCJQ010000010:1001445-1035987(-) | protein_length=11419 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721022.1         -          11419 4at5820              -           4574         0 6492.6 744.3  22  40   1.3e-25   8.1e-22   73.8   6.7  2552  2621  5517  5593  5514  5603 0.87 | transcript=PVPAM_100029000_t1 | gene=PVPAM_100029000 | organism=Plasmodium_vivax_PAM | gene_product=RNA pseudouridylate synthase, putative | transcript_product=RNA pseudouridylate synthase, putative | location=CASCJQ010000010:1001445-1035987(-) | protein_length=11419 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721022.1         -          11419 4at5820              -           4574         0 6492.6 744.3  23  40   5.7e-68   3.7e-64  214.3  17.1  2609  2751  5619  5773  5602  5777 0.85 | transcript=PVPAM_100029000_t1 | gene=PVPAM_100029000 | organism=Plasmodium_vivax_PAM | gene_product=RNA pseudouridylate synthase, putative | transcript_product=RNA pseudouridylate synthase, putative | location=CASCJQ010000010:1001445-1035987(-) | protein_length=11419 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721022.1         -          11419 4at5820              -           4574         0 6492.6 744.3  24  40  6.7e-152  4.3e-148  492.9  31.8  2750  3016  5806  6076  5801  6096 0.96 | transcript=PVPAM_100029000_t1 | gene=PVPAM_100029000 | organism=Plasmodium_vivax_PAM | gene_product=RNA pseudouridylate synthase, putative | transcript_product=RNA pseudouridylate synthase, putative | location=CASCJQ010000010:1001445-1035987(-) | protein_length=11419 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721022.1         -          11419 4at5820              -           4574         0 6492.6 744.3  25  40   1.4e-18   8.9e-15   50.4   2.6  3006  3064  6117  6175  6111  6193 0.82 | transcript=PVPAM_100029000_t1 | gene=PVPAM_100029000 | organism=Plasmodium_vivax_PAM | gene_product=RNA pseudouridylate synthase, putative | transcript_product=RNA pseudouridylate synthase, putative | location=CASCJQ010000010:1001445-1035987(-) | protein_length=11419 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721022.1         -          11419 4at5820              -           4574         0 6492.6 744.3  26  40   1.5e-06    0.0096   10.5   0.0  3030  3077  6278  6325  6269  6337 0.88 | transcript=PVPAM_100029000_t1 | gene=PVPAM_100029000 | organism=Plasmodium_vivax_PAM | gene_product=RNA pseudouridylate synthase, putative | transcript_product=RNA pseudouridylate synthase, putative | location=CASCJQ010000010:1001445-1035987(-) | protein_length=11419 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721022.1         -          11419 4at5820              -           4574         0 6492.6 744.3  27  40   8.3e-39   5.4e-35  117.5   3.5  3066  3172  6797  6903  6786  6911 0.87 | transcript=PVPAM_100029000_t1 | gene=PVPAM_100029000 | organism=Plasmodium_vivax_PAM | gene_product=RNA pseudouridylate synthase, putative | transcript_product=RNA pseudouridylate synthase, putative | location=CASCJQ010000010:1001445-1035987(-) | protein_length=11419 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721022.1         -          11419 4at5820              -           4574         0 6492.6 744.3  28  40     1e-66   6.4e-63  210.2  11.1  3158  3296  6958  7099  6954  7106 0.95 | transcript=PVPAM_100029000_t1 | gene=PVPAM_100029000 | organism=Plasmodium_vivax_PAM | gene_product=RNA pseudouridylate synthase, putative | transcript_product=RNA pseudouridylate synthase, putative | location=CASCJQ010000010:1001445-1035987(-) | protein_length=11419 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721022.1         -          11419 4at5820              -           4574         0 6492.6 744.3  29  40   4.8e-35   3.1e-31  105.0   0.3  3296  3409  7211  7330  7203  7338 0.87 | transcript=PVPAM_100029000_t1 | gene=PVPAM_100029000 | organism=Plasmodium_vivax_PAM | gene_product=RNA pseudouridylate synthase, putative | transcript_product=RNA pseudouridylate synthase, putative | location=CASCJQ010000010:1001445-1035987(-) | protein_length=11419 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721022.1         -          11419 4at5820              -           4574         0 6492.6 744.3  30  40   9.7e-24   6.3e-20   67.5   0.0  3397  3459  7393  7460  7384  7466 0.90 | transcript=PVPAM_100029000_t1 | gene=PVPAM_100029000 | organism=Plasmodium_vivax_PAM | gene_product=RNA pseudouridylate synthase, putative | transcript_product=RNA pseudouridylate synthase, putative | location=CASCJQ010000010:1001445-1035987(-) | protein_length=11419 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721022.1         -          11419 4at5820              -           4574         0 6492.6 744.3  31  40   2.3e-06     0.015    9.8   0.1  3458  3490  7495  7532  7488  7543 0.81 | transcript=PVPAM_100029000_t1 | gene=PVPAM_100029000 | organism=Plasmodium_vivax_PAM | gene_product=RNA pseudouridylate synthase, putative | transcript_product=RNA pseudouridylate synthase, putative | location=CASCJQ010000010:1001445-1035987(-) | protein_length=11419 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721022.1         -          11419 4at5820              -           4574         0 6492.6 744.3  32  40  8.3e-220  5.4e-216  718.3  36.7  3497  3801  7742  8046  7733  8076 0.96 | transcript=PVPAM_100029000_t1 | gene=PVPAM_100029000 | organism=Plasmodium_vivax_PAM | gene_product=RNA pseudouridylate synthase, putative | transcript_product=RNA pseudouridylate synthase, putative | location=CASCJQ010000010:1001445-1035987(-) | protein_length=11419 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721022.1         -          11419 4at5820              -           4574         0 6492.6 744.3  33  40     0.011        74   -2.4   0.0  3801  3830  8105  8134  8094  8142 0.81 | transcript=PVPAM_100029000_t1 | gene=PVPAM_100029000 | organism=Plasmodium_vivax_PAM | gene_product=RNA pseudouridylate synthase, putative | transcript_product=RNA pseudouridylate synthase, putative | location=CASCJQ010000010:1001445-1035987(-) | protein_length=11419 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721022.1         -          11419 4at5820              -           4574         0 6492.6 744.3  34  40   2.5e-97   1.6e-93  311.8   7.3  3822  4015  8185  8364  8175  8378 0.90 | transcript=PVPAM_100029000_t1 | gene=PVPAM_100029000 | organism=Plasmodium_vivax_PAM | gene_product=RNA pseudouridylate synthase, putative | transcript_product=RNA pseudouridylate synthase, putative | location=CASCJQ010000010:1001445-1035987(-) | protein_length=11419 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721022.1         -          11419 4at5820              -           4574         0 6492.6 744.3  35  40   3.6e-72   2.3e-68  228.3  16.2  4017  4221  8728  8983  8713  8993 0.84 | transcript=PVPAM_100029000_t1 | gene=PVPAM_100029000 | organism=Plasmodium_vivax_PAM | gene_product=RNA pseudouridylate synthase, putative | transcript_product=RNA pseudouridylate synthase, putative | location=CASCJQ010000010:1001445-1035987(-) | protein_length=11419 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721022.1         -          11419 4at5820              -           4574         0 6492.6 744.3  36  40   1.5e-91   9.5e-88  292.6  28.6  4235  4459  9591  9836  9581  9851 0.91 | transcript=PVPAM_100029000_t1 | gene=PVPAM_100029000 | organism=Plasmodium_vivax_PAM | gene_product=RNA pseudouridylate synthase, putative | transcript_product=RNA pseudouridylate synthase, putative | location=CASCJQ010000010:1001445-1035987(-) | protein_length=11419 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721022.1         -          11419 4at5820              -           4574         0 6492.6 744.3  37  40         1   6.5e+03  -10.0   7.7   242   289 10315 10365 10300 10374 0.40 | transcript=PVPAM_100029000_t1 | gene=PVPAM_100029000 | organism=Plasmodium_vivax_PAM | gene_product=RNA pseudouridylate synthase, putative | transcript_product=RNA pseudouridylate synthase, putative | location=CASCJQ010000010:1001445-1035987(-) | protein_length=11419 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721022.1         -          11419 4at5820              -           4574         0 6492.6 744.3  38  40   0.00049       3.2    2.1   0.1  4461  4494 10488 10521 10479 10543 0.84 | transcript=PVPAM_100029000_t1 | gene=PVPAM_100029000 | organism=Plasmodium_vivax_PAM | gene_product=RNA pseudouridylate synthase, putative | transcript_product=RNA pseudouridylate synthase, putative | location=CASCJQ010000010:1001445-1035987(-) | protein_length=11419 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721022.1         -          11419 4at5820              -           4574         0 6492.6 744.3  39  40    0.0054        35   -1.4   0.1  4522  4542 10754 10774 10752 10789 0.89 | transcript=PVPAM_100029000_t1 | gene=PVPAM_100029000 | organism=Plasmodium_vivax_PAM | gene_product=RNA pseudouridylate synthase, putative | transcript_product=RNA pseudouridylate synthase, putative | location=CASCJQ010000010:1001445-1035987(-) | protein_length=11419 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721022.1         -          11419 4at5820              -           4574         0 6492.6 744.3  40  40         1   6.5e+03  -20.7  18.5  1072  1127 11305 11361 11297 11367 0.52 | transcript=PVPAM_100029000_t1 | gene=PVPAM_100029000 | organism=Plasmodium_vivax_PAM | gene_product=RNA pseudouridylate synthase, putative | transcript_product=RNA pseudouridylate synthase, putative | location=CASCJQ010000010:1001445-1035987(-) | protein_length=11419 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/4at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:39:57 2026
# [ok]
