#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7719963.1         -            250 12423at5820          -            183  4.8e-108  357.4  23.9   1   2   1.4e-71   3.3e-69  230.8   7.3     1   116    16   136    16   141 0.97 | transcript=PVPAM_080018600_t1 | gene=PVPAM_080018600 | organism=Plasmodium_vivax_PAM | gene_product=G-strand-binding protein 2, putative | transcript_product=G-strand-binding protein 2, putative | location=CASCJQ010000008:638144-639816(+) | protein_length=250 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721248.1         -            392 12423at5820          -            183   1.7e-10   39.5   1.8   2   4    0.0066       1.6    7.0   0.0   114   149   113   148   103   156 0.83 | transcript=PVPAM_110015000_t1 | gene=PVPAM_110015000 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000011:398694-401365(+) | protein_length=392 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721248.1         -            392 12423at5820          -            183   1.7e-10   39.5   1.8   3   4     0.019       4.6    5.5   0.0    43    89   155   204   147   207 0.78 | transcript=PVPAM_110015000_t1 | gene=PVPAM_110015000 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000011:398694-401365(+) | protein_length=392 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721248.1         -            392 12423at5820          -            183   1.7e-10   39.5   1.8   4   4     7e-07   0.00017   19.9   0.0     5    78   208   281   205   300 0.87 | transcript=PVPAM_110015000_t1 | gene=PVPAM_110015000 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000011:398694-401365(+) | protein_length=392 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723515.1         -           1116 12423at5820          -            183   1.7e-10   39.4  15.4   1   5     0.013       3.2    6.0   0.1    98   166   350   420   335   429 0.78 | transcript=PVPAM_140043900_t1 | gene=PVPAM_140043900 | organism=Plasmodium_vivax_PAM | gene_product=multiple RNA-binding domain-containing protein 1, putative | transcript_product=multiple RNA-binding domain-containing protein 1, putative | location=CASCJQ010000014:1630544-1633894(+) | protein_length=1116 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723515.1         -           1116 12423at5820          -            183   1.7e-10   39.4  15.4   2   5         4   9.5e+02   -2.1   0.3    62   119   515   575   481   585 0.52 | transcript=PVPAM_140043900_t1 | gene=PVPAM_140043900 | organism=Plasmodium_vivax_PAM | gene_product=multiple RNA-binding domain-containing protein 1, putative | transcript_product=multiple RNA-binding domain-containing protein 1, putative | location=CASCJQ010000014:1630544-1633894(+) | protein_length=1116 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723515.1         -           1116 12423at5820          -            183   1.7e-10   39.4  15.4   3   5   0.00028     0.066   11.5   0.1   115   169   708   763   700   773 0.77 | transcript=PVPAM_140043900_t1 | gene=PVPAM_140043900 | organism=Plasmodium_vivax_PAM | gene_product=multiple RNA-binding domain-containing protein 1, putative | transcript_product=multiple RNA-binding domain-containing protein 1, putative | location=CASCJQ010000014:1630544-1633894(+) | protein_length=1116 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723515.1         -           1116 12423at5820          -            183   1.7e-10   39.4  15.4   4   5   0.00099      0.24    9.7   0.5    43   100   911   968   880   976 0.84 | transcript=PVPAM_140043900_t1 | gene=PVPAM_140043900 | organism=Plasmodium_vivax_PAM | gene_product=multiple RNA-binding domain-containing protein 1, putative | transcript_product=multiple RNA-binding domain-containing protein 1, putative | location=CASCJQ010000014:1630544-1633894(+) | protein_length=1116 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723515.1         -           1116 12423at5820          -            183   1.7e-10   39.4  15.4   5   5   1.3e-06   0.00031   19.0   0.0     7    78   976  1047   971  1100 0.86 | transcript=PVPAM_140043900_t1 | gene=PVPAM_140043900 | organism=Plasmodium_vivax_PAM | gene_product=multiple RNA-binding domain-containing protein 1, putative | transcript_product=multiple RNA-binding domain-containing protein 1, putative | location=CASCJQ010000014:1630544-1633894(+) | protein_length=1116 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722937.1         -            479 12423at5820          -            183     2e-10   39.2   0.1   1   2   0.00011     0.026   12.8   0.0     7    71    21    86    16   100 0.90 | transcript=PVPAM_130043900_t1 | gene=PVPAM_130043900 | organism=Plasmodium_vivax_PAM | gene_product=splicing factor 3B subunit 4, putative | transcript_product=splicing factor 3B subunit 4, putative | location=CASCJQ010000013:1690833-1692526(+) | protein_length=479 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722937.1         -            479 12423at5820          -            183     2e-10   39.2   0.1   2   2     3e-08   7.2e-06   24.4   0.0     5    81   106   182   102   208 0.85 | transcript=PVPAM_130043900_t1 | gene=PVPAM_130043900 | organism=Plasmodium_vivax_PAM | gene_product=splicing factor 3B subunit 4, putative | transcript_product=splicing factor 3B subunit 4, putative | location=CASCJQ010000013:1690833-1692526(+) | protein_length=479 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718792.1         -            292 12423at5820          -            183   3.8e-10   38.3   0.0   1   2   5.6e-05     0.013   13.7   0.0     2    67     3    68     2    78 0.91 | transcript=PVPAM_050018600_t1 | gene=PVPAM_050018600 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000005:612140-613354(+) | protein_length=292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718792.1         -            292 12423at5820          -            183   3.8e-10   38.3   0.0   2   2   1.1e-07   2.7e-05   22.5   0.0     5    67   154   216   151   236 0.90 | transcript=PVPAM_050018600_t1 | gene=PVPAM_050018600 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000005:612140-613354(+) | protein_length=292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719609.1         -            340 12423at5820          -            183   1.6e-09   36.3   0.5   1   2   8.8e-05     0.021   13.1   0.0     6    75    87   159    82   163 0.81 | transcript=PVPAM_070022300_t1 | gene=PVPAM_070022300 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein musashi, putative | transcript_product=RNA-binding protein musashi, putative | location=CASCJQ010000007:784356-785378(-) | protein_length=340 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719609.1         -            340 12423at5820          -            183   1.6e-09   36.3   0.5   2   2   3.4e-07   8.2e-05   20.9   0.6     7   110   171   269   165   289 0.81 | transcript=PVPAM_070022300_t1 | gene=PVPAM_070022300 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein musashi, putative | transcript_product=RNA-binding protein musashi, putative | location=CASCJQ010000007:784356-785378(-) | protein_length=340 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723034.1         -            507 12423at5820          -            183   2.1e-09   35.9   2.1   1   3      0.09        21    3.3   0.1    76   146    40   113    11   155 0.57 | transcript=PVPAM_130054000_t1 | gene=PVPAM_130054000 | organism=Plasmodium_vivax_PAM | gene_product=CUGBP Elav-like family member 2, putative | transcript_product=CUGBP Elav-like family member 2, putative | location=CASCJQ010000013:2166321-2167844(-) | protein_length=507 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723034.1         -            507 12423at5820          -            183   2.1e-09   35.9   2.1   2   3   3.3e-08     8e-06   24.2   0.0     6    68   184   246   179   272 0.90 | transcript=PVPAM_130054000_t1 | gene=PVPAM_130054000 | organism=Plasmodium_vivax_PAM | gene_product=CUGBP Elav-like family member 2, putative | transcript_product=CUGBP Elav-like family member 2, putative | location=CASCJQ010000013:2166321-2167844(-) | protein_length=507 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723034.1         -            507 12423at5820          -            183   2.1e-09   35.9   2.1   3   3     0.012       2.9    6.1   0.0    20    81   412   474   393   503 0.67 | transcript=PVPAM_130054000_t1 | gene=PVPAM_130054000 | organism=Plasmodium_vivax_PAM | gene_product=CUGBP Elav-like family member 2, putative | transcript_product=CUGBP Elav-like family member 2, putative | location=CASCJQ010000013:2166321-2167844(-) | protein_length=507 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718904.1         -            236 12423at5820          -            183     5e-08   31.4   0.1   1   1   2.1e-10     5e-08   31.4   0.1     7   108    35   136    31   151 0.78 | transcript=PVPAM_050029600_t1 | gene=PVPAM_050029600 | organism=Plasmodium_vivax_PAM | gene_product=nuclear cap-binding protein subunit 2, putative | transcript_product=nuclear cap-binding protein subunit 2, putative | location=CASCJQ010000005:1023050-1023894(+) | protein_length=236 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718881.1         -            269 12423at5820          -            183   9.7e-08   30.5   0.4   1   3     0.025       5.9    5.1   2.1    80   141    18    81     7   125 0.79 | transcript=PVPAM_050027300_t1 | gene=PVPAM_050027300 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 3 subunit G, putative | transcript_product=eukaryotic translation initiation factor 3 subunit G, putative | location=CASCJQ010000005:938613-940758(+) | protein_length=269 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718881.1         -            269 12423at5820          -            183   9.7e-08   30.5   0.4   2   3     8e-05     0.019   13.2   0.1   102   150   171   219   130   225 0.82 | transcript=PVPAM_050027300_t1 | gene=PVPAM_050027300 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 3 subunit G, putative | transcript_product=eukaryotic translation initiation factor 3 subunit G, putative | location=CASCJQ010000005:938613-940758(+) | protein_length=269 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718881.1         -            269 12423at5820          -            183   9.7e-08   30.5   0.4   3   3   9.7e-08   2.3e-05   22.7   0.0     3    78   185   261   183   268 0.90 | transcript=PVPAM_050027300_t1 | gene=PVPAM_050027300 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 3 subunit G, putative | transcript_product=eukaryotic translation initiation factor 3 subunit G, putative | location=CASCJQ010000005:938613-940758(+) | protein_length=269 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719650.1         -            480 12423at5820          -            183   2.7e-07   29.0   6.0   1   3   0.00017      0.04   12.2   0.1     7    77   101   171    96   201 0.89 | transcript=PVPAM_070026400_t1 | gene=PVPAM_070026400 | organism=Plasmodium_vivax_PAM | gene_product=U4/U6 snRNA-associated-splicing factor, putative | transcript_product=U4/U6 snRNA-associated-splicing factor, putative | location=CASCJQ010000007:946281-947918(+) | protein_length=480 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719650.1         -            480 12423at5820          -            183   2.7e-07   29.0   6.0   2   3   9.4e-05     0.023   13.0   0.8    94   150   284   339   240   345 0.81 | transcript=PVPAM_070026400_t1 | gene=PVPAM_070026400 | organism=Plasmodium_vivax_PAM | gene_product=U4/U6 snRNA-associated-splicing factor, putative | transcript_product=U4/U6 snRNA-associated-splicing factor, putative | location=CASCJQ010000007:946281-947918(+) | protein_length=480 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719650.1         -            480 12423at5820          -            183   2.7e-07   29.0   6.0   3   3     0.022       5.2    5.3   0.0    39    85   345   390   339   398 0.81 | transcript=PVPAM_070026400_t1 | gene=PVPAM_070026400 | organism=Plasmodium_vivax_PAM | gene_product=U4/U6 snRNA-associated-splicing factor, putative | transcript_product=U4/U6 snRNA-associated-splicing factor, putative | location=CASCJQ010000007:946281-947918(+) | protein_length=480 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720963.1         -            314 12423at5820          -            183     6e-07   27.9   0.6   1   2   3.7e-06   0.00087   17.6   0.0     8   180    10    76     4    79 0.50 | transcript=PVPAM_100023100_t1 | gene=PVPAM_100023100 | organism=Plasmodium_vivax_PAM | gene_product=serine/arginine-rich splicing factor 1, putative | transcript_product=serine/arginine-rich splicing factor 1, putative | location=CASCJQ010000010:798029-799180(+) | protein_length=314 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720963.1         -            314 12423at5820          -            183     6e-07   27.9   0.6   2   2   1.1e-05    0.0026   16.1   0.3     8   117   112   216   105   237 0.67 | transcript=PVPAM_100023100_t1 | gene=PVPAM_100023100 | organism=Plasmodium_vivax_PAM | gene_product=serine/arginine-rich splicing factor 1, putative | transcript_product=serine/arginine-rich splicing factor 1, putative | location=CASCJQ010000010:798029-799180(+) | protein_length=314 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721474.1         -            153 12423at5820          -            183   3.6e-06   25.4   1.0   1   1   1.5e-08   3.6e-06   25.4   1.0     6    90    61   145    56   151 0.90 | transcript=PVPAM_110037900_t1 | gene=PVPAM_110037900 | organism=Plasmodium_vivax_PAM | gene_product=THO complex subunit 4, putative | transcript_product=THO complex subunit 4, putative | location=CASCJQ010000011:1378019-1379455(-) | protein_length=153 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721256.1         -            181 12423at5820          -            183     7e-06   24.4   2.4   1   1   4.3e-08     1e-05   23.9   2.4     2   117    46   167    45   179 0.81 | transcript=PVPAM_110015800_t1 | gene=PVPAM_110015800 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000011:440296-441618(+) | protein_length=181 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723701.1         -            511 12423at5820          -            183     1e-05   23.9   0.0   1   3       0.3        73    1.6   0.0   118   146    15    43    10    93 0.88 | transcript=PVPAM_140062500_t1 | gene=PVPAM_140062500 | organism=Plasmodium_vivax_PAM | gene_product=clustered-asparagine-rich protein, putative | transcript_product=clustered-asparagine-rich protein, putative | location=CASCJQ010000014:2486249-2487784(-) | protein_length=511 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723701.1         -            511 12423at5820          -            183     1e-05   23.9   0.0   2   3       2.6   6.3e+02   -1.5   0.0   112   133   382   403   348   408 0.83 | transcript=PVPAM_140062500_t1 | gene=PVPAM_140062500 | organism=Plasmodium_vivax_PAM | gene_product=clustered-asparagine-rich protein, putative | transcript_product=clustered-asparagine-rich protein, putative | location=CASCJQ010000014:2486249-2487784(-) | protein_length=511 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723701.1         -            511 12423at5820          -            183     1e-05   23.9   0.0   3   3   1.7e-06    0.0004   18.7   0.0     5    87   427   509   424   511 0.87 | transcript=PVPAM_140062500_t1 | gene=PVPAM_140062500 | organism=Plasmodium_vivax_PAM | gene_product=clustered-asparagine-rich protein, putative | transcript_product=clustered-asparagine-rich protein, putative | location=CASCJQ010000014:2486249-2487784(-) | protein_length=511 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719779.1         -            721 12423at5820          -            183   1.4e-05   23.5   0.0   1   1   1.4e-07   3.3e-05   22.2   0.0     7    78     8    80     2    96 0.85 | transcript=PVPAM_070039300_t1 | gene=PVPAM_070039300 | organism=Plasmodium_vivax_PAM | gene_product=CSTF domain-containing protein, putative | transcript_product=CSTF domain-containing protein, putative | location=CASCJQ010000007:1427879-1430044(+) | protein_length=721 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723587.1         -            110 12423at5820          -            183     3e-05   22.4   0.0   1   1   1.7e-07     4e-05   22.0   0.0   120   180    15    82     3    85 0.74 | transcript=PVPAM_140051100_t1 | gene=PVPAM_140051100 | organism=Plasmodium_vivax_PAM | gene_product=splicing factor 3B subunit 6, putative | transcript_product=splicing factor 3B subunit 6, putative | location=CASCJQ010000014:1989748-1990335(-) | protein_length=110 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721186.1         -            452 12423at5820          -            183   8.1e-05   21.0   0.1   1   2   3.4e-07   8.1e-05   21.0   0.1     8    83   100   175    95   186 0.93 | transcript=PVPAM_110008800_t1 | gene=PVPAM_110008800 | organism=Plasmodium_vivax_PAM | gene_product=U1 small nuclear ribonucleoprotein 70 kDa homolog, putative | transcript_product=U1 small nuclear ribonucleoprotein 70 kDa homolog, putative | location=CASCJQ010000011:144604-145962(-) | protein_length=452 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721186.1         -            452 12423at5820          -            183   8.1e-05   21.0   0.1   2   2       4.6   1.1e+03   -2.3   0.1    89   113   368   393   356   401 0.63 | transcript=PVPAM_110008800_t1 | gene=PVPAM_110008800 | organism=Plasmodium_vivax_PAM | gene_product=U1 small nuclear ribonucleoprotein 70 kDa homolog, putative | transcript_product=U1 small nuclear ribonucleoprotein 70 kDa homolog, putative | location=CASCJQ010000011:144604-145962(-) | protein_length=452 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718894.1         -            361 12423at5820          -            183   8.8e-05   20.9   0.2   1   2       0.3        72    1.6   0.0     8    57   120   170   113   198 0.65 | transcript=PVPAM_050028600_t1 | gene=PVPAM_050028600 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000005:988086-990499(-) | protein_length=361 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718894.1         -            361 12423at5820          -            183   8.8e-05   20.9   0.2   2   2   6.2e-06    0.0015   16.8   0.1     7    82   203   277   196   298 0.80 | transcript=PVPAM_050028600_t1 | gene=PVPAM_050028600 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000005:988086-990499(-) | protein_length=361 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720552.1         -           1054 12423at5820          -            183   0.00011   20.5   0.2   1   1   1.8e-06   0.00043   18.6   0.2     4   103     4   107     2   135 0.76 | transcript=PVPAM_090031800_t1 | gene=PVPAM_090031800 | organism=Plasmodium_vivax_PAM | gene_product=alternative splicing factor SR-MG, putative | transcript_product=alternative splicing factor SR-MG, putative | location=CASCJQ010000009:1220788-1223952(+) | protein_length=1054 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719939.1         -            860 12423at5820          -            183   0.00013   20.3   1.3   1   5       7.6   1.8e+03   -3.0   3.9    84   114    39    70    21    77 0.65 | transcript=PVPAM_080016200_t1 | gene=PVPAM_080016200 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000008:559696-562278(-) | protein_length=860 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719939.1         -            860 12423at5820          -            183   0.00013   20.3   1.3   2   5     0.003      0.72    8.1   1.2    98   157   287   346   251   374 0.79 | transcript=PVPAM_080016200_t1 | gene=PVPAM_080016200 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000008:559696-562278(-) | protein_length=860 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719939.1         -            860 12423at5820          -            183   0.00013   20.3   1.3   3   5   5.3e-07   0.00013   20.3   1.3    98   181   390   482   346   484 0.74 | transcript=PVPAM_080016200_t1 | gene=PVPAM_080016200 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000008:559696-562278(-) | protein_length=860 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719939.1         -            860 12423at5820          -            183   0.00013   20.3   1.3   4   5     0.031       7.3    4.8  14.2     5    79   412   484   408   579 0.62 | transcript=PVPAM_080016200_t1 | gene=PVPAM_080016200 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000008:559696-562278(-) | protein_length=860 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719939.1         -            860 12423at5820          -            183   0.00013   20.3   1.3   5   5       4.9   1.2e+03   -2.4   3.7    58   116   696   757   656   774 0.66 | transcript=PVPAM_080016200_t1 | gene=PVPAM_080016200 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000008:559696-562278(-) | protein_length=860 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723340.1         -            291 12423at5820          -            183   0.00014   20.2   0.8   1   1   1.2e-06   0.00028   19.2   0.8    11    85    99   173    91   265 0.87 | transcript=PVPAM_140025900_t1 | gene=PVPAM_140025900 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000014:922529-924148(-) | protein_length=291 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721566.1         -            747 12423at5820          -            183   0.00015   20.1   0.7   1   3      0.08        19    3.5   0.0    10    73   407   468   399   494 0.74 | transcript=PVPAM_110047100_t1 | gene=PVPAM_110047100 | organism=Plasmodium_vivax_PAM | gene_product=polypyrimidine tract-binding protein, putative | transcript_product=polypyrimidine tract-binding protein, putative | location=CASCJQ010000011:1758675-1761668(+) | protein_length=747 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
