#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7721437.1         -            822 2595at5820           -            752         0 1743.0   6.9   1   2         0         0 1638.6   2.5     1   697    21   718    21   725 1.00 | transcript=PVPAM_110034300_t1 | gene=PVPAM_110034300 | organism=Plasmodium_vivax_PAM | gene_product=AAA family ATPase, CDC48 subfamily, putative | transcript_product=AAA family ATPase, CDC48 subfamily, putative | location=CASCJQ010000011:1241062-1243697(+) | protein_length=822 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723825.1         -            424 2595at5820           -            752   1.2e-56  190.6   0.6   1   1   5.7e-59   1.7e-56  190.1   0.6   178   417   159   400   142   414 0.92 | transcript=PVPAM_140074800_t1 | gene=PVPAM_140074800 | organism=Plasmodium_vivax_PAM | gene_product=26S protease regulatory subunit 8, putative | transcript_product=26S protease regulatory subunit 8, putative | location=CASCJQ010000014:2935721-2936995(-) | protein_length=424 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718885.1         -            392 2595at5820           -            752   5.1e-56  188.5   0.1   1   1   2.4e-58   7.2e-56  188.0   0.1   183   415   134   369   108   378 0.72 | transcript=PVPAM_050027700_t1 | gene=PVPAM_050027700 | organism=Plasmodium_vivax_PAM | gene_product=26S protease regulatory subunit 6B, putative | transcript_product=26S protease regulatory subunit 6B, putative | location=CASCJQ010000005:947308-948671(-) | protein_length=392 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723739.1         -            896 2595at5820           -            752   1.3e-53  180.6   0.1   1   2   1.4e-55   4.3e-53  178.9   0.0   456   683   157   387   142   414 0.92 | transcript=PVPAM_140066300_t1 | gene=PVPAM_140066300 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent zinc metalloprotease FTSH 1, putative | transcript_product=ATP-dependent zinc metalloprotease FTSH 1, putative | location=CASCJQ010000014:2628494-2631184(+) | protein_length=896 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723739.1         -            896 2595at5820           -            752   1.3e-53  180.6   0.1   2   2      0.47   1.4e+02   -1.4   0.0   333   371   695   735   690   746 0.77 | transcript=PVPAM_140066300_t1 | gene=PVPAM_140066300 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent zinc metalloprotease FTSH 1, putative | transcript_product=ATP-dependent zinc metalloprotease FTSH 1, putative | location=CASCJQ010000014:2628494-2631184(+) | protein_length=896 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722234.1         -            702 2595at5820           -            752   1.8e-49  166.9   0.4   1   1   1.1e-51   3.3e-49  166.0   0.4   451   691   239   478   229   489 0.90 | transcript=PVPAM_120047100_t1 | gene=PVPAM_120047100 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent zinc metalloprotease FTSH, putative | transcript_product=ATP-dependent zinc metalloprotease FTSH, putative | location=CASCJQ010000012:1695818-1697926(+) | protein_length=702 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720479.1         -            950 2595at5820           -            752   2.8e-49  166.2   0.2   1   1   1.3e-51   3.9e-49  165.7   0.2   183   409   398   633   384   651 0.90 | transcript=PVPAM_090024400_t1 | gene=PVPAM_090024400 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent zinc metalloprotease FTSH, putative | transcript_product=ATP-dependent zinc metalloprotease FTSH, putative | location=CASCJQ010000009:885031-887883(-) | protein_length=950 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720273.1         -            785 2595at5820           -            752   4.6e-48  162.2   0.9   1   3       3.3   9.8e+02   -4.2   0.1    50   103    48   101    46   110 0.67 | transcript=PVPAM_080049600_t1 | gene=PVPAM_080049600 | organism=Plasmodium_vivax_PAM | gene_product=N-ethylmaleimide-sensitive fusion protein, putative | transcript_product=N-ethylmaleimide-sensitive fusion protein, putative | location=CASCJQ010000008:1926957-1929314(+) | protein_length=785 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720273.1         -            785 2595at5820           -            752   4.6e-48  162.2   0.9   2   3     3e-45   8.8e-43  144.7   0.0   462   711   256   521   237   535 0.67 | transcript=PVPAM_080049600_t1 | gene=PVPAM_080049600 | organism=Plasmodium_vivax_PAM | gene_product=N-ethylmaleimide-sensitive fusion protein, putative | transcript_product=N-ethylmaleimide-sensitive fusion protein, putative | location=CASCJQ010000008:1926957-1929314(+) | protein_length=785 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720273.1         -            785 2595at5820           -            752   4.6e-48  162.2   0.9   3   3   7.1e-06    0.0021   14.6   0.0   223   293   572   643   566   685 0.84 | transcript=PVPAM_080049600_t1 | gene=PVPAM_080049600 | organism=Plasmodium_vivax_PAM | gene_product=N-ethylmaleimide-sensitive fusion protein, putative | transcript_product=N-ethylmaleimide-sensitive fusion protein, putative | location=CASCJQ010000008:1926957-1929314(+) | protein_length=785 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718122.1         -            700 2595at5820           -            752   1.5e-40  137.4   0.0   1   1   7.1e-43   2.1e-40  136.9   0.0   455   686   419   651   409   695 0.89 | transcript=PVPAM_030011800_t1 | gene=PVPAM_030011800 | organism=Plasmodium_vivax_PAM | gene_product=AAA family ATPase, putative | transcript_product=AAA family ATPase, putative | location=CASCJQ010000003:322999-325101(-) | protein_length=700 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722309.1         -            442 2595at5820           -            752     3e-38  129.8   0.0   1   3   5.5e-40   1.6e-37  127.4   0.0   454   641   112   294    73   300 0.91 | transcript=PVPAM_120054600_t1 | gene=PVPAM_120054600 | organism=Plasmodium_vivax_PAM | gene_product=vacuolar protein sorting-associated protein 4, putative | transcript_product=vacuolar protein sorting-associated protein 4, putative | location=CASCJQ010000012:1997081-1998409(+) | protein_length=442 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722309.1         -            442 2595at5820           -            752     3e-38  129.8   0.0   2   3       0.6   1.8e+02   -1.7   0.0   654   681   329   356   323   370 0.67 | transcript=PVPAM_120054600_t1 | gene=PVPAM_120054600 | organism=Plasmodium_vivax_PAM | gene_product=vacuolar protein sorting-associated protein 4, putative | transcript_product=vacuolar protein sorting-associated protein 4, putative | location=CASCJQ010000012:1997081-1998409(+) | protein_length=442 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722309.1         -            442 2595at5820           -            752     3e-38  129.8   0.0   3   3      0.77   2.3e+02   -2.1   0.0   701   728   407   434   391   438 0.83 | transcript=PVPAM_120054600_t1 | gene=PVPAM_120054600 | organism=Plasmodium_vivax_PAM | gene_product=vacuolar protein sorting-associated protein 4, putative | transcript_product=vacuolar protein sorting-associated protein 4, putative | location=CASCJQ010000012:1997081-1998409(+) | protein_length=442 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717786.1         -           1171 2595at5820           -            752   2.3e-22   77.3   0.0   1   2   2.4e-17     7e-15   52.5   0.0   487   595   588   701   559   717 0.79 | transcript=PVPAM_010030000_t1 | gene=PVPAM_010030000 | organism=Plasmodium_vivax_PAM | gene_product=AAA family ATPase, putative | transcript_product=AAA family ATPase, putative | location=CASCJQ010000001:1117779-1121294(-) | protein_length=1171 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717786.1         -           1171 2595at5820           -            752   2.3e-22   77.3   0.0   2   2   2.8e-08   8.3e-06   22.5   0.0   598   649   788   839   777   850 0.89 | transcript=PVPAM_010030000_t1 | gene=PVPAM_010030000 | organism=Plasmodium_vivax_PAM | gene_product=AAA family ATPase, putative | transcript_product=AAA family ATPase, putative | location=CASCJQ010000001:1117779-1121294(-) | protein_length=1171 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720679.1         -            627 2595at5820           -            752   3.5e-15   53.5   0.0   1   1   1.7e-17     5e-15   53.0   0.0   459   639   309   506   305   518 0.73 | transcript=PVPAM_090044400_t1 | gene=PVPAM_090044400 | organism=Plasmodium_vivax_PAM | gene_product=AAA family ATPase, putative | transcript_product=AAA family ATPase, putative | location=CASCJQ010000009:1776366-1779201(-) | protein_length=627 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717691.1         -            665 2595at5820           -            752   6.6e-12   42.7   0.0   1   1   4.2e-14   1.2e-11   41.8   0.0   495   675   344   535   317   547 0.73 | transcript=PVPAM_010020500_t1 | gene=PVPAM_010020500 | organism=Plasmodium_vivax_PAM | gene_product=AAA family ATPase, putative | transcript_product=AAA family ATPase, putative | location=CASCJQ010000001:739478-741475(+) | protein_length=665 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717764.1         -           1000 2595at5820           -            752   1.2e-10   38.5   0.0   1   2     0.037        11    2.3   0.0   654   684   574   604   554   608 0.79 | transcript=PVPAM_010027800_t1 | gene=PVPAM_010027800 | organism=Plasmodium_vivax_PAM | gene_product=AAA family ATPase, putative | transcript_product=AAA family ATPase, putative | location=CASCJQ010000001:1005291-1008466(+) | protein_length=1000 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717764.1         -           1000 2595at5820           -            752   1.2e-10   38.5   0.0   2   2   1.1e-11   3.2e-09   33.8   0.0   220   574   757   840   749   892 0.62 | transcript=PVPAM_010027800_t1 | gene=PVPAM_010027800 | organism=Plasmodium_vivax_PAM | gene_product=AAA family ATPase, putative | transcript_product=AAA family ATPase, putative | location=CASCJQ010000001:1005291-1008466(+) | protein_length=1000 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721601.1         -            483 2595at5820           -            752   1.9e-06   24.6   0.0   1   2   0.00016     0.047   10.1   0.0   489   527   249   287   226   294 0.80 | transcript=PVPAM_110050500_t1 | gene=PVPAM_110050500 | organism=Plasmodium_vivax_PAM | gene_product=mitochondrial chaperone BCS1, putative | transcript_product=mitochondrial chaperone BCS1, putative | location=CASCJQ010000011:1906067-1907518(-) | protein_length=483 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721601.1         -            483 2595at5820           -            752   1.9e-06   24.6   0.0   2   2   3.1e-05    0.0092   12.4   0.0   586   631   368   413   347   434 0.87 | transcript=PVPAM_110050500_t1 | gene=PVPAM_110050500 | organism=Plasmodium_vivax_PAM | gene_product=mitochondrial chaperone BCS1, putative | transcript_product=mitochondrial chaperone BCS1, putative | location=CASCJQ010000011:1906067-1907518(-) | protein_length=483 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721235.1         -            483 2595at5820           -            752   0.00055   16.5   0.6   1   2   3.3e-06   0.00098   15.6   0.2   220   312    62   160    49   197 0.73 | transcript=PVPAM_110013700_t1 | gene=PVPAM_110013700 | organism=Plasmodium_vivax_PAM | gene_product=RuvB-like helicase 3, putative | transcript_product=RuvB-like helicase 3, putative | location=CASCJQ010000011:342633-344084(+) | protein_length=483 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721235.1         -            483 2595at5820           -            752   0.00055   16.5   0.6   2   2       1.1   3.1e+02   -2.5   0.0   465   493   262   290   237   301 0.57 | transcript=PVPAM_110013700_t1 | gene=PVPAM_110013700 | organism=Plasmodium_vivax_PAM | gene_product=RuvB-like helicase 3, putative | transcript_product=RuvB-like helicase 3, putative | location=CASCJQ010000011:342633-344084(+) | protein_length=483 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2595at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2595at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2595at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:36:50 2026
# [ok]
