#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7721341.1         -            380 7192at5820           -            334  5.6e-206  681.4  19.6   1   1  2.5e-208  6.9e-206  681.1  19.6    10   334    45   376    37   376 0.98 | transcript=PVPAM_110024400_t1 | gene=PVPAM_110024400 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000011:833152-834294(+) | protein_length=380 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722993.1         -            381 7192at5820           -            334     4e-19   67.2   0.9   1   1   2.3e-21   6.4e-19   66.5   0.9    11    79    55   124    49   161 0.92 | transcript=PVPAM_130049900_t1 | gene=PVPAM_130049900 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000013:1983241-1984755(-) | protein_length=381 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720377.1         -            549 7192at5820           -            334   8.6e-18   62.8   1.9   1   1   9.6e-20   2.7e-17   61.2   1.9    12    78    35   100    31   105 0.91 | transcript=PVPAM_090014200_t1 | gene=PVPAM_090014200 | organism=Plasmodium_vivax_PAM | gene_product=heat shock protein J2, putative | transcript_product=heat shock protein J2, putative | location=CASCJQ010000009:506315-507964(-) | protein_length=549 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720901.1         -            529 7192at5820           -            334   1.2e-16   59.1   2.1   1   2      0.53   1.5e+02   -0.5   0.1    60    89   122   152   110   174 0.75 | transcript=PVPAM_100016900_t1 | gene=PVPAM_100016900 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000010:518961-520882(-) | protein_length=529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720901.1         -            529 7192at5820           -            334   1.2e-16   59.1   2.1   2   2   4.2e-19   1.2e-16   59.1   2.1     8    81   191   262   184   268 0.88 | transcript=PVPAM_100016900_t1 | gene=PVPAM_100016900 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000010:518961-520882(-) | protein_length=529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722051.1         -            334 7192at5820           -            334   1.5e-16   58.7   0.4   1   1   8.6e-19   2.4e-16   58.0   0.4    11    73    43   108    34   173 0.84 | transcript=PVPAM_120028900_t1 | gene=PVPAM_120028900 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000012:922936-924975(+) | protein_length=334 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722759.1         -            245 7192at5820           -            334   1.1e-15   55.9   1.5   1   1   5.6e-18   1.6e-15   55.3   1.5    11   103     6   107     1   116 0.75 | transcript=PVPAM_130026000_t1 | gene=PVPAM_130026000 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ domain containing protein | transcript_product=DnaJ domain containing protein | location=CASCJQ010000013:953395-955087(+) | protein_length=245 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717759.1         -            846 7192at5820           -            334   4.8e-15   53.8   0.6   1   1   3.2e-17   8.9e-15   52.9   0.6    12    81   295   366   290   372 0.90 | transcript=PVPAM_010027300_t1 | gene=PVPAM_010027300 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000001:986919-989459(+) | protein_length=846 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718786.1         -            691 7192at5820           -            334   1.2e-13   49.1   4.2   1   2   4.4e-16   1.2e-13   49.1   4.2    10    89   141   222   137   295 0.84 | transcript=PVPAM_050018000_t1 | gene=PVPAM_050018000 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000005:588880-590955(-) | protein_length=691 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718786.1         -            691 7192at5820           -            334   1.2e-13   49.1   4.2   2   2      0.63   1.8e+02   -0.7   0.7   212   273   406   469   339   496 0.73 | transcript=PVPAM_050018000_t1 | gene=PVPAM_050018000 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000005:588880-590955(-) | protein_length=691 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722148.1         -            339 7192at5820           -            334   6.5e-12   43.5   9.8   1   3   1.3e-09   3.6e-07   27.9   0.4     5    66     2    67     1    93 0.74 | transcript=PVPAM_120038600_t1 | gene=PVPAM_120038600 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000012:1334802-1335821(-) | protein_length=339 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722148.1         -            339 7192at5820           -            334   6.5e-12   43.5   9.8   2   3   2.7e-07   7.7e-05   20.2   0.1    47    79   115   147   104   159 0.86 | transcript=PVPAM_120038600_t1 | gene=PVPAM_120038600 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000012:1334802-1335821(-) | protein_length=339 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722148.1         -            339 7192at5820           -            334   6.5e-12   43.5   9.8   3   3      0.35        97    0.2   0.3   199   225   221   247   215   310 0.75 | transcript=PVPAM_120038600_t1 | gene=PVPAM_120038600 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000012:1334802-1335821(-) | protein_length=339 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719951.1         -            727 7192at5820           -            334   1.1e-11   42.7   2.4   1   2   3.9e-14   1.1e-11   42.7   2.4    12    84     9    88     2    97 0.78 | transcript=PVPAM_080017400_t1 | gene=PVPAM_080017400 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000008:599867-602050(-) | protein_length=727 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719951.1         -            727 7192at5820           -            334   1.1e-11   42.7   2.4   2   2         4   1.1e+03   -3.3   0.3    89   108   141   160   133   181 0.52 | transcript=PVPAM_080017400_t1 | gene=PVPAM_080017400 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000008:599867-602050(-) | protein_length=727 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719632.1         -            378 7192at5820           -            334   1.2e-11   42.6   0.2   1   2   4.2e-14   1.2e-11   42.6   0.2    13    84    55   127    48   144 0.88 | transcript=PVPAM_070024600_t1 | gene=PVPAM_070024600 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000007:878362-880295(+) | protein_length=378 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719632.1         -            378 7192at5820           -            334   1.2e-11   42.6   0.2   2   2      0.72     2e+02   -0.9   0.4   135   181   244   290   230   359 0.61 | transcript=PVPAM_070024600_t1 | gene=PVPAM_070024600 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000007:878362-880295(+) | protein_length=378 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720654.1         -            381 7192at5820           -            334   1.5e-11   42.3   3.1   1   1     1e-13   2.9e-11   41.3   3.1    11    75   112   177   104   226 0.72 | transcript=PVPAM_090041800_t1 | gene=PVPAM_090041800 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000009:1633073-1634829(-) | protein_length=381 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723355.1         -            718 7192at5820           -            334   1.2e-10   39.3   0.0   1   1     9e-13   2.5e-10   38.2   0.0     9    74   127   194   119   201 0.86 | transcript=PVPAM_140027400_t1 | gene=PVPAM_140027400 | organism=Plasmodium_vivax_PAM | gene_product=translocation protein SEC63, putative | transcript_product=translocation protein SEC63, putative | location=CASCJQ010000014:968475-970631(-) | protein_length=718 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719924.1         -           1937 7192at5820           -            334   6.3e-10   36.9   3.2   1   1   5.7e-12   1.6e-09   35.6   3.2     2    86  1028  1110  1027  1157 0.89 | transcript=PVPAM_080014700_t1 | gene=PVPAM_080014700 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000008:484782-490736(+) | protein_length=1937 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721290.1         -            201 7192at5820           -            334     7e-07   26.9   8.4   1   1     3e-09   8.5e-07   26.6   8.4    13   112     4   109     1   134 0.65 | transcript=PVPAM_110019200_t1 | gene=PVPAM_110019200 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000011:606094-607727(-) | protein_length=201 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719642.1         -            239 7192at5820           -            334     0.001   16.5   0.8   1   1   5.5e-06    0.0015   15.9   0.6     9    71    85   151    77   176 0.76 | transcript=PVPAM_070025600_t1 | gene=PVPAM_070025600 | organism=Plasmodium_vivax_PAM | gene_product=chaperone, putative | transcript_product=chaperone, putative | location=CASCJQ010000007:916130-918363(-) | protein_length=239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721424.1         -            358 7192at5820           -            334     0.014   12.8   4.5   1   2   0.00017     0.048   11.0   4.5    11    72    71   133    62   180 0.85 | transcript=PVPAM_110033000_t1 | gene=PVPAM_110033000 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000011:1200861-1201937(+) | protein_length=358 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721424.1         -            358 7192at5820           -            334     0.014   12.8   4.5   2   2       0.5   1.4e+02   -0.4   0.1    55   111   143   200   134   228 0.61 | transcript=PVPAM_110033000_t1 | gene=PVPAM_110033000 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000011:1200861-1201937(+) | protein_length=358 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721120.1         -            177 7192at5820           -            334     0.017   12.5   4.3   1   1   0.00015     0.041   11.2   4.4    13   103    10   110     6   145 0.59 | transcript=PVPAM_100038800_t1 | gene=PVPAM_100038800 | organism=Plasmodium_vivax_PAM | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=CASCJQ010000010:1445270-1445803(-) | protein_length=177 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7192at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/7192at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7192at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:46:34 2026
# [ok]
