#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7722725.1         -           4216 92at5820             -           2904         0 4336.9 362.4   1  16  1.9e-189  1.3e-185  617.9  43.1     1   344     1   364     1   371 0.96 | transcript=PVPAM_130022600_t1 | gene=PVPAM_130022600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000013:780174-793469(+) | protein_length=4216 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722725.1         -           4216 92at5820             -           2904         0 4336.9 362.4  12  16   4.1e-64   2.7e-60  202.0   4.2  2135  2238  3175  3278  3167  3288 0.96 | transcript=PVPAM_130022600_t1 | gene=PVPAM_130022600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000013:780174-793469(+) | protein_length=4216 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722725.1         -           4216 92at5820             -           2904         0 4336.9 362.4  13  16  4.1e-136  2.6e-132  441.0  23.0  2237  2471  3316  3570  3311  3589 0.94 | transcript=PVPAM_130022600_t1 | gene=PVPAM_130022600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000013:780174-793469(+) | protein_length=4216 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722725.1         -           4216 92at5820             -           2904         0 4336.9 362.4  14  16   2.9e-38   1.9e-34  116.3   5.4  2500  2593  3681  3786  3639  3789 0.84 | transcript=PVPAM_130022600_t1 | gene=PVPAM_130022600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000013:780174-793469(+) | protein_length=4216 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722725.1         -           4216 92at5820             -           2904         0 4336.9 362.4  15  16   5.2e-67   3.4e-63  211.7   9.1  2592  2708  3825  3941  3822  3951 0.97 | transcript=PVPAM_130022600_t1 | gene=PVPAM_130022600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000013:780174-793469(+) | protein_length=4216 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722725.1         -           4216 92at5820             -           2904         0 4336.9 362.4  16  16   2.8e-97   1.8e-93  312.1  21.2  2707  2904  3996  4211  3986  4211 0.91 | transcript=PVPAM_130022600_t1 | gene=PVPAM_130022600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000013:780174-793469(+) | protein_length=4216 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/92at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/92at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/92at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:50:33 2026
# [ok]
