#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7722224.1         -           6402 17at5820             -           4792         0 9059.3 780.5   1  13         0         0 2378.6 212.7     1  1268     4  1330     4  1339 0.97 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 17at5820             -           4792    3e-140  466.8 313.8   4  11   6.2e-18   6.7e-15   50.7  13.6  2193  2457  2188  2455  2163  2465 0.76 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 17at5820             -           4792    3e-140  466.8 313.8   5  11   1.8e-29   1.9e-26   89.0  29.3  2639  2994  2478  2824  2475  2824 0.89 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 17at5820             -           4792    3e-140  466.8 313.8   6  11   7.4e-09   7.9e-06   20.6  25.5  3017  3240  2805  3024  2795  3036 0.82 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 17at5820             -           4792    3e-140  466.8 313.8   7  11     8e-14   8.6e-11   37.1  31.5  3322  3698  3133  3527  3125  3534 0.81 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 17at5820             -           4792    3e-140  466.8 313.8   8  11   4.8e-12   5.2e-09   31.1  31.2  3718  4011  3629  3906  3600  3912 0.80 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 17at5820             -           4792    3e-140  466.8 313.8   9  11     1e-13   1.1e-10   36.7   8.6  4019  4229  4285  4487  4272  4494 0.80 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 17at5820             -           4792    3e-140  466.8 313.8  10  11   1.2e-13   1.3e-10   36.5   8.2  4246  4443  4548  4741  4532  4749 0.80 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 17at5820             -           4792    3e-140  466.8 313.8  11  11   3.5e-26   3.8e-23   78.1   5.6  4522  4791  4992  5291  4982  5292 0.81 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718003.1         -           5035 17at5820             -           4792  4.1e-123  409.9 153.1   1   7         6   6.5e+03  -28.8  39.0   148   777   295   940   234   971 0.65 | transcript=PVPAM_020023400_t1 | gene=PVPAM_020023400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000002:775972-791289(+) | protein_length=5035 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718003.1         -           5035 17at5820             -           4792  4.1e-123  409.9 153.1   2   7     7e-55   7.5e-52  173.4  25.1  1299  2026  1450  2175  1402  2180 0.82 | transcript=PVPAM_020023400_t1 | gene=PVPAM_020023400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000002:775972-791289(+) | protein_length=5035 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718003.1         -           5035 17at5820             -           4792  4.1e-123  409.9 153.1   3   7   1.1e-06    0.0012   13.3   0.0  2037  2147  2229  2336  2224  2343 0.86 | transcript=PVPAM_020023400_t1 | gene=PVPAM_020023400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000002:775972-791289(+) | protein_length=5035 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718003.1         -           5035 17at5820             -           4792  4.1e-123  409.9 153.1   4   7   3.1e-16   3.4e-13   45.0   0.0  2217  2327  2346  2461  2340  2479 0.86 | transcript=PVPAM_020023400_t1 | gene=PVPAM_020023400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000002:775972-791289(+) | protein_length=5035 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718003.1         -           5035 17at5820             -           4792  4.1e-123  409.9 153.1   5   7     7e-05     0.076    7.4   0.1  2812  2935  2899  3021  2723  3027 0.76 | transcript=PVPAM_020023400_t1 | gene=PVPAM_020023400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000002:775972-791289(+) | protein_length=5035 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718003.1         -           5035 17at5820             -           4792  4.1e-123  409.9 153.1   6   7   5.5e-50   5.9e-47  157.1  53.2  3019  4007  3051  4003  3036  4022 0.84 | transcript=PVPAM_020023400_t1 | gene=PVPAM_020023400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000002:775972-791289(+) | protein_length=5035 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718003.1         -           5035 17at5820             -           4792  4.1e-123  409.9 153.1   7   7   3.8e-20   4.1e-17   58.1   2.9  4156  4472  4220  4552  4213  4589 0.77 | transcript=PVPAM_020023400_t1 | gene=PVPAM_020023400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000002:775972-791289(+) | protein_length=5035 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718184.1         -           5235 17at5820             -           4792   2.1e-56  188.5 215.0   1  11         6   6.5e+03  -70.6 174.1   717  1640   347  1263   324  1292 0.63 | transcript=PVPAM_030018400_t1 | gene=PVPAM_030018400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000003:561299-579109(-) | protein_length=5235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718184.1         -           5235 17at5820             -           4792   2.1e-56  188.5 215.0   2  11   0.00055      0.59    4.4  14.1  1647  1750  1351  1447  1343  1451 0.86 | transcript=PVPAM_030018400_t1 | gene=PVPAM_030018400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000003:561299-579109(-) | protein_length=5235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718184.1         -           5235 17at5820             -           4792   2.1e-56  188.5 215.0   3  11   9.9e-18   1.1e-14   50.0  13.7  1783  1902  1451  1570  1447  1578 0.96 | transcript=PVPAM_030018400_t1 | gene=PVPAM_030018400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000003:561299-579109(-) | protein_length=5235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718184.1         -           5235 17at5820             -           4792   2.1e-56  188.5 215.0   4  11   9.6e-13     1e-09   33.5  17.1  1926  2070  1654  1807  1650  1816 0.82 | transcript=PVPAM_030018400_t1 | gene=PVPAM_030018400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000003:561299-579109(-) | protein_length=5235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718184.1         -           5235 17at5820             -           4792   2.1e-56  188.5 215.0   5  11   1.2e-06    0.0013   13.3   9.6  2201  2341  2073  2210  2001  2236 0.85 | transcript=PVPAM_030018400_t1 | gene=PVPAM_030018400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000003:561299-579109(-) | protein_length=5235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718184.1         -           5235 17at5820             -           4792   2.1e-56  188.5 215.0   6  11   0.00078      0.84    3.9  46.8  2639  2938  2652  2958  2619  2993 0.78 | transcript=PVPAM_030018400_t1 | gene=PVPAM_030018400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000003:561299-579109(-) | protein_length=5235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
