#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7721042.1         -           2696 395at5820            -           2124         0 3748.4  35.5   1   3         0         0 2628.3  14.1     1  1398     1  1730     1  1736 0.95 | transcript=PVPAM_100031000_t1 | gene=PVPAM_100031000 | organism=Plasmodium_vivax_PAM | gene_product=RNA polymerase I, putative | transcript_product=RNA polymerase I, putative | location=CASCJQ010000010:1125624-1134013(+) | protein_length=2696 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722064.1         -           1951 395at5820            -           2124  1.7e-131  438.5  49.9   2   8   3.5e-17   8.7e-15   51.4   0.1   461   569   326   438   304   448 0.84 | transcript=PVPAM_120030200_t1 | gene=PVPAM_120030200 | organism=Plasmodium_vivax_PAM | gene_product=DNA-directed RNA polymerase III subunit RPC1, putative | transcript_product=DNA-directed RNA polymerase III subunit RPC1, putative | location=CASCJQ010000012:978942-985394(+) | protein_length=1951 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722064.1         -           1951 395at5820            -           2124  1.7e-131  438.5  49.9   3   8   7.6e-40   1.9e-37  126.6   0.2   566   723   474   630   456   635 0.87 | transcript=PVPAM_120030200_t1 | gene=PVPAM_120030200 | organism=Plasmodium_vivax_PAM | gene_product=DNA-directed RNA polymerase III subunit RPC1, putative | transcript_product=DNA-directed RNA polymerase III subunit RPC1, putative | location=CASCJQ010000012:978942-985394(+) | protein_length=1951 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722064.1         -           1951 395at5820            -           2124  1.7e-131  438.5  49.9   4   8   9.5e-06    0.0024   13.5   0.4   763   803   638   678   631   766 0.78 | transcript=PVPAM_120030200_t1 | gene=PVPAM_120030200 | organism=Plasmodium_vivax_PAM | gene_product=DNA-directed RNA polymerase III subunit RPC1, putative | transcript_product=DNA-directed RNA polymerase III subunit RPC1, putative | location=CASCJQ010000012:978942-985394(+) | protein_length=1951 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722064.1         -           1951 395at5820            -           2124  1.7e-131  438.5  49.9   5   8   5.6e-39   1.4e-36  123.7   0.3  1234  1368   841   975   819   999 0.90 | transcript=PVPAM_120030200_t1 | gene=PVPAM_120030200 | organism=Plasmodium_vivax_PAM | gene_product=DNA-directed RNA polymerase III subunit RPC1, putative | transcript_product=DNA-directed RNA polymerase III subunit RPC1, putative | location=CASCJQ010000012:978942-985394(+) | protein_length=1951 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722064.1         -           1951 395at5820            -           2124  1.7e-131  438.5  49.9   6   8       0.4     1e+02   -1.8   0.3  1803  1907  1092  1195  1080  1205 0.66 | transcript=PVPAM_120030200_t1 | gene=PVPAM_120030200 | organism=Plasmodium_vivax_PAM | gene_product=DNA-directed RNA polymerase III subunit RPC1, putative | transcript_product=DNA-directed RNA polymerase III subunit RPC1, putative | location=CASCJQ010000012:978942-985394(+) | protein_length=1951 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722064.1         -           1951 395at5820            -           2124  1.7e-131  438.5  49.9   7   8     5e-22   1.2e-19   67.5   0.7  1452  1539  1452  1541  1439  1632 0.82 | transcript=PVPAM_120030200_t1 | gene=PVPAM_120030200 | organism=Plasmodium_vivax_PAM | gene_product=DNA-directed RNA polymerase III subunit RPC1, putative | transcript_product=DNA-directed RNA polymerase III subunit RPC1, putative | location=CASCJQ010000012:978942-985394(+) | protein_length=1951 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722064.1         -           1951 395at5820            -           2124  1.7e-131  438.5  49.9   8   8   3.1e-19   7.7e-17   58.2   1.6  1997  2113  1806  1923  1784  1930 0.91 | transcript=PVPAM_120030200_t1 | gene=PVPAM_120030200 | organism=Plasmodium_vivax_PAM | gene_product=DNA-directed RNA polymerase III subunit RPC1, putative | transcript_product=DNA-directed RNA polymerase III subunit RPC1, putative | location=CASCJQ010000012:978942-985394(+) | protein_length=1951 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717693.1         -            325 395at5820            -           2124    0.0073   11.9  18.5   1   1   3.6e-05    0.0091   11.6  18.5  1699  1889     8   207     2   224 0.54 | transcript=PVPAM_010020700_t1 | gene=PVPAM_010020700 | organism=Plasmodium_vivax_PAM | gene_product=mediator of RNA polymerase II transcription subunit 10, putative | transcript_product=mediator of RNA polymerase II transcription subunit 10, putative | location=CASCJQ010000001:749026-750003(+) | protein_length=325 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720004.1         -            381 395at5820            -           2124     0.023   10.2  28.1   1   1   0.00012     0.029    9.9  28.1  1716  1880    87   259    54   275 0.57 | transcript=PVPAM_080022600_t1 | gene=PVPAM_080022600 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=CASCJQ010000008:819982-822067(-) | protein_length=381 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720595.1         -            156 395at5820            -           2124     0.029    9.9   4.3   1   1   0.00013     0.032    9.8   4.3  1649  1794     5   149     2   156 0.52 | transcript=PVPAM_090035900_t1 | gene=PVPAM_090035900 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein s1, putative | transcript_product=RNA-binding protein s1, putative | location=CASCJQ010000009:1371439-1371909(-) | protein_length=156 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720306.1         -            343 395at5820            -           2124      0.03    9.9  14.1   1   1   0.00016      0.04    9.5  14.1  1730  1792    97   157    76   180 0.44 | transcript=PVPAM_090007000_t1 | gene=PVPAM_090007000 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000009:151890-153042(+) | protein_length=343 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721036.1         -            759 395at5820            -           2124      0.07    8.6  44.8   1   2   6.7e-05     0.017   10.7  27.6  1715  1822   251   359   216   375 0.53 | transcript=PVPAM_100030400_t1 | gene=PVPAM_100030400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000010:1104262-1107287(-) | protein_length=759 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721036.1         -            759 395at5820            -           2124      0.07    8.6  44.8   2   2    0.0088       2.2    3.7   9.2  1735  1905   447   620   431   642 0.56 | transcript=PVPAM_100030400_t1 | gene=PVPAM_100030400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000010:1104262-1107287(-) | protein_length=759 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722955.1         -            228 395at5820            -           2124      0.13    7.7  18.1   1   1   0.00065      0.16    7.4  18.1  1672  1796    31   154    25   194 0.47 | transcript=PVPAM_130046100_t1 | gene=PVPAM_130046100 | organism=Plasmodium_vivax_PAM | gene_product=DEK-C domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H3H4] | transcript_product=DEK-C domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H3H4] | location=CASCJQ010000013:1773281-1774836(-) | protein_length=228 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719007.1         -            294 395at5820            -           2124      0.16    7.4  13.8   1   1   0.00083      0.21    7.1  13.8  1733  1867    53   192    36   206 0.35 | transcript=PVPAM_050039900_t1 | gene=PVPAM_050039900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1474687-1475707(-) | protein_length=294 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723565.1         -            193 395at5820            -           2124      0.23    6.9  14.0   1   1   0.00099      0.24    6.8  14.0  1722  1831    40   150     6   184 0.70 | transcript=PVPAM_140048900_t1 | gene=PVPAM_140048900 | organism=Plasmodium_vivax_PAM | gene_product=glideosome-associated protein 45, putative | transcript_product=glideosome-associated protein 45, putative | location=CASCJQ010000014:1895810-1896391(+) | protein_length=193 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718593.1         -            263 395at5820            -           2124      0.31    6.5  14.0   1   1    0.0013      0.33    6.4  14.0  1726  1823    95   189    65   259 0.47 | transcript=PVPAM_040033800_t1 | gene=PVPAM_040033800 | organism=Plasmodium_vivax_PAM | gene_product=Plasmodium exported protein, unknown function | transcript_product=Plasmodium exported protein, unknown function | location=CASCJQ010000004:1191535-1192596(-) | protein_length=263 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722835.1         -            791 395at5820            -           2124      0.49    5.8  14.0   1   1    0.0031      0.76    5.2  14.0  1726  1794   189   258   134   327 0.55 | transcript=PVPAM_130033700_t1 | gene=PVPAM_130033700 | organism=Plasmodium_vivax_PAM | gene_product=large subunit GTPase 1, putative | transcript_product=large subunit GTPase 1, putative | location=CASCJQ010000013:1306054-1308591(-) | protein_length=791 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720226.1         -           1683 395at5820            -           2124      0.71    5.3  22.3   1   1    0.0047       1.2    4.6  22.3  1653  1849  1359  1569  1342  1583 0.69 | transcript=PVPAM_080044900_t1 | gene=PVPAM_080044900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000008:1756005-1761986(+) | protein_length=1683 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723426.1         -            318 395at5820            -           2124      0.94    4.9  39.9   1   1    0.0055       1.4    4.3  39.9  1679  1807   108   240    76   291 0.46 | transcript=PVPAM_140034800_t1 | gene=PVPAM_140034800 | organism=Plasmodium_vivax_PAM | gene_product=NPL domain-containing protein, putative | transcript_product=NPL domain-containing protein, putative | location=CASCJQ010000014:1267733-1269184(-) | protein_length=318 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719309.1         -            437 395at5820            -           2124       1.1    4.7  19.3   1   1    0.0057       1.4    4.3  19.3  1710  1868   254   408   232   424 0.42 | transcript=PVPAM_060031600_t1 | gene=PVPAM_060031600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000006:1083235-1084548(+) | protein_length=437 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723422.1         -            270 395at5820            -           2124       1.8    4.0  22.3   1   1    0.0072       1.8    4.0  22.3  1671  1836     7   173     1   252 0.47 | transcript=PVPAM_140034400_t1 | gene=PVPAM_140034400 | organism=Plasmodium_vivax_PAM | gene_product=translation initiation factor SUI1, putative | transcript_product=translation initiation factor SUI1, putative | location=CASCJQ010000014:1252253-1253636(-) | protein_length=270 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718520.1         -            731 395at5820            -           2124       2.1    3.8  20.4   1   1     0.013       3.1    3.2  20.4  1676  1884   144   332   120   352 0.33 | transcript=PVPAM_040026400_t1 | gene=PVPAM_040026400 | organism=Plasmodium_vivax_PAM | gene_product=patatin-like phospholipase 1, putative | transcript_product=patatin-like phospholipase 1, putative | location=CASCJQ010000004:892456-895027(+) | protein_length=731 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723224.1         -            543 395at5820            -           2124       2.3    3.6  25.1   1   1     0.014       3.4    3.0  25.1  1675  1806   128   255   104   282 0.61 | transcript=PVPAM_140014300_t1 | gene=PVPAM_140014300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:442294-444287(-) | protein_length=543 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722868.1         -            281 395at5820            -           2124       2.4    3.6  18.5   1   1      0.01       2.6    3.5  18.5  1710  1809   178   276    84   281 0.50 | transcript=PVPAM_130037000_t1 | gene=PVPAM_130037000 | organism=Plasmodium_vivax_PAM | gene_product=leucine-rich repeat protein | transcript_product=leucine-rich repeat protein | location=CASCJQ010000013:1428194-1429039(-) | protein_length=281 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721043.1         -            143 395at5820            -           2124       2.4    3.5  16.1   1   1     0.011       2.8    3.3  16.1  1690  1774    39   119    31   136 0.42 | transcript=PVPAM_100031100_t1 | gene=PVPAM_100031100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000010:1135167-1135857(+) | protein_length=143 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720855.1         -            667 395at5820            -           2124       3.4    3.0  19.7   1   1     0.018       4.6    2.6  19.7  1712  1845    35   160    14   205 0.38 | transcript=PVPAM_100012100_t1 | gene=PVPAM_100012100 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX41, putative | transcript_product=ATP-dependent RNA helicase DDX41, putative | location=CASCJQ010000010:321156-323159(-) | protein_length=667 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720720.1         -            324 395at5820            -           2124         4    2.8  20.2   1   1      0.02         5    2.5  20.2  1739  1880   138   275    93   289 0.54 | transcript=PVPAM_090048500_t1 | gene=PVPAM_090048500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000009:1961383-1962357(-) | protein_length=324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721622.1         -            332 395at5820            -           2124       5.4    2.4  16.2   1   1     0.026       6.6    2.1  16.2  1738  1846    71   185    39   219 0.59 | transcript=PVPAM_110052600_t1 | gene=PVPAM_110052600 | organism=Plasmodium_vivax_PAM | gene_product=Plasmodium exported protein, unknown function | transcript_product=Plasmodium exported protein, unknown function | location=CASCJQ010000011:2005086-2006297(+) | protein_length=332 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723091.1         -            132 395at5820            -           2124       5.8    2.3  14.4   1   1     0.023       5.8    2.3  14.4  1717  1796    14    91     1   120 0.39 | transcript=PVPAM_130059700_t1 | gene=PVPAM_130059700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000013:2418230-2418763(-) | protein_length=132 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717684.1         -            162 395at5820            -           2124         6    2.2   7.8   1   1     0.024         6    2.2   7.8  1720  1818     5   100     1   145 0.37 | transcript=PVPAM_010019400_t1 | gene=PVPAM_010019400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:696866-697563(+) | protein_length=162 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/395at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/395at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/395at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:39:40 2026
# [ok]
