#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7717884.1         -           1473 1087at5820           -            852         0 1459.6  86.1   1   7   0.00026      0.15    8.5   0.0     7    36    40    73    36    85 0.79 | transcript=PVPAM_020011600_t1 | gene=PVPAM_020011600 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-8B, putative | transcript_product=kinesin-8B, putative | location=CASCJQ010000002:316567-321596(+) | protein_length=1473 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723786.1         -           1103 1087at5820           -            852   5.2e-51  172.1  11.1   2   3      0.83   4.9e+02   -3.1   0.4    75   115   832   872   825   884 0.82 | transcript=PVPAM_140070900_t1 | gene=PVPAM_140070900 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-13, putative | transcript_product=kinesin-13, putative | location=CASCJQ010000014:2803723-2807172(+) | protein_length=1103 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723786.1         -           1103 1087at5820           -            852   5.2e-51  172.1  11.1   3   3       3.1   1.8e+03   -5.0   2.5    16   669   938   971   891  1012 0.43 | transcript=PVPAM_140070900_t1 | gene=PVPAM_140070900 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-13, putative | transcript_product=kinesin-13, putative | location=CASCJQ010000014:2803723-2807172(+) | protein_length=1103 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719998.1         -           3266 1087at5820           -            852     7e-47  158.5  24.0   1   5   3.6e-24   2.1e-21   74.2  11.7   255   424   212   409   150   423 0.76 | transcript=PVPAM_080022000_t1 | gene=PVPAM_080022000 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-4, putative | transcript_product=kinesin-4, putative | location=CASCJQ010000008:791162-801236(-) | protein_length=3266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719998.1         -           3266 1087at5820           -            852     7e-47  158.5  24.0   2   5   2.8e-32   1.6e-29  101.0   4.4   424   576   483   640   463   682 0.79 | transcript=PVPAM_080022000_t1 | gene=PVPAM_080022000 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-4, putative | transcript_product=kinesin-4, putative | location=CASCJQ010000008:791162-801236(-) | protein_length=3266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719998.1         -           3266 1087at5820           -            852     7e-47  158.5  24.0   3   5       3.9   2.3e+03   -5.3   3.6   640   672  1040  1072  1004  1078 0.52 | transcript=PVPAM_080022000_t1 | gene=PVPAM_080022000 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-4, putative | transcript_product=kinesin-4, putative | location=CASCJQ010000008:791162-801236(-) | protein_length=3266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719998.1         -           3266 1087at5820           -            852     7e-47  158.5  24.0   4   5       4.6   2.7e+03   -5.6   9.1   617   681  1503  1568  1494  1572 0.69 | transcript=PVPAM_080022000_t1 | gene=PVPAM_080022000 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-4, putative | transcript_product=kinesin-4, putative | location=CASCJQ010000008:791162-801236(-) | protein_length=3266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719998.1         -           3266 1087at5820           -            852     7e-47  158.5  24.0   5   5       3.4     2e+03   -5.1   5.0   655   717  1700  1761  1691  1771 0.76 | transcript=PVPAM_080022000_t1 | gene=PVPAM_080022000 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-4, putative | transcript_product=kinesin-4, putative | location=CASCJQ010000008:791162-801236(-) | protein_length=3266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718253.1         -           2291 1087at5820           -            852     3e-38  129.9  24.1   1   3   1.6e-11   9.2e-09   32.4   5.6   156   322   207   362    93   371 0.66 | transcript=PVPAM_030025300_t1 | gene=PVPAM_030025300 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-20, putative | transcript_product=kinesin-20, putative | location=CASCJQ010000003:834456-841331(+) | protein_length=2291 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718253.1         -           2291 1087at5820           -            852     3e-38  129.9  24.1   2   3     2e-34   1.2e-31  108.1   4.2   331   547   634   846   628   872 0.89 | transcript=PVPAM_030025300_t1 | gene=PVPAM_030025300 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-20, putative | transcript_product=kinesin-20, putative | location=CASCJQ010000003:834456-841331(+) | protein_length=2291 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718253.1         -           2291 1087at5820           -            852     3e-38  129.9  24.1   3   3      0.49   2.9e+02   -2.4   0.4   701   725  1751  1775  1738  1778 0.83 | transcript=PVPAM_030025300_t1 | gene=PVPAM_030025300 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-20, putative | transcript_product=kinesin-20, putative | location=CASCJQ010000003:834456-841331(+) | protein_length=2291 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723791.1         -           1477 1087at5820           -            852     2e-34  117.2  48.5   1   4   1.2e-11   6.8e-09   32.8   8.6   165   312    58   203    30   216 0.84 | transcript=PVPAM_140071400_t1 | gene=PVPAM_140071400 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-15, putative | transcript_product=kinesin-15, putative | location=CASCJQ010000014:2819539-2823972(-) | protein_length=1477 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723791.1         -           1477 1087at5820           -            852     2e-34  117.2  48.5   2   4   5.4e-21   3.2e-18   63.7   3.8   337   484   276   421   258   430 0.88 | transcript=PVPAM_140071400_t1 | gene=PVPAM_140071400 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-15, putative | transcript_product=kinesin-15, putative | location=CASCJQ010000014:2819539-2823972(-) | protein_length=1477 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723791.1         -           1477 1087at5820           -            852     2e-34  117.2  48.5   3   4   7.8e-16   4.6e-13   46.6   0.2   494   547   504   557   497   604 0.80 | transcript=PVPAM_140071400_t1 | gene=PVPAM_140071400 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-15, putative | transcript_product=kinesin-15, putative | location=CASCJQ010000014:2819539-2823972(-) | protein_length=1477 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723791.1         -           1477 1087at5820           -            852     2e-34  117.2  48.5   4   4     0.048        28    1.0   1.2   563   609   632   680   627   691 0.72 | transcript=PVPAM_140071400_t1 | gene=PVPAM_140071400 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-15, putative | transcript_product=kinesin-15, putative | location=CASCJQ010000014:2819539-2823972(-) | protein_length=1477 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720751.1         -            800 1087at5820           -            852   1.3e-26   91.4  19.9   1   3   2.2e-29   1.3e-26   91.4  19.9   256   554    52   379    32   384 0.74 | transcript=PVPAM_090051500_t1 | gene=PVPAM_090051500 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-X4, putative | transcript_product=kinesin-X4, putative | location=CASCJQ010000009:2066270-2069818(-) | protein_length=800 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720751.1         -            800 1087at5820           -            852   1.3e-26   91.4  19.9   2   3   0.00087      0.51    6.7   2.9    41   192   460   618   435   646 0.76 | transcript=PVPAM_090051500_t1 | gene=PVPAM_090051500 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-X4, putative | transcript_product=kinesin-X4, putative | location=CASCJQ010000009:2066270-2069818(-) | protein_length=800 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720751.1         -            800 1087at5820           -            852   1.3e-26   91.4  19.9   3   3       1.7     1e+03   -4.2   1.1   129   148   691   710   675   747 0.46 | transcript=PVPAM_090051500_t1 | gene=PVPAM_090051500 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-X4, putative | transcript_product=kinesin-X4, putative | location=CASCJQ010000009:2066270-2069818(-) | protein_length=800 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717758.1         -            794 1087at5820           -            852   4.4e-20   69.8   3.6   1   2   7.5e-23   4.4e-20   69.8   3.6   249   546    98   398    64   409 0.75 | transcript=PVPAM_010027200_t1 | gene=PVPAM_010027200 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-like protein, putative | transcript_product=kinesin-like protein, putative | location=CASCJQ010000001:981936-985140(+) | protein_length=794 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717758.1         -            794 1087at5820           -            852   4.4e-20   69.8   3.6   2   2       1.6   9.4e+02   -4.1   3.4   608   675   486   554   477   561 0.68 | transcript=PVPAM_010027200_t1 | gene=PVPAM_010027200 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-like protein, putative | transcript_product=kinesin-like protein, putative | location=CASCJQ010000001:981936-985140(+) | protein_length=794 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721196.1         -            128 1087at5820           -            852    0.0017   15.0   7.2   1   1   2.9e-06    0.0017   14.9   7.2   611   701    11   106     1   125 0.82 | transcript=PVPAM_110009800_t1 | gene=PVPAM_110009800 | organism=Plasmodium_vivax_PAM | gene_product=DIP13 homolog, putative | transcript_product=DIP13 homolog, putative | location=CASCJQ010000011:194349-194932(-) | protein_length=128 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1087at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1087at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1087at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:27:39 2026
# [ok]
