#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7720105.1         -           2641 537at5820            -           1767         0 2782.7 297.9   1  15   4.1e-91   5.3e-88  294.6  12.1     1   213    44   289    44   293 0.87 | transcript=PVPAM_080032700_t1 | gene=PVPAM_080032700 | organism=Plasmodium_vivax_PAM | gene_product=ABC transporter I family member 1, putative | transcript_product=ABC transporter I family member 1, putative | location=CASCJQ010000008:1253024-1261442(-) | protein_length=2641 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720105.1         -           2641 537at5820            -           1767         0 2782.7 297.9  12  15   3.1e-22     4e-19   66.2   0.1  1334  1388  2078  2132  2073  2136 0.89 | transcript=PVPAM_080032700_t1 | gene=PVPAM_080032700 | organism=Plasmodium_vivax_PAM | gene_product=ABC transporter I family member 1, putative | transcript_product=ABC transporter I family member 1, putative | location=CASCJQ010000008:1253024-1261442(-) | protein_length=2641 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720105.1         -           2641 537at5820            -           1767         0 2782.7 297.9  13  15   4.5e-61   5.8e-58  195.0   9.8  1379  1494  2156  2271  2151  2275 0.96 | transcript=PVPAM_080032700_t1 | gene=PVPAM_080032700 | organism=Plasmodium_vivax_PAM | gene_product=ABC transporter I family member 1, putative | transcript_product=ABC transporter I family member 1, putative | location=CASCJQ010000008:1253024-1261442(-) | protein_length=2641 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720105.1         -           2641 537at5820            -           1767         0 2782.7 297.9  14  15   1.8e-57   2.3e-54  183.1   8.2  1490  1611  2306  2428  2303  2430 0.97 | transcript=PVPAM_080032700_t1 | gene=PVPAM_080032700 | organism=Plasmodium_vivax_PAM | gene_product=ABC transporter I family member 1, putative | transcript_product=ABC transporter I family member 1, putative | location=CASCJQ010000008:1253024-1261442(-) | protein_length=2641 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720105.1         -           2641 537at5820            -           1767         0 2782.7 297.9  15  15   1.9e-57   2.5e-54  183.0  12.7  1610  1767  2466  2639  2453  2639 0.89 | transcript=PVPAM_080032700_t1 | gene=PVPAM_080032700 | organism=Plasmodium_vivax_PAM | gene_product=ABC transporter I family member 1, putative | transcript_product=ABC transporter I family member 1, putative | location=CASCJQ010000008:1253024-1261442(-) | protein_length=2641 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721175.1         -            619 537at5820            -           1767   6.3e-14   49.0  14.1   1   2   3.9e-08   5.1e-05   19.5   0.9   559   725   117   297    92   309 0.69 | transcript=PVPAM_110007700_t1 | gene=PVPAM_110007700 | organism=Plasmodium_vivax_PAM | gene_product=ABC transporter E family member 1, putative | transcript_product=ABC transporter E family member 1, putative | location=CASCJQ010000011:111403-113391(+) | protein_length=619 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721175.1         -            619 537at5820            -           1767   6.3e-14   49.0  14.1   2   2   1.4e-12   1.8e-09   34.2   6.2   557   750   387   572   358   606 0.79 | transcript=PVPAM_110007700_t1 | gene=PVPAM_110007700 | organism=Plasmodium_vivax_PAM | gene_product=ABC transporter E family member 1, putative | transcript_product=ABC transporter E family member 1, putative | location=CASCJQ010000011:111403-113391(+) | protein_length=619 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722809.1         -            257 537at5820            -           1767   7.4e-13   45.4   8.4   1   1   7.3e-16   9.4e-13   45.1   8.4   546   741    22   213     4   239 0.79 | transcript=PVPAM_130031000_t1 | gene=PVPAM_130031000 | organism=Plasmodium_vivax_PAM | gene_product=CCR4-associated factor 16, putative | transcript_product=CCR4-associated factor 16, putative | location=CASCJQ010000013:1173066-1174701(+) | protein_length=257 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722743.1         -            918 537at5820            -           1767   6.6e-07   25.7   1.4   1   3     0.099   1.3e+02   -1.8   0.8  1654  1691   460   497   396   533 0.69 | transcript=PVPAM_130024400_t1 | gene=PVPAM_130024400 | organism=Plasmodium_vivax_PAM | gene_product=ABC transporter B family member 7, putative | transcript_product=ABC transporter B family member 7, putative | location=CASCJQ010000013:872788-875544(-) | protein_length=918 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722743.1         -            918 537at5820            -           1767   6.6e-07   25.7   1.4   2   3   5.1e-10   6.6e-07   25.7   1.4   546   639   614   709   605   735 0.83 | transcript=PVPAM_130024400_t1 | gene=PVPAM_130024400 | organism=Plasmodium_vivax_PAM | gene_product=ABC transporter B family member 7, putative | transcript_product=ABC transporter B family member 7, putative | location=CASCJQ010000013:872788-875544(-) | protein_length=918 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722743.1         -            918 537at5820            -           1767   6.6e-07   25.7   1.4   3   3   0.00022      0.29    7.0   0.2  1434  1485   808   859   786   872 0.86 | transcript=PVPAM_130024400_t1 | gene=PVPAM_130024400 | organism=Plasmodium_vivax_PAM | gene_product=ABC transporter B family member 7, putative | transcript_product=ABC transporter B family member 7, putative | location=CASCJQ010000013:872788-875544(-) | protein_length=918 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722997.1         -            351 537at5820            -           1767   0.00049   16.2   1.1   1   2   4.3e-07   0.00056   16.0   0.0   530   600    99   173    87   207 0.80 | transcript=PVPAM_130050300_t1 | gene=PVPAM_130050300 | organism=Plasmodium_vivax_PAM | gene_product=iron-sulfur cluster assembly protein SufC, putative | transcript_product=iron-sulfur cluster assembly protein SufC, putative | location=CASCJQ010000013:1999133-2000188(+) | protein_length=351 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722997.1         -            351 537at5820            -           1767   0.00049   16.2   1.1   2   2      0.12   1.6e+02   -2.1   0.2   666   743   254   333   238   342 0.64 | transcript=PVPAM_130050300_t1 | gene=PVPAM_130050300 | organism=Plasmodium_vivax_PAM | gene_product=iron-sulfur cluster assembly protein SufC, putative | transcript_product=iron-sulfur cluster assembly protein SufC, putative | location=CASCJQ010000013:1999133-2000188(+) | protein_length=351 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/537at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/537at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/537at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:41:34 2026
# [ok]
