#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7721505.1         -            431 9720at5820           -            257  1.2e-111  370.7   1.4   1   3    0.0028       2.2    6.0   0.0     1    18    60    77    60    81 0.91 | transcript=PVPAM_110041000_t1 | gene=PVPAM_110041000 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P12p, putative | transcript_product=6-cysteine protein P12p, putative | location=CASCJQ010000011:1506532-1507827(+) | protein_length=431 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718523.1         -           2215 9720at5820           -            257   3.6e-55  185.6  67.5   9  10   0.00068      0.55    8.0   0.1    22    66  1853  1897  1838  1908 0.81 | transcript=PVPAM_040026700_t1 | gene=PVPAM_040026700 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P230p, putative | transcript_product=6-cysteine protein P230p, putative | location=CASCJQ010000004:906187-912834(-) | protein_length=2215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718523.1         -           2215 9720at5820           -            257   3.6e-55  185.6  67.5  10  10   4.6e-24   3.7e-21   74.1   5.2    67   248  1995  2184  1967  2189 0.80 | transcript=PVPAM_040026700_t1 | gene=PVPAM_040026700 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P230p, putative | transcript_product=6-cysteine protein P230p, putative | location=CASCJQ010000004:906187-912834(-) | protein_length=2215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718521.1         -           2760 9720at5820           -            257   2.2e-54  183.0  71.8   1  12    0.0026       2.1    6.1   0.4   141   179   288   326   277   335 0.87 | transcript=PVPAM_040026500_t1 | gene=PVPAM_040026500 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P230, putative | transcript_product=6-cysteine protein P230, putative | location=CASCJQ010000004:896201-904483(-) | protein_length=2760 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718521.1         -           2760 9720at5820           -            257   2.2e-54  183.0  71.8   2  12    0.0015       1.2    6.9   0.2    65   190   361   492   349   532 0.74 | transcript=PVPAM_040026500_t1 | gene=PVPAM_040026500 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P230, putative | transcript_product=6-cysteine protein P230, putative | location=CASCJQ010000004:896201-904483(-) | protein_length=2760 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718521.1         -           2760 9720at5820           -            257   2.2e-54  183.0  71.8   3  12      0.35   2.9e+02   -0.9   0.9     2    60   597   652   596   669 0.76 | transcript=PVPAM_040026500_t1 | gene=PVPAM_040026500 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P230, putative | transcript_product=6-cysteine protein P230, putative | location=CASCJQ010000004:896201-904483(-) | protein_length=2760 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718521.1         -           2760 9720at5820           -            257   2.2e-54  183.0  71.8   4  12      0.12        95    0.7   0.1    85   138   764   817   742   848 0.72 | transcript=PVPAM_040026500_t1 | gene=PVPAM_040026500 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P230, putative | transcript_product=6-cysteine protein P230, putative | location=CASCJQ010000004:896201-904483(-) | protein_length=2760 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718521.1         -           2760 9720at5820           -            257   2.2e-54  183.0  71.8   5  12   5.4e-06    0.0043   14.9   0.6    29   105   841   924   809   938 0.65 | transcript=PVPAM_040026500_t1 | gene=PVPAM_040026500 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P230, putative | transcript_product=6-cysteine protein P230, putative | location=CASCJQ010000004:896201-904483(-) | protein_length=2760 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718521.1         -           2760 9720at5820           -            257   2.2e-54  183.0  71.8   6  12   1.2e-08   9.4e-06   23.7   1.4    79   237  1066  1222  1045  1229 0.67 | transcript=PVPAM_040026500_t1 | gene=PVPAM_040026500 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P230, putative | transcript_product=6-cysteine protein P230, putative | location=CASCJQ010000004:896201-904483(-) | protein_length=2760 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718521.1         -           2760 9720at5820           -            257   2.2e-54  183.0  71.8   7  12     0.032        25    2.6   0.0     3    47  1385  1429  1383  1434 0.78 | transcript=PVPAM_040026500_t1 | gene=PVPAM_040026500 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P230, putative | transcript_product=6-cysteine protein P230, putative | location=CASCJQ010000004:896201-904483(-) | protein_length=2760 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718521.1         -           2760 9720at5820           -            257   2.2e-54  183.0  71.8   8  12   1.5e-13   1.2e-10   39.7   2.6    47   237  1475  1680  1469  1698 0.73 | transcript=PVPAM_040026500_t1 | gene=PVPAM_040026500 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P230, putative | transcript_product=6-cysteine protein P230, putative | location=CASCJQ010000004:896201-904483(-) | protein_length=2760 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718521.1         -           2760 9720at5820           -            257   2.2e-54  183.0  71.8   9  12   4.7e-11   3.8e-08   31.5   0.3    79   191  1805  1913  1714  1920 0.70 | transcript=PVPAM_040026500_t1 | gene=PVPAM_040026500 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P230, putative | transcript_product=6-cysteine protein P230, putative | location=CASCJQ010000004:896201-904483(-) | protein_length=2760 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718521.1         -           2760 9720at5820           -            257   2.2e-54  183.0  71.8  10  12    0.0044       3.6    5.4   0.2     2    52  2104  2153  2103  2189 0.80 | transcript=PVPAM_040026500_t1 | gene=PVPAM_040026500 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P230, putative | transcript_product=6-cysteine protein P230, putative | location=CASCJQ010000004:896201-904483(-) | protein_length=2760 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718521.1         -           2760 9720at5820           -            257   2.2e-54  183.0  71.8  11  12   6.3e-11   5.1e-08   31.1   0.7    83   191  2261  2370  2216  2452 0.79 | transcript=PVPAM_040026500_t1 | gene=PVPAM_040026500 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P230, putative | transcript_product=6-cysteine protein P230, putative | location=CASCJQ010000004:896201-904483(-) | protein_length=2760 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718521.1         -           2760 9720at5820           -            257   2.2e-54  183.0  71.8  12  12   1.4e-19   1.1e-16   59.5   6.7    16   246  2483  2729  2470  2736 0.75 | transcript=PVPAM_040026500_t1 | gene=PVPAM_040026500 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P230, putative | transcript_product=6-cysteine protein P230, putative | location=CASCJQ010000004:896201-904483(-) | protein_length=2760 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721891.1         -            433 9720at5820           -            257   1.2e-15   56.0   8.9   1   2   3.1e-10   2.5e-07   28.8   3.0     3   138    30   188    28   227 0.66 | transcript=PVPAM_120012500_t1 | gene=PVPAM_120012500 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P47 | transcript_product=6-cysteine protein P47 | location=CASCJQ010000012:308422-309723(+) | protein_length=433 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721891.1         -            433 9720at5820           -            257   1.2e-15   56.0   8.9   2   2   7.2e-11   5.8e-08   30.9   0.3   116   196   269   348   250   404 0.84 | transcript=PVPAM_120012500_t1 | gene=PVPAM_120012500 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P47 | transcript_product=6-cysteine protein P47 | location=CASCJQ010000012:308422-309723(+) | protein_length=433 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721506.1         -            362 9720at5820           -            257   1.3e-11   42.9  12.5   1   2   1.6e-05     0.013   13.3   0.9   132   197    28    90    22   114 0.66 | transcript=PVPAM_110041100_t1 | gene=PVPAM_110041100 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P12 | transcript_product=6-cysteine protein P12 | location=CASCJQ010000011:1509165-1510253(+) | protein_length=362 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721506.1         -            362 9720at5820           -            257   1.3e-11   42.9  12.5   2   2   1.5e-11   1.2e-08   33.2   5.8    88   247   140   317   100   323 0.69 | transcript=PVPAM_110041100_t1 | gene=PVPAM_110041100 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P12 | transcript_product=6-cysteine protein P12 | location=CASCJQ010000011:1509165-1510253(+) | protein_length=362 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721892.1         -            450 9720at5820           -            257   3.3e-10   38.3  10.8   1   2     4e-07   0.00032   18.6   1.7    33   123    80   178    48   189 0.65 | transcript=PVPAM_120012600_t1 | gene=PVPAM_120012600 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein | transcript_product=6-cysteine protein | location=CASCJQ010000012:311525-312877(+) | protein_length=450 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721892.1         -            450 9720at5820           -            257   3.3e-10   38.3  10.8   2   2   7.3e-09   5.9e-06   24.3   2.1    95   237   269   418   239   440 0.70 | transcript=PVPAM_120012600_t1 | gene=PVPAM_120012600 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein | transcript_product=6-cysteine protein | location=CASCJQ010000012:311525-312877(+) | protein_length=450 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721056.1         -            355 9720at5820           -            257   3.3e-10   38.3   8.0   1   2   4.1e-13   3.3e-10   38.3   8.0    55   193    79   220    50   241 0.73 | transcript=PVPAM_100032400_t1 | gene=PVPAM_100032400 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein | transcript_product=6-cysteine protein | location=CASCJQ010000010:1193028-1194095(+) | protein_length=355 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721056.1         -            355 9720at5820           -            257   3.3e-10   38.3   8.0   2   2     0.035        28    2.4   0.2    83   106   263   286   243   328 0.71 | transcript=PVPAM_100032400_t1 | gene=PVPAM_100032400 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein | transcript_product=6-cysteine protein | location=CASCJQ010000010:1193028-1194095(+) | protein_length=355 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718093.1         -            384 9720at5820           -            257   3.3e-10   38.3  12.0   1   2   1.5e-07   0.00012   20.1   1.9     2   108    25   121    24   161 0.73 | transcript=PVPAM_030008900_t1 | gene=PVPAM_030008900 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P41 | transcript_product=6-cysteine protein P41 | location=CASCJQ010000003:192953-194107(-) | protein_length=384 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718093.1         -            384 9720at5820           -            257   3.3e-10   38.3  12.0   2   2   1.5e-08   1.2e-05   23.3   2.8   111   245   228   366   221   372 0.76 | transcript=PVPAM_030008900_t1 | gene=PVPAM_030008900 | organism=Plasmodium_vivax_PAM | gene_product=6-cysteine protein P41 | transcript_product=6-cysteine protein P41 | location=CASCJQ010000003:192953-194107(-) | protein_length=384 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9720at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/9720at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9720at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:52:25 2026
# [ok]
