#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7723250.1         -           5340 109at5820            -           2731         0 4119.5 473.7   1  17   4.3e-77   2.8e-73  245.3  18.1     8   154    71   220    65   245 0.92 | transcript=PVPAM_140016900_t1 | gene=PVPAM_140016900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:543967-560115(-) | protein_length=5340 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723250.1         -           5340 109at5820            -           2731         0 4119.5 473.7  12  17     7e-55   4.6e-51  171.7   9.0  1927  2078  3994  4171  3979  4184 0.82 | transcript=PVPAM_140016900_t1 | gene=PVPAM_140016900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:543967-560115(-) | protein_length=5340 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723250.1         -           5340 109at5820            -           2731         0 4119.5 473.7  13  17     2e-48   1.3e-44  150.2   5.0  2071  2170  4273  4374  4268  4386 0.93 | transcript=PVPAM_140016900_t1 | gene=PVPAM_140016900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:543967-560115(-) | protein_length=5340 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723250.1         -           5340 109at5820            -           2731         0 4119.5 473.7  14  17    0.0029        19    0.4   1.6  2171  2214  4484  4526  4465  4547 0.69 | transcript=PVPAM_140016900_t1 | gene=PVPAM_140016900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:543967-560115(-) | protein_length=5340 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723250.1         -           5340 109at5820            -           2731         0 4119.5 473.7  15  17   4.3e-82   2.8e-78  262.0  21.1  2200  2350  4569  4721  4554  4725 0.95 | transcript=PVPAM_140016900_t1 | gene=PVPAM_140016900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:543967-560115(-) | protein_length=5340 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723250.1         -           5340 109at5820            -           2731         0 4119.5 473.7  16  17  5.1e-138  3.3e-134  447.5  35.9  2367  2645  4910  5219  4903  5230 0.90 | transcript=PVPAM_140016900_t1 | gene=PVPAM_140016900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:543967-560115(-) | protein_length=5340 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723250.1         -           5340 109at5820            -           2731         0 4119.5 473.7  17  17   3.8e-44   2.5e-40  136.0  11.2  2641  2731  5249  5339  5222  5339 0.90 | transcript=PVPAM_140016900_t1 | gene=PVPAM_140016900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:543967-560115(-) | protein_length=5340 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/109at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/109at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/109at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:28:08 2026
# [ok]
